GEO_ID,B17010B_001E,B17010B_001M,B17010B_002E,B17010B_002M,B17010B_003E,B17010B_003M,B17010B_004E,B17010B_004M,B17010B_005E,B17010B_005M,B17010B_006E,B17010B_006M,B17010B_007E,B17010B_007M,B17010B_008E,B17010B_008M,B17010B_009E,B17010B_009M,B17010B_010E,B17010B_010M,B17010B_011E,B17010B_011M,B17010B_012E,B17010B_012M,B17010B_013E,B17010B_013M,B17010B_014E,B17010B_014M,B17010B_015E,B17010B_015M,B17010B_016E,B17010B_016M,B17010B_017E,B17010B_017M,B17010B_018E,B17010B_018M,B17010B_019E,B17010B_019M,B17010B_020E,B17010B_020M,B17010B_021E,B17010B_021M,B17010B_022E,B17010B_022M,B17010B_023E,B17010B_023M,B17010B_024E,B17010B_024M,B17010B_025E,B17010B_025M,B17010B_026E,B17010B_026M,B17010B_027E,B17010B_027M,B17010B_028E,B17010B_028M,B17010B_029E,B17010B_029M,B17010B_030E,B17010B_030M,B17010B_031E,B17010B_031M,B17010B_032E,B17010B_032M,B17010B_033E,B17010B_033M,B17010B_034E,B17010B_034M,B17010B_035E,B17010B_035M,B17010B_036E,B17010B_036M,B17010B_037E,B17010B_037M,B17010B_038E,B17010B_038M,B17010B_039E,B17010B_039M,B17010B_040E,B17010B_040M,B17010B_041E,B17010B_041M,NAME,B17010B_001EA,B17010B_001MA,B17010B_002MA,B17010B_002EA,B17010B_003MA,B17010B_003EA,B17010B_004MA,B17010B_004EA,B17010B_005EA,B17010B_005MA,B17010B_006EA,B17010B_006MA,B17010B_007EA,B17010B_007MA,B17010B_008MA,B17010B_008EA,B17010B_009MA,B17010B_009EA,B17010B_010MA,B17010B_010EA,B17010B_011MA,B17010B_011EA,B17010B_012EA,B17010B_012MA,B17010B_013MA,B17010B_013EA,B17010B_014MA,B17010B_014EA,B17010B_015MA,B17010B_015EA,B17010B_016MA,B17010B_016EA,B17010B_017EA,B17010B_017MA,B17010B_018EA,B17010B_018MA,B17010B_019MA,B17010B_019EA,B17010B_020MA,B17010B_020EA,B17010B_021MA,B17010B_021EA,B17010B_022MA,B17010B_022EA,B17010B_023EA,B17010B_023MA,B17010B_024MA,B17010B_024EA,B17010B_025MA,B17010B_025EA,B17010B_026MA,B17010B_026EA,B17010B_027MA,B17010B_027EA,B17010B_028EA,B17010B_028MA,B17010B_029EA,B17010B_029MA,B17010B_030MA,B17010B_030EA,B17010B_031MA,B17010B_031EA,B17010B_032EA,B17010B_032MA,B17010B_033MA,B17010B_033EA,B17010B_034EA,B17010B_034MA,B17010B_035MA,B17010B_035EA,B17010B_036MA,B17010B_036EA,B17010B_037EA,B17010B_037MA,B17010B_038MA,B17010B_038EA,B17010B_039EA,B17010B_039MA,B17010B_040EA,B17010B_040MA,B17010B_041MA,B17010B_041EA,state
0400000US01,295964,6428,75061,4274,13270,1967,8641,1893,914,573,1794,791,5933,1507,4629,986,61791,3843,5091,1100,3279,927,595,475,932,506,1752,624,1812,763,56700,3740,51536,3546,8090,1736,13915,1837,29531,2524,5164,1152,220903,6255,123378,4983,63980,4333,10036,1765,10255,1534,43689,3461,59398,3171,97525,5126,17515,2348,7493,1632,1876,938,1021,510,4596,1056,10022,1908,80010,4332,51027,3137,7393,1815,6925,1352,36709,2948,28983,2423,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,43981,2362,6020,1253,1119,529,906,512,135,193,320,344,451,336,213,180,4901,1103,984,561,873,518,0,291,684,518,189,187,111,172,3917,995,3713,933,534,384,843,517,2336,711,204,254,37961,2431,23332,2207,10895,1615,2172,942,2561,797,6162,1282,12437,1745,14629,1817,4920,1196,2690,1012,564,548,655,536,1471,595,2230,930,9709,1564,7493,1445,767,453,762,443,5964,1347,2216,670,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,110351,3388,32416,2798,4808,1121,2828,978,245,211,828,507,1755,789,1980,666,27608,2539,2688,874,2075,787,766,583,284,233,1025,546,613,362,24920,2404,21602,2675,5766,1452,6466,1648,9370,1780,3318,945,77935,3104,45094,2540,24273,2291,5125,1354,3640,1069,15508,2030,20821,2091,32841,2609,5513,1249,2311,836,461,492,205,224,1645,755,3202,897,27328,2280,18711,1901,1684,576,3607,1135,13420,1704,8617,1223,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,487115,7021,81268,4422,11582,2123,7978,1845,1655,882,2896,1108,3427,888,3604,914,69686,4391,9353,1898,8059,1795,2199,1023,1824,748,4036,1131,1294,520,60333,4205,54608,4152,7021,1438,13940,2149,33647,3431,5725,1219,405847,7548,210262,6667,112255,5349,19519,2637,23784,2466,68952,4030,98007,3904,195585,5553,41140,2988,24732,2288,5234,1379,3891,1032,15607,2019,16408,2181,154445,5088,103957,5298,13653,2140,15546,2192,74758,4840,50488,3428,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41991,2472,7831,1697,2241,749,1621,714,358,334,581,502,682,354,620,452,5590,1559,820,667,390,386,0,271,187,295,203,264,430,498,4770,1325,4365,1256,875,532,1253,653,2237,946,405,298,34160,2149,21358,1821,10544,1517,1745,660,1844,698,6955,1156,10814,1504,12802,1786,3130,934,1986,816,660,439,137,215,1189,628,1144,582,9672,1634,7303,1536,1407,740,655,516,5241,1323,2369,732,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,77221,2919,10835,1503,1400,548,1019,514,252,243,396,349,371,309,381,228,9435,1426,648,397,648,397,40,71,115,203,493,377,0,269,8787,1416,8005,1306,1305,532,2175,769,4525,992,782,473,66386,2926,32483,2158,18711,1986,2509,903,4409,1008,11793,1575,13772,1480,33903,2642,6833,1576,3957,1323,985,609,1189,872,1783,750,2876,890,27070,2293,19358,1990,2342,912,3164,815,13852,1934,7712,1369,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40801,2067,5841,1426,731,482,457,389,0,261,216,278,241,273,274,279,5110,1308,393,388,393,388,0,261,196,315,197,209,0,261,4717,1231,4460,1224,963,531,1158,569,2339,807,257,170,34960,2070,19151,1861,9726,1509,2386,868,1613,720,5727,1183,9425,1369,15809,1810,2964,956,2080,877,716,506,120,149,1244,706,884,502,12845,1598,8358,1559,1326,628,1411,723,5621,1299,4487,1092,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,66868,2894,15445,1900,1994,710,657,431,82,139,509,385,66,107,1337,611,13451,1772,743,398,552,385,45,76,0,292,507,375,191,142,12708,1728,10996,1530,1084,478,3615,1038,6297,1212,1712,744,51423,2590,19016,2012,6856,1192,2138,692,1099,530,3619,834,12160,1512,32407,2310,6458,1319,2327,953,433,328,275,303,1619,817,4131,1004,25949,1959,14699,1523,1645,595,1979,677,11075,1418,11250,1524,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,630118,8122,121526,6283,23221,2632,14504,2216,2071,805,5193,1237,7240,1686,8717,1556,98305,5498,9904,1702,7135,1417,1795,906,2175,902,3165,1001,2769,877,88401,5341,79213,5035,14625,2224,22582,2260,42006,3807,9188,1785,508592,7991,283196,8411,155531,6421,22866,2465,32080,3411,100585,5936,127665,5084,225396,7158,53921,4103,27611,3710,7769,1856,4061,1198,15781,2471,26310,2897,171475,6316,116077,5455,16414,2680,18193,2346,81470,4757,55398,4027,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
