GEO_ID,B12002B_001E,B12002B_001M,B12002B_002E,B12002B_002M,B12002B_003E,B12002B_003M,B12002B_004E,B12002B_004M,B12002B_005E,B12002B_005M,B12002B_006E,B12002B_006M,B12002B_007E,B12002B_007M,B12002B_008E,B12002B_008M,B12002B_009E,B12002B_009M,B12002B_010E,B12002B_010M,B12002B_011E,B12002B_011M,B12002B_012E,B12002B_012M,B12002B_013E,B12002B_013M,NAME,B12002B_001EA,B12002B_001MA,B12002B_002MA,B12002B_002EA,B12002B_003MA,B12002B_003EA,B12002B_004MA,B12002B_004EA,B12002B_005EA,B12002B_005MA,B12002B_006EA,B12002B_006MA,B12002B_007MA,B12002B_007EA,B12002B_008MA,B12002B_008EA,B12002B_009MA,B12002B_009EA,B12002B_010MA,B12002B_010EA,B12002B_011EA,B12002B_011MA,B12002B_012EA,B12002B_012MA,B12002B_013MA,B12002B_013EA,state
0400000US01,923766,3436,420276,2496,190848,4723,154390,5587,16787,2181,12259,1615,45992,4107,503490,2743,206905,5452,144198,5047,26878,2756,58043,3002,67466,3720,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,17002,1292,8675,905,2541,835,4921,924,268,324,188,184,757,402,8327,900,2754,884,3597,934,645,687,692,480,639,503,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,156072,2963,81725,1858,34843,2255,32915,2825,2329,846,1181,483,10457,1719,74347,1991,29457,2281,26711,2035,1236,537,4835,1019,12108,1686,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,325274,3079,149861,2288,63148,2824,56833,3047,6191,1053,4140,832,19549,2579,175413,2577,68847,3525,49819,2680,10739,1734,20899,1730,25109,2197,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1742670,9639,846290,5938,409350,7197,281351,7161,34568,2988,22933,2259,98088,4588,896380,5797,405291,7490,231749,6555,43708,3722,81895,3732,133737,5733,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,136418,3353,71862,2316,28716,2264,30139,2213,2335,699,1793,680,8879,1438,64556,2197,25884,2617,22793,2216,1738,768,5189,986,8952,1427,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,252970,3474,117730,2277,61787,3040,40853,2379,3602,1239,2111,733,9377,1451,135240,2085,62653,2953,37538,2649,6357,1126,10944,1358,17748,2277,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,134687,1186,62105,760,29714,1562,22499,2013,1913,892,1633,522,6346,1479,72582,939,32940,1939,21663,2272,3560,1175,5094,918,9325,1477,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,255911,1852,110802,921,61713,2522,27831,2319,5611,1136,5011,885,10636,1335,145109,1454,73718,3119,25450,2411,6534,1379,21257,1888,18150,1993,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2080330,9515,985897,6017,460888,8397,373194,9308,39146,3388,21037,2382,91632,6031,1094433,6381,469935,7533,335862,8807,55525,4281,94041,4675,139070,5628,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2099998,6314,968593,3966,469043,8046,346587,8771,33216,3292,24343,2370,95404,5907,1131405,4176,491293,8388,321346,8070,59318,4562,98571,3826,160877,6683,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,22591,1633,13298,1193,4412,1126,6668,1270,179,157,71,125,1968,853,9293,978,2870,896,4672,1151,40,71,226,249,1485,756,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,5125,936,2959,794,1335,661,1173,519,63,102,0,253,388,452,2166,556,872,438,755,351,0,253,0,253,539,445,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1422216,5364,646495,4097,340075,6584,199169,6887,24806,2535,19953,2179,62492,4436,775721,3256,375286,7068,177114,6107,41841,3379,80560,3443,100920,4356,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,406455,3723,188960,2230,87361,3627,69486,3463,6646,1288,3237,660,22230,2265,217495,2687,98387,3716,57259,3273,10591,1746,17932,1644,33326,2677,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,47366,2134,23632,1639,10967,1296,8875,1214,976,458,483,313,2331,785,23734,1504,12102,1695,5349,1214,891,538,2145,653,3247,915,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,118197,2255,58787,1774,26344,2163,20812,1621,2282,776,1654,588,7695,1431,59410,1488,25818,1867,16662,1607,3560,977,4983,905,8387,1392,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,237971,3802,112837,2515,53688,3198,38131,3224,4191,1167,3262,827,13565,1824,125134,2685,58092,3293,30941,2658,4837,1131,12742,1352,18522,1782,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1007456,3585,462059,2953,223435,5785,159438,5865,16846,2329,17019,1955,45321,3794,545397,3068,239756,5297,152137,6312,27406,2765,57902,3411,68196,3987,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1261851,4830,573051,3211,258035,5880,221290,6452,27056,2951,13953,1716,52717,3840,688800,3454,292737,6903,210148,6844,38822,3199,60701,2900,86392,4004,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,298341,4792,142212,2970,71680,3491,50929,3690,5752,1191,2049,707,11802,1785,156129,2883,76101,3505,45156,2924,9713,1770,9224,1132,15935,1737,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1078157,5110,496010,3554,255844,5128,150757,4961,18616,1916,13693,1689,57100,3701,582147,3117,280441,5746,138946,5637,24066,2427,55680,3052,83014,3804,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,159298,2668,82675,2120,42151,2862,27783,2503,2489,873,1073,467,9179,1440,76623,1637,38336,2463,20111,1841,5033,1215,3181,902,9962,1237,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
