GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,NAME,B17001B_001MA,B17001B_001EA,B17001B_002MA,B17001B_002EA,B17001B_003MA,B17001B_003EA,B17001B_004MA,B17001B_004EA,B17001B_005EA,B17001B_005MA,B17001B_006MA,B17001B_006EA,B17001B_007MA,B17001B_007EA,B17001B_008MA,B17001B_008EA,B17001B_009MA,B17001B_009EA,B17001B_010EA,B17001B_010MA,B17001B_011EA,B17001B_011MA,B17001B_012EA,B17001B_012MA,B17001B_013MA,B17001B_013EA,B17001B_014MA,B17001B_014EA,B17001B_015EA,B17001B_015MA,B17001B_016EA,B17001B_016MA,B17001B_017EA,B17001B_017MA,B17001B_018MA,B17001B_018EA,B17001B_019MA,B17001B_019EA,B17001B_020EA,B17001B_020MA,B17001B_021EA,B17001B_021MA,B17001B_022EA,B17001B_022MA,B17001B_023MA,B17001B_023EA,B17001B_024MA,B17001B_024EA,B17001B_025EA,B17001B_025MA,B17001B_026EA,B17001B_026MA,B17001B_027EA,B17001B_027MA,B17001B_028MA,B17001B_028EA,B17001B_029MA,B17001B_029EA,B17001B_030EA,B17001B_030MA,B17001B_031EA,B17001B_031MA,B17001B_032EA,B17001B_032MA,B17001B_033MA,B17001B_033EA,B17001B_034MA,B17001B_034EA,B17001B_035MA,B17001B_035EA,B17001B_036EA,B17001B_036MA,B17001B_037EA,B17001B_037MA,B17001B_038EA,B17001B_038MA,B17001B_039MA,B17001B_039EA,B17001B_040MA,B17001B_040EA,B17001B_041EA,B17001B_041MA,B17001B_042EA,B17001B_042MA,B17001B_043EA,B17001B_043MA,B17001B_044MA,B17001B_044EA,B17001B_045MA,B17001B_045EA,B17001B_046MA,B17001B_046EA,B17001B_047EA,B17001B_047MA,B17001B_048EA,B17001B_048MA,B17001B_049EA,B17001B_049MA,B17001B_050MA,B17001B_050EA,B17001B_051MA,B17001B_051EA,B17001B_052EA,B17001B_052MA,B17001B_053EA,B17001B_053MA,B17001B_054EA,B17001B_054MA,B17001B_055MA,B17001B_055EA,B17001B_056MA,B17001B_056EA,B17001B_057MA,B17001B_057EA,B17001B_058MA,B17001B_058EA,B17001B_059MA,B17001B_059EA,state
0400000US01,1161844,5111,343838,14837,137402,7033,20105,2122,3068,809,23601,2906,12067,1878,3125,797,6435,1070,17680,1958,10483,1758,11621,1570,11092,1677,9472,1448,4982,1180,3671,843,206436,9374,19095,2243,4296,1023,24276,2431,12404,1731,4690,973,7972,1662,25893,2453,31451,2853,22983,2462,20531,2111,13294,1459,8972,1210,10579,1283,818006,15987,396047,8469,23149,2234,4696,1306,36957,3141,20909,2318,7732,1194,13980,1679,45190,2102,56656,2887,59077,2394,58774,2265,37971,1760,18962,1359,11994,1227,421959,9587,23812,2056,4167,1203,31630,2865,17896,1927,6382,1202,13099,1774,42232,3018,54609,3017,65892,2897,71248,2481,45655,1670,24631,1499,20706,1546,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,198951,5551,37201,6431,17441,3671,2714,1343,843,538,2347,914,1411,727,450,350,163,155,2244,949,1449,668,2045,930,2085,986,1017,502,501,372,172,146,19760,3459,2670,952,551,448,2766,1267,1258,800,301,276,685,469,2673,801,2081,872,2258,811,2044,694,1343,495,412,412,718,408,161750,7266,85016,4099,5988,1194,1167,605,7113,1785,4941,1509,1649,536,3044,883,9558,1276,14969,1316,13466,957,10999,950,6783,568,3509,619,1830,321,76734,4421,4799,1310,813,519,7105,1400,3852,930,1503,590,2604,889,6440,942,13176,1370,12432,1335,10692,965,7165,612,3838,566,2315,521,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,418728,4771,138090,8413,60028,4197,10382,1824,2037,767,9673,1569,4105,1122,1605,600,2308,615,8363,1711,5581,1386,5174,1281,4780,1159,3591,940,1172,429,1257,544,78062,5424,9360,1629,1430,654,8666,1568,3964,870,836,401,2223,631,12888,1612,11230,1648,7430,1452,8002,1208,4164,928,2889,714,4980,885,280638,8533,133627,5059,9751,1747,1386,582,11799,1673,7258,1549,2168,652,5724,1028,14403,1541,17459,2103,20224,1786,21759,1635,12167,924,6843,744,2686,485,147011,5434,8017,1428,2341,904,11814,1573,7945,1528,2152,717,5943,1190,12731,1688,20847,1946,24151,1876,23717,1872,13731,1090,6914,786,6708,943,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2145122,14707,442259,17467,203291,9726,26998,2820,4632,1194,27718,3362,14678,2162,5276,1131,11095,1557,29444,3336,18983,2998,20138,2610,22805,2613,12843,1965,5793,1385,2888,663,238968,12040,22191,3378,4496,1208,27771,3372,15681,2181,6604,1324,10971,1855,26428,3080,34530,3407,32199,3615,26981,2850,14859,1643,8507,1394,7750,1331,1702863,19566,826803,10310,56041,3477,11174,1831,74681,4078,45059,3258,15988,2056,29354,2111,87915,3786,112411,3145,136835,3514,117463,3474,71497,2279,42736,1764,25649,1240,876060,13162,54416,3640,12464,1987,69764,4443,37393,2954,13167,1782,27376,2758,87034,3514,113718,3736,143699,3953,133275,3100,89151,2057,54537,1786,40066,1558,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,170117,4885,38584,5289,18586,2927,2805,1221,952,566,2840,1006,803,429,576,312,907,502,2282,894,1957,747,1534,619,2144,758,964,510,611,428,211,249,19998,2980,2525,760,0,271,2852,1031,1220,659,283,311,396,272,2615,871,3407,961,2118,989,1725,674,1454,591,786,451,617,435,131533,6793,68577,3976,4656,1577,577,454,5092,1176,3387,1011,913,420,2094,605,8067,1348,9868,1343,12841,1171,11524,1058,5967,616,2445,423,1146,302,62956,3863,3584,1039,940,540,5484,1201,3213,1150,1219,521,1989,485,5443,1206,9876,1167,10925,1205,9896,920,5106,744,3159,660,2122,553,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,316092,5001,51549,5668,22019,3096,3359,918,675,458,3490,1228,1761,565,767,408,1360,546,2370,909,1975,791,1895,639,1848,728,1445,564,416,249,658,428,29530,3328,2449,733,312,276,3064,1057,2468,938,661,454,848,433,2607,681,4258,1087,4628,989,3811,1019,2413,766,1373,661,638,492,264543,7243,126680,4258,9083,1088,1995,878,11806,1408,8449,1328,2073,710,5232,758,13384,1638,17828,1590,20746,1178,17544,1134,9767,842,6070,417,2703,532,137863,4333,8773,1003,1063,543,10911,1396,7699,1631,2998,670,4802,809,13465,1156,19505,1342,22728,1430,19705,1446,13207,906,7712,630,5295,562,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,169331,2194,31927,5342,13864,2751,2077,1046,513,448,2622,1111,1412,710,619,331,357,265,1431,659,1261,680,1017,685,1574,712,528,415,153,182,300,307,18063,3180,1909,917,251,276,2248,1178,1399,616,612,379,723,426,1679,793,2857,993,2109,667,1051,401,1674,600,734,405,817,361,137404,5558,64593,2911,4830,1069,635,458,4704,1256,3884,1013,652,420,2072,567,7459,923,9357,992,11212,867,8542,759,6223,483,3278,370,1745,312,72811,3309,4731,1176,1458,577,6284,1175,2282,724,1100,459,2837,673,7076,900,9917,1079,12322,758,11961,507,6532,628,3785,491,2526,435,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,310793,2978,83376,7145,35043,3754,4615,1383,600,417,5846,1464,3615,1088,969,441,1571,516,3297,983,2644,932,2607,763,4377,1006,2753,762,1223,525,926,390,48333,4706,4111,997,1154,667,5275,1086,2586,784,1356,616,1390,576,5171,1150,6860,1192,4928,986,4903,998,4286,834,2894,683,3419,831,227417,7687,102314,4042,5962,1498,519,351,6289,1114,4956,1084,1602,548,3007,637,9569,1084,14418,1068,15546,959,15499,1126,11535,747,7302,495,6110,443,125103,5066,6716,1113,1326,753,7384,1442,4083,1022,907,489,3598,724,9373,1092,15223,1367,18088,1090,20307,1108,15383,902,10852,744,11863,954,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2664315,14335,623982,23665,267121,12229,46069,3917,10386,1826,39165,3578,23095,2916,7345,1525,12025,1882,34346,3757,22892,2605,19110,2473,22777,2809,14804,1645,8584,1607,6523,1357,356861,15202,39108,3530,6845,1620,36990,3881,24472,3038,8257,1728,13056,1852,47458,4013,48773,3226,43964,4306,32773,3173,21180,2015,16712,2025,17273,1735,2040333,25089,987079,14359,77420,4067,13379,2064,84682,4743,52433,4015,18508,2159,38121,2514,119897,4004,147210,5052,156305,4226,132925,4305,78133,2261,45520,2033,22546,1710,1053254,15176,72921,3548,16454,2164,92344,5163,46938,4486,19359,2232,34577,2619,109485,3977,154312,3525,166649,4830,154823,3686,94685,2379,53894,2096,36813,2114,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
