GEO_ID,B16005H_001E,B16005H_001M,B16005H_002E,B16005H_002M,B16005H_003E,B16005H_003M,B16005H_004E,B16005H_004M,B16005H_005E,B16005H_005M,B16005H_006E,B16005H_006M,B16005H_007E,B16005H_007M,B16005H_008E,B16005H_008M,B16005H_009E,B16005H_009M,B16005H_010E,B16005H_010M,B16005H_011E,B16005H_011M,B16005H_012E,B16005H_012M,B16005H_013E,B16005H_013M,B16005H_014E,B16005H_014M,B16005H_015E,B16005H_015M,B16005H_016E,B16005H_016M,B16005H_017E,B16005H_017M,B16005H_018E,B16005H_018M,B16005H_019E,B16005H_019M,B16005H_020E,B16005H_020M,B16005H_021E,B16005H_021M,B16005H_022E,B16005H_022M,B16005H_023E,B16005H_023M,B16005H_024E,B16005H_024M,B16005H_025E,B16005H_025M,B16005H_026E,B16005H_026M,B16005H_027E,B16005H_027M,B16005H_028E,B16005H_028M,B16005H_029E,B16005H_029M,B16005H_030E,B16005H_030M,B16005H_031E,B16005H_031M,B16005H_032E,B16005H_032M,B16005H_033E,B16005H_033M,B16005H_034E,B16005H_034M,B16005H_035E,B16005H_035M,B16005H_036E,B16005H_036M,B16005H_037E,B16005H_037M,B16005H_038E,B16005H_038M,B16005H_039E,B16005H_039M,B16005H_040E,B16005H_040M,B16005H_041E,B16005H_041M,B16005H_042E,B16005H_042M,B16005H_043E,B16005H_043M,B16005H_044E,B16005H_044M,B16005H_045E,B16005H_045M,NAME,B16005H_001EA,B16005H_001MA,B16005H_002EA,B16005H_002MA,B16005H_003EA,B16005H_003MA,B16005H_004MA,B16005H_004EA,B16005H_005MA,B16005H_005EA,B16005H_006EA,B16005H_006MA,B16005H_007EA,B16005H_007MA,B16005H_008EA,B16005H_008MA,B16005H_009MA,B16005H_009EA,B16005H_010MA,B16005H_010EA,B16005H_011MA,B16005H_011EA,B16005H_012EA,B16005H_012MA,B16005H_013EA,B16005H_013MA,B16005H_014EA,B16005H_014MA,B16005H_015MA,B16005H_015EA,B16005H_016MA,B16005H_016EA,B16005H_017EA,B16005H_017MA,B16005H_018EA,B16005H_018MA,B16005H_019EA,B16005H_019MA,B16005H_020MA,B16005H_020EA,B16005H_021MA,B16005H_021EA,B16005H_022EA,B16005H_022MA,B16005H_023EA,B16005H_023MA,B16005H_024EA,B16005H_024MA,B16005H_025MA,B16005H_025EA,B16005H_026MA,B16005H_026EA,B16005H_027EA,B16005H_027MA,B16005H_028EA,B16005H_028MA,B16005H_029EA,B16005H_029MA,B16005H_030MA,B16005H_030EA,B16005H_031MA,B16005H_031EA,B16005H_032EA,B16005H_032MA,B16005H_033EA,B16005H_033MA,B16005H_034EA,B16005H_034MA,B16005H_035MA,B16005H_035EA,B16005H_036MA,B16005H_036EA,B16005H_037EA,B16005H_037MA,B16005H_038EA,B16005H_038MA,B16005H_039EA,B16005H_039MA,B16005H_040MA,B16005H_040EA,B16005H_041MA,B16005H_041EA,B16005H_042EA,B16005H_042MA,B16005H_043EA,B16005H_043MA,B16005H_044EA,B16005H_044MA,B16005H_045MA,B16005H_045EA,state
0400000US01,2988923,1228,2961109,3372,2921319,4818,24663,3062,18237,2472,2911,843,3460,990,55,99,12597,1644,10370,1507,1077,483,1076,402,74,114,1536,753,1536,753,0,265,0,265,0,265,994,480,818,390,176,280,0,265,0,265,27814,3119,14697,1786,306,310,306,310,0,265,0,265,0,265,9422,1822,6124,1412,2744,1009,554,333,0,265,1249,903,738,530,458,450,53,63,0,265,2140,1002,1365,721,775,687,0,265,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3467753,2199,3322400,9393,3223468,11533,52386,3649,42712,3456,5676,946,3947,791,51,85,37496,2992,32801,2808,3145,809,1550,613,0,291,4979,1078,4429,1043,443,227,107,125,0,291,4071,1916,3831,1900,240,237,0,291,0,291,145353,8811,72892,4238,4636,1475,2645,1018,1116,509,485,440,390,460,56132,6210,34756,4276,14103,2865,4749,1142,2524,1051,693,296,396,220,297,224,0,291,0,291,11000,2502,6093,1868,3419,1136,868,467,620,530,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14845377,10345,13500266,25533,12825043,29986,270673,9864,233445,9365,21241,2047,15626,1984,361,242,322352,9885,286886,9317,23256,2764,11151,1576,1059,458,28838,3228,24679,2862,2298,686,1655,718,206,222,53360,6943,46976,6614,4567,1251,1421,637,396,404,1345111,24111,439619,10319,42325,4405,26917,3223,8337,1976,4459,902,2612,812,705991,20969,400637,11671,170312,9400,89035,6360,46007,5761,15745,2042,10599,1768,3380,1006,1315,472,451,353,141431,10440,84434,7316,32809,3582,17227,3071,6961,1691,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3201858,2315,3105692,5507,3006202,8352,49722,4105,38845,3524,5374,1038,5450,1182,53,87,42771,3812,35102,3481,4208,1055,3404,756,57,92,4032,1077,3585,1020,135,149,140,133,172,281,2965,1107,2483,957,391,303,91,145,0,271,96166,5299,43800,2667,1884,821,1337,631,428,277,119,147,0,271,42230,3887,29051,2607,7597,1641,4267,1461,1315,730,2171,1691,1304,1146,408,516,74,122,385,437,6081,1704,3837,1192,1476,639,768,481,0,271,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2482769,3358,2293342,10344,2176269,12563,21969,3005,18053,2548,1926,655,1990,636,0,269,87530,5947,74227,5562,8880,1356,3946,938,477,411,1987,804,1987,804,0,269,0,269,0,269,5587,1419,4810,1283,329,235,448,367,0,269,189427,9776,54202,3676,2584,949,1213,513,1029,625,342,310,0,269,125598,9510,61982,5377,35576,3522,22159,3239,5881,1873,1345,600,791,431,384,336,170,180,0,269,5698,1391,3792,1054,1494,486,356,296,56,95,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10523494,8465,9870866,17591,9485161,21924,192045,8890,160295,8678,16576,2250,14009,2150,1165,862,159903,8344,138126,7513,14164,1935,7292,1287,321,285,8791,1827,6907,1385,1622,825,262,330,0,300,24966,3910,22291,3881,1785,949,771,603,119,195,652628,16570,281685,8701,34622,3141,21546,2815,7092,1324,3839,1212,2145,910,279129,11787,167498,7899,70556,5827,31572,3474,9503,2713,7971,2237,4585,1413,2738,1084,481,423,167,259,49221,4911,31280,3470,11428,2116,5477,1891,1036,691,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
