GEO_ID,B17001D_001E,B17001D_001M,B17001D_002E,B17001D_002M,B17001D_003E,B17001D_003M,B17001D_004E,B17001D_004M,B17001D_005E,B17001D_005M,B17001D_006E,B17001D_006M,B17001D_007E,B17001D_007M,B17001D_008E,B17001D_008M,B17001D_009E,B17001D_009M,B17001D_010E,B17001D_010M,B17001D_011E,B17001D_011M,B17001D_012E,B17001D_012M,B17001D_013E,B17001D_013M,B17001D_014E,B17001D_014M,B17001D_015E,B17001D_015M,B17001D_016E,B17001D_016M,B17001D_017E,B17001D_017M,B17001D_018E,B17001D_018M,B17001D_019E,B17001D_019M,B17001D_020E,B17001D_020M,B17001D_021E,B17001D_021M,B17001D_022E,B17001D_022M,B17001D_023E,B17001D_023M,B17001D_024E,B17001D_024M,B17001D_025E,B17001D_025M,B17001D_026E,B17001D_026M,B17001D_027E,B17001D_027M,B17001D_028E,B17001D_028M,B17001D_029E,B17001D_029M,B17001D_030E,B17001D_030M,B17001D_031E,B17001D_031M,B17001D_032E,B17001D_032M,B17001D_033E,B17001D_033M,B17001D_034E,B17001D_034M,B17001D_035E,B17001D_035M,B17001D_036E,B17001D_036M,B17001D_037E,B17001D_037M,B17001D_038E,B17001D_038M,B17001D_039E,B17001D_039M,B17001D_040E,B17001D_040M,B17001D_041E,B17001D_041M,B17001D_042E,B17001D_042M,B17001D_043E,B17001D_043M,B17001D_044E,B17001D_044M,B17001D_045E,B17001D_045M,B17001D_046E,B17001D_046M,B17001D_047E,B17001D_047M,B17001D_048E,B17001D_048M,B17001D_049E,B17001D_049M,B17001D_050E,B17001D_050M,B17001D_051E,B17001D_051M,B17001D_052E,B17001D_052M,B17001D_053E,B17001D_053M,B17001D_054E,B17001D_054M,B17001D_055E,B17001D_055M,B17001D_056E,B17001D_056M,B17001D_057E,B17001D_057M,B17001D_058E,B17001D_058M,B17001D_059E,B17001D_059M,NAME,B17001D_001MA,B17001D_001EA,B17001D_002EA,B17001D_002MA,B17001D_003EA,B17001D_003MA,B17001D_004EA,B17001D_004MA,B17001D_005MA,B17001D_005EA,B17001D_006MA,B17001D_006EA,B17001D_007EA,B17001D_007MA,B17001D_008EA,B17001D_008MA,B17001D_009EA,B17001D_009MA,B17001D_010MA,B17001D_010EA,B17001D_011MA,B17001D_011EA,B17001D_012EA,B17001D_012MA,B17001D_013EA,B17001D_013MA,B17001D_014EA,B17001D_014MA,B17001D_015MA,B17001D_015EA,B17001D_016MA,B17001D_016EA,B17001D_017EA,B17001D_017MA,B17001D_018EA,B17001D_018MA,B17001D_019EA,B17001D_019MA,B17001D_020MA,B17001D_020EA,B17001D_021MA,B17001D_021EA,B17001D_022EA,B17001D_022MA,B17001D_023EA,B17001D_023MA,B17001D_024EA,B17001D_024MA,B17001D_025MA,B17001D_025EA,B17001D_026MA,B17001D_026EA,B17001D_027MA,B17001D_027EA,B17001D_028EA,B17001D_028MA,B17001D_029EA,B17001D_029MA,B17001D_030EA,B17001D_030MA,B17001D_031MA,B17001D_031EA,B17001D_032MA,B17001D_032EA,B17001D_033EA,B17001D_033MA,B17001D_034EA,B17001D_034MA,B17001D_035EA,B17001D_035MA,B17001D_036MA,B17001D_036EA,B17001D_037MA,B17001D_037EA,B17001D_038MA,B17001D_038EA,B17001D_039MA,B17001D_039EA,B17001D_040MA,B17001D_040EA,B17001D_041EA,B17001D_041MA,B17001D_042EA,B17001D_042MA,B17001D_043EA,B17001D_043MA,B17001D_044MA,B17001D_044EA,B17001D_045MA,B17001D_045EA,B17001D_046MA,B17001D_046EA,B17001D_047EA,B17001D_047MA,B17001D_048EA,B17001D_048MA,B17001D_049EA,B17001D_049MA,B17001D_050MA,B17001D_050EA,B17001D_051MA,B17001D_051EA,B17001D_052EA,B17001D_052MA,B17001D_053EA,B17001D_053MA,B17001D_054EA,B17001D_054MA,B17001D_055MA,B17001D_055EA,B17001D_056MA,B17001D_056EA,B17001D_057EA,B17001D_057MA,B17001D_058EA,B17001D_058MA,B17001D_059EA,B17001D_059MA,state
0400000US01,44786,3332,7073,1723,2624,970,247,215,0,265,257,251,99,141,0,265,190,277,650,429,475,459,566,321,96,135,0,265,44,79,0,265,4449,1072,437,384,0,265,548,389,221,197,0,265,65,90,879,488,1215,556,543,336,223,179,245,224,0,265,73,113,37713,3263,17988,2305,1137,484,112,124,2022,648,593,294,530,401,415,338,1132,596,3770,1039,3323,567,2564,811,1499,526,527,461,364,245,19725,1707,1055,424,388,307,1855,562,873,402,138,115,431,342,1767,650,3102,787,4437,1072,2642,691,1742,598,834,418,461,259,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29648,1984,2667,1361,1742,1001,255,318,0,235,392,355,196,206,0,235,11,18,118,128,183,187,122,198,320,307,145,162,0,235,0,235,925,646,138,209,45,72,177,221,107,162,0,235,48,66,29,51,245,201,5,29,80,100,51,87,0,235,0,235,26981,1831,11577,1458,398,270,156,173,897,438,563,327,94,94,379,297,824,251,1694,549,1660,569,2866,641,1237,448,502,260,307,294,15404,971,524,243,369,288,838,351,652,368,135,164,365,248,1736,519,1697,494,3099,605,2772,602,1487,323,1118,502,612,437,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,142740,3149,18126,3314,8427,1911,626,538,0,291,597,467,235,263,63,105,403,352,1965,701,1892,939,1485,747,271,262,580,388,97,66,213,156,9699,1857,444,417,0,291,340,351,108,127,0,291,114,167,2379,934,2259,797,1992,779,465,298,763,482,577,314,258,179,124614,3984,58890,2410,4322,941,712,380,4745,948,1960,581,543,265,1526,456,4218,746,12988,1175,11929,982,7320,721,4571,651,2970,266,1086,347,65724,2450,4847,965,1033,617,3896,1022,2275,619,1130,474,1581,431,3820,835,13395,1001,12816,953,9463,841,6251,583,3212,418,2005,416,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,27410,2271,2874,1093,1084,603,215,246,0,257,92,133,70,126,0,257,0,257,197,305,168,257,101,119,63,122,53,69,125,163,0,257,1790,625,239,245,0,257,138,135,0,257,0,257,137,151,326,299,421,348,115,153,0,257,138,192,212,171,64,125,24536,2422,10927,1597,424,280,373,252,1436,674,743,512,131,178,291,252,685,348,2149,706,1558,535,2045,530,713,312,276,225,103,139,13609,1310,1050,596,121,141,1514,681,244,182,0,257,400,285,1145,447,2166,735,2158,673,2990,821,1034,371,432,303,355,280,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4429375,16327,442765,19386,201633,10061,11826,1972,2906,962,16496,2260,9444,1555,3663,1177,6176,1148,45593,3556,25616,2873,23727,2734,23220,2418,13542,1883,11305,1866,8119,1240,241132,11245,11051,1630,1551,690,16901,2721,10457,1880,4209,1124,8019,1448,49038,4663,32320,2931,30711,3260,28982,2719,20433,2020,13236,1857,14224,1813,3986610,26336,1927179,14746,120734,3437,25358,2236,138028,4482,72704,3681,24193,2183,53988,2642,162887,4978,314307,4937,343272,4365,290717,3287,193007,2380,109268,2278,78716,1717,2059431,14432,112808,3054,20013,1971,132601,5168,69753,4277,23182,2066,47525,2139,152127,4787,327867,4324,370475,4142,328419,2988,222330,2505,140110,2201,112221,2252,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,130742,3609,16433,3341,7547,1674,840,541,35,56,818,428,148,149,0,271,0,271,2767,1120,1342,546,537,353,163,134,534,445,199,265,164,249,8886,2186,717,546,48,80,930,551,191,178,127,151,303,271,1497,561,1555,721,1378,599,958,509,834,507,146,176,202,238,114309,4260,53973,2572,3829,813,948,482,4316,1009,2231,618,436,265,921,449,3870,1051,11499,1302,11748,1230,7845,1118,3182,628,1694,579,1454,567,60336,2562,4070,853,585,311,4684,969,2664,862,747,480,894,453,4474,1028,11923,1154,10554,1035,9256,1241,5340,833,3247,719,1898,630,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,112952,2514,8902,2518,4258,1312,134,152,225,198,321,222,50,84,49,85,50,88,1401,720,740,475,756,400,208,181,0,269,199,232,125,202,4644,1448,244,218,45,81,242,214,362,263,103,131,153,156,717,475,1049,527,604,362,354,258,413,264,246,224,112,178,104050,3435,50593,2104,4249,512,1004,411,4141,805,1381,474,420,224,1196,388,3349,962,10133,1134,10648,865,7228,682,4088,472,2023,457,733,365,53457,1845,3820,396,1348,539,4823,845,1439,493,482,233,1233,451,3151,713,11260,1055,10779,762,7532,535,4404,614,2287,591,899,406,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,24120,1233,1742,967,998,671,105,137,0,261,271,261,0,261,0,261,0,261,178,245,84,155,108,147,13,25,0,261,132,208,107,125,744,414,0,261,0,261,63,88,0,261,0,261,0,261,0,261,200,206,100,104,78,133,243,204,60,112,0,261,22378,1408,10621,954,757,290,335,256,1001,396,207,195,237,174,251,182,466,316,2745,434,2094,312,1321,69,601,254,426,202,180,169,11757,938,1448,558,116,125,898,361,457,162,0,261,209,172,741,302,2672,360,2281,499,1179,322,836,187,762,180,158,131,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,387601,4988,33716,4449,16062,2516,725,413,251,317,895,512,605,395,281,265,221,188,3810,1076,2506,751,2225,727,2345,780,392,322,1257,618,549,375,17654,2648,578,359,315,258,950,514,482,344,302,200,542,391,3482,955,2429,749,2692,851,1422,619,2175,909,1528,668,757,387,353885,5956,167581,3624,11531,1009,2594,838,12935,1471,6540,1035,2853,719,4353,1078,13708,1946,26699,1990,33312,1778,24233,1553,17003,1156,7605,1033,4215,989,186304,4168,11634,1408,2726,817,13238,1699,5591,1132,1977,551,4091,904,12268,1126,32527,1876,35204,1900,31371,1463,20730,1324,9479,1420,5468,1106,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
