GEO_ID,C20005C_001E,C20005C_001M,C20005C_002E,C20005C_002M,C20005C_003E,C20005C_003M,C20005C_004E,C20005C_004M,C20005C_005E,C20005C_005M,C20005C_006E,C20005C_006M,C20005C_007E,C20005C_007M,C20005C_008E,C20005C_008M,C20005C_009E,C20005C_009M,C20005C_010E,C20005C_010M,C20005C_011E,C20005C_011M,C20005C_012E,C20005C_012M,C20005C_013E,C20005C_013M,C20005C_014E,C20005C_014M,C20005C_015E,C20005C_015M,C20005C_016E,C20005C_016M,C20005C_017E,C20005C_017M,C20005C_018E,C20005C_018M,C20005C_019E,C20005C_019M,C20005C_020E,C20005C_020M,C20005C_021E,C20005C_021M,C20005C_022E,C20005C_022M,C20005C_023E,C20005C_023M,C20005C_024E,C20005C_024M,C20005C_025E,C20005C_025M,C20005C_026E,C20005C_026M,C20005C_027E,C20005C_027M,C20005C_028E,C20005C_028M,C20005C_029E,C20005C_029M,C20005C_030E,C20005C_030M,C20005C_031E,C20005C_031M,C20005C_032E,C20005C_032M,C20005C_033E,C20005C_033M,C20005C_034E,C20005C_034M,C20005C_035E,C20005C_035M,C20005C_036E,C20005C_036M,C20005C_037E,C20005C_037M,C20005C_038E,C20005C_038M,C20005C_039E,C20005C_039M,NAME,C20005C_001EA,C20005C_001MA,C20005C_002EA,C20005C_002MA,C20005C_003MA,C20005C_003EA,C20005C_004MA,C20005C_004EA,C20005C_005MA,C20005C_005EA,C20005C_006MA,C20005C_006EA,C20005C_007MA,C20005C_007EA,C20005C_008MA,C20005C_008EA,C20005C_009MA,C20005C_009EA,C20005C_010EA,C20005C_010MA,C20005C_011EA,C20005C_011MA,C20005C_012EA,C20005C_012MA,C20005C_013MA,C20005C_013EA,C20005C_014MA,C20005C_014EA,C20005C_015EA,C20005C_015MA,C20005C_016MA,C20005C_016EA,C20005C_017MA,C20005C_017EA,C20005C_018MA,C20005C_018EA,C20005C_019MA,C20005C_019EA,C20005C_020EA,C20005C_020MA,C20005C_021EA,C20005C_021MA,C20005C_022EA,C20005C_022MA,C20005C_023MA,C20005C_023EA,C20005C_024MA,C20005C_024EA,C20005C_025MA,C20005C_025EA,C20005C_026EA,C20005C_026MA,C20005C_027MA,C20005C_027EA,C20005C_028MA,C20005C_028EA,C20005C_029MA,C20005C_029EA,C20005C_030MA,C20005C_030EA,C20005C_031MA,C20005C_031EA,C20005C_032MA,C20005C_032EA,C20005C_033MA,C20005C_033EA,C20005C_034EA,C20005C_034MA,C20005C_035EA,C20005C_035MA,C20005C_036EA,C20005C_036MA,C20005C_037EA,C20005C_037MA,C20005C_038MA,C20005C_038EA,C20005C_039MA,C20005C_039EA,state
0400000US01,15712,1818,7356,1206,3568,679,0,265,3568,679,44,74,330,260,728,315,1234,466,632,321,600,379,3788,1006,1868,678,1920,631,881,411,680,347,115,179,244,232,0,265,0,265,8356,1197,2114,606,0,265,2114,606,21,36,701,417,421,265,435,252,410,278,126,138,6242,1031,3671,793,2571,635,1456,563,536,326,338,234,192,179,49,67,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,64630,2232,30846,1613,5903,945,0,235,5903,945,101,70,758,420,898,301,1903,562,1392,407,851,411,24943,1669,8404,1110,16539,1218,9175,1028,2701,538,1617,481,1172,291,1382,513,492,235,33784,1634,5940,999,0,235,5940,999,228,197,774,323,1483,616,2296,659,1061,400,98,82,27844,1491,11750,1117,16094,1432,8473,1352,3590,748,1684,601,1740,496,461,230,146,93,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,194365,4824,92148,2861,25998,2382,0,291,25998,2382,1375,777,4490,1355,6845,1454,8497,1462,3854,1004,937,435,66150,3147,37945,2430,28205,2927,12713,2061,7032,1685,3481,980,2816,1017,1915,818,248,261,102217,3098,25768,2365,0,291,25768,2365,456,250,7360,1456,7591,1567,7838,1470,1497,588,1026,542,76449,2797,47419,3011,29030,2391,12656,1742,8716,1394,3205,843,3138,897,1251,661,64,105,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,17549,1663,8691,1269,2991,728,0,257,2991,728,10,17,663,513,527,299,1146,473,468,326,177,120,5700,1041,2599,739,3101,779,1422,582,829,340,380,317,263,301,89,122,118,140,8858,1188,2443,640,0,257,2443,640,0,257,831,425,606,327,846,405,72,123,88,95,6415,1099,3977,1001,2438,636,1392,517,909,407,91,117,37,67,9,23,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,212492,7916,106701,5314,43214,3154,0,289,43214,3154,862,475,6467,1794,7564,1233,13762,1811,8531,1597,6028,1098,63487,4628,31435,2998,32052,3243,13826,2191,7644,1402,3876,1148,2998,731,2290,719,1418,417,105791,4271,27378,2561,42,69,27336,2567,957,494,5541,987,6619,1314,8042,1385,4636,1023,1541,570,78413,3970,42002,3362,36411,2585,19005,2268,8335,1204,2910,826,3682,879,1971,699,508,456,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,33355,2850,17790,1931,7679,1363,0,271,7679,1363,126,153,1067,503,2023,794,2490,735,1153,485,820,355,10111,1450,4467,1041,5644,1007,2917,693,1148,447,500,293,629,475,314,280,136,133,15565,1648,5113,889,0,271,5113,889,203,179,1345,444,1084,463,1300,444,598,338,583,376,10452,1411,4808,1019,5644,1160,3070,793,1566,745,361,215,446,232,123,196,78,119,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,46122,4350,22537,2892,10170,1759,0,300,10170,1759,319,257,2864,942,1865,838,3361,868,1073,505,688,408,12367,2183,6873,1614,5494,1371,1869,761,1850,794,822,567,401,285,397,260,155,168,23585,2539,6650,1407,0,300,6650,1407,344,287,1846,831,2031,747,1594,711,784,433,51,100,16935,2230,10049,1772,6886,1350,3952,939,1565,793,834,627,128,138,251,202,156,160,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
