GEO_ID,B19037D_001E,B19037D_001M,B19037D_002E,B19037D_002M,B19037D_003E,B19037D_003M,B19037D_004E,B19037D_004M,B19037D_005E,B19037D_005M,B19037D_006E,B19037D_006M,B19037D_007E,B19037D_007M,B19037D_008E,B19037D_008M,B19037D_009E,B19037D_009M,B19037D_010E,B19037D_010M,B19037D_011E,B19037D_011M,B19037D_012E,B19037D_012M,B19037D_013E,B19037D_013M,B19037D_014E,B19037D_014M,B19037D_015E,B19037D_015M,B19037D_016E,B19037D_016M,B19037D_017E,B19037D_017M,B19037D_018E,B19037D_018M,B19037D_019E,B19037D_019M,B19037D_020E,B19037D_020M,B19037D_021E,B19037D_021M,B19037D_022E,B19037D_022M,B19037D_023E,B19037D_023M,B19037D_024E,B19037D_024M,B19037D_025E,B19037D_025M,B19037D_026E,B19037D_026M,B19037D_027E,B19037D_027M,B19037D_028E,B19037D_028M,B19037D_029E,B19037D_029M,B19037D_030E,B19037D_030M,B19037D_031E,B19037D_031M,B19037D_032E,B19037D_032M,B19037D_033E,B19037D_033M,B19037D_034E,B19037D_034M,B19037D_035E,B19037D_035M,B19037D_036E,B19037D_036M,B19037D_037E,B19037D_037M,B19037D_038E,B19037D_038M,B19037D_039E,B19037D_039M,B19037D_040E,B19037D_040M,B19037D_041E,B19037D_041M,B19037D_042E,B19037D_042M,B19037D_043E,B19037D_043M,B19037D_044E,B19037D_044M,B19037D_045E,B19037D_045M,B19037D_046E,B19037D_046M,B19037D_047E,B19037D_047M,B19037D_048E,B19037D_048M,B19037D_049E,B19037D_049M,B19037D_050E,B19037D_050M,B19037D_051E,B19037D_051M,B19037D_052E,B19037D_052M,B19037D_053E,B19037D_053M,B19037D_054E,B19037D_054M,B19037D_055E,B19037D_055M,B19037D_056E,B19037D_056M,B19037D_057E,B19037D_057M,B19037D_058E,B19037D_058M,B19037D_059E,B19037D_059M,B19037D_060E,B19037D_060M,B19037D_061E,B19037D_061M,B19037D_062E,B19037D_062M,B19037D_063E,B19037D_063M,B19037D_064E,B19037D_064M,B19037D_065E,B19037D_065M,B19037D_066E,B19037D_066M,B19037D_067E,B19037D_067M,B19037D_068E,B19037D_068M,B19037D_069E,B19037D_069M,NAME,B19037D_001MA,B19037D_001EA,B19037D_002EA,B19037D_002MA,B19037D_003MA,B19037D_003EA,B19037D_004MA,B19037D_004EA,B19037D_005MA,B19037D_005EA,B19037D_006MA,B19037D_006EA,B19037D_007EA,B19037D_007MA,B19037D_008MA,B19037D_008EA,B19037D_009MA,B19037D_009EA,B19037D_010MA,B19037D_010EA,B19037D_011MA,B19037D_011EA,B19037D_012MA,B19037D_012EA,B19037D_013EA,B19037D_013MA,B19037D_014MA,B19037D_014EA,B19037D_015MA,B19037D_015EA,B19037D_016MA,B19037D_016EA,B19037D_017MA,B19037D_017EA,B19037D_018EA,B19037D_018MA,B19037D_019MA,B19037D_019EA,B19037D_020MA,B19037D_020EA,B19037D_021MA,B19037D_021EA,B19037D_022MA,B19037D_022EA,B19037D_023MA,B19037D_023EA,B19037D_024EA,B19037D_024MA,B19037D_025MA,B19037D_025EA,B19037D_026MA,B19037D_026EA,B19037D_027MA,B19037D_027EA,B19037D_028MA,B19037D_028EA,B19037D_029EA,B19037D_029MA,B19037D_030MA,B19037D_030EA,B19037D_031MA,B19037D_031EA,B19037D_032MA,B19037D_032EA,B19037D_033MA,B19037D_033EA,B19037D_034MA,B19037D_034EA,B19037D_035EA,B19037D_035MA,B19037D_036MA,B19037D_036EA,B19037D_037MA,B19037D_037EA,B19037D_038MA,B19037D_038EA,B19037D_039MA,B19037D_039EA,B19037D_040EA,B19037D_040MA,B19037D_041EA,B19037D_041MA,B19037D_042MA,B19037D_042EA,B19037D_043MA,B19037D_043EA,B19037D_044MA,B19037D_044EA,B19037D_045MA,B19037D_045EA,B19037D_046EA,B19037D_046MA,B19037D_047MA,B19037D_047EA,B19037D_048MA,B19037D_048EA,B19037D_049MA,B19037D_049EA,B19037D_050MA,B19037D_050EA,B19037D_051EA,B19037D_051MA,B19037D_052MA,B19037D_052EA,B19037D_053MA,B19037D_053EA,B19037D_054MA,B19037D_054EA,B19037D_055MA,B19037D_055EA,B19037D_056MA,B19037D_056EA,B19037D_057EA,B19037D_057MA,B19037D_058MA,B19037D_058EA,B19037D_059MA,B19037D_059EA,B19037D_060MA,B19037D_060EA,B19037D_061MA,B19037D_061EA,B19037D_062EA,B19037D_062MA,B19037D_063MA,B19037D_063EA,B19037D_064MA,B19037D_064EA,B19037D_065MA,B19037D_065EA,B19037D_066MA,B19037D_066EA,B19037D_067MA,B19037D_067EA,B19037D_068EA,B19037D_068MA,B19037D_069MA,B19037D_069EA,state
0400000US13,76493,2814,2564,666,537,350,98,106,156,131,97,151,187,164,196,183,178,207,84,113,349,312,47,50,277,275,253,233,105,167,0,292,0,292,0,292,42817,2339,2722,1153,847,373,1383,652,1529,861,1962,685,2386,750,1758,792,2118,890,1503,559,4124,929,6082,1150,6253,1296,3629,866,2151,753,2659,839,1711,573,26372,2019,1375,589,909,442,877,590,306,233,654,421,1433,745,1110,426,1160,567,1532,655,3050,897,3146,794,4109,951,2011,682,1615,509,1481,590,1604,604,4740,960,1001,455,510,429,78,121,213,183,203,220,323,319,179,192,344,232,160,168,224,201,276,241,377,267,318,268,296,221,85,142,153,239,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,179329,4204,3709,1159,756,479,43,69,811,599,302,302,114,132,0,267,196,144,0,267,109,136,35,59,476,467,424,391,194,246,0,267,199,303,50,88,46433,2596,1845,752,950,562,952,578,2233,947,1381,598,2154,717,1723,620,2061,844,2928,895,3680,1114,7619,1464,8110,1568,5472,1259,2840,967,1302,478,1183,533,71231,2608,2524,735,1367,607,1900,672,2208,649,1725,656,1931,768,1733,490,2682,799,2277,646,6745,1286,8821,1359,12169,1369,9364,1292,4790,892,6691,1197,4304,928,57956,2097,5505,1027,4232,899,3315,840,2803,718,2940,774,3547,909,2628,704,2554,576,2747,732,4329,859,4390,904,6880,1068,5274,927,3061,623,2089,633,1662,581,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,174310,3762,7272,1123,2651,772,839,460,552,335,437,337,259,216,189,187,240,252,692,400,256,291,176,140,388,364,249,172,111,182,134,221,57,99,42,70,90932,3846,5247,1378,1713,629,2651,1074,2477,1029,3115,1075,4351,1069,2270,813,2744,849,3616,865,8711,1895,13187,1928,14290,1650,10185,1283,6289,1281,5375,1050,4711,1112,59581,2310,2522,794,1462,519,1806,668,2610,844,1819,662,2143,669,2252,766,2308,688,2234,745,3859,1009,6269,1182,8950,1257,7414,1461,4827,864,5448,1049,3658,925,16525,1510,2337,659,944,503,1336,550,555,376,629,325,466,310,747,397,624,349,484,341,2037,716,1662,550,2093,614,1131,404,663,314,355,267,462,286,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,87716,2274,2304,644,556,295,76,95,66,91,92,112,0,277,374,295,155,252,266,269,94,119,0,277,335,345,60,100,126,154,0,277,0,277,104,171,43205,2077,1445,570,352,338,441,520,1002,533,1475,629,1398,536,1172,426,2512,781,1379,601,3308,943,5362,1044,6253,1374,6191,1350,3370,841,4969,1073,2576,819,33230,1683,881,437,455,424,1195,550,539,316,1519,634,651,322,860,397,670,386,1052,416,2221,737,3013,827,4196,810,5522,1053,3538,877,3815,802,3103,728,8977,1258,1156,536,373,224,706,453,218,187,391,432,666,318,464,385,382,309,76,124,324,243,1091,517,855,492,392,297,579,359,515,258,789,417,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,106767,3073,6612,1284,2298,871,415,532,300,302,198,251,477,480,360,302,175,170,83,105,318,319,617,554,357,351,640,434,206,218,121,142,47,83,0,277,59436,3006,2948,925,2136,922,1845,1014,838,427,1419,620,1594,801,2358,881,2681,951,2872,983,3855,943,8004,1596,8809,1614,6167,1623,5114,1388,4975,1207,3821,1012,31532,1943,3088,948,941,462,1465,639,1019,456,1324,744,801,451,1855,717,848,386,802,384,3192,1185,2938,870,3176,1154,2832,735,2435,868,2211,842,2605,658,9187,1029,2769,770,1560,514,791,464,210,231,209,209,238,210,155,156,185,179,487,333,560,359,671,552,581,312,108,133,233,193,165,170,265,230,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,76401,2660,5393,1023,2544,814,565,467,324,415,349,294,370,432,151,227,247,265,265,190,53,87,133,118,335,345,57,101,0,235,0,235,0,235,0,235,43386,2428,1848,612,897,438,630,401,2055,826,1817,668,1557,643,1321,565,2141,710,1614,649,2766,743,6536,1200,8264,1248,4118,942,2747,826,3604,830,1471,589,21993,1283,1089,527,587,268,421,344,1073,437,1125,527,428,310,690,321,1227,627,681,398,1161,417,1435,557,3617,966,2304,571,1199,472,2573,688,2383,718,5629,923,481,298,589,280,318,257,623,479,70,89,134,116,88,113,105,102,69,84,614,399,578,399,506,292,460,221,315,236,220,164,459,329,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,49715,2013,3525,812,519,325,629,410,279,254,138,142,122,113,195,176,312,209,214,246,354,286,326,231,211,218,153,205,73,118,0,208,0,208,0,208,29046,1697,1394,561,902,461,939,544,873,432,878,354,1030,451,1705,698,1183,423,1394,494,2641,892,5339,1076,4795,1076,2850,742,1203,562,770,442,1150,475,14361,1235,790,447,301,299,550,323,772,486,632,416,291,299,749,386,299,190,675,339,1927,735,1495,486,2268,551,1456,535,821,390,539,378,796,448,2783,531,709,397,189,193,46,68,0,208,296,211,44,71,191,156,14,27,71,121,127,141,106,104,307,221,398,303,128,200,0,208,157,155,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,28184,1860,1652,617,911,482,282,227,0,253,0,253,76,131,15,29,0,253,0,253,85,128,0,253,283,294,0,253,0,253,0,253,0,253,0,253,15755,1657,1074,587,759,502,841,440,458,316,791,411,1615,686,1182,623,837,515,417,238,1932,930,1731,612,1404,518,1626,646,279,250,389,260,420,262,8819,1014,228,191,410,308,284,204,206,182,526,314,397,244,343,237,476,340,614,435,960,444,1074,464,1158,450,549,335,316,238,776,374,502,231,1958,575,260,247,141,136,40,53,24,49,128,139,60,92,16,25,106,237,62,104,210,193,144,138,420,269,125,142,0,253,99,119,123,147,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,49903,2108,1725,490,395,287,35,57,165,207,63,103,134,136,260,218,0,292,0,292,34,58,0,292,355,257,173,186,34,58,0,292,46,76,31,50,21167,1836,1285,659,252,288,551,343,862,520,649,405,1478,618,712,351,1195,608,1409,693,2742,909,3244,820,2750,753,1945,643,537,359,569,371,987,485,20113,1376,1070,516,371,298,1020,435,1403,581,634,357,896,443,371,223,1232,535,855,463,1587,521,2433,688,3893,1083,2251,664,887,441,681,334,529,416,6898,940,474,287,529,375,627,352,499,285,464,345,472,281,180,236,586,350,259,207,504,280,806,481,826,403,258,193,190,182,0,292,224,154,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
