GEO_ID,C23002B_001E,C23002B_001M,C23002B_002E,C23002B_002M,C23002B_003E,C23002B_003M,C23002B_004E,C23002B_004M,C23002B_005E,C23002B_005M,C23002B_006E,C23002B_006M,C23002B_007E,C23002B_007M,C23002B_008E,C23002B_008M,C23002B_009E,C23002B_009M,C23002B_010E,C23002B_010M,C23002B_011E,C23002B_011M,C23002B_012E,C23002B_012M,C23002B_013E,C23002B_013M,C23002B_014E,C23002B_014M,C23002B_015E,C23002B_015M,C23002B_016E,C23002B_016M,C23002B_017E,C23002B_017M,C23002B_018E,C23002B_018M,C23002B_019E,C23002B_019M,C23002B_020E,C23002B_020M,C23002B_021E,C23002B_021M,C23002B_022E,C23002B_022M,C23002B_023E,C23002B_023M,C23002B_024E,C23002B_024M,C23002B_025E,C23002B_025M,C23002B_026E,C23002B_026M,C23002B_027E,C23002B_027M,NAME,C23002B_001EA,C23002B_001MA,C23002B_002MA,C23002B_002EA,C23002B_003MA,C23002B_003EA,C23002B_004MA,C23002B_004EA,C23002B_005EA,C23002B_005MA,C23002B_006EA,C23002B_006MA,C23002B_007MA,C23002B_007EA,C23002B_008MA,C23002B_008EA,C23002B_009MA,C23002B_009EA,C23002B_010MA,C23002B_010EA,C23002B_011EA,C23002B_011MA,C23002B_012EA,C23002B_012MA,C23002B_013MA,C23002B_013EA,C23002B_014MA,C23002B_014EA,C23002B_015MA,C23002B_015EA,C23002B_016EA,C23002B_016MA,C23002B_017EA,C23002B_017MA,C23002B_018MA,C23002B_018EA,C23002B_019MA,C23002B_019EA,C23002B_020MA,C23002B_020EA,C23002B_021MA,C23002B_021EA,C23002B_022EA,C23002B_022MA,C23002B_023EA,C23002B_023MA,C23002B_024MA,C23002B_024EA,C23002B_025MA,C23002B_025EA,C23002B_026MA,C23002B_026EA,C23002B_027EA,C23002B_027MA,state
0400000US01,901726,3912,409345,2733,367771,3035,238209,4795,1168,636,237041,4868,206727,4927,30314,2885,129562,5415,41574,1369,6090,1119,5620,1151,470,268,35484,1330,492381,2841,423579,2838,276585,4703,621,407,275964,4628,240234,5156,35730,3182,146994,4729,68802,1063,5766,1002,5447,979,319,238,63036,1305,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16636,1172,8675,905,8341,956,6503,895,351,251,6152,844,5309,1132,843,711,1838,776,334,275,161,238,161,238,0,235,173,162,7961,777,7273,833,5642,958,0,235,5642,958,5153,1016,489,516,1631,765,688,470,0,235,0,235,0,235,688,470,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,152132,3082,79598,1957,73442,1925,52135,2546,1139,783,50996,2509,47200,2364,3796,1000,21307,2083,6156,440,1081,421,1038,419,43,69,5075,578,72534,1990,64757,1974,44727,2151,468,418,44259,2188,42392,2106,1867,740,20030,2646,7777,434,750,464,600,438,150,179,7027,590,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,318375,3310,146052,2303,132998,2268,89618,3183,268,199,89350,3224,76651,3178,12699,1754,43380,2915,13054,762,1875,636,1696,584,179,172,11179,963,172323,2594,149050,2506,101961,3923,145,118,101816,3922,86097,3837,15719,2110,47089,3493,23273,1033,1853,677,1688,666,165,149,21420,981,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1700902,9920,824477,5845,743399,5505,489619,7143,11633,1774,477986,7501,420408,8188,57578,4114,253780,6735,81078,1295,13151,1637,12080,1635,1071,457,67927,1873,876425,6150,758122,5833,511946,8150,3056,955,508890,7899,450204,7778,58686,4662,246176,7508,118303,1570,14082,1729,13560,1722,522,264,104221,2386,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,133385,3286,70373,2311,65875,2247,49428,2635,1625,597,47803,2675,43387,2518,4416,1120,16447,1855,4498,530,1055,586,1055,586,0,271,3443,638,63012,2125,56162,2089,41580,2663,454,290,41126,2625,36750,2664,4376,1039,14582,1780,6850,333,781,371,781,371,0,271,6069,462,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,246247,3603,114666,2529,104318,2467,79195,3015,321,218,78874,3044,68163,2987,10711,1651,25123,2165,10348,397,2673,615,2566,626,107,130,7675,701,131581,2031,115603,1936,88642,3105,0,269,88642,3105,80514,3235,8128,1557,26961,2509,15978,529,2815,791,2815,791,0,269,13163,935,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,131659,1294,60789,740,55129,736,39799,1835,285,252,39514,1858,34849,2025,4665,1373,15330,1716,5660,88,1119,425,908,395,211,166,4541,433,70870,1080,62895,993,45198,1961,408,423,44790,2003,42235,2032,2555,867,17697,2003,7975,251,1258,455,1212,450,46,76,6717,476,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,251077,1929,108231,931,91674,922,62114,2476,330,275,61784,2519,51717,2355,10067,1694,29560,2423,16557,173,3165,666,3049,637,116,136,13392,686,142846,1590,112861,1453,75328,2995,195,148,75133,2989,64370,2949,10763,2151,37533,2758,29985,370,2803,742,2742,715,61,101,27182,833,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2026165,9343,959564,6145,871849,5728,618578,7953,5616,1500,612962,8095,554850,8186,58112,4772,253271,7124,87715,1744,18014,1804,16559,1803,1455,577,69701,2140,1066601,6196,935804,5688,666267,9317,1576,705,664691,9371,606113,9740,58578,4445,269537,8399,130797,1941,16402,2060,15706,2000,696,312,114395,2774,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
