GEO_ID,B16005B_001E,B16005B_001M,B16005B_002E,B16005B_002M,B16005B_003E,B16005B_003M,B16005B_004E,B16005B_004M,B16005B_005E,B16005B_005M,B16005B_006E,B16005B_006M,B16005B_007E,B16005B_007M,B16005B_008E,B16005B_008M,B16005B_009E,B16005B_009M,B16005B_010E,B16005B_010M,B16005B_011E,B16005B_011M,B16005B_012E,B16005B_012M,B16005B_013E,B16005B_013M,B16005B_014E,B16005B_014M,B16005B_015E,B16005B_015M,B16005B_016E,B16005B_016M,B16005B_017E,B16005B_017M,B16005B_018E,B16005B_018M,B16005B_019E,B16005B_019M,B16005B_020E,B16005B_020M,B16005B_021E,B16005B_021M,B16005B_022E,B16005B_022M,B16005B_023E,B16005B_023M,B16005B_024E,B16005B_024M,B16005B_025E,B16005B_025M,B16005B_026E,B16005B_026M,B16005B_027E,B16005B_027M,B16005B_028E,B16005B_028M,B16005B_029E,B16005B_029M,B16005B_030E,B16005B_030M,B16005B_031E,B16005B_031M,B16005B_032E,B16005B_032M,B16005B_033E,B16005B_033M,B16005B_034E,B16005B_034M,B16005B_035E,B16005B_035M,B16005B_036E,B16005B_036M,B16005B_037E,B16005B_037M,B16005B_038E,B16005B_038M,B16005B_039E,B16005B_039M,B16005B_040E,B16005B_040M,B16005B_041E,B16005B_041M,B16005B_042E,B16005B_042M,B16005B_043E,B16005B_043M,B16005B_044E,B16005B_044M,B16005B_045E,B16005B_045M,NAME,B16005B_001EA,B16005B_001MA,B16005B_002MA,B16005B_002EA,B16005B_003MA,B16005B_003EA,B16005B_004MA,B16005B_004EA,B16005B_005MA,B16005B_005EA,B16005B_006EA,B16005B_006MA,B16005B_007MA,B16005B_007EA,B16005B_008MA,B16005B_008EA,B16005B_009MA,B16005B_009EA,B16005B_010MA,B16005B_010EA,B16005B_011MA,B16005B_011EA,B16005B_012EA,B16005B_012MA,B16005B_013MA,B16005B_013EA,B16005B_014MA,B16005B_014EA,B16005B_015EA,B16005B_015MA,B16005B_016MA,B16005B_016EA,B16005B_017EA,B16005B_017MA,B16005B_018MA,B16005B_018EA,B16005B_019EA,B16005B_019MA,B16005B_020MA,B16005B_020EA,B16005B_021EA,B16005B_021MA,B16005B_022MA,B16005B_022EA,B16005B_023EA,B16005B_023MA,B16005B_024EA,B16005B_024MA,B16005B_025MA,B16005B_025EA,B16005B_026MA,B16005B_026EA,B16005B_027MA,B16005B_027EA,B16005B_028MA,B16005B_028EA,B16005B_029EA,B16005B_029MA,B16005B_030EA,B16005B_030MA,B16005B_031MA,B16005B_031EA,B16005B_032MA,B16005B_032EA,B16005B_033MA,B16005B_033EA,B16005B_034EA,B16005B_034MA,B16005B_035MA,B16005B_035EA,B16005B_036MA,B16005B_036EA,B16005B_037MA,B16005B_037EA,B16005B_038MA,B16005B_038EA,B16005B_039MA,B16005B_039EA,B16005B_040MA,B16005B_040EA,B16005B_041EA,B16005B_041MA,B16005B_042MA,B16005B_042EA,B16005B_043MA,B16005B_043EA,B16005B_044MA,B16005B_044EA,B16005B_045EA,B16005B_045MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2097700,12528,1967719,14692,1895066,15910,46806,4668,40626,4559,4051,942,2129,688,0,289,10398,2362,9279,2243,980,520,139,140,0,289,4146,1455,3611,1313,471,375,64,110,0,289,11303,2630,9814,2608,710,338,779,649,0,289,129981,8814,46922,4434,13543,1932,5616,951,2599,723,3255,993,2073,887,14463,2901,10450,2390,2985,1114,902,734,126,155,2060,788,1255,649,330,284,327,252,148,177,52993,5928,35984,4254,10961,2157,3801,1265,2247,1557,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2537643,12440,1978491,17483,1846192,19635,46292,4193,37347,4204,6228,1391,2342,809,375,298,83344,7017,71868,6583,9791,2932,1592,550,93,161,577,382,472,344,105,120,0,300,0,300,2086,934,1928,875,85,146,73,121,0,300,559152,17465,255610,12737,41578,4854,16997,2565,7865,1643,8186,2057,8530,2209,246372,13805,95380,7646,81073,7620,54130,4499,15789,2831,1595,1129,992,755,519,451,84,139,0,300,13997,3578,9501,2626,3246,1381,815,550,435,463,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
