GEO_ID,B24010B_001E,B24010B_001M,B24010B_002E,B24010B_002M,B24010B_003E,B24010B_003M,B24010B_004E,B24010B_004M,B24010B_005E,B24010B_005M,B24010B_006E,B24010B_006M,B24010B_007E,B24010B_007M,B24010B_008E,B24010B_008M,B24010B_009E,B24010B_009M,B24010B_010E,B24010B_010M,B24010B_011E,B24010B_011M,B24010B_012E,B24010B_012M,B24010B_013E,B24010B_013M,B24010B_014E,B24010B_014M,B24010B_015E,B24010B_015M,B24010B_016E,B24010B_016M,B24010B_017E,B24010B_017M,B24010B_018E,B24010B_018M,B24010B_019E,B24010B_019M,B24010B_020E,B24010B_020M,B24010B_021E,B24010B_021M,B24010B_022E,B24010B_022M,B24010B_023E,B24010B_023M,B24010B_024E,B24010B_024M,B24010B_025E,B24010B_025M,B24010B_026E,B24010B_026M,B24010B_027E,B24010B_027M,B24010B_028E,B24010B_028M,B24010B_029E,B24010B_029M,B24010B_030E,B24010B_030M,B24010B_031E,B24010B_031M,B24010B_032E,B24010B_032M,B24010B_033E,B24010B_033M,B24010B_034E,B24010B_034M,B24010B_035E,B24010B_035M,B24010B_036E,B24010B_036M,B24010B_037E,B24010B_037M,B24010B_038E,B24010B_038M,B24010B_039E,B24010B_039M,B24010B_040E,B24010B_040M,B24010B_041E,B24010B_041M,B24010B_042E,B24010B_042M,B24010B_043E,B24010B_043M,B24010B_044E,B24010B_044M,B24010B_045E,B24010B_045M,B24010B_046E,B24010B_046M,B24010B_047E,B24010B_047M,B24010B_048E,B24010B_048M,B24010B_049E,B24010B_049M,B24010B_050E,B24010B_050M,B24010B_051E,B24010B_051M,B24010B_052E,B24010B_052M,B24010B_053E,B24010B_053M,B24010B_054E,B24010B_054M,B24010B_055E,B24010B_055M,B24010B_056E,B24010B_056M,B24010B_057E,B24010B_057M,B24010B_058E,B24010B_058M,B24010B_059E,B24010B_059M,B24010B_060E,B24010B_060M,B24010B_061E,B24010B_061M,B24010B_062E,B24010B_062M,B24010B_063E,B24010B_063M,NAME,B24010B_001EA,B24010B_001MA,B24010B_002EA,B24010B_002MA,B24010B_003EA,B24010B_003MA,B24010B_004EA,B24010B_004MA,B24010B_005MA,B24010B_005EA,B24010B_006EA,B24010B_006MA,B24010B_007EA,B24010B_007MA,B24010B_008EA,B24010B_008MA,B24010B_009EA,B24010B_009MA,B24010B_010MA,B24010B_010EA,B24010B_011EA,B24010B_011MA,B24010B_012EA,B24010B_012MA,B24010B_013EA,B24010B_013MA,B24010B_014EA,B24010B_014MA,B24010B_015EA,B24010B_015MA,B24010B_016MA,B24010B_016EA,B24010B_017EA,B24010B_017MA,B24010B_018EA,B24010B_018MA,B24010B_019EA,B24010B_019MA,B24010B_020EA,B24010B_020MA,B24010B_021MA,B24010B_021EA,B24010B_022EA,B24010B_022MA,B24010B_023EA,B24010B_023MA,B24010B_024EA,B24010B_024MA,B24010B_025EA,B24010B_025MA,B24010B_026EA,B24010B_026MA,B24010B_027MA,B24010B_027EA,B24010B_028EA,B24010B_028MA,B24010B_029EA,B24010B_029MA,B24010B_030EA,B24010B_030MA,B24010B_031EA,B24010B_031MA,B24010B_032MA,B24010B_032EA,B24010B_033MA,B24010B_033EA,B24010B_034MA,B24010B_034EA,B24010B_035MA,B24010B_035EA,B24010B_036EA,B24010B_036MA,B24010B_037EA,B24010B_037MA,B24010B_038EA,B24010B_038MA,B24010B_039MA,B24010B_039EA,B24010B_040MA,B24010B_040EA,B24010B_041EA,B24010B_041MA,B24010B_042EA,B24010B_042MA,B24010B_043EA,B24010B_043MA,B24010B_044MA,B24010B_044EA,B24010B_045MA,B24010B_045EA,B24010B_046EA,B24010B_046MA,B24010B_047EA,B24010B_047MA,B24010B_048EA,B24010B_048MA,B24010B_049MA,B24010B_049EA,B24010B_050MA,B24010B_050EA,B24010B_051EA,B24010B_051MA,B24010B_052EA,B24010B_052MA,B24010B_053EA,B24010B_053MA,B24010B_054MA,B24010B_054EA,B24010B_055MA,B24010B_055EA,B24010B_056EA,B24010B_056MA,B24010B_057EA,B24010B_057MA,B24010B_058EA,B24010B_058MA,B24010B_059EA,B24010B_059MA,B24010B_060MA,B24010B_060EA,B24010B_061EA,B24010B_061MA,B24010B_062EA,B24010B_062MA,B24010B_063EA,B24010B_063MA,state
0400000US01,458028,7234,212347,4979,31863,2888,12548,1727,8006,1463,328,402,4214,1228,19315,2626,3146,1048,2711,954,580,327,2419,916,278,315,5381,1287,1492,687,3308,1122,43342,3465,1844,684,9582,1725,13390,2152,15044,2160,3482,1162,29697,2899,13102,1927,16595,2252,2123,763,32633,2781,19961,2038,12672,1908,72689,4745,36960,3493,35729,3429,245681,5113,69370,3668,21540,2350,12627,1793,50,89,8863,1671,47830,3014,1811,656,426,287,509,302,6255,1375,1317,526,18666,2122,1629,700,17217,2127,61499,3788,17156,2565,2601,842,20964,2594,11847,1867,8931,1373,80320,4524,31034,3327,49286,4003,930,553,2628,848,701,362,1927,737,30934,2440,23264,2232,7670,1367,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,91230,3593,48238,2400,14812,2149,5652,1630,4014,1380,0,291,1638,740,9160,1658,1209,602,1775,680,184,253,2068,963,202,191,1532,629,1030,634,1160,462,10223,1669,1036,579,2899,980,1493,699,3094,1028,1701,662,11224,2037,5636,1287,5588,1500,0,291,6074,1698,3866,1294,2208,1124,5905,1484,1999,954,3906,1046,42992,2207,15942,2234,5183,1210,2186,938,0,291,2997,884,10759,1791,1705,870,55,94,244,183,1491,771,414,290,3177,1128,488,562,3185,756,6734,1773,1242,600,1322,874,1128,654,471,314,2571,1014,18377,2399,5855,1527,12522,2077,0,291,103,128,0,291,103,128,1836,775,1131,629,705,514,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,166132,5091,78347,3250,11196,1814,4713,1110,3341,976,304,207,1068,541,6483,1590,974,857,182,193,501,317,924,459,84,153,2456,966,915,587,447,393,17154,1946,899,616,3930,1259,5313,1227,5818,1357,1194,688,11862,1978,5043,1437,6819,1388,2643,842,9251,1728,5727,1209,3524,1112,26241,2417,12766,1991,13475,2034,87785,3843,24841,2480,6551,1565,3740,1268,0,257,2811,821,18290,2238,849,545,342,379,86,114,2800,894,234,263,8461,1530,282,216,5236,1009,25906,2257,8019,1619,1953,780,5314,1074,5532,1297,5088,1344,22656,2812,8386,1654,14270,1931,424,311,466,431,0,257,466,431,13492,1747,9528,1504,3964,1137,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,896252,12544,432488,8451,127557,6494,50998,4096,33904,3453,262,308,16832,2414,76559,5152,10071,1786,8947,1581,2155,802,14988,2534,3051,1094,12990,2064,12865,2288,11492,2152,83537,5399,4783,1292,30316,3367,14445,2301,21542,2534,12451,2236,98430,5924,47963,3836,50467,4203,1047,613,46050,4119,26851,2787,19199,2730,75867,4951,20446,2472,55421,4746,463764,7946,173925,5878,67858,4377,36830,3259,0,289,31028,3159,106067,4897,6118,1121,1668,640,3213,1178,19702,2387,4836,1254,31133,3064,5745,1508,33652,2621,93409,4961,22708,2519,9695,1427,16942,2056,7391,1593,36673,3223,171203,6979,50468,4029,120735,5889,211,213,2694,868,669,409,2025,878,22322,2282,6826,1249,15496,2184,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,81973,3894,44442,2611,11864,1591,5834,1089,3120,936,0,271,2714,929,6030,1321,1353,517,666,484,179,174,856,496,69,122,1315,762,621,373,971,596,7314,1598,409,379,1315,645,1870,656,2633,958,1087,604,10742,1991,4325,1345,6417,1509,0,271,4086,1157,1507,735,2579,927,10436,1747,2478,1000,7958,1690,37531,2704,10986,1738,4810,1198,1933,814,0,271,2877,884,6176,1483,915,547,111,179,177,164,1157,657,456,353,1470,712,226,220,1664,739,10290,2343,1448,742,780,444,2189,915,2715,1538,3158,1366,14800,2231,5029,1653,9771,1900,0,271,23,38,23,38,0,271,1432,688,755,546,677,499,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,154058,4870,70729,3084,16186,2201,4470,1202,2858,843,0,269,1612,720,11716,1875,1667,690,2307,896,643,531,2723,984,43,73,1827,701,1224,606,1282,676,14746,2216,1306,619,3728,1326,3022,1088,4685,1211,2005,845,14955,1993,6842,1453,8113,1629,250,328,8323,1629,4352,1348,3971,1115,16269,2006,5666,1176,10603,1688,83329,3309,22430,2383,6388,1325,3285,883,0,269,3103,1033,16042,2160,411,353,70,117,379,274,4690,1255,534,325,4771,1107,501,375,4686,1151,26901,3332,13019,2669,1974,705,2932,920,3103,877,5873,1460,28477,2460,9130,1530,19347,2038,0,269,147,143,58,95,89,107,5374,1094,2929,957,2445,817,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,79204,3156,35757,2011,9977,1564,5068,1264,2888,1031,122,182,2058,830,4909,1148,562,408,588,424,493,448,992,497,42,68,1093,670,250,247,889,472,5722,1145,630,390,953,468,1753,644,1536,733,850,556,5887,1508,2408,887,3479,1183,151,173,5773,1336,2827,784,2946,1110,8247,1769,3301,1049,4946,1424,43447,2138,12193,1784,4736,1224,2746,792,0,261,1990,826,7457,1527,719,567,60,99,233,186,988,462,162,161,2713,930,321,315,2261,842,12139,1712,4324,1053,1130,776,2365,788,2344,822,1976,785,16278,2240,3964,1197,12314,2112,0,261,471,349,218,247,253,264,2366,832,1456,646,910,497,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,121878,3999,54766,2406,16788,2267,6871,1370,4277,1139,0,292,2594,995,9917,1623,1344,619,982,490,689,500,722,388,1243,698,2241,829,1855,752,841,454,12312,1680,649,460,3712,887,2586,862,4205,1335,1160,563,12259,1877,4488,1224,7771,1499,155,186,6012,1120,3838,939,2174,703,7240,1420,1041,457,6199,1325,67112,2960,29545,2258,10490,1380,5120,1033,0,292,5370,1100,19055,2041,2807,808,628,530,518,332,2760,707,1561,592,6171,1365,1518,608,3092,1063,13464,1825,2933,950,2057,749,3013,962,3021,836,2440,831,22247,2035,5803,1385,16444,1936,0,292,314,270,270,258,44,72,1542,681,762,483,780,495,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1193228,12844,571409,8026,103553,5990,48022,3837,30952,3172,692,566,16378,2588,55531,4428,7052,1473,6837,1584,2107,1041,10554,1958,1697,697,11480,2271,6839,1460,8965,1518,132458,6584,6529,1591,26991,2684,45343,4282,44104,3744,9491,1743,111560,6561,51590,4396,59970,4485,5267,1604,95453,5810,64329,5286,31124,3448,123118,7022,35726,4286,87392,5076,621819,10232,186681,7615,58537,4530,32098,3511,205,249,26234,2508,128144,6236,4862,1341,842,478,1178,472,15824,2210,3012,1089,48750,4096,2579,735,51097,3997,191722,6999,57104,4679,16360,2338,44487,4221,40855,3435,32916,2927,200025,7328,72480,5387,127545,5729,1015,572,4531,1328,1859,775,2672,948,37845,3739,21848,2694,15997,2646,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
