GEO_ID,C20005B_001E,C20005B_001M,C20005B_002E,C20005B_002M,C20005B_003E,C20005B_003M,C20005B_004E,C20005B_004M,C20005B_005E,C20005B_005M,C20005B_006E,C20005B_006M,C20005B_007E,C20005B_007M,C20005B_008E,C20005B_008M,C20005B_009E,C20005B_009M,C20005B_010E,C20005B_010M,C20005B_011E,C20005B_011M,C20005B_012E,C20005B_012M,C20005B_013E,C20005B_013M,C20005B_014E,C20005B_014M,C20005B_015E,C20005B_015M,C20005B_016E,C20005B_016M,C20005B_017E,C20005B_017M,C20005B_018E,C20005B_018M,C20005B_019E,C20005B_019M,C20005B_020E,C20005B_020M,C20005B_021E,C20005B_021M,C20005B_022E,C20005B_022M,C20005B_023E,C20005B_023M,C20005B_024E,C20005B_024M,C20005B_025E,C20005B_025M,C20005B_026E,C20005B_026M,C20005B_027E,C20005B_027M,C20005B_028E,C20005B_028M,C20005B_029E,C20005B_029M,C20005B_030E,C20005B_030M,C20005B_031E,C20005B_031M,C20005B_032E,C20005B_032M,C20005B_033E,C20005B_033M,C20005B_034E,C20005B_034M,C20005B_035E,C20005B_035M,C20005B_036E,C20005B_036M,C20005B_037E,C20005B_037M,C20005B_038E,C20005B_038M,C20005B_039E,C20005B_039M,NAME,C20005B_001MA,C20005B_001EA,C20005B_002MA,C20005B_002EA,C20005B_003MA,C20005B_003EA,C20005B_004EA,C20005B_004MA,C20005B_005EA,C20005B_005MA,C20005B_006EA,C20005B_006MA,C20005B_007MA,C20005B_007EA,C20005B_008MA,C20005B_008EA,C20005B_009MA,C20005B_009EA,C20005B_010EA,C20005B_010MA,C20005B_011MA,C20005B_011EA,C20005B_012MA,C20005B_012EA,C20005B_013MA,C20005B_013EA,C20005B_014EA,C20005B_014MA,C20005B_015EA,C20005B_015MA,C20005B_016EA,C20005B_016MA,C20005B_017EA,C20005B_017MA,C20005B_018MA,C20005B_018EA,C20005B_019MA,C20005B_019EA,C20005B_020MA,C20005B_020EA,C20005B_021MA,C20005B_021EA,C20005B_022MA,C20005B_022EA,C20005B_023MA,C20005B_023EA,C20005B_024MA,C20005B_024EA,C20005B_025EA,C20005B_025MA,C20005B_026MA,C20005B_026EA,C20005B_027MA,C20005B_027EA,C20005B_028MA,C20005B_028EA,C20005B_029EA,C20005B_029MA,C20005B_030EA,C20005B_030MA,C20005B_031EA,C20005B_031MA,C20005B_032MA,C20005B_032EA,C20005B_033MA,C20005B_033EA,C20005B_034MA,C20005B_034EA,C20005B_035MA,C20005B_035EA,C20005B_036EA,C20005B_036MA,C20005B_037MA,C20005B_037EA,C20005B_038MA,C20005B_038EA,C20005B_039EA,C20005B_039MA,state
0400000US01,901726,3912,409345,2733,149318,5215,0,265,149318,5215,3897,1114,31962,3083,37245,3617,48491,3673,20156,2691,7567,1413,260027,5831,148318,5208,111709,5532,62155,3626,25269,2662,10339,1768,10022,1674,3092,850,832,451,492381,2841,154837,4971,0,265,154837,4971,6830,1422,48679,3193,46769,3748,36073,3293,11632,1805,4854,1070,337544,5487,193158,4911,144386,5532,89338,4880,32161,3060,9846,1540,9184,1522,2579,852,1278,801,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16636,1172,8675,905,3979,1016,0,235,3979,1016,239,291,261,177,1432,827,1284,744,619,525,144,187,4696,1249,1217,633,3479,967,1349,788,910,582,189,213,653,546,311,256,67,85,7961,777,3303,886,0,235,3303,886,523,584,313,314,411,514,1639,839,417,359,0,235,4658,1117,1926,775,2732,1042,1142,747,794,635,373,317,356,417,59,102,8,15,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,152132,3082,79598,1957,37158,2550,0,291,37158,2550,795,599,4736,1495,7641,1560,12360,1935,7618,1654,4008,1094,42440,2351,23402,2019,19038,2165,8311,1427,3335,1133,3029,904,3104,880,1184,669,75,130,72534,1990,27319,2339,0,291,27319,2339,495,380,3370,1205,6341,1425,11457,2037,3722,930,1934,860,45215,2928,24064,2408,21151,2515,8948,1531,7316,1580,1598,533,1861,757,1026,597,402,266,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,318375,3310,146052,2303,52494,3762,0,257,52494,3762,2089,920,10969,1926,13808,2288,18643,2400,5393,1256,1592,726,93558,3661,50542,3099,43016,3122,24885,2493,9211,1517,3262,854,3916,1169,1062,447,680,451,172323,2594,54248,3287,0,257,54248,3287,1564,684,18975,1972,14742,2153,13309,1889,4568,1188,1090,508,118075,3423,63632,3174,54443,2696,32858,2695,11658,1597,5387,1215,3294,824,1137,514,109,120,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1700902,9920,824477,5845,308486,7452,0,289,308486,7452,7367,1464,29680,3557,47754,4034,104766,5636,71300,4864,47619,3873,515991,8729,299347,7837,216644,6845,100925,5101,43147,3619,23941,2779,26879,3024,12595,1506,9157,1554,876425,6150,290949,8290,221,262,290728,8271,8701,1948,31718,3243,50145,3647,110027,6174,58770,3940,31367,2614,585476,9530,328715,7422,256761,8106,115119,6108,56553,3504,28203,3146,32116,3031,18126,2153,6644,1424,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,133385,3286,70373,2311,33164,2317,0,271,33164,2317,745,356,4177,1079,7439,1687,12896,1881,3818,1003,4089,1032,37209,2175,15238,1773,21971,2235,8480,1256,6708,1507,1908,770,3151,991,1379,598,345,347,63012,2125,21537,2491,0,271,21537,2491,388,418,4074,1390,4873,1228,8273,1610,2396,937,1533,617,41475,3057,19111,1946,22364,3054,9731,1776,6215,1684,3730,1136,1703,683,754,518,231,231,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,246247,3603,114666,2529,47842,3553,0,269,47842,3553,466,539,4526,1413,11279,2146,15359,2237,10621,1840,5591,1399,66824,3373,29716,2308,37108,2970,19452,2181,7392,1274,2926,674,4501,1163,1664,690,1173,689,131581,2031,50655,2597,0,269,50655,2597,1267,533,4712,1358,11226,1644,19717,2331,9770,1511,3963,1206,80926,2757,37279,2839,43647,2737,19281,2244,11503,1976,6537,1107,4131,1007,1791,613,404,286,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,131659,1294,60789,740,26362,2238,0,261,26362,2238,779,482,3315,1150,4998,1187,10169,1677,4323,1201,2778,891,34427,2378,16623,1737,17804,2272,7960,1474,3737,1126,2374,1143,2140,881,880,407,713,382,70870,1080,28700,1963,0,261,28700,1963,647,445,2618,946,8988,1452,12415,1945,2926,811,1106,643,42170,2192,19754,1898,22416,2244,11469,1497,4009,1035,2963,921,2362,801,1435,764,178,174,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,251077,1929,108231,931,39821,2504,0,292,39821,2504,509,344,4188,1137,8725,1541,14478,1878,4743,1056,7178,1503,68410,2518,41689,2478,26721,2357,13819,1767,4225,919,2851,852,3585,900,1148,431,1093,538,142846,1590,49084,2538,0,292,49084,2538,1152,663,3221,954,11834,1998,16627,1916,10127,1462,6123,1270,93762,2738,60861,2553,32901,2696,16239,1931,5884,1168,3840,1056,4873,1046,1421,577,644,341,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2026165,9343,959564,6145,408093,8662,0,300,408093,8662,11254,2141,75886,5397,110304,6564,134154,6163,50836,4211,25659,2460,551471,8588,289052,7012,262419,9037,131285,6585,59248,4225,31658,2957,26420,2931,8319,1486,5489,1157,1066601,6196,402274,10875,0,300,402274,10875,15078,1954,104007,6271,120089,6551,113792,5502,36923,3239,12385,2013,664327,11404,354076,9647,310251,8863,152796,6356,82495,5203,33390,3047,29218,3051,10347,1916,2005,714,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
