GEO_ID,B10051I_001E,B10051I_001M,B10051I_002E,B10051I_002M,B10051I_003E,B10051I_003M,B10051I_004E,B10051I_004M,B10051I_005E,B10051I_005M,B10051I_006E,B10051I_006M,B10051I_007E,B10051I_007M,NAME,B10051I_001MA,B10051I_001EA,B10051I_002MA,B10051I_002EA,B10051I_003MA,B10051I_003EA,B10051I_004EA,B10051I_004MA,B10051I_005EA,B10051I_005MA,B10051I_006MA,B10051I_006EA,B10051I_007MA,B10051I_007EA,state
0400000US01,1707,703,395,267,395,267,0,265,1312,682,755,544,557,453,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,54703,4480,20107,2994,14209,2614,5898,1315,34596,3599,20894,3525,13702,2337,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2256,1001,470,486,422,480,48,78,1786,920,1254,723,532,399,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,464347,13825,120920,7048,88354,6016,32566,3563,343427,11762,189996,9138,153431,8345,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,27830,3317,12284,2349,9352,1775,2932,1191,15546,2630,9199,1983,6347,1552,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,8324,1794,3966,1210,3471,1175,495,337,4358,1346,1909,824,2449,911,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,1834,703,303,290,303,290,0,261,1531,699,708,488,823,496,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,105606,7018,28545,3387,17803,2658,10742,2170,77061,6242,29976,4129,47085,4756,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,12502,2503,3088,1082,2408,983,680,416,9414,2095,5882,1840,3532,1168,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,3289,895,968,517,785,530,183,262,2321,681,963,505,1358,484,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1768,625,796,458,604,414,192,176,972,478,443,297,529,386,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,54345,4840,17696,2627,13299,2241,4397,1370,36649,4248,18791,3030,17858,2681,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6313,1296,3053,1013,2659,931,394,320,3260,1024,2513,932,747,479,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1725,642,620,340,499,276,121,126,1105,513,745,406,360,318,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,6024,1370,2703,943,2287,853,416,351,3321,1178,1255,679,2066,815,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1466,713,442,309,383,295,59,109,1024,538,622,417,402,308,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1568,722,537,342,372,275,165,162,1031,568,287,288,744,453,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,6234,1493,1985,906,1733,879,252,262,4249,1322,1799,813,2450,1072,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,10756,1939,3333,1072,2925,996,408,316,7423,1566,4286,1267,3137,1028,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7576,1532,3829,1219,3317,1044,512,402,3747,958,1993,754,1754,615,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4448,1065,1226,650,1008,581,218,205,3222,921,1921,814,1301,519,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,984,463,436,299,313,265,123,147,548,361,150,143,398,328,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
