GEO_ID,B19001B_001E,B19001B_001M,B19001B_002E,B19001B_002M,B19001B_003E,B19001B_003M,B19001B_004E,B19001B_004M,B19001B_005E,B19001B_005M,B19001B_006E,B19001B_006M,B19001B_007E,B19001B_007M,B19001B_008E,B19001B_008M,B19001B_009E,B19001B_009M,B19001B_010E,B19001B_010M,B19001B_011E,B19001B_011M,B19001B_012E,B19001B_012M,B19001B_013E,B19001B_013M,B19001B_014E,B19001B_014M,B19001B_015E,B19001B_015M,B19001B_016E,B19001B_016M,B19001B_017E,B19001B_017M,NAME,B19001B_001MA,B19001B_001EA,B19001B_002MA,B19001B_002EA,B19001B_003MA,B19001B_003EA,B19001B_004MA,B19001B_004EA,B19001B_005EA,B19001B_005MA,B19001B_006MA,B19001B_006EA,B19001B_007MA,B19001B_007EA,B19001B_008MA,B19001B_008EA,B19001B_009MA,B19001B_009EA,B19001B_010EA,B19001B_010MA,B19001B_011MA,B19001B_011EA,B19001B_012MA,B19001B_012EA,B19001B_013MA,B19001B_013EA,B19001B_014MA,B19001B_014EA,B19001B_015MA,B19001B_015EA,B19001B_016EA,B19001B_016MA,B19001B_017MA,B19001B_017EA,state
0400000US01,448887,5986,93496,5110,46071,3510,46328,3970,37164,2991,32203,2757,29451,2563,22302,2460,20046,2318,16627,1829,29526,3139,29991,2993,25780,2558,11428,1801,4111,1080,2657,695,1706,569,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,8562,1275,491,500,1148,747,902,483,336,282,142,188,608,566,552,468,845,622,219,299,881,633,769,536,844,564,318,268,250,227,141,129,116,179,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,68262,2992,6700,1401,3896,981,3688,1075,4630,1267,4634,1165,4898,1233,4272,1129,4057,1250,3133,918,6608,1338,8557,1625,5938,1159,3908,1130,1089,385,1387,487,867,486,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,168141,3490,40317,3239,18595,2242,17100,2052,11382,1813,11495,1885,10512,1417,9350,1356,8294,1915,5566,1351,11525,1960,10229,1798,9443,1699,2372,761,974,484,987,504,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,787029,8861,95695,5046,64394,3626,46553,4006,48363,4180,42654,4003,47582,3888,41605,3230,37664,3808,30570,3042,63840,4097,74528,5101,89496,4971,44492,3855,24881,2396,21476,2313,13236,1957,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,70402,2919,10016,1764,5371,1190,4818,1299,4638,1126,5247,1433,5522,1626,3902,977,3486,1102,4205,1267,5196,1395,5479,1185,5558,1271,3220,994,1658,641,1329,557,757,514,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,115178,2783,14726,1952,6921,1285,6102,1394,6679,1550,6321,1225,7527,1506,7590,1523,5435,1197,4942,1161,10699,1391,11790,1793,11632,1636,7159,1366,4055,939,2284,847,1316,439,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,60254,2390,6221,1304,3827,978,3566,1229,4577,1015,3125,941,3065,926,4440,1241,3511,1092,3681,868,5334,1396,5692,1232,6126,1416,3308,861,1770,655,1151,510,860,445,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,128356,2912,24797,2915,9188,1403,8411,1646,7996,1548,6381,1188,8048,1212,6516,1222,7073,1231,5246,1106,10041,1442,8360,1330,10953,1579,5928,1156,3368,894,3245,973,2805,921,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,927344,10134,125700,5614,76620,4462,70759,5157,76705,4940,72289,4564,68412,5275,53828,3899,47868,4420,43854,3655,74514,4501,80301,4240,75012,4590,30613,2475,13556,2020,11199,1604,6114,1382,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
