GEO_ID,B17010G_001E,B17010G_001M,B17010G_002E,B17010G_002M,B17010G_003E,B17010G_003M,B17010G_004E,B17010G_004M,B17010G_005E,B17010G_005M,B17010G_006E,B17010G_006M,B17010G_007E,B17010G_007M,B17010G_008E,B17010G_008M,B17010G_009E,B17010G_009M,B17010G_010E,B17010G_010M,B17010G_011E,B17010G_011M,B17010G_012E,B17010G_012M,B17010G_013E,B17010G_013M,B17010G_014E,B17010G_014M,B17010G_015E,B17010G_015M,B17010G_016E,B17010G_016M,B17010G_017E,B17010G_017M,B17010G_018E,B17010G_018M,B17010G_019E,B17010G_019M,B17010G_020E,B17010G_020M,B17010G_021E,B17010G_021M,B17010G_022E,B17010G_022M,B17010G_023E,B17010G_023M,B17010G_024E,B17010G_024M,B17010G_025E,B17010G_025M,B17010G_026E,B17010G_026M,B17010G_027E,B17010G_027M,B17010G_028E,B17010G_028M,B17010G_029E,B17010G_029M,B17010G_030E,B17010G_030M,B17010G_031E,B17010G_031M,B17010G_032E,B17010G_032M,B17010G_033E,B17010G_033M,B17010G_034E,B17010G_034M,B17010G_035E,B17010G_035M,B17010G_036E,B17010G_036M,B17010G_037E,B17010G_037M,B17010G_038E,B17010G_038M,B17010G_039E,B17010G_039M,B17010G_040E,B17010G_040M,B17010G_041E,B17010G_041M,NAME,B17010G_001MA,B17010G_001EA,B17010G_002MA,B17010G_002EA,B17010G_003EA,B17010G_003MA,B17010G_004MA,B17010G_004EA,B17010G_005EA,B17010G_005MA,B17010G_006MA,B17010G_006EA,B17010G_007EA,B17010G_007MA,B17010G_008MA,B17010G_008EA,B17010G_009MA,B17010G_009EA,B17010G_010MA,B17010G_010EA,B17010G_011EA,B17010G_011MA,B17010G_012EA,B17010G_012MA,B17010G_013MA,B17010G_013EA,B17010G_014MA,B17010G_014EA,B17010G_015MA,B17010G_015EA,B17010G_016MA,B17010G_016EA,B17010G_017MA,B17010G_017EA,B17010G_018EA,B17010G_018MA,B17010G_019MA,B17010G_019EA,B17010G_020MA,B17010G_020EA,B17010G_021MA,B17010G_021EA,B17010G_022EA,B17010G_022MA,B17010G_023EA,B17010G_023MA,B17010G_024MA,B17010G_024EA,B17010G_025MA,B17010G_025EA,B17010G_026MA,B17010G_026EA,B17010G_027EA,B17010G_027MA,B17010G_028MA,B17010G_028EA,B17010G_029MA,B17010G_029EA,B17010G_030MA,B17010G_030EA,B17010G_031MA,B17010G_031EA,B17010G_032EA,B17010G_032MA,B17010G_033EA,B17010G_033MA,B17010G_034MA,B17010G_034EA,B17010G_035MA,B17010G_035EA,B17010G_036MA,B17010G_036EA,B17010G_037MA,B17010G_037EA,B17010G_038EA,B17010G_038MA,B17010G_039MA,B17010G_039EA,B17010G_040MA,B17010G_040EA,B17010G_041MA,B17010G_041EA,state
0400000US01,8417,1374,1245,433,541,282,182,121,47,59,27,44,108,103,359,268,704,322,70,129,0,265,0,265,0,265,0,265,70,129,634,279,558,237,172,140,41,66,345,186,76,137,7172,1220,5203,958,2473,699,685,400,301,224,1487,561,2730,792,1969,629,648,354,245,159,87,97,28,26,130,125,403,314,1321,543,398,194,50,81,80,102,268,169,923,494,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,21341,2291,2860,957,886,431,679,415,127,141,130,135,422,335,207,203,1974,939,394,384,394,384,77,127,58,96,259,349,0,291,1580,751,1498,741,0,291,246,188,1252,744,82,145,18481,2115,13254,1769,6864,1272,1404,546,1788,751,3672,929,6390,1398,5227,1183,1832,687,838,535,247,443,156,145,435,248,994,522,3395,1004,2358,772,133,153,244,176,1981,747,1037,594,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,161405,5599,15158,2131,4246,1260,3141,938,628,398,1221,563,1292,563,1105,603,10912,1757,2406,1026,1914,960,324,368,482,520,1108,630,492,319,8506,1702,7209,1636,1746,702,2028,794,3435,1048,1297,487,146247,5399,101382,4926,56525,3282,12438,1510,12850,1507,31237,2785,44857,3276,44865,2970,13925,2093,8740,1766,1517,705,1316,691,5907,1473,5185,1140,30940,2395,19845,2008,2360,692,2650,854,14835,1914,11095,1512,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,18154,2002,3207,970,539,268,382,223,35,63,39,61,308,226,157,144,2668,901,248,266,248,266,98,121,0,271,150,233,0,271,2420,885,2231,824,631,476,659,411,941,592,189,201,14947,1884,10757,1566,5498,1223,1259,597,2004,649,2235,722,5259,1004,4190,1088,1290,580,1100,547,630,410,0,271,470,342,190,173,2900,976,2222,846,436,336,602,533,1184,495,678,410,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,59614,3805,6117,1106,2157,843,1677,757,295,278,816,577,566,391,480,315,3960,1030,768,393,507,398,154,211,0,300,353,339,261,236,3192,851,2534,716,429,246,434,343,1671,668,658,443,53497,3830,40077,3338,22088,2640,5468,1171,3621,1084,12999,1780,17989,2110,13420,1836,3722,829,2125,658,490,305,353,357,1282,523,1597,553,9698,1710,6707,1547,428,336,1778,777,4501,1140,2991,886,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,18600,1963,2480,762,706,444,535,400,0,292,281,299,254,258,171,152,1774,632,323,286,323,286,111,105,59,96,153,249,0,292,1451,566,1419,573,158,170,423,321,838,434,32,53,16120,1863,11575,1506,6240,1270,1603,679,1939,883,2698,779,5335,1132,4545,1168,1544,661,876,479,127,156,161,210,588,363,668,448,3001,961,1599,805,509,415,318,440,772,400,1402,542,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
