GEO_ID,C24010D_001E,C24010D_001M,C24010D_002E,C24010D_002M,C24010D_003E,C24010D_003M,C24010D_004E,C24010D_004M,C24010D_005E,C24010D_005M,C24010D_006E,C24010D_006M,C24010D_007E,C24010D_007M,C24010D_008E,C24010D_008M,C24010D_009E,C24010D_009M,C24010D_010E,C24010D_010M,C24010D_011E,C24010D_011M,C24010D_012E,C24010D_012M,C24010D_013E,C24010D_013M,C24010D_014E,C24010D_014M,C24010D_015E,C24010D_015M,NAME,C24010D_001EA,C24010D_001MA,C24010D_002MA,C24010D_002EA,C24010D_003MA,C24010D_003EA,C24010D_004MA,C24010D_004EA,C24010D_005EA,C24010D_005MA,C24010D_006EA,C24010D_006MA,C24010D_007EA,C24010D_007MA,C24010D_008EA,C24010D_008MA,C24010D_009MA,C24010D_009EA,C24010D_010EA,C24010D_010MA,C24010D_011MA,C24010D_011EA,C24010D_012EA,C24010D_012MA,C24010D_013EA,C24010D_013MA,C24010D_014MA,C24010D_014EA,C24010D_015MA,C24010D_015EA,state
0400000US01,21518,2076,11566,1360,6760,1324,2071,735,735,338,179,177,836,552,985,547,9952,1243,3711,745,3069,1003,2660,659,9,22,43,73,460,289,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,17901,1472,7983,1039,1062,415,1780,690,2454,842,0,235,457,242,2230,606,9918,911,1608,539,2692,784,4303,846,0,235,0,235,1315,520,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,74496,3129,39313,2039,20390,2344,5605,1420,6193,1517,0,291,2390,800,4735,1185,35183,2067,14168,1807,6864,1419,10760,1312,0,291,86,106,3305,1368,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,13512,1434,6003,951,2896,718,614,484,771,423,74,81,140,186,1508,597,7509,1037,2826,840,1250,517,1554,560,74,81,0,257,1805,715,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2177920,14232,1141016,8871,539760,8584,136543,7419,245922,7669,3574,1059,76255,4833,138962,6257,1036904,12397,468128,9917,176842,7233,314966,9594,1768,753,5011,1221,70189,4310,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,67530,2961,34566,1991,16041,1607,4944,1458,6788,1530,0,271,2438,871,4355,1176,32964,1983,13204,1620,7748,1439,8145,1354,0,271,118,146,3749,1044,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61766,2229,34144,1558,19527,1825,3222,1192,6528,1413,0,269,1345,751,3522,870,27622,1529,13750,1470,3585,909,7785,1212,0,269,117,137,2385,929,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,11060,1076,6205,605,3684,680,450,289,1276,530,20,34,442,288,333,221,4855,726,2625,662,977,429,934,393,0,261,0,261,319,203,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,200949,4928,105617,2669,46237,2993,20425,2644,23591,2751,129,173,6718,1258,8517,1487,95332,3205,37490,2710,20938,2520,29995,2288,43,77,298,292,6568,1115,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,124942,3628,68092,2442,32316,2384,8899,1652,13089,1897,185,212,3584,991,10019,1576,56850,2935,23663,2599,13802,2011,13384,1866,62,103,274,249,5665,1067,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,260660,6446,131295,3638,38719,2498,28488,2786,26936,2798,2817,811,19454,2190,14881,1880,129365,4208,44347,2734,30441,2773,46494,3146,1970,756,891,423,5222,1208,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7765,1190,3753,627,1480,405,1036,452,576,330,0,253,234,190,427,387,4012,925,1643,635,948,337,789,414,41,61,0,253,591,338,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,276831,5016,150134,3569,80763,4037,15279,2514,30386,2790,0,261,5458,1323,18248,2723,126697,3758,66534,3277,21432,2438,28857,2446,0,261,116,138,9758,1517,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,39445,2484,21150,1613,13374,1708,1954,728,3602,883,0,263,458,291,1762,678,18295,1820,8565,1435,3009,869,3568,911,0,263,138,165,3015,883,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,24794,1746,13735,1107,6407,1012,1615,487,1562,687,50,89,1282,605,2819,841,11059,1221,4793,931,2353,661,2215,726,0,221,34,49,1664,563,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,32395,2003,17913,1083,8574,1141,1697,802,1891,784,92,151,1355,666,4304,937,14482,1386,6270,1210,3109,927,2618,685,0,237,112,136,2373,737,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19760,1977,11115,1296,7082,994,1641,639,1069,668,0,267,155,168,1168,652,8645,1272,4420,956,1928,656,1955,813,0,267,0,267,342,296,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,26226,1975,14897,1408,7338,1302,2151,837,2234,924,279,191,897,424,1998,730,11329,1474,3864,982,3032,947,2999,964,184,134,0,267,1250,543,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5621,1054,2242,611,1063,376,636,484,292,235,0,223,147,171,104,96,3379,1052,862,344,529,294,1153,686,0,223,259,436,576,334,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,149384,3518,78646,2515,48096,2785,8348,1434,11913,1603,0,277,5543,1259,4746,1143,70738,2580,37239,2319,11708,2072,17396,1665,0,277,251,266,4144,1267,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,158700,5023,85706,2977,49351,3241,8286,1553,11218,1904,201,330,4989,1425,11661,1745,72994,3259,37569,2736,11803,2080,17157,2071,293,385,124,154,6048,1511,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,115271,3184,68021,2178,41788,2547,7345,1511,6471,1150,0,235,2577,899,9840,1613,47250,2342,24544,1946,9740,1476,7588,1154,15,30,48,86,5315,1196,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,84806,3353,44796,1854,20902,2134,6036,1214,5868,1008,32,49,2216,703,9742,1545,40010,2397,14870,1647,7639,1282,8070,1185,0,208,142,124,9289,1412,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,11135,1565,5501,1197,3218,983,366,294,1345,630,0,283,290,281,282,248,5634,1245,2877,1184,1249,589,1243,501,191,292,0,283,74,117,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,43690,2528,22773,1817,12419,1477,3567,877,3586,995,0,253,982,494,2219,657,20917,1588,8234,1471,5108,1228,5159,1185,38,58,190,159,2188,823,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16086,1422,8914,1045,4661,919,561,337,532,347,35,59,550,284,2575,728,7172,831,3395,716,1160,506,800,350,0,213,197,180,1620,541,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,80012,2830,39318,1728,12070,1747,14536,1895,8245,1232,54,89,1538,579,2875,813,40694,2088,10025,1403,16181,1985,12464,1429,0,292,228,296,1796,779,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,13203,1030,7326,853,4005,955,447,330,937,574,0,251,455,504,1482,677,5877,823,3045,749,1288,453,625,273,0,251,0,251,919,489,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,336956,5152,188975,3512,114974,3613,13328,1635,36457,2967,0,273,6611,1080,17605,2251,147981,3708,78329,3287,17523,2100,43066,2846,58,98,290,210,8715,1655,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,13432,1464,6301,818,3289,841,1377,748,842,371,34,56,511,352,248,222,7131,1029,2575,634,1785,597,2376,700,0,279,84,92,311,252,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,655560,9288,361719,5989,141599,5958,58931,5254,78971,4614,0,269,30913,3092,51305,4293,293841,6835,127634,5165,57601,3924,86138,5115,0,269,791,372,21677,2380,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,75797,3116,42939,2096,22701,2190,4142,1187,6202,1315,29,36,2844,903,7021,1478,32858,2247,13535,1864,5503,1452,9154,1606,20,37,267,204,4379,948,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,90506,2844,47981,2186,30762,2159,5051,1157,6001,1220,0,261,1009,520,5158,1269,42525,2453,20851,2064,6542,1470,9516,1649,31,59,96,149,5489,1180,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,29704,2321,15863,1533,6832,1557,2345,877,2346,809,371,461,951,510,3018,734,13841,1404,4856,1053,3705,823,2969,824,0,244,224,349,2087,670,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,66316,2863,34597,1852,16190,1495,4971,1087,5386,1114,173,155,1698,636,6179,1060,31719,2036,12068,1631,6593,1318,8306,1412,295,338,233,200,4224,1099,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,141501,3729,79928,2625,42365,2655,8417,1572,13849,1702,74,88,3354,1080,11869,1910,61573,2831,28382,2077,9238,1400,16034,2020,32,46,122,145,7765,1119,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14288,1359,7701,836,4235,779,524,349,1127,476,0,281,805,365,1010,491,6587,1062,2325,832,1442,753,1555,659,0,281,98,155,1167,560,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,23998,1971,10807,1244,5567,1110,1501,515,1588,551,0,283,689,443,1462,539,13191,1683,6077,1414,3450,878,2693,756,0,283,38,68,933,412,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3657,889,1906,534,784,510,411,313,572,252,0,216,22,32,117,131,1751,559,672,413,237,158,432,261,0,216,0,216,410,297,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,36977,2182,19414,1456,9437,1640,3052,1072,3241,1007,0,279,801,430,2883,971,17563,1332,8182,1320,2829,786,3901,854,83,100,233,302,2335,694,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,387751,7019,214462,4817,115791,4271,19663,2659,40947,3658,579,429,13658,1749,23824,2371,173289,4719,82911,3676,31472,2980,44416,3704,375,371,1759,699,12356,1806,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,24550,1640,12875,1186,5897,1011,1310,454,2077,768,0,255,1115,530,2476,835,11675,1123,3551,795,2315,939,3811,892,109,108,0,255,1889,591,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,195922,5009,101139,2929,58289,2727,11031,1966,15447,2419,82,99,7068,1606,9222,1552,94783,3473,44087,2803,17715,2271,26725,2845,0,279,1495,1133,4761,1049,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,213692,4700,108454,3044,47262,2439,15329,2074,17889,1975,235,370,9055,1808,18684,2352,105238,3644,38828,3008,24993,2529,29201,2439,33,57,477,451,11706,1841,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,6081,1321,3662,734,2456,792,425,279,419,301,0,261,161,168,201,231,2419,787,1001,563,733,443,590,357,0,261,0,261,95,136,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,49439,2482,25424,1742,11872,1421,2182,594,3537,933,0,211,1362,473,6471,1077,24015,1552,6896,965,4721,856,6690,1118,328,347,32,54,5348,1113,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5897,1481,3006,965,825,402,1045,562,85,104,0,275,696,368,355,250,2891,1039,532,334,856,484,1280,651,0,275,0,275,223,345,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
