GEO_ID,B24010D_001E,B24010D_001M,B24010D_002E,B24010D_002M,B24010D_003E,B24010D_003M,B24010D_004E,B24010D_004M,B24010D_005E,B24010D_005M,B24010D_006E,B24010D_006M,B24010D_007E,B24010D_007M,B24010D_008E,B24010D_008M,B24010D_009E,B24010D_009M,B24010D_010E,B24010D_010M,B24010D_011E,B24010D_011M,B24010D_012E,B24010D_012M,B24010D_013E,B24010D_013M,B24010D_014E,B24010D_014M,B24010D_015E,B24010D_015M,B24010D_016E,B24010D_016M,B24010D_017E,B24010D_017M,B24010D_018E,B24010D_018M,B24010D_019E,B24010D_019M,B24010D_020E,B24010D_020M,B24010D_021E,B24010D_021M,B24010D_022E,B24010D_022M,B24010D_023E,B24010D_023M,B24010D_024E,B24010D_024M,B24010D_025E,B24010D_025M,B24010D_026E,B24010D_026M,B24010D_027E,B24010D_027M,B24010D_028E,B24010D_028M,B24010D_029E,B24010D_029M,B24010D_030E,B24010D_030M,B24010D_031E,B24010D_031M,B24010D_032E,B24010D_032M,B24010D_033E,B24010D_033M,B24010D_034E,B24010D_034M,B24010D_035E,B24010D_035M,B24010D_036E,B24010D_036M,B24010D_037E,B24010D_037M,B24010D_038E,B24010D_038M,B24010D_039E,B24010D_039M,B24010D_040E,B24010D_040M,B24010D_041E,B24010D_041M,B24010D_042E,B24010D_042M,B24010D_043E,B24010D_043M,B24010D_044E,B24010D_044M,B24010D_045E,B24010D_045M,B24010D_046E,B24010D_046M,B24010D_047E,B24010D_047M,B24010D_048E,B24010D_048M,B24010D_049E,B24010D_049M,B24010D_050E,B24010D_050M,B24010D_051E,B24010D_051M,B24010D_052E,B24010D_052M,B24010D_053E,B24010D_053M,B24010D_054E,B24010D_054M,B24010D_055E,B24010D_055M,B24010D_056E,B24010D_056M,B24010D_057E,B24010D_057M,B24010D_058E,B24010D_058M,B24010D_059E,B24010D_059M,B24010D_060E,B24010D_060M,B24010D_061E,B24010D_061M,B24010D_062E,B24010D_062M,B24010D_063E,B24010D_063M,NAME,B24010D_001EA,B24010D_001MA,B24010D_002EA,B24010D_002MA,B24010D_003EA,B24010D_003MA,B24010D_004EA,B24010D_004MA,B24010D_005MA,B24010D_005EA,B24010D_006MA,B24010D_006EA,B24010D_007MA,B24010D_007EA,B24010D_008MA,B24010D_008EA,B24010D_009EA,B24010D_009MA,B24010D_010EA,B24010D_010MA,B24010D_011MA,B24010D_011EA,B24010D_012MA,B24010D_012EA,B24010D_013MA,B24010D_013EA,B24010D_014EA,B24010D_014MA,B24010D_015EA,B24010D_015MA,B24010D_016MA,B24010D_016EA,B24010D_017MA,B24010D_017EA,B24010D_018MA,B24010D_018EA,B24010D_019MA,B24010D_019EA,B24010D_020EA,B24010D_020MA,B24010D_021EA,B24010D_021MA,B24010D_022MA,B24010D_022EA,B24010D_023MA,B24010D_023EA,B24010D_024MA,B24010D_024EA,B24010D_025EA,B24010D_025MA,B24010D_026EA,B24010D_026MA,B24010D_027MA,B24010D_027EA,B24010D_028MA,B24010D_028EA,B24010D_029MA,B24010D_029EA,B24010D_030EA,B24010D_030MA,B24010D_031EA,B24010D_031MA,B24010D_032EA,B24010D_032MA,B24010D_033MA,B24010D_033EA,B24010D_034MA,B24010D_034EA,B24010D_035EA,B24010D_035MA,B24010D_036EA,B24010D_036MA,B24010D_037EA,B24010D_037MA,B24010D_038MA,B24010D_038EA,B24010D_039MA,B24010D_039EA,B24010D_040EA,B24010D_040MA,B24010D_041EA,B24010D_041MA,B24010D_042EA,B24010D_042MA,B24010D_043MA,B24010D_043EA,B24010D_044MA,B24010D_044EA,B24010D_045EA,B24010D_045MA,B24010D_046EA,B24010D_046MA,B24010D_047EA,B24010D_047MA,B24010D_048MA,B24010D_048EA,B24010D_049MA,B24010D_049EA,B24010D_050EA,B24010D_050MA,B24010D_051EA,B24010D_051MA,B24010D_052EA,B24010D_052MA,B24010D_053MA,B24010D_053EA,B24010D_054MA,B24010D_054EA,B24010D_055MA,B24010D_055EA,B24010D_056MA,B24010D_056EA,B24010D_057MA,B24010D_057EA,B24010D_058EA,B24010D_058MA,B24010D_059EA,B24010D_059MA,B24010D_060MA,B24010D_060EA,B24010D_061MA,B24010D_061EA,B24010D_062MA,B24010D_062EA,B24010D_063MA,B24010D_063EA,state
0400000US01,21518,2076,11566,1360,6760,1324,1678,642,1433,607,0,265,245,232,5082,1270,1330,446,1327,968,526,362,117,88,53,89,844,394,284,311,601,339,2071,735,0,265,166,240,593,447,140,213,1172,550,735,338,447,225,288,220,179,177,836,552,90,101,746,545,985,547,517,417,468,309,9952,1243,3711,745,1164,476,790,383,0,265,374,269,2547,617,500,331,200,247,401,313,0,265,0,265,894,437,160,183,392,249,3069,1003,95,160,71,120,1165,656,240,238,1498,700,2660,659,1816,548,844,452,9,22,43,73,0,265,43,73,460,289,460,289,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,74496,3129,39313,2039,20390,2344,4601,1298,3403,1099,0,291,1198,628,15789,2230,4071,1167,4730,1476,977,607,276,265,183,203,2571,861,583,457,2398,689,5605,1420,363,276,355,290,2582,1088,545,439,1760,802,6193,1517,3980,1185,2213,770,0,291,2390,800,777,426,1613,588,4735,1185,3073,926,1662,696,35183,2067,14168,1807,3827,1160,1900,748,0,291,1927,906,10341,1523,1608,624,1096,541,646,398,104,127,107,128,2356,761,570,420,3854,1052,6864,1419,960,424,0,291,1839,738,757,448,3308,938,10760,1312,5517,1139,5243,1118,0,291,86,106,34,55,52,89,3305,1368,3033,1301,272,241,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2177920,14232,1141016,8871,539760,8584,195795,6838,134548,5647,1664,702,59583,3910,343965,8039,108593,5532,90499,5683,18369,1780,10653,1807,8891,1492,26756,2548,22144,2539,58060,3602,136543,7419,11581,1830,20555,2218,58576,5149,22318,2341,23513,2759,245922,7669,137531,6679,108391,5028,3574,1059,76255,4833,27913,3175,48342,3506,138962,6257,83935,5058,55027,3820,1036904,12397,468128,9917,176971,6317,86693,4707,485,316,89793,4769,291157,8536,37786,2735,23363,2599,19966,2312,10822,1565,11354,1870,53957,3377,20173,2185,113736,5925,176842,7233,37174,3071,4019,930,46231,3633,15644,2371,73774,4801,314966,9594,118785,5423,196181,7609,1768,753,5011,1221,2056,782,2955,780,70189,4310,61323,4263,8866,1695,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,67530,2961,34566,1991,16041,1607,4889,1113,4256,1054,0,271,633,326,11152,1454,4873,1086,1918,572,563,357,381,302,149,231,1202,584,412,278,1654,712,4944,1458,516,434,668,531,2745,1299,440,323,575,379,6788,1530,4090,1214,2698,963,0,271,2438,871,1042,666,1396,606,4355,1176,2767,862,1588,870,32964,1983,13204,1620,5682,1125,3420,906,0,271,2262,816,7522,1120,1895,954,340,254,160,193,601,375,315,296,1352,546,376,374,2483,683,7748,1439,963,570,444,347,3080,973,584,584,2677,949,8145,1354,4106,1197,4039,921,0,271,118,146,0,271,118,146,3749,1044,3042,927,707,515,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61766,2229,34144,1558,19527,1825,6292,1194,4163,1049,66,112,2063,762,13235,1609,5365,970,1718,576,1414,581,173,206,0,269,2221,783,388,314,1956,722,3222,1192,161,188,0,269,1936,811,613,376,512,485,6528,1413,3881,1098,2647,1018,0,269,1345,751,717,553,628,469,3522,870,3006,815,516,367,27622,1529,13750,1470,4453,1127,2421,772,0,269,2032,785,9297,1369,1710,637,558,343,1401,607,66,112,481,311,1397,477,157,150,3527,942,3585,909,565,392,74,119,827,440,694,432,1425,525,7785,1212,3583,912,4202,999,0,269,117,137,0,269,117,137,2385,929,2203,917,182,178,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,200949,4928,105617,2669,46237,2993,16185,2073,12016,1791,165,156,4004,1015,30052,2334,8715,1352,5155,1301,1406,678,742,401,373,291,3476,753,1555,745,8630,1287,20425,2644,786,544,1597,821,12222,2169,1634,682,4186,1240,23591,2751,16722,2362,6869,1511,129,173,6718,1258,2672,838,4046,1080,8517,1487,4698,1229,3819,1128,95332,3205,37490,2710,10928,1554,6631,1353,0,300,4297,933,26562,2278,2853,743,1249,505,723,353,1198,532,662,372,4212,883,1617,588,14048,1690,20938,2520,2399,733,265,197,8690,1589,2690,945,6894,1441,29995,2288,15316,1867,14679,1644,43,77,298,292,78,92,220,274,6568,1115,5201,1043,1367,647,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
