GEO_ID,B17020D_001E,B17020D_001M,B17020D_002E,B17020D_002M,B17020D_003E,B17020D_003M,B17020D_004E,B17020D_004M,B17020D_005E,B17020D_005M,B17020D_006E,B17020D_006M,B17020D_007E,B17020D_007M,B17020D_008E,B17020D_008M,B17020D_009E,B17020D_009M,B17020D_010E,B17020D_010M,B17020D_011E,B17020D_011M,B17020D_012E,B17020D_012M,B17020D_013E,B17020D_013M,B17020D_014E,B17020D_014M,B17020D_015E,B17020D_015M,B17020D_016E,B17020D_016M,B17020D_017E,B17020D_017M,NAME,B17020D_001MA,B17020D_001EA,B17020D_002MA,B17020D_002EA,B17020D_003MA,B17020D_003EA,B17020D_004EA,B17020D_004MA,B17020D_005EA,B17020D_005MA,B17020D_006MA,B17020D_006EA,B17020D_007MA,B17020D_007EA,B17020D_008MA,B17020D_008EA,B17020D_009EA,B17020D_009MA,B17020D_010EA,B17020D_010MA,B17020D_011MA,B17020D_011EA,B17020D_012MA,B17020D_012EA,B17020D_013EA,B17020D_013MA,B17020D_014MA,B17020D_014EA,B17020D_015EA,B17020D_015MA,B17020D_016MA,B17020D_016EA,B17020D_017MA,B17020D_017EA,state
0400000US01,44786,3332,7073,1723,684,471,0,265,805,489,575,382,4892,1255,44,79,73,113,37713,3263,2192,679,500,299,3877,905,2980,891,25978,2163,1361,592,825,332,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29648,1984,2667,1361,393,412,45,72,569,439,362,263,1298,581,0,235,0,235,26981,1831,922,353,525,333,1735,435,2188,855,19072,1452,1620,631,919,677,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,142740,3149,18126,3314,1070,872,0,291,937,574,923,472,14051,2623,674,303,471,231,124614,3984,9169,1427,1745,704,8641,1436,9015,1109,86771,2777,6182,522,3091,610,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,27410,2271,2874,1093,454,469,0,257,230,240,207,196,1582,720,337,309,64,125,24536,2422,1474,609,494,286,2950,1020,1809,751,16643,1559,708,388,458,380,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4429375,16327,442765,19386,22877,2674,4457,1262,33397,4093,41968,4089,293182,12960,24541,3076,22343,2429,3986610,26336,233542,5043,45371,2901,270629,7158,291345,7256,2705408,16865,249378,3669,190937,3293,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,130742,3609,16433,3341,1557,987,83,96,1748,771,769,452,11565,2286,345,326,366,341,114309,4260,7899,1085,1533,572,9000,1412,7893,1387,79691,3085,4941,950,3352,822,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,112952,2514,8902,2518,378,265,270,189,563,363,767,490,6242,1720,445,323,237,267,104050,3435,8069,640,2352,627,8964,1306,6151,902,72572,2550,4310,703,1632,574,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,24120,1233,1742,967,105,137,0,261,334,273,0,261,1004,617,192,236,107,125,22378,1408,2205,646,451,280,1899,391,1361,479,14936,896,1188,276,338,207,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,387601,4988,33716,4449,1303,576,566,421,1845,729,2433,921,23478,3142,2785,1058,1306,648,353885,5956,23165,1746,5320,1190,26173,2245,25405,2158,247055,4116,17084,1988,9683,1688,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,247768,4412,23558,4214,1527,756,419,377,2100,900,3106,1022,14775,2530,879,455,752,479,224210,5065,15314,1361,3666,823,16811,1827,16949,1974,159029,3309,8149,1426,4292,1158,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,507279,10283,34338,4377,1485,720,351,255,1722,863,1979,714,18637,2883,3756,855,6408,1478,472941,10900,21719,1997,3899,875,23810,2988,27204,2424,298817,6318,44071,1254,53421,1793,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,528942,4480,47199,6164,3124,1260,761,545,2649,1075,3154,1140,32921,4147,2472,906,2118,674,481743,6846,31183,2009,6431,1077,36211,2680,33155,2196,338820,4373,23962,1231,11981,1253,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,77699,2760,10462,2179,442,361,0,263,535,426,575,417,8351,1793,339,310,220,311,67237,3357,4824,982,2420,943,4812,1177,5251,1083,47031,2399,1794,606,1105,657,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,43643,2338,6815,1905,290,296,213,226,330,267,829,392,5005,1365,42,79,106,111,36828,2874,2724,770,497,216,3298,724,2670,658,25430,2250,1323,392,886,428,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,59283,1905,5294,1350,376,405,96,149,156,142,205,165,3688,908,320,322,453,473,53989,2003,3973,747,1348,566,4200,991,3541,873,38897,1893,1380,568,650,376,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,37864,2248,5064,1366,100,112,0,267,285,248,597,400,3997,1246,0,267,85,172,32800,2621,2807,583,534,318,2152,683,1889,673,23636,1855,1239,536,543,334,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,56256,2019,10242,2626,490,419,38,69,875,472,1324,685,6899,1759,409,366,207,341,46014,2965,2683,694,555,268,3242,808,3658,795,32385,2080,1986,589,1505,780,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11549,976,2928,1212,538,358,0,223,0,223,178,211,2212,939,0,223,0,223,8621,1368,783,493,316,262,630,306,1073,487,5116,1036,440,294,263,183,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,272640,3513,16116,3080,643,379,100,153,1044,611,1064,597,10997,2195,1148,584,1120,519,256524,5162,17205,1072,3330,917,18843,1657,17721,1579,178892,3328,13930,1162,6603,926,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,300235,3968,44997,5581,3329,1201,486,356,2975,868,3633,1173,28612,3580,3548,894,2414,792,255238,6417,17872,1667,4964,1242,19979,1571,15996,1658,182682,4350,8713,1110,5032,810,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,232113,3381,26023,3917,1132,565,448,343,1321,602,1829,756,19857,2868,791,401,645,324,206090,4565,15333,882,4007,818,18260,1246,15046,1315,141154,3410,7806,861,4484,916,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,175563,3284,25979,4251,2959,921,748,467,3192,1093,4608,1440,13500,2032,741,392,231,213,149584,5098,12628,1319,2671,792,15158,1666,14204,1689,97923,2831,4172,630,2828,726,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,21464,1875,2760,1141,206,199,69,133,0,283,0,283,2370,999,65,110,50,87,18704,2041,839,387,227,178,1564,715,1520,819,12631,1588,1174,496,749,484,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,84126,3207,12304,2497,802,475,0,253,824,506,1773,748,8427,1729,222,243,256,222,71822,3727,5605,1167,1061,515,6866,1140,4531,921,49872,2738,2504,679,1383,562,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,29308,1320,3768,901,153,170,0,213,39,68,168,136,3265,768,55,76,88,160,25540,1622,1794,299,581,412,2073,514,2249,702,17570,1353,795,420,478,300,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,146360,3585,11470,2716,555,433,73,119,373,282,1315,753,8119,2002,736,362,299,288,134890,4312,8658,1084,1155,520,8183,1171,9796,1255,92995,2589,9259,628,4844,571,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25581,1279,1386,642,0,251,0,251,17,27,267,295,1091,568,11,19,0,251,24195,1368,2173,601,374,323,2065,566,2124,638,16125,1088,938,402,396,334,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,645647,4378,36651,5802,2147,863,407,277,3019,1138,2787,1048,25339,3824,1852,890,1100,630,608996,7364,41548,1640,8611,1381,50350,2308,45084,2437,421751,4881,27503,1510,14149,1325,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25327,1871,2076,939,92,153,0,279,72,116,0,279,1663,819,101,152,148,219,23251,2016,1754,542,348,270,1542,568,1577,686,16442,1576,1058,388,530,345,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1296524,7247,201385,14548,17575,2568,4006,1188,17165,2404,16236,2476,120196,9449,14913,1903,11294,1328,1095139,14915,64956,2872,13507,1973,71552,3249,72754,3298,790012,9942,55195,2789,27163,1724,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,157921,3799,18957,2863,1071,485,243,207,1670,695,2337,815,12627,1803,612,323,397,268,138964,4241,10001,1128,3022,953,11161,1365,12304,1447,94707,2762,5448,1001,2321,949,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,171173,3572,21860,3611,1363,749,338,280,1482,697,1315,631,16534,2476,467,292,361,260,149313,5147,11547,1170,2626,794,11557,1572,9421,1401,104345,3531,5920,1037,3897,924,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,57921,2909,9776,2591,991,630,105,171,352,334,1193,577,6773,1925,170,210,192,182,48145,3636,3571,855,762,491,3931,1113,3211,852,32746,2615,3092,858,832,513,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,133239,3077,17160,3191,742,426,263,281,942,467,1865,679,11156,2256,1334,513,858,599,116079,3941,6821,1058,2124,644,10145,1449,9070,1376,79766,2341,4660,801,3493,981,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,279058,3601,41153,5895,3614,1137,1025,687,3026,1183,2917,1009,27272,3926,1625,650,1674,734,237905,6674,16764,1205,4006,762,18567,2077,15317,1706,167728,4316,10929,1402,4594,862,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28082,1937,3842,1384,79,99,0,281,72,114,809,567,2600,937,206,234,76,141,24240,2060,2170,691,678,437,1453,531,1639,701,16181,1258,1156,428,963,486,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,45762,2211,4248,1681,531,350,46,78,244,237,209,205,2995,1264,179,181,44,76,41514,2288,2277,757,266,238,3466,1050,3801,1064,28169,1669,2908,679,627,374,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,74314,2319,8171,3219,1352,703,473,377,1174,781,535,457,4132,1723,365,317,140,149,66143,3731,4983,810,1034,494,5731,1200,4607,945,46321,2392,2169,538,1298,535,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,776550,6414,91253,8537,7199,1967,2243,870,8393,1968,5964,1364,58284,5184,4948,1295,4222,987,685297,10229,50003,2489,10478,1456,56093,2969,53152,3140,475656,6368,29242,1975,10673,1344,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,48323,2333,8633,3202,664,575,0,255,1163,873,629,474,5458,1514,220,334,499,445,39690,3355,2186,656,386,262,2839,880,3453,860,27603,1999,1699,694,1524,609,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,358579,4652,25274,3717,1477,882,325,233,1757,709,1421,666,17366,2540,2147,1194,781,391,333305,5242,23065,1454,3589,721,24224,1809,24098,1809,235601,3377,15687,1430,7041,856,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,418547,6320,40356,4796,2331,977,247,315,2848,1020,2881,1037,27042,3467,2594,955,2413,762,378191,6700,22150,1737,6757,1589,25391,2187,27622,2235,264118,4947,19483,1344,12670,1108,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9935,1643,1281,669,0,261,0,261,0,261,65,118,1189,654,0,261,27,50,8654,1607,681,346,128,144,481,287,479,251,5822,1178,808,652,255,223,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,108081,2746,17894,3441,1610,613,214,180,2383,833,3020,963,10312,1793,118,127,237,210,90187,3578,8261,740,2126,791,9344,1292,9379,1051,57351,2462,2467,732,1259,396,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,13330,2737,4487,1201,227,265,0,275,237,225,463,343,3181,958,187,174,192,169,8843,2490,584,456,84,142,717,471,613,504,5902,1857,460,292,483,249,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
