GEO_ID,C23002D_001E,C23002D_001M,C23002D_002E,C23002D_002M,C23002D_003E,C23002D_003M,C23002D_004E,C23002D_004M,C23002D_005E,C23002D_005M,C23002D_006E,C23002D_006M,C23002D_007E,C23002D_007M,C23002D_008E,C23002D_008M,C23002D_009E,C23002D_009M,C23002D_010E,C23002D_010M,C23002D_011E,C23002D_011M,C23002D_012E,C23002D_012M,C23002D_013E,C23002D_013M,C23002D_014E,C23002D_014M,C23002D_015E,C23002D_015M,C23002D_016E,C23002D_016M,C23002D_017E,C23002D_017M,C23002D_018E,C23002D_018M,C23002D_019E,C23002D_019M,C23002D_020E,C23002D_020M,C23002D_021E,C23002D_021M,C23002D_022E,C23002D_022M,C23002D_023E,C23002D_023M,C23002D_024E,C23002D_024M,C23002D_025E,C23002D_025M,C23002D_026E,C23002D_026M,C23002D_027E,C23002D_027M,NAME,C23002D_001EA,C23002D_001MA,C23002D_002EA,C23002D_002MA,C23002D_003MA,C23002D_003EA,C23002D_004MA,C23002D_004EA,C23002D_005MA,C23002D_005EA,C23002D_006EA,C23002D_006MA,C23002D_007EA,C23002D_007MA,C23002D_008MA,C23002D_008EA,C23002D_009MA,C23002D_009EA,C23002D_010MA,C23002D_010EA,C23002D_011MA,C23002D_011EA,C23002D_012EA,C23002D_012MA,C23002D_013EA,C23002D_013MA,C23002D_014MA,C23002D_014EA,C23002D_015MA,C23002D_015EA,C23002D_016MA,C23002D_016EA,C23002D_017EA,C23002D_017MA,C23002D_018EA,C23002D_018MA,C23002D_019MA,C23002D_019EA,C23002D_020MA,C23002D_020EA,C23002D_021MA,C23002D_021EA,C23002D_022MA,C23002D_022EA,C23002D_023EA,C23002D_023MA,C23002D_024EA,C23002D_024MA,C23002D_025MA,C23002D_025EA,C23002D_026MA,C23002D_026EA,C23002D_027MA,C23002D_027EA,state
0400000US01,35162,2414,15999,1855,15064,1695,12053,1546,14,23,12039,1550,11432,1385,607,421,3011,783,935,501,134,121,134,121,0,265,801,483,19163,1362,17795,1314,10308,1257,8,14,10300,1257,9674,1200,626,336,7487,1262,1368,522,278,233,278,233,0,265,1090,426,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24204,1409,10641,1148,9832,1182,8420,1080,45,65,8375,1074,7724,1014,651,318,1412,461,809,313,259,214,259,214,0,235,550,356,13563,812,11749,877,9787,868,47,77,9740,888,9562,894,178,126,1962,565,1814,399,356,344,356,344,0,235,1458,294,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,116395,1661,54303,1237,49937,1247,40053,1893,206,229,39847,1876,38111,2033,1736,711,9884,1461,4366,413,1354,375,1202,386,152,162,3012,507,62092,1293,55990,1227,35501,2047,46,77,35455,2047,34648,2045,807,303,20489,2122,6102,345,535,398,535,398,0,291,5567,453,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,21378,1544,8785,1030,8281,1047,6435,1044,298,363,6137,989,5898,943,239,295,1846,572,504,300,180,181,105,158,75,124,324,245,12593,960,11483,1011,7557,972,45,96,7512,963,7238,1011,274,256,3926,850,1110,431,271,264,271,264,0,257,839,390,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3650045,10627,1728139,5991,1518794,5715,1180541,8505,7446,1401,1173095,8212,1105934,8725,67161,4557,338253,8409,209345,1523,37177,2804,35082,2790,2095,671,172168,2910,1921906,6928,1634828,6805,1069023,11694,1369,542,1067654,11642,1011786,12252,55868,3918,565805,10224,287078,1480,26415,2405,25118,2348,1297,511,260663,2824,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,104209,2663,49156,1842,45602,1758,37117,2006,920,439,36197,2044,33859,1983,2338,1041,8485,1578,3554,793,707,436,707,436,0,271,2847,709,55053,1695,49518,1542,34391,2177,87,121,34304,2175,32125,2005,2179,731,15127,1897,5535,806,839,369,839,369,0,271,4696,846,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,91850,1602,44635,1148,41499,1116,34223,1432,80,75,34143,1422,33239,1507,904,461,7276,1038,3136,534,956,342,905,329,51,86,2180,546,47215,1062,43633,1164,28041,1466,0,269,28041,1466,26851,1464,1190,495,15592,1555,3582,453,771,455,771,455,0,269,2811,540,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18518,888,8797,548,7952,544,6554,627,270,204,6284,678,6122,599,162,239,1398,549,845,251,83,97,83,97,0,261,762,246,9721,478,8741,515,4968,725,69,112,4899,750,4725,728,174,190,3773,815,980,169,130,135,130,135,0,261,850,230,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,17966,468,7624,456,7195,491,6397,558,0,292,6397,558,5944,842,453,662,798,521,429,256,60,100,60,100,0,292,369,265,10342,549,9199,449,7221,524,195,264,7026,525,6720,576,306,218,1978,592,1143,309,470,367,470,367,0,292,673,348,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,315762,3831,147578,2694,133826,2768,108657,2834,1163,447,107494,2769,102784,2666,4710,1209,25169,2148,13752,1012,3195,710,2833,643,362,284,10557,1010,168184,2483,150525,2427,97457,3234,405,258,97052,3232,92595,3177,4457,1039,53068,3106,17659,1047,2788,754,2737,748,51,83,14871,1033,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,200944,3066,95111,2238,88907,2119,70258,2327,1076,588,69182,2404,66206,2392,2976,840,18649,1883,6204,844,1971,756,1886,752,85,142,4233,1013,105833,1981,97909,2173,59104,2953,0,292,59104,2953,56348,2903,2756,893,38805,2834,7924,1053,627,355,502,315,125,145,7297,1122,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
