GEO_ID,C19101B_001E,C19101B_001M,C19101B_002E,C19101B_002M,C19101B_003E,C19101B_003M,C19101B_004E,C19101B_004M,C19101B_005E,C19101B_005M,C19101B_006E,C19101B_006M,C19101B_007E,C19101B_007M,C19101B_008E,C19101B_008M,C19101B_009E,C19101B_009M,C19101B_010E,C19101B_010M,C19101B_011E,C19101B_011M,NAME,C19101B_001MA,C19101B_001EA,C19101B_002EA,C19101B_002MA,C19101B_003EA,C19101B_003MA,C19101B_004MA,C19101B_004EA,C19101B_005MA,C19101B_005EA,C19101B_006MA,C19101B_006EA,C19101B_007EA,C19101B_007MA,C19101B_008EA,C19101B_008MA,C19101B_009MA,C19101B_009EA,C19101B_010MA,C19101B_010EA,C19101B_011MA,C19101B_011EA,state
0400000US01,295964,6428,42485,3475,24372,2621,53056,3181,44327,2928,41955,2831,49174,3724,22622,2581,13829,1909,2562,708,1582,562,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5995,1146,290,325,994,706,587,445,732,666,1077,641,835,699,851,572,396,279,117,122,116,179,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,43981,2362,2959,863,1981,771,5019,1355,5620,1456,7998,1592,9324,1485,4798,1047,4207,1139,1283,513,792,482,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,110351,3388,19291,2182,9614,1569,18171,2053,16001,1973,16561,2283,18183,2295,8849,1558,2751,828,930,514,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,487115,7021,43839,3291,27446,2543,54417,3659,53246,3982,64400,4430,91579,5491,68677,4232,55017,3865,16923,1875,11571,1869,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41991,2472,4463,1208,2346,895,4662,1210,6278,1516,6183,1313,7903,1554,4080,1009,4099,1110,1220,554,757,514,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,77221,2919,6699,1169,2889,911,8714,2006,9261,1723,11605,1727,16292,1678,9784,1520,8882,1258,1921,742,1174,401,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40801,2067,2802,1004,1727,739,5935,1026,3426,941,7701,1367,8437,1488,4956,1178,4210,949,798,445,809,440,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,66868,2894,9330,1574,4462,1079,7752,1537,7468,1280,9061,1402,10636,1437,7102,1124,6364,1214,2843,1010,1850,673,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,630118,8122,58041,4664,43960,3634,95235,5621,95365,5539,99476,5399,120527,5345,62709,4359,40179,3198,9956,1571,4670,1096,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,631584,10545,67605,4648,45925,3586,90431,5207,81887,4764,103106,4927,115212,5335,67086,4724,43248,3221,10024,1892,7060,1341,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,6081,1240,178,307,305,265,167,189,980,613,1497,761,808,558,821,554,1264,654,61,100,0,267,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,413898,6570,54975,4110,27796,2997,61222,3703,46527,3920,56965,3986,76927,5071,42740,3617,32747,2720,8450,1513,5549,1300,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,131760,3579,19465,2701,9692,1616,21162,2410,17543,2256,19253,2119,22471,2283,13553,1649,6002,1193,1872,741,747,487,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,16916,1450,2725,899,1060,627,3163,899,3238,1202,2604,766,1815,797,1591,704,486,315,234,296,0,221,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,35209,2029,4877,1086,1983,847,4131,947,5414,1090,6508,1190,5917,1228,3467,859,2391,748,432,281,89,99,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,74145,3125,9329,1757,6666,1370,12937,1892,10306,1545,12512,1735,11292,1623,5990,946,4253,1011,631,397,229,203,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,300668,6020,47112,3748,31603,3031,53773,3735,40427,3440,43752,3816,45436,3046,19661,2124,14105,2136,3214,991,1585,756,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,380330,6954,22127,2322,13207,1848,29322,2681,41010,3803,51654,3314,75719,4525,59046,3474,59948,3292,18507,1878,9790,1661,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,81904,3524,8533,1455,4716,1058,10139,1819,10124,1805,12403,1813,15781,2301,10288,1491,6400,1287,1956,699,1564,595,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,315400,6045,43385,3438,23719,2269,44095,3254,40765,3511,48955,3527,52910,3422,28779,2582,23543,2290,6529,1175,2720,762,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,48237,2276,8450,1314,3695,1161,8211,1610,5456,1152,7060,1393,8131,1255,3170,989,2860,909,516,272,688,367,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,257429,5776,41906,2703,27790,2873,54321,3338,35853,2879,39286,3151,36352,2756,12835,1889,7152,1353,1229,489,705,503,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,153601,4445,21036,2141,13828,1792,23806,2546,19740,2457,24447,2331,24470,2309,13566,1734,9580,1606,2332,897,796,454,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16996,1376,2680,862,1413,571,2076,725,2370,704,2667,744,3103,827,1152,358,1381,508,154,141,0,213,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41510,2140,3626,1032,1208,581,4030,1019,5613,1048,6247,1200,8164,1651,6657,1343,4288,964,1116,496,561,302,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2248,663,463,416,0,251,426,376,232,208,13,26,257,199,259,257,283,284,144,179,171,396,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,268416,5188,21327,2787,13780,2123,25956,2459,27678,2248,38108,3052,52803,3412,38425,3428,30987,2564,12615,1904,6737,1277,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8181,1036,1123,620,408,321,859,427,900,432,1537,529,1770,506,555,343,1029,523,0,279,0,279,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,649819,9125,74752,4331,36653,3172,70363,4309,76072,4475,96431,4941,120904,5436,77123,4055,67850,3575,20521,2342,9150,1275,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,459670,8940,55864,4709,35366,3566,73825,4544,66720,4992,77210,4937,81936,4339,38199,3574,24519,2426,3081,888,2950,979,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,313029,6115,46806,3026,25523,2714,45643,3450,48290,3161,46830,3523,46978,3430,27352,2602,19605,2213,4013,947,1989,669,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,57251,2604,8529,1312,5553,1464,11245,1572,7709,1564,7721,1221,7537,1365,4877,1006,3034,937,747,523,299,215,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13189,1170,1657,689,1767,701,2003,818,1716,571,1922,695,2443,833,1226,482,376,234,79,129,0,269,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,274337,5612,38090,3337,21529,2436,39492,3256,36061,3167,40830,2783,47375,3551,27500,2527,17184,2046,3774,945,2502,804,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11500,1317,1127,542,622,439,1769,809,1331,700,1257,603,2541,1026,1759,580,834,520,260,299,0,281,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,298611,6024,38174,2960,28019,2753,54694,4059,45858,3222,48223,3278,48348,3769,21011,2966,11801,1836,1616,692,867,459,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,240193,5467,34712,3046,18830,2531,38756,3483,35871,2953,36927,3136,37040,3051,20523,2144,13815,1879,2585,929,1134,603,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,609743,8950,71454,4696,43435,3255,89839,5044,79448,4185,91645,5437,106290,4047,59349,3287,49337,3731,11683,1394,7263,1326,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4499,846,648,500,296,273,463,310,413,294,715,573,1040,503,648,394,207,191,0,255,69,124,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,365529,7109,25340,2622,19913,2107,43590,3023,47729,3787,64017,4437,72371,4578,39979,3131,34593,2672,10672,1571,7325,1389,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,45747,2671,3473,935,2200,757,7727,1515,4601,1179,5310,1052,9200,1290,5585,1308,5637,1166,1119,613,895,557,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,13138,1386,1937,803,997,522,2685,814,1591,602,2561,823,1832,571,697,367,619,337,219,216,0,261,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,71666,2828,12980,1875,6262,1541,12756,1864,10340,1676,9661,1414,11095,1529,5030,1075,2516,719,658,413,368,295,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,73728,3196,20948,1965,8611,1231,14151,1597,10440,1213,8928,1113,7020,1268,2056,606,1058,425,215,246,301,256,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
