GEO_ID,B16005A_001E,B16005A_001M,B16005A_002E,B16005A_002M,B16005A_003E,B16005A_003M,B16005A_004E,B16005A_004M,B16005A_005E,B16005A_005M,B16005A_006E,B16005A_006M,B16005A_007E,B16005A_007M,B16005A_008E,B16005A_008M,B16005A_009E,B16005A_009M,B16005A_010E,B16005A_010M,B16005A_011E,B16005A_011M,B16005A_012E,B16005A_012M,B16005A_013E,B16005A_013M,B16005A_014E,B16005A_014M,B16005A_015E,B16005A_015M,B16005A_016E,B16005A_016M,B16005A_017E,B16005A_017M,B16005A_018E,B16005A_018M,B16005A_019E,B16005A_019M,B16005A_020E,B16005A_020M,B16005A_021E,B16005A_021M,B16005A_022E,B16005A_022M,B16005A_023E,B16005A_023M,B16005A_024E,B16005A_024M,B16005A_025E,B16005A_025M,B16005A_026E,B16005A_026M,B16005A_027E,B16005A_027M,B16005A_028E,B16005A_028M,B16005A_029E,B16005A_029M,B16005A_030E,B16005A_030M,B16005A_031E,B16005A_031M,B16005A_032E,B16005A_032M,B16005A_033E,B16005A_033M,B16005A_034E,B16005A_034M,B16005A_035E,B16005A_035M,B16005A_036E,B16005A_036M,B16005A_037E,B16005A_037M,B16005A_038E,B16005A_038M,B16005A_039E,B16005A_039M,B16005A_040E,B16005A_040M,B16005A_041E,B16005A_041M,B16005A_042E,B16005A_042M,B16005A_043E,B16005A_043M,B16005A_044E,B16005A_044M,B16005A_045E,B16005A_045M,NAME,B16005A_001MA,B16005A_001EA,B16005A_002EA,B16005A_002MA,B16005A_003MA,B16005A_003EA,B16005A_004MA,B16005A_004EA,B16005A_005EA,B16005A_005MA,B16005A_006MA,B16005A_006EA,B16005A_007EA,B16005A_007MA,B16005A_008MA,B16005A_008EA,B16005A_009MA,B16005A_009EA,B16005A_010MA,B16005A_010EA,B16005A_011MA,B16005A_011EA,B16005A_012MA,B16005A_012EA,B16005A_013EA,B16005A_013MA,B16005A_014MA,B16005A_014EA,B16005A_015MA,B16005A_015EA,B16005A_016MA,B16005A_016EA,B16005A_017MA,B16005A_017EA,B16005A_018MA,B16005A_018EA,B16005A_019EA,B16005A_019MA,B16005A_020EA,B16005A_020MA,B16005A_021MA,B16005A_021EA,B16005A_022MA,B16005A_022EA,B16005A_023MA,B16005A_023EA,B16005A_024EA,B16005A_024MA,B16005A_025MA,B16005A_025EA,B16005A_026MA,B16005A_026EA,B16005A_027MA,B16005A_027EA,B16005A_028MA,B16005A_028EA,B16005A_029MA,B16005A_029EA,B16005A_030MA,B16005A_030EA,B16005A_031EA,B16005A_031MA,B16005A_032MA,B16005A_032EA,B16005A_033MA,B16005A_033EA,B16005A_034MA,B16005A_034EA,B16005A_035EA,B16005A_035MA,B16005A_036MA,B16005A_036EA,B16005A_037MA,B16005A_037EA,B16005A_038MA,B16005A_038EA,B16005A_039MA,B16005A_039EA,B16005A_040EA,B16005A_040MA,B16005A_041MA,B16005A_041EA,B16005A_042MA,B16005A_042EA,B16005A_043MA,B16005A_043EA,B16005A_044MA,B16005A_044EA,B16005A_045MA,B16005A_045EA,state
0400000US01,3047138,3960,2983835,4447,2933608,5416,34919,3987,25908,3097,4492,1259,4464,1131,55,99,12744,1648,10517,1517,1077,483,1076,402,74,114,1570,755,1570,755,0,265,0,265,0,265,994,480,818,390,176,280,0,265,0,265,63303,4555,16853,1957,33586,3243,6170,1554,6042,1612,10031,2312,11343,2749,9475,1833,6138,1411,2783,1014,554,333,0,265,1249,903,738,530,458,450,53,63,0,265,2140,1002,1365,721,775,687,0,265,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4405189,18477,3828282,20975,3430693,16672,350639,13286,271482,11938,52499,5454,21803,2547,4855,1486,37684,2991,32989,2807,3145,809,1550,613,0,291,5195,1084,4645,1045,443,227,107,125,0,291,4071,1916,3831,1900,240,237,0,291,0,291,576907,17769,80892,4578,427535,14962,90088,7408,79938,6843,140645,7091,116864,8939,56242,6222,34866,4271,14103,2865,4749,1142,2524,1051,906,434,396,220,510,387,0,291,0,291,11332,2515,6093,1868,3560,1154,920,462,759,575,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2070922,5209,2024850,3629,1983551,5044,29803,3005,23186,2575,3168,863,3240,783,209,212,7675,1579,7016,1579,429,227,230,215,0,257,1505,603,1302,551,203,224,0,257,0,257,2316,1847,2171,1847,145,160,0,257,0,257,46072,4878,10445,1884,28919,3852,6623,1224,7091,1757,9336,1853,5869,1420,4527,1139,3759,945,475,343,157,147,136,216,318,239,256,190,49,82,13,23,0,257,1863,1194,753,569,850,570,260,392,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,20395242,54447,16492235,47296,13990719,39773,2091594,30820,1680121,27521,282979,10962,104138,6016,24356,2825,326107,9919,290416,9400,23440,2806,11192,1583,1059,458,30287,3331,26056,3038,2310,686,1715,710,206,222,53528,6927,47144,6602,4567,1251,1421,637,396,404,3903007,46606,511737,12122,2520599,33515,599319,16075,527906,13871,755541,17555,637833,18434,711698,21147,403473,11785,171939,9608,89851,6352,46435,5790,16749,2050,11383,1806,3473,1032,1366,478,527,375,142224,10487,84661,7324,33071,3613,17366,3086,7126,1684,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3675283,12908,3411096,11531,3194196,10123,166579,9506,123977,7633,25731,3471,14624,2236,2247,801,43200,3812,35347,3520,4305,1052,3491,775,57,92,4032,1077,3585,1020,135,149,140,133,172,281,3089,1090,2483,957,515,359,91,145,0,271,264187,10313,49267,3134,164360,10140,34349,3699,39323,4012,61434,5849,29254,3743,42308,3886,29051,2607,7597,1641,4345,1467,1315,730,2171,1691,1304,1146,408,516,74,122,385,437,6081,1704,3837,1192,1476,639,768,481,0,271,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2656759,8570,2414842,12994,2215864,13419,103212,6716,72608,5218,17017,2076,10098,1865,3489,1014,88192,5893,74760,5499,8880,1356,4075,965,477,411,1987,804,1987,804,0,269,0,269,0,269,5587,1419,4810,1283,329,235,448,367,0,269,241917,10917,57032,3780,51382,5420,17786,2530,16049,2456,12953,2890,4594,1517,126460,9614,62639,5480,35781,3524,22159,3239,5881,1873,1345,600,791,431,384,336,170,180,0,269,5698,1391,3792,1054,1494,486,356,296,56,95,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,580900,3323,551662,3349,522307,4171,17713,2538,13447,2112,2388,1024,1606,662,272,282,10448,1867,8903,1591,1087,571,458,276,0,261,461,349,461,349,0,261,0,261,0,261,733,431,733,431,0,261,0,261,0,261,29238,3935,9868,1717,12548,2630,3099,1162,1910,890,3807,1548,3732,1538,5585,1739,3352,1044,815,336,946,1016,472,462,121,147,83,132,0,261,38,62,0,261,1116,619,625,438,319,263,172,187,0,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13034450,22639,10914015,25640,9748636,24685,968175,20106,778787,18206,113643,5449,57885,4363,17860,2703,162967,8422,140786,7548,14403,1954,7457,1280,321,285,8905,1806,7021,1373,1622,825,262,330,0,300,25332,3879,22657,3857,1785,949,771,603,119,195,2120435,27121,332887,9310,1443388,22086,500913,12921,311913,11142,353447,12289,277115,10929,285895,12150,171681,8170,72301,5864,32262,3559,9651,2718,8299,2261,4789,1416,2862,1109,481,423,167,259,49966,4837,31757,3424,11473,2107,5610,1907,1126,710,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
