GEO_ID,B10051B_001E,B10051B_001M,B10051B_002E,B10051B_002M,B10051B_003E,B10051B_003M,B10051B_004E,B10051B_004M,B10051B_005E,B10051B_005M,B10051B_006E,B10051B_006M,B10051B_007E,B10051B_007M,NAME,B10051B_001MA,B10051B_001EA,B10051B_002MA,B10051B_002EA,B10051B_003EA,B10051B_003MA,B10051B_004EA,B10051B_004MA,B10051B_005MA,B10051B_005EA,B10051B_006MA,B10051B_006EA,B10051B_007MA,B10051B_007EA,state
0400000US01,46875,3936,29274,3150,21118,2584,8156,1554,17601,2500,11617,2094,5984,1158,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4261,964,2372,720,1860,645,512,315,1889,675,975,489,914,441,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,18079,2299,12943,2066,9951,1873,2992,871,5136,1104,3217,1019,1919,545,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,62965,4424,31079,2819,17396,2018,13683,2217,31886,3152,16737,2282,15149,2011,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3794,1134,1998,693,1059,512,939,481,1796,802,1140,694,656,441,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,8361,1462,4669,1180,2757,894,1912,790,3692,1069,1169,578,2523,904,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,5080,1323,1719,753,1019,465,700,529,3361,1259,2836,1195,525,302,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10645,1622,5870,1260,3216,889,2654,784,4775,1094,1920,744,2855,858,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,89406,5175,42777,4161,27207,3411,15570,2374,46629,3515,21516,2428,25113,2695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,90957,5350,46899,3889,34223,3541,12676,2152,44058,4222,25744,3114,18314,2350,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,64807,3948,33054,2943,21210,2355,11844,1615,31753,2615,16643,2280,15110,1752,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,15186,2487,8435,1798,5492,1418,2943,958,6751,1713,4045,1367,2706,820,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1380,587,861,499,651,384,210,245,519,409,31,50,488,400,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,3969,1129,2228,827,1694,714,534,339,1741,773,610,391,1131,729,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,7463,1329,4405,992,3164,869,1241,573,3058,922,1580,667,1478,569,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,52060,4571,29238,3516,20981,3155,8257,1355,22822,2969,12841,2276,9981,1572,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,53113,4226,21012,2568,12731,1885,8281,1615,32101,3481,16531,2558,15570,2216,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,8299,1838,3118,1055,2363,933,755,431,5181,1348,2681,1085,2500,820,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,43552,3362,20204,2442,13846,2079,6358,1201,23348,2549,13423,2335,9925,1474,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5046,1249,2475,830,2180,788,295,233,2571,909,1180,526,1391,733,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,45713,4030,27879,3061,19922,2716,7957,1550,17834,2465,9767,1795,8067,1497,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,19126,2557,10722,1746,8070,1645,2652,619,8404,1742,5065,1350,3339,977,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1162,444,540,283,314,206,226,186,622,354,346,270,276,245,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,4676,1144,1734,786,1380,734,354,202,2942,1004,1039,588,1903,819,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,40592,3706,18892,2473,10823,1958,8069,1582,21700,2731,10155,1968,11545,2007,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,759,341,576,271,287,162,289,203,183,168,128,140,55,81,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,100422,4996,39412,3564,22633,2860,16779,2291,61010,4077,24009,2875,37001,2754,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,67837,4262,36774,3685,26913,2969,9861,1822,31063,3253,18124,2742,12939,2207,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,36759,3346,21460,2527,14262,2267,7198,1313,15299,2294,8081,1555,7218,1436,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,8708,1831,4665,1074,2957,880,1708,545,4043,1212,2396,1044,1647,669,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2029,962,1054,555,795,480,259,216,975,713,221,149,754,735,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,38089,3374,17547,2529,13087,2344,4460,1078,20542,2365,11919,1918,8623,1501,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,51302,4349,27728,3197,18186,2865,9542,1752,23574,2696,13550,2348,10024,1773,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,34448,4039,17816,2654,13208,2475,4608,1067,16632,2696,10501,2351,6131,1432,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,91191,5725,49095,4326,34602,3342,14493,2305,42096,3980,23358,2857,18738,2432,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,50019,3679,23142,2828,15764,2182,7378,1685,26877,2559,14308,2317,12569,1673,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3415,881,1265,516,1065,471,200,162,2150,688,1261,582,889,521,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,954,448,535,358,272,252,263,284,419,321,188,202,231,211,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,9721,1565,5897,1364,4252,1193,1645,653,3824,1093,2553,1049,1271,487,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10803,1695,5416,1065,3172,819,2244,705,5387,1132,2861,859,2526,744,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
