GEO_ID,C19037I_001E,C19037I_001M,C19037I_002E,C19037I_002M,C19037I_003E,C19037I_003M,C19037I_004E,C19037I_004M,C19037I_005E,C19037I_005M,C19037I_006E,C19037I_006M,C19037I_007E,C19037I_007M,C19037I_008E,C19037I_008M,C19037I_009E,C19037I_009M,C19037I_010E,C19037I_010M,C19037I_011E,C19037I_011M,C19037I_012E,C19037I_012M,C19037I_013E,C19037I_013M,C19037I_014E,C19037I_014M,C19037I_015E,C19037I_015M,C19037I_016E,C19037I_016M,C19037I_017E,C19037I_017M,C19037I_018E,C19037I_018M,C19037I_019E,C19037I_019M,C19037I_020E,C19037I_020M,C19037I_021E,C19037I_021M,C19037I_022E,C19037I_022M,C19037I_023E,C19037I_023M,C19037I_024E,C19037I_024M,C19037I_025E,C19037I_025M,C19037I_026E,C19037I_026M,C19037I_027E,C19037I_027M,C19037I_028E,C19037I_028M,C19037I_029E,C19037I_029M,C19037I_030E,C19037I_030M,C19037I_031E,C19037I_031M,C19037I_032E,C19037I_032M,C19037I_033E,C19037I_033M,C19037I_034E,C19037I_034M,C19037I_035E,C19037I_035M,C19037I_036E,C19037I_036M,C19037I_037E,C19037I_037M,C19037I_038E,C19037I_038M,C19037I_039E,C19037I_039M,C19037I_040E,C19037I_040M,C19037I_041E,C19037I_041M,C19037I_042E,C19037I_042M,C19037I_043E,C19037I_043M,C19037I_044E,C19037I_044M,C19037I_045E,C19037I_045M,NAME,C19037I_001MA,C19037I_001EA,C19037I_002MA,C19037I_002EA,C19037I_003EA,C19037I_003MA,C19037I_004EA,C19037I_004MA,C19037I_005MA,C19037I_005EA,C19037I_006MA,C19037I_006EA,C19037I_007MA,C19037I_007EA,C19037I_008EA,C19037I_008MA,C19037I_009EA,C19037I_009MA,C19037I_010MA,C19037I_010EA,C19037I_011MA,C19037I_011EA,C19037I_012MA,C19037I_012EA,C19037I_013EA,C19037I_013MA,C19037I_014EA,C19037I_014MA,C19037I_015EA,C19037I_015MA,C19037I_016MA,C19037I_016EA,C19037I_017MA,C19037I_017EA,C19037I_018EA,C19037I_018MA,C19037I_019EA,C19037I_019MA,C19037I_020EA,C19037I_020MA,C19037I_021MA,C19037I_021EA,C19037I_022MA,C19037I_022EA,C19037I_023EA,C19037I_023MA,C19037I_024EA,C19037I_024MA,C19037I_025EA,C19037I_025MA,C19037I_026EA,C19037I_026MA,C19037I_027MA,C19037I_027EA,C19037I_028MA,C19037I_028EA,C19037I_029EA,C19037I_029MA,C19037I_030EA,C19037I_030MA,C19037I_031EA,C19037I_031MA,C19037I_032MA,C19037I_032EA,C19037I_033MA,C19037I_033EA,C19037I_034EA,C19037I_034MA,C19037I_035EA,C19037I_035MA,C19037I_036EA,C19037I_036MA,C19037I_037EA,C19037I_037MA,C19037I_038MA,C19037I_038EA,C19037I_039MA,C19037I_039EA,C19037I_040EA,C19037I_040MA,C19037I_041EA,C19037I_041MA,C19037I_042EA,C19037I_042MA,C19037I_043EA,C19037I_043MA,C19037I_044EA,C19037I_044MA,C19037I_045MA,C19037I_045EA,state
0400000US01,27266,2019,3935,976,566,502,401,385,739,388,1077,557,552,377,494,285,69,95,0,265,37,45,0,265,17292,1849,2357,924,1962,864,2093,783,3080,860,3644,932,2279,666,1257,606,196,151,109,91,315,340,5176,1164,383,313,323,266,890,418,654,429,747,547,410,315,711,495,537,290,216,218,305,261,863,327,164,145,124,132,67,99,31,43,216,207,149,136,11,31,67,94,34,65,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,469617,7026,37701,2819,4925,1321,3818,1139,8822,1415,5682,1156,5589,1270,6457,1430,1604,656,760,403,0,291,44,88,262141,6042,18798,2745,13670,2674,39775,3678,41479,3517,50504,3968,50588,3785,25002,2685,16635,2292,3009,1082,2681,845,127672,4156,9307,1564,6061,1232,19038,2095,18422,2215,23472,2455,25315,2697,12055,1755,9521,1638,2838,880,1643,534,42103,2147,6505,1345,5888,1145,8427,1328,6141,1258,6118,1209,5302,950,1687,589,1696,578,306,285,33,55,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,36920,1849,4734,1147,483,531,522,370,1192,606,1216,597,233,221,842,513,246,195,0,257,0,257,0,257,21579,1873,1310,676,1276,587,5138,1202,3934,1151,5005,1082,3156,886,872,483,859,511,0,257,29,50,8921,1379,833,578,253,209,2001,779,1549,664,2164,892,1449,583,569,387,103,137,0,257,0,257,1686,644,123,150,332,224,866,599,63,92,144,177,158,196,0,257,0,257,0,257,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3185439,15110,180595,6594,19692,2469,15226,2095,36819,3383,25770,2853,32912,2649,29996,2922,11524,2130,5746,1189,1638,845,1272,636,1715733,14915,81685,5187,84189,5083,240108,8558,240426,8601,314634,9543,355220,10417,189524,7144,151267,6288,36394,3181,22286,2834,988015,10876,49702,3122,48460,3180,107236,5297,114417,5085,160611,6584,205286,6855,125798,5782,118459,5500,35850,2602,22196,2357,301096,5885,40226,3342,44444,3567,57859,3715,40848,3104,40704,2661,37841,2633,19395,2117,12210,1224,4162,1101,3407,1048,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,274600,5442,22332,2348,3989,1214,2847,925,4816,1338,3019,1007,4346,1108,2202,962,692,554,421,302,0,271,0,271,149798,4514,10474,1732,11852,1890,22792,2908,26491,3052,27708,3119,26736,2780,12780,1904,8583,1503,1742,739,640,323,76430,3038,8784,1846,3508,1018,8069,1512,8490,1536,13798,1974,15704,1939,9149,1372,5756,1183,1932,707,1240,566,26040,1625,4487,1088,3574,717,6270,1007,4092,839,3057,758,2218,623,1310,537,819,391,213,234,0,271,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,119370,3445,8525,1267,2124,726,708,489,1641,759,1059,504,1767,705,832,436,263,255,131,166,0,269,0,269,63940,3169,5963,1405,4640,1229,8751,1704,7768,1511,11699,1966,11607,1948,6688,1517,3607,927,1446,669,1771,721,36229,2006,6241,1140,1831,693,5497,1090,3537,1086,4770,1150,5542,1285,3377,838,3386,832,951,484,1097,461,10676,982,2628,681,1607,631,2841,826,871,447,956,552,800,394,406,246,170,164,234,286,163,199,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,16152,1236,1667,559,127,193,0,292,113,191,247,323,548,422,502,378,63,106,0,292,67,111,0,292,7793,1014,458,406,375,336,441,307,1399,615,1046,536,2017,741,387,287,889,584,646,467,135,193,4661,608,334,334,215,333,946,715,634,408,758,461,549,394,316,254,435,317,148,175,326,276,2031,391,474,413,261,229,298,241,80,135,178,197,174,200,173,204,201,223,0,292,192,199,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1173378,10054,62505,4024,7274,1732,5399,1326,13183,2171,11464,2309,10531,1539,7846,1436,4091,938,2094,771,379,371,244,252,539672,7740,27053,3164,23940,2973,66676,5222,78852,4421,105473,6023,112205,5924,60419,4695,44041,3097,11775,2007,9238,1703,389634,5900,29309,3294,18640,2964,49967,3907,46012,3592,65443,4422,75322,4388,44947,3624,36861,3487,10557,1295,12576,1767,181567,4842,42754,3226,27971,2639,34993,2610,20681,2469,21495,2221,16268,1973,8825,1430,4864,1232,1831,648,1885,747,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
