GEO_ID,B18020D_001E,B18020D_001M,B18020D_002E,B18020D_002M,B18020D_003E,B18020D_003M,B18020D_004E,B18020D_004M,B18020D_005E,B18020D_005M,B18020D_006E,B18020D_006M,B18020D_007E,B18020D_007M,B18020D_008E,B18020D_008M,B18020D_009E,B18020D_009M,B18020D_010E,B18020D_010M,B18020D_011E,B18020D_011M,B18020D_012E,B18020D_012M,B18020D_013E,B18020D_013M,B18020D_014E,B18020D_014M,B18020D_015E,B18020D_015M,B18020D_016E,B18020D_016M,B18020D_017E,B18020D_017M,B18020D_018E,B18020D_018M,B18020D_019E,B18020D_019M,B18020D_020E,B18020D_020M,B18020D_021E,B18020D_021M,B18020D_022E,B18020D_022M,B18020D_023E,B18020D_023M,B18020D_024E,B18020D_024M,B18020D_025E,B18020D_025M,B18020D_026E,B18020D_026M,B18020D_027E,B18020D_027M,B18020D_028E,B18020D_028M,B18020D_029E,B18020D_029M,B18020D_030E,B18020D_030M,B18020D_031E,B18020D_031M,NAME,B18020D_001MA,B18020D_001EA,B18020D_002MA,B18020D_002EA,B18020D_003EA,B18020D_003MA,B18020D_004EA,B18020D_004MA,B18020D_005EA,B18020D_005MA,B18020D_006EA,B18020D_006MA,B18020D_007MA,B18020D_007EA,B18020D_008MA,B18020D_008EA,B18020D_009EA,B18020D_009MA,B18020D_010EA,B18020D_010MA,B18020D_011EA,B18020D_011MA,B18020D_012MA,B18020D_012EA,B18020D_013MA,B18020D_013EA,B18020D_014EA,B18020D_014MA,B18020D_015EA,B18020D_015MA,B18020D_016EA,B18020D_016MA,B18020D_017EA,B18020D_017MA,B18020D_018MA,B18020D_018EA,B18020D_019MA,B18020D_019EA,B18020D_020EA,B18020D_020MA,B18020D_021EA,B18020D_021MA,B18020D_022EA,B18020D_022MA,B18020D_023MA,B18020D_023EA,B18020D_024MA,B18020D_024EA,B18020D_025EA,B18020D_025MA,B18020D_026EA,B18020D_026MA,B18020D_027EA,B18020D_027MA,B18020D_028MA,B18020D_028EA,B18020D_029MA,B18020D_029EA,B18020D_030MA,B18020D_030EA,B18020D_031EA,B18020D_031MA,state
0400000US01,32740,2285,2021,898,766,397,114,129,114,129,0,265,652,391,485,323,167,177,1255,691,320,343,0,265,320,343,935,518,86,130,849,494,30719,2291,14187,1720,6805,1098,4186,811,2619,832,7382,1217,6647,1261,735,364,16532,1235,7635,1087,4112,875,3523,804,8897,1117,5476,980,3421,749,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21351,1570,2089,891,1252,546,139,165,139,165,0,235,1113,517,759,425,354,298,837,515,0,235,0,235,0,235,837,515,672,475,165,254,19262,1731,8397,1123,3160,684,2194,559,966,359,5237,788,4632,730,605,348,10865,1055,4255,688,3512,706,743,321,6610,840,5378,747,1232,535,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,105330,1554,6498,1331,3078,1067,724,436,161,177,563,493,2354,883,1298,630,1056,582,3420,905,1150,583,210,213,940,604,2270,679,976,411,1294,511,98832,1976,46466,1409,22664,1191,15794,1670,6870,1287,23802,1109,20798,1283,3004,834,52366,1504,22886,1146,13904,1613,8982,1658,29480,1112,19558,1511,9922,1287,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,19358,1561,1854,585,616,408,155,294,0,257,155,294,461,272,243,217,218,221,1238,491,272,234,151,186,121,144,966,450,468,305,498,314,17504,1561,7337,915,3265,588,2243,655,1022,447,4072,657,3412,677,660,311,10167,1094,4698,952,2174,676,2524,711,5469,828,4445,816,1024,435,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3136303,10612,198439,7711,92109,5164,21163,2079,6823,1447,14340,1799,70946,4581,28452,3111,42494,3183,106330,4843,16754,2074,6813,1342,9941,1599,89576,4302,30083,2608,59493,3501,2937864,13306,1412103,7859,597702,5583,377218,6922,220484,6582,814401,5598,692704,6252,121697,4918,1525761,8583,614077,5673,348913,7598,265164,7106,911684,5303,625977,8533,285707,7706,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,93784,2649,6219,1375,2383,803,660,430,304,349,356,270,1723,685,843,541,880,478,3836,970,1393,743,790,523,603,533,2443,653,824,420,1619,568,87565,2534,42010,1707,19724,1411,13232,1555,6492,1422,22286,1594,19460,1534,2826,970,45555,1508,19678,1068,12634,1245,7044,1225,25877,1058,17877,1406,8000,1276,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,84957,1695,4650,1073,2600,810,657,390,244,271,413,295,1943,722,1107,573,836,416,2050,609,798,452,397,355,401,252,1252,462,448,301,804,364,80307,1599,38737,1181,17752,752,12999,1041,4753,927,20985,950,18889,1209,2096,641,41570,1076,18736,931,9833,993,8903,1119,22834,835,16173,1291,6661,985,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,16354,949,1065,430,587,360,74,108,74,108,0,261,513,340,152,144,361,338,478,269,44,54,11,19,33,55,434,253,98,103,336,234,15289,858,7095,595,3601,437,2736,429,865,410,3494,482,3160,475,334,216,8194,519,3911,417,2006,641,1905,614,4283,464,2610,465,1673,455,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,16199,626,835,429,176,226,0,292,0,292,0,292,176,226,88,160,88,153,659,409,449,365,391,347,58,103,210,191,65,114,145,149,15364,718,7019,420,4352,319,3578,726,774,753,2667,255,2278,349,389,319,8345,659,4820,611,3275,433,1545,508,3525,191,2989,411,536,337,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,282167,3700,20057,2329,9051,1460,2221,807,1002,517,1219,613,6830,1209,3990,975,2840,784,11006,1533,972,401,417,233,555,330,10034,1424,3648,835,6386,1083,262110,4113,123199,3039,50652,2624,34684,2224,15968,1856,72547,2011,63035,2009,9512,1350,138911,2727,55485,2444,31470,2422,24015,1763,83426,2139,56972,2612,26454,2324,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
