GEO_ID,B08503_001E,B08503_001M,B08503_002E,B08503_002M,B08503_003E,B08503_003M,B08503_004E,B08503_004M,B08503_005E,B08503_005M,B08503_006E,B08503_006M,B08503_007E,B08503_007M,NAME,B08503_001EA,B08503_001MA,B08503_002EA,B08503_002MA,B08503_003MA,B08503_003EA,B08503_004MA,B08503_004EA,B08503_005MA,B08503_005EA,B08503_006EA,B08503_006MA,B08503_007EA,B08503_007MA,state
0400000US01,41.3,0.3,41.6,0.2,37.8,0.7,36.6,3.7,37.6,3.2,41.0,3.1,47.1,1.2,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41.4,0.5,42.3,0.6,36.3,2.0,42.5,7.2,38.7,2.1,43.5,2.4,44.4,2.4,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,39.2,0.2,40.1,0.3,34.7,0.7,33.5,2.5,32.5,2.1,33.8,2.0,45.4,0.9,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41.0,0.3,41.6,0.3,36.9,0.9,41.1,6.6,40.1,4.8,40.3,2.6,47.6,1.7,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,40.0,0.1,40.6,0.1,36.4,0.3,37.3,0.5,33.8,0.8,36.5,0.5,45.8,0.3,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40.5,0.2,41.0,0.3,36.3,0.6,37.2,1.7,33.4,1.2,37.4,1.6,46.0,0.8,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,42.7,0.2,43.3,0.2,38.7,1.2,40.4,2.2,31.5,2.4,36.2,2.0,48.0,1.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,41.3,0.4,41.7,0.5,36.1,1.6,42.7,4.6,34.3,5.0,39.2,12.8,48.7,3.3,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,42.2,0.4,43.9,0.5,43.1,1.1,40.7,0.7,31.5,0.9,41.6,2.3,42.7,3.8,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,41.5,0.2,42.1,0.2,37.2,0.5,39.0,1.8,35.7,1.7,36.8,0.9,46.9,0.6,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,40.2,0.1,40.7,0.2,36.7,0.6,40.6,1.1,31.7,2.2,34.8,2.1,43.2,0.7,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,40.9,0.3,41.2,0.5,40.1,1.0,42.3,2.7,30.7,2.0,36.4,1.8,48.2,2.5,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,39.8,0.3,40.1,0.4,36.5,1.0,43.4,4.5,33.0,4.6,38.8,2.6,48.7,1.9,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,41.0,0.2,41.6,0.2,38.3,0.5,38.6,0.5,34.5,1.5,39.1,1.5,45.7,0.6,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,41.3,0.2,41.8,0.2,37.6,0.8,35.5,4.7,36.3,1.9,37.3,2.0,44.8,0.9,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,41.8,0.2,42.2,0.2,37.7,0.7,32.7,3.6,34.0,3.2,39.5,1.9,47.5,1.0,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41.5,0.3,41.9,0.2,38.6,0.7,35.6,7.8,37.3,2.6,38.9,3.1,46.6,1.3,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,40.8,0.2,41.2,0.3,37.1,0.8,41.3,2.9,32.1,2.8,38.9,1.9,46.0,1.4,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,40.9,0.3,41.4,0.3,36.6,1.2,38.7,3.0,38.1,2.2,37.7,3.0,48.4,1.5,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,43.3,0.3,43.9,0.3,38.0,1.1,38.1,8.2,36.3,3.2,38.8,1.4,48.1,1.5,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,41.6,0.2,42.2,0.2,37.6,0.8,38.0,1.4,32.7,2.5,38.0,1.8,46.5,0.9,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,42.0,0.2,43.2,0.2,38.8,1.0,35.9,0.5,31.4,0.9,37.0,1.8,46.3,0.7,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,41.4,0.2,41.8,0.2,38.2,0.5,38.1,1.8,33.5,1.8,38.7,1.3,46.5,0.7,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,41.4,0.1,41.8,0.2,37.9,0.5,38.4,1.1,34.8,1.9,37.6,2.5,46.6,0.7,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
