GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_002M,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_009M,S2507_C01_010E,S2507_C01_010M,S2507_C01_011E,S2507_C01_011M,S2507_C01_012E,S2507_C01_012M,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_014M,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017E,S2507_C01_017M,S2507_C01_018E,S2507_C01_018M,S2507_C01_019E,S2507_C01_019M,S2507_C01_020E,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_023M,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_025M,S2507_C01_026E,S2507_C01_026M,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_028M,S2507_C01_029E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_031M,S2507_C01_032E,S2507_C01_032M,S2507_C01_033E,S2507_C01_033M,S2507_C01_034E,S2507_C01_034M,S2507_C01_035E,S2507_C01_035M,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_037M,S2507_C01_038E,S2507_C01_038M,S2507_C01_039E,S2507_C01_039M,S2507_C01_040E,S2507_C01_040M,S2507_C01_041E,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_044M,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_046M,S2507_C01_047E,S2507_C01_047M,S2507_C01_048E,S2507_C01_048M,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_051E,S2507_C01_051M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054E,S2507_C01_054M,S2507_C01_055E,S2507_C01_055M,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_057M,S2507_C01_058E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_061E,S2507_C01_061M,NAME,S2507_C01_001EA,S2507_C01_001MA,S2507_C01_002EA,S2507_C01_002MA,S2507_C01_003MA,S2507_C01_003EA,S2507_C01_004EA,S2507_C01_004MA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006EA,S2507_C01_006MA,S2507_C01_007EA,S2507_C01_007MA,S2507_C01_008MA,S2507_C01_008EA,S2507_C01_009EA,S2507_C01_009MA,S2507_C01_010EA,S2507_C01_010MA,S2507_C01_011EA,S2507_C01_011MA,S2507_C01_012EA,S2507_C01_012MA,S2507_C01_013MA,S2507_C01_013EA,S2507_C01_014MA,S2507_C01_014EA,S2507_C01_015EA,S2507_C01_015MA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017EA,S2507_C01_017MA,S2507_C01_018MA,S2507_C01_018EA,S2507_C01_019MA,S2507_C01_019EA,S2507_C01_020EA,S2507_C01_020MA,S2507_C01_021MA,S2507_C01_021EA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023EA,S2507_C01_023MA,S2507_C01_024MA,S2507_C01_024EA,S2507_C01_025MA,S2507_C01_025EA,S2507_C01_026EA,S2507_C01_026MA,S2507_C01_027MA,S2507_C01_027EA,S2507_C01_028EA,S2507_C01_028MA,S2507_C01_029MA,S2507_C01_029EA,S2507_C01_030MA,S2507_C01_030EA,S2507_C01_031MA,S2507_C01_031EA,S2507_C01_032EA,S2507_C01_032MA,S2507_C01_033EA,S2507_C01_033MA,S2507_C01_034EA,S2507_C01_034MA,S2507_C01_035MA,S2507_C01_035EA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037MA,S2507_C01_037EA,S2507_C01_038EA,S2507_C01_038MA,S2507_C01_039EA,S2507_C01_039MA,S2507_C01_040MA,S2507_C01_040EA,S2507_C01_041MA,S2507_C01_041EA,S2507_C01_042MA,S2507_C01_042EA,S2507_C01_043EA,S2507_C01_043MA,S2507_C01_044EA,S2507_C01_044MA,S2507_C01_045EA,S2507_C01_045MA,S2507_C01_046MA,S2507_C01_046EA,S2507_C01_047EA,S2507_C01_047MA,S2507_C01_048MA,S2507_C01_048EA,S2507_C01_049EA,S2507_C01_049MA,S2507_C01_050EA,S2507_C01_050MA,S2507_C01_051MA,S2507_C01_051EA,S2507_C01_052MA,S2507_C01_052EA,S2507_C01_053EA,S2507_C01_053MA,S2507_C01_054MA,S2507_C01_054EA,S2507_C01_055EA,S2507_C01_055MA,S2507_C01_056EA,S2507_C01_056MA,S2507_C01_057MA,S2507_C01_057EA,S2507_C01_058MA,S2507_C01_058EA,S2507_C01_059EA,S2507_C01_059MA,S2507_C01_060EA,S2507_C01_060MA,S2507_C01_061EA,S2507_C01_061MA,state
0400000US01,531393,8917,27.2,0.9,24.8,0.8,15.6,0.7,12.3,0.5,11.5,0.7,5.5,0.4,3.2,0.3,94800,2551,9.2,0.5,22.8,0.8,13.6,0.7,15.6,0.7,16.9,0.8,9.0,0.5,7.8,0.5,5.1,0.4,39175,1045,43.9,1.1,16.2,0.8,10.5,0.7,27.7,0.9,1.7,0.2,1.3,0.2,3.9,0.4,7.6,0.5,11.5,0.6,13.8,0.7,13.4,0.6,12.0,0.6,16.6,0.6,9.0,0.6,4.7,0.4,6.2,0.5,344,3,23.3,0.8,5.8,0.5,6.0,0.4,11.5,0.6,20.6,0.8,15.7,0.7,3.7,0.4,1.2,0.2,15.6,0.7,14.8,0.7,0.7,0.2,0.1,0.1,16.9,0.8,16.6,0.8,0.2,0.1,0.0,0.1,21.9,0.8,21.9,0.8,0.0,0.1,0.0,0.1,1.7,0.2,54.2,1.0,10.7,0.6,6.5,0.4,28.6,0.8,417,12,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,52827,2371,18.4,1.9,9.4,1.4,8.3,1.5,13.7,2.0,21.2,2.3,22.4,2.6,6.4,1.2,200400,12227,5.6,1.2,13.2,1.8,10.1,1.8,11.0,1.4,18.3,2.0,12.3,1.8,17.0,2.1,12.5,2.0,61906,4336,36.6,2.5,16.0,1.9,13.4,1.8,33.6,2.4,0.5,0.2,3.4,0.9,2.1,0.5,3.3,0.8,5.0,1.3,5.7,1.2,5.8,1.2,6.7,1.4,12.5,1.8,13.2,1.7,15.0,2.0,27.4,2.6,545,21,13.8,1.8,2.9,1.1,1.6,0.5,9.3,1.4,14.6,2.1,7.7,1.4,3.6,1.0,3.2,1.1,11.0,1.4,8.9,1.3,2.0,0.6,0.2,0.2,18.3,2.0,17.3,2.0,0.9,0.4,0.1,0.1,41.8,2.9,41.8,2.9,0.0,0.1,0.0,0.2,0.5,0.2,16.5,2.0,9.3,1.5,44.0,2.6,30.1,2.0,2161,167,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,528350,8875,21.3,0.7,15.8,0.8,14.0,0.7,13.5,0.7,16.4,0.7,12.2,0.6,6.8,0.5,145400,3601,8.2,0.6,20.0,0.9,13.0,0.7,15.8,0.7,17.2,0.6,10.5,0.7,8.6,0.6,6.7,0.5,42563,948,35.2,0.8,14.9,0.6,11.6,0.5,36.1,1.0,2.2,0.3,3.2,0.3,3.9,0.4,6.8,0.5,9.5,0.6,11.1,0.5,11.9,0.6,10.4,0.6,16.5,0.8,10.8,0.7,6.0,0.4,9.9,0.6,368,5,19.1,0.8,5.4,0.4,4.0,0.3,9.6,0.6,19.8,0.8,13.8,0.7,4.3,0.4,1.7,0.2,15.8,0.7,14.5,0.7,1.0,0.2,0.2,0.1,17.2,0.6,16.9,0.6,0.2,0.1,0.1,0.1,25.8,0.9,25.8,0.9,0.0,0.1,0.0,0.1,2.2,0.3,31.8,0.8,24.8,0.8,32.3,0.8,11.1,0.5,1144,24,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,330551,7086,29.1,0.9,26.2,1.0,14.9,0.7,13.1,0.8,10.0,0.7,4.6,0.6,2.1,0.3,88100,1608,8.3,0.7,24.7,1.1,13.4,0.8,16.4,1.0,17.0,0.9,8.9,0.6,6.8,0.6,4.5,0.4,37914,948,45.1,1.2,16.9,0.7,10.7,0.8,26.0,1.0,1.2,0.3,2.1,0.3,4.2,0.5,8.9,0.6,12.8,0.8,13.6,0.7,13.7,0.8,11.9,0.9,15.4,0.9,7.9,0.7,4.6,0.6,5.0,0.6,331,4,23.9,1.0,7.0,0.7,6.4,0.6,10.5,0.7,21.3,1.1,16.8,1.0,3.4,0.4,1.1,0.3,16.4,1.0,15.7,1.0,0.6,0.2,0.1,0.1,17.0,0.9,16.9,0.9,0.1,0.1,0.0,0.1,20.2,0.9,20.1,0.9,0.0,0.1,0.0,0.1,1.2,0.3,56.6,1.1,19.5,1.0,13.3,0.9,10.6,0.7,559,16,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1926582,16196,11.6,0.3,6.3,0.3,4.9,0.2,5.9,0.2,12.2,0.3,23.6,0.4,35.6,0.5,370300,3547,5.7,0.2,16.3,0.3,10.6,0.3,13.7,0.3,16.9,0.4,11.1,0.3,12.8,0.3,12.9,0.3,54729,655,19.3,0.4,9.9,0.3,9.7,0.3,60.0,0.5,1.2,0.1,1.9,0.2,2.4,0.2,3.6,0.2,5.5,0.2,7.1,0.3,7.5,0.3,7.7,0.3,14.6,0.3,12.3,0.3,9.3,0.3,28.0,0.4,498,4,15.2,0.3,2.8,0.2,2.6,0.2,9.9,0.3,16.2,0.4,8.6,0.3,3.9,0.2,3.6,0.2,13.7,0.3,10.5,0.3,2.3,0.2,0.9,0.1,16.9,0.4,15.3,0.4,1.2,0.1,0.4,0.1,36.8,0.4,36.1,0.5,0.5,0.1,0.2,0.1,1.2,0.1,16.3,0.3,18.9,0.4,57.1,0.5,7.6,0.3,2084,32,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,354519,6438,12.8,0.8,6.6,0.5,9.0,0.7,12.8,0.8,24.1,0.9,21.3,0.9,13.5,0.7,232800,3756,5.3,0.5,15.1,0.8,10.8,0.7,14.8,0.8,18.0,0.8,12.5,0.8,12.5,0.8,11.0,0.6,54228,1217,25.3,1.0,14.9,0.7,13.1,0.7,45.7,1.0,1.0,0.3,0.9,0.2,1.9,0.3,4.4,0.4,6.6,0.5,9.9,0.6,11.4,0.7,11.8,0.6,19.3,0.7,12.2,0.8,8.3,0.6,13.2,0.7,416,5,14.0,0.7,2.5,0.4,3.1,0.5,8.4,0.6,16.1,0.8,10.5,0.7,3.3,0.4,2.3,0.3,14.8,0.8,13.4,0.8,1.1,0.3,0.3,0.1,18.0,0.8,17.5,0.8,0.4,0.1,0.1,0.1,36.0,1.0,35.8,1.0,0.1,0.1,0.0,0.1,1.0,0.3,29.9,0.9,28.2,0.9,38.9,1.0,2.9,0.4,1256,23,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,271137,5712,6.4,0.7,3.7,0.5,9.3,0.7,15.3,0.8,25.6,1.1,24.2,0.9,15.5,0.8,257600,4856,4.2,0.6,13.5,0.9,9.5,0.6,13.4,0.9,16.8,0.9,11.6,0.8,14.2,0.9,16.8,0.9,63040,1811,23.4,0.9,16.5,1.0,13.0,0.9,45.9,1.3,1.2,0.3,0.5,0.2,0.3,0.2,0.6,0.2,0.6,0.2,0.9,0.3,1.6,0.3,1.5,0.3,5.0,0.6,8.8,0.8,12.1,0.9,68.1,1.1,835,9,11.0,0.9,0.3,0.1,0.7,0.2,10.1,0.9,14.9,0.8,1.5,0.3,4.2,0.5,9.3,0.7,13.4,0.9,4.8,0.6,5.5,0.7,3.1,0.4,16.8,0.9,12.5,0.8,3.7,0.4,0.7,0.2,42.6,1.1,40.9,1.1,1.5,0.3,0.2,0.1,1.2,0.3,4.7,0.5,2.4,0.4,90.6,0.8,2.3,0.3,5109,95,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,75262,3429,14.6,1.9,7.3,1.3,8.5,1.2,13.8,1.6,26.9,2.1,20.5,1.7,8.3,1.2,219300,6807,6.1,1.1,17.3,1.6,13.8,1.6,14.9,1.7,18.0,1.8,11.1,1.3,10.4,1.3,8.4,1.3,47346,2783,28.6,2.2,10.6,1.4,11.7,1.7,47.4,2.6,1.7,0.7,0.5,0.3,1.9,0.6,3.0,0.9,8.5,1.5,8.7,1.2,9.9,1.3,10.4,1.4,18.2,1.9,11.6,1.5,9.8,1.3,17.5,1.9,439,12,14.3,1.8,1.9,0.6,3.8,1.0,8.7,1.4,21.1,1.9,12.4,1.6,5.2,1.3,3.5,0.8,14.9,1.7,12.0,1.7,2.2,0.8,0.7,0.6,18.0,1.8,17.2,1.8,0.7,0.5,0.0,0.1,29.9,2.0,29.7,2.0,0.2,0.3,0.0,0.1,1.7,0.7,42.7,2.3,21.4,2.0,28.6,2.0,7.3,1.3,906,60,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,26942,2120,4.9,2.2,2.0,1.2,3.4,1.6,4.2,1.6,12.7,2.9,29.2,4.0,43.6,3.9,450700,30014,9.1,2.4,13.5,3.5,5.0,1.6,11.5,2.3,16.9,3.4,12.4,2.8,13.9,3.0,17.7,2.9,64551,6404,9.9,2.7,7.4,2.5,11.9,3.0,67.6,4.6,3.3,2.0,1.7,1.0,1.0,0.6,2.5,1.2,4.3,1.8,4.1,1.4,6.9,2.4,6.9,2.1,9.7,2.1,9.8,2.1,9.3,2.2,43.8,3.7,637,39,13.6,2.8,1.6,1.0,2.0,1.0,10.1,2.1,10.7,3.0,3.3,1.4,3.6,1.4,3.8,2.1,11.5,2.3,8.4,2.0,1.4,1.0,1.7,1.0,16.9,3.4,14.2,3.1,1.8,1.1,0.9,0.6,44.0,4.2,43.3,4.1,0.7,0.6,0.0,0.6,3.3,2.0,14.0,2.7,17.4,3.1,60.2,3.6,8.3,2.3,2433,277,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1964854,18332,18.1,0.4,20.3,0.5,13.8,0.4,13.0,0.3,15.7,0.4,11.6,0.4,7.5,0.2,140300,1957,7.9,0.3,20.4,0.4,12.7,0.4,15.3,0.4,17.2,0.4,9.5,0.3,9.1,0.3,7.8,0.3,42979,609,35.0,0.5,15.8,0.4,11.0,0.3,35.9,0.6,2.3,0.2,1.6,0.2,3.5,0.2,5.2,0.2,6.8,0.3,7.9,0.3,8.5,0.3,8.1,0.3,15.4,0.4,12.3,0.3,8.8,0.3,21.8,0.4,454,3,18.8,0.5,3.9,0.2,3.6,0.2,11.3,0.4,19.9,0.4,11.4,0.3,5.1,0.2,3.4,0.2,15.3,0.4,12.7,0.3,1.9,0.1,0.7,0.1,17.2,0.4,16.0,0.4,0.9,0.1,0.3,0.1,26.4,0.5,25.8,0.5,0.5,0.1,0.1,0.1,2.3,0.2,27.7,0.5,21.5,0.5,41.8,0.4,9.1,0.3,1368,14,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
