GEO_ID,B23002B_001E,B23002B_001M,B23002B_002E,B23002B_002M,B23002B_003E,B23002B_003M,B23002B_004E,B23002B_004M,B23002B_005E,B23002B_005M,B23002B_006E,B23002B_006M,B23002B_007E,B23002B_007M,B23002B_008E,B23002B_008M,B23002B_009E,B23002B_009M,B23002B_010E,B23002B_010M,B23002B_011E,B23002B_011M,B23002B_012E,B23002B_012M,B23002B_013E,B23002B_013M,B23002B_014E,B23002B_014M,B23002B_015E,B23002B_015M,B23002B_016E,B23002B_016M,B23002B_017E,B23002B_017M,B23002B_018E,B23002B_018M,B23002B_019E,B23002B_019M,B23002B_020E,B23002B_020M,B23002B_021E,B23002B_021M,B23002B_022E,B23002B_022M,B23002B_023E,B23002B_023M,B23002B_024E,B23002B_024M,B23002B_025E,B23002B_025M,B23002B_026E,B23002B_026M,B23002B_027E,B23002B_027M,B23002B_028E,B23002B_028M,B23002B_029E,B23002B_029M,B23002B_030E,B23002B_030M,B23002B_031E,B23002B_031M,B23002B_032E,B23002B_032M,B23002B_033E,B23002B_033M,B23002B_034E,B23002B_034M,B23002B_035E,B23002B_035M,B23002B_036E,B23002B_036M,B23002B_037E,B23002B_037M,B23002B_038E,B23002B_038M,B23002B_039E,B23002B_039M,B23002B_040E,B23002B_040M,B23002B_041E,B23002B_041M,B23002B_042E,B23002B_042M,B23002B_043E,B23002B_043M,B23002B_044E,B23002B_044M,B23002B_045E,B23002B_045M,B23002B_046E,B23002B_046M,B23002B_047E,B23002B_047M,B23002B_048E,B23002B_048M,B23002B_049E,B23002B_049M,B23002B_050E,B23002B_050M,B23002B_051E,B23002B_051M,B23002B_052E,B23002B_052M,B23002B_053E,B23002B_053M,B23002B_054E,B23002B_054M,B23002B_055E,B23002B_055M,B23002B_056E,B23002B_056M,B23002B_057E,B23002B_057M,B23002B_058E,B23002B_058M,B23002B_059E,B23002B_059M,B23002B_060E,B23002B_060M,B23002B_061E,B23002B_061M,B23002B_062E,B23002B_062M,B23002B_063E,B23002B_063M,B23002B_064E,B23002B_064M,B23002B_065E,B23002B_065M,B23002B_066E,B23002B_066M,B23002B_067E,B23002B_067M,B23002B_068E,B23002B_068M,B23002B_069E,B23002B_069M,B23002B_070E,B23002B_070M,B23002B_071E,B23002B_071M,B23002B_072E,B23002B_072M,B23002B_073E,B23002B_073M,B23002B_074E,B23002B_074M,B23002B_075E,B23002B_075M,B23002B_076E,B23002B_076M,B23002B_077E,B23002B_077M,B23002B_078E,B23002B_078M,B23002B_079E,B23002B_079M,NAME,B23002B_001EA,B23002B_001MA,B23002B_002EA,B23002B_002MA,B23002B_003MA,B23002B_003EA,B23002B_004MA,B23002B_004EA,B23002B_005EA,B23002B_005MA,B23002B_006EA,B23002B_006MA,B23002B_007EA,B23002B_007MA,B23002B_008MA,B23002B_008EA,B23002B_009MA,B23002B_009EA,B23002B_010MA,B23002B_010EA,B23002B_011EA,B23002B_011MA,B23002B_012EA,B23002B_012MA,B23002B_013MA,B23002B_013EA,B23002B_014MA,B23002B_014EA,B23002B_015MA,B23002B_015EA,B23002B_016EA,B23002B_016MA,B23002B_017EA,B23002B_017MA,B23002B_018EA,B23002B_018MA,B23002B_019MA,B23002B_019EA,B23002B_020MA,B23002B_020EA,B23002B_021MA,B23002B_021EA,B23002B_022MA,B23002B_022EA,B23002B_023EA,B23002B_023MA,B23002B_024MA,B23002B_024EA,B23002B_025MA,B23002B_025EA,B23002B_026MA,B23002B_026EA,B23002B_027MA,B23002B_027EA,B23002B_028EA,B23002B_028MA,B23002B_029EA,B23002B_029MA,B23002B_030MA,B23002B_030EA,B23002B_031MA,B23002B_031EA,B23002B_032MA,B23002B_032EA,B23002B_033EA,B23002B_033MA,B23002B_034EA,B23002B_034MA,B23002B_035MA,B23002B_035EA,B23002B_036MA,B23002B_036EA,B23002B_037EA,B23002B_037MA,B23002B_038EA,B23002B_038MA,B23002B_039EA,B23002B_039MA,B23002B_040EA,B23002B_040MA,B23002B_041MA,B23002B_041EA,B23002B_042EA,B23002B_042MA,B23002B_043EA,B23002B_043MA,B23002B_044EA,B23002B_044MA,B23002B_045EA,B23002B_045MA,B23002B_046MA,B23002B_046EA,B23002B_047MA,B23002B_047EA,B23002B_048MA,B23002B_048EA,B23002B_049EA,B23002B_049MA,B23002B_050EA,B23002B_050MA,B23002B_051EA,B23002B_051MA,B23002B_052EA,B23002B_052MA,B23002B_053MA,B23002B_053EA,B23002B_054MA,B23002B_054EA,B23002B_055EA,B23002B_055MA,B23002B_056EA,B23002B_056MA,B23002B_057EA,B23002B_057MA,B23002B_058MA,B23002B_058EA,B23002B_059MA,B23002B_059EA,B23002B_060EA,B23002B_060MA,B23002B_061EA,B23002B_061MA,B23002B_062EA,B23002B_062MA,B23002B_063MA,B23002B_063EA,B23002B_064MA,B23002B_064EA,B23002B_065MA,B23002B_065EA,B23002B_066EA,B23002B_066MA,B23002B_067EA,B23002B_067MA,B23002B_068MA,B23002B_068EA,B23002B_069MA,B23002B_069EA,B23002B_070MA,B23002B_070EA,B23002B_071EA,B23002B_071MA,B23002B_072EA,B23002B_072MA,B23002B_073EA,B23002B_073MA,B23002B_074MA,B23002B_074EA,B23002B_075MA,B23002B_075EA,B23002B_076MA,B23002B_076EA,B23002B_077MA,B23002B_077EA,B23002B_078EA,B23002B_078MA,B23002B_079MA,B23002B_079EA,state
0400000US01,999668,5301,452906,3295,41696,3168,11481,1876,0,189,11481,1876,6950,1502,4531,1096,30215,2901,54154,2248,39040,2295,92,147,38948,2303,29875,2238,9073,1905,15114,2137,234339,2778,169412,4810,1321,653,168091,4850,145974,5083,22117,2735,64927,4508,68358,1451,32404,2126,45,83,32359,2120,30841,2172,1518,641,35954,2133,20356,1439,4939,860,4554,870,385,277,15417,1472,34003,2034,3641,914,3373,833,268,248,30362,1983,546762,3874,43286,3029,13377,2091,79,140,13298,2097,8513,1660,4785,1233,29909,2611,56881,2214,42555,2433,117,175,42438,2438,32451,2472,9987,2214,14326,1932,277844,2537,205421,3916,155,152,205266,3923,182553,3750,22713,2273,72423,3874,85694,1101,42864,2482,0,189,42864,2482,40239,2472,2625,844,42830,2382,28871,1513,5974,1051,5904,1039,70,86,22897,1454,54186,1721,3085,822,2941,812,144,145,51101,1688,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,213854,3953,112409,2847,9280,1516,2645,1012,219,173,2426,1026,1343,688,1083,646,6635,1275,13522,1354,9225,1347,374,264,8851,1289,7849,1373,1002,573,4297,1279,64492,1675,50976,2071,511,322,50465,2082,44196,2188,6269,1335,13516,1612,14582,755,8305,1152,0,200,8305,1152,7291,1237,1014,474,6277,1108,4598,682,1891,622,1724,597,167,208,2707,619,5935,799,600,345,525,333,75,91,5335,760,101445,2242,7374,1101,3315,912,70,128,3245,888,1836,659,1409,686,4059,902,11666,1250,8520,1254,0,200,8520,1254,7293,1181,1227,750,3146,994,55360,1412,42137,2076,140,177,41997,2058,37323,2121,4674,1164,13223,1858,14061,677,7579,941,0,200,7579,941,6701,918,878,507,6482,991,4177,693,905,368,905,368,0,200,3272,678,8807,962,760,448,619,425,141,140,8047,867,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,350769,3777,163093,2741,16299,1636,4562,1202,0,190,4562,1202,2425,938,2137,734,11737,1528,20338,2171,13893,2030,266,195,13627,2015,10622,2164,3005,924,6445,1196,83861,2290,60970,2975,62,78,60908,2969,53667,3117,7241,1597,22891,2555,24683,723,11624,1291,0,190,11624,1291,10869,1304,755,424,13059,1178,7265,1030,1501,533,1474,533,27,47,5764,969,10647,1080,1270,471,1215,473,55,69,9377,1051,187676,2482,16496,2064,4610,1161,0,190,4610,1161,2904,928,1706,731,11886,1797,20703,1781,14768,1622,0,190,14768,1622,12485,1538,2283,826,5935,1571,96322,1933,71559,2521,71,88,71488,2531,64684,2623,6804,1348,24763,1995,28669,876,16022,1571,0,190,16022,1571,15364,1466,658,484,12647,1530,8586,912,1901,703,1840,684,61,83,6685,909,16900,1201,1133,380,1010,356,123,144,15767,1182,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1812143,10042,887956,6815,67639,2819,14885,1789,1024,541,13861,1773,7500,1390,6361,1044,52754,2724,102143,3248,66188,3377,4279,1163,61909,3501,45162,3356,16747,2233,35955,2631,475792,5716,353520,6824,6094,1626,347426,7083,297403,7043,50023,4440,122272,5492,133160,1773,72510,3064,0,200,72510,3064,64292,2945,8218,1510,60650,2869,40155,1961,12955,1406,11593,1362,1362,454,27200,2111,69067,2186,9162,1355,8558,1307,604,318,59905,2258,924187,6377,66177,3015,18501,2366,178,237,18323,2324,11372,2179,6951,1451,47676,2938,91501,2643,61233,3407,863,420,60370,3404,46607,3212,13763,2207,30268,2660,473005,5337,359158,6116,352,325,358806,6071,315902,6403,42904,3259,113847,5321,144373,1586,82103,2918,39,66,82064,2921,75334,3159,6730,1137,62270,2982,51390,2150,13444,1707,12287,1455,1157,641,37946,2274,97741,2221,6720,1129,6081,1096,639,279,91021,2209,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,166123,3280,90918,2488,6971,1081,2879,776,83,103,2796,794,1687,640,1109,574,4092,815,12226,1120,9630,1197,459,236,9171,1204,7830,1126,1341,670,2596,897,51927,1811,39116,2027,1545,810,37571,1787,35678,2008,1893,644,12811,1805,11633,622,8359,850,0,192,8359,850,7527,1014,832,491,3274,789,3078,547,1070,399,983,373,87,144,2008,614,5083,638,854,398,854,398,0,192,4229,569,75205,2404,5065,1114,2071,686,79,104,1992,681,1584,633,408,297,2994,841,8348,1367,6619,1436,64,98,6555,1451,5958,1389,597,389,1729,709,42622,1690,34921,1863,498,394,34423,1857,31845,1815,2578,938,7701,1339,9826,774,6208,897,0,192,6208,897,5682,894,526,420,3618,787,3371,527,798,435,764,420,34,57,2573,505,5973,685,690,378,690,378,0,192,5283,648,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,287618,4807,135138,3388,11970,1379,5051,839,0,197,5051,839,2908,765,2143,707,6919,1330,17487,1230,13042,1389,213,217,12829,1407,9451,1305,3378,978,4445,934,73686,1991,58887,2430,435,414,58452,2364,49655,2797,8797,1739,14799,1747,17817,914,12916,1150,0,197,12916,1150,11069,1247,1847,712,4901,929,5766,808,1682,581,1652,569,30,52,4084,739,8412,849,1351,577,1351,577,0,197,7061,819,152480,2989,11482,1216,4605,974,0,197,4605,974,3200,820,1405,663,6877,1054,15235,806,11928,1205,239,273,11689,1184,9635,1294,2054,735,3307,993,83023,2173,67650,2441,179,316,67471,2424,60663,2840,6808,1747,15373,1834,20610,770,14099,1177,0,197,14099,1177,13262,1195,837,440,6511,1155,7439,914,3364,710,3093,680,271,274,4075,976,14691,953,1676,579,1331,465,345,281,13015,1026,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,158070,1919,72919,1047,6957,814,2038,702,0,185,2038,702,1271,493,767,480,4919,759,7991,700,5202,935,13,29,5189,941,4578,910,611,517,2789,878,39060,754,31058,1358,225,228,30833,1394,28698,1615,2135,674,8002,1431,10086,144,5708,841,0,185,5708,841,5237,822,471,300,4378,832,3322,571,1476,582,1476,582,0,185,1846,470,5503,571,676,288,601,276,75,88,4827,567,85151,1455,6993,907,2446,558,0,185,2446,558,1778,543,668,402,4547,891,8013,545,4714,997,0,185,4714,997,4244,998,470,401,3299,912,44411,957,36948,1709,0,185,36948,1709,34750,1835,2198,706,7463,1470,13248,319,8152,1088,0,185,8152,1088,7788,1078,364,236,5096,966,3956,756,987,458,987,458,0,185,2969,673,8530,746,956,448,854,434,102,119,7574,791,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,260792,2314,115236,1314,8297,679,1819,695,104,135,1715,682,899,537,816,456,6478,862,12900,219,7264,1111,242,162,7022,1107,3879,983,3143,945,5636,1064,57972,775,46783,1660,353,307,46430,1704,38196,2167,8234,1313,11189,1461,19184,533,9822,999,0,198,9822,999,8433,933,1389,536,9362,1115,5535,761,2216,624,2060,582,156,146,3319,762,11348,745,1980,552,1869,545,111,135,9368,694,145556,1453,9527,511,1796,902,0,198,1796,902,1215,641,581,479,7731,939,14039,420,9712,1069,0,198,9712,1069,7627,1077,2085,752,4327,1006,70200,1241,56642,2489,0,198,56642,2489,48262,2550,8380,1587,13558,2096,23483,318,12395,1223,0,198,12395,1223,11300,1202,1095,447,11088,1171,7453,748,2357,559,2224,564,133,128,5096,777,20854,798,1941,570,1805,556,136,103,18913,1027,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2465438,10264,1161779,7360,107937,4275,27297,2422,97,121,27200,2410,15713,2394,11487,2005,80640,4485,141776,3815,97260,4619,1810,639,95450,4661,72227,4630,23223,3406,44516,3648,623398,4836,477842,7458,4666,1254,473176,7579,418275,7807,54901,4335,145556,5426,156528,2252,93145,3597,0,214,93145,3597,83275,3672,9870,1773,63383,3651,51031,3175,13618,1707,12744,1730,874,354,37413,3117,81109,3302,10399,1810,9672,1838,727,473,70710,2770,1303659,7053,99766,3753,28931,2766,223,224,28708,2746,18843,2231,9865,1775,70835,3826,143681,3719,104375,5148,804,438,103571,5070,82158,4497,21413,3221,39306,3868,688840,4556,550254,7535,919,604,549335,7545,492319,7014,57016,4312,138586,7191,183992,2791,107186,3774,0,214,107186,3774,99151,3973,8035,1744,76806,4018,63927,3108,17105,2043,16243,2050,862,374,46822,2631,123453,2949,8513,1596,7581,1500,932,513,114940,3074,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
