GEO_ID,B17001C_001E,B17001C_001M,B17001C_002E,B17001C_002M,B17001C_003E,B17001C_003M,B17001C_004E,B17001C_004M,B17001C_005E,B17001C_005M,B17001C_006E,B17001C_006M,B17001C_007E,B17001C_007M,B17001C_008E,B17001C_008M,B17001C_009E,B17001C_009M,B17001C_010E,B17001C_010M,B17001C_011E,B17001C_011M,B17001C_012E,B17001C_012M,B17001C_013E,B17001C_013M,B17001C_014E,B17001C_014M,B17001C_015E,B17001C_015M,B17001C_016E,B17001C_016M,B17001C_017E,B17001C_017M,B17001C_018E,B17001C_018M,B17001C_019E,B17001C_019M,B17001C_020E,B17001C_020M,B17001C_021E,B17001C_021M,B17001C_022E,B17001C_022M,B17001C_023E,B17001C_023M,B17001C_024E,B17001C_024M,B17001C_025E,B17001C_025M,B17001C_026E,B17001C_026M,B17001C_027E,B17001C_027M,B17001C_028E,B17001C_028M,B17001C_029E,B17001C_029M,B17001C_030E,B17001C_030M,B17001C_031E,B17001C_031M,B17001C_032E,B17001C_032M,B17001C_033E,B17001C_033M,B17001C_034E,B17001C_034M,B17001C_035E,B17001C_035M,B17001C_036E,B17001C_036M,B17001C_037E,B17001C_037M,B17001C_038E,B17001C_038M,B17001C_039E,B17001C_039M,B17001C_040E,B17001C_040M,B17001C_041E,B17001C_041M,B17001C_042E,B17001C_042M,B17001C_043E,B17001C_043M,B17001C_044E,B17001C_044M,B17001C_045E,B17001C_045M,B17001C_046E,B17001C_046M,B17001C_047E,B17001C_047M,B17001C_048E,B17001C_048M,B17001C_049E,B17001C_049M,B17001C_050E,B17001C_050M,B17001C_051E,B17001C_051M,B17001C_052E,B17001C_052M,B17001C_053E,B17001C_053M,B17001C_054E,B17001C_054M,B17001C_055E,B17001C_055M,B17001C_056E,B17001C_056M,B17001C_057E,B17001C_057M,B17001C_058E,B17001C_058M,B17001C_059E,B17001C_059M,NAME,B17001C_001MA,B17001C_001EA,B17001C_002EA,B17001C_002MA,B17001C_003EA,B17001C_003MA,B17001C_004EA,B17001C_004MA,B17001C_005EA,B17001C_005MA,B17001C_006MA,B17001C_006EA,B17001C_007MA,B17001C_007EA,B17001C_008EA,B17001C_008MA,B17001C_009EA,B17001C_009MA,B17001C_010EA,B17001C_010MA,B17001C_011EA,B17001C_011MA,B17001C_012MA,B17001C_012EA,B17001C_013EA,B17001C_013MA,B17001C_014EA,B17001C_014MA,B17001C_015EA,B17001C_015MA,B17001C_016MA,B17001C_016EA,B17001C_017MA,B17001C_017EA,B17001C_018MA,B17001C_018EA,B17001C_019EA,B17001C_019MA,B17001C_020EA,B17001C_020MA,B17001C_021MA,B17001C_021EA,B17001C_022MA,B17001C_022EA,B17001C_023MA,B17001C_023EA,B17001C_024EA,B17001C_024MA,B17001C_025EA,B17001C_025MA,B17001C_026MA,B17001C_026EA,B17001C_027MA,B17001C_027EA,B17001C_028MA,B17001C_028EA,B17001C_029MA,B17001C_029EA,B17001C_030EA,B17001C_030MA,B17001C_031EA,B17001C_031MA,B17001C_032MA,B17001C_032EA,B17001C_033MA,B17001C_033EA,B17001C_034MA,B17001C_034EA,B17001C_035EA,B17001C_035MA,B17001C_036EA,B17001C_036MA,B17001C_037MA,B17001C_037EA,B17001C_038MA,B17001C_038EA,B17001C_039MA,B17001C_039EA,B17001C_040MA,B17001C_040EA,B17001C_041EA,B17001C_041MA,B17001C_042MA,B17001C_042EA,B17001C_043MA,B17001C_043EA,B17001C_044MA,B17001C_044EA,B17001C_045MA,B17001C_045EA,B17001C_046EA,B17001C_046MA,B17001C_047EA,B17001C_047MA,B17001C_048MA,B17001C_048EA,B17001C_049MA,B17001C_049EA,B17001C_050MA,B17001C_050EA,B17001C_051MA,B17001C_051EA,B17001C_052EA,B17001C_052MA,B17001C_053EA,B17001C_053MA,B17001C_054EA,B17001C_054MA,B17001C_055EA,B17001C_055MA,B17001C_056MA,B17001C_056EA,B17001C_057EA,B17001C_057MA,B17001C_058EA,B17001C_058MA,B17001C_059EA,B17001C_059MA,state
0400000US01,21761,2341,3408,939,1540,669,70,117,0,189,12,20,117,161,62,59,16,38,217,183,10,19,263,239,284,318,373,264,0,189,116,173,1868,568,0,189,0,189,54,96,4,7,148,147,31,36,208,190,128,193,376,325,701,464,157,147,61,84,0,189,18353,2193,8610,1307,343,233,143,158,563,504,594,482,96,153,217,203,491,291,203,119,1804,698,1356,466,1531,638,1062,396,207,255,9743,1564,167,185,349,302,973,536,485,320,435,422,90,83,620,408,1494,605,1153,618,1106,461,1749,694,631,357,491,329,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,99138,3266,21916,2123,10480,992,1411,378,348,107,1386,316,487,130,184,65,327,161,1382,426,1311,207,1192,334,996,268,1245,232,186,76,25,25,11436,1400,1630,418,373,298,1848,491,490,105,150,66,354,100,1502,388,1932,491,815,180,873,225,1032,322,403,210,34,40,77222,3493,38352,1842,2662,425,461,127,4499,720,2473,588,489,121,1802,516,4403,555,6312,672,3982,530,4773,462,3060,470,2117,287,1319,294,38870,2286,3051,631,536,308,3172,484,1525,433,528,178,1303,442,4822,549,5007,589,4628,686,6227,763,3975,421,2657,319,1439,164,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,285228,5943,108746,7380,52008,4055,6469,1044,811,350,6791,960,2542,697,1308,388,3568,1960,7172,1190,7189,1561,5211,959,4482,790,4256,677,1450,368,759,246,56738,4487,5477,826,834,365,7274,1236,2786,800,1024,401,1613,392,8445,1173,8695,1362,5849,1016,6044,922,4553,811,2251,449,1893,523,176482,8032,85134,4292,5725,1057,1116,483,8631,1174,4390,811,1341,427,2925,691,10849,1222,13277,1464,11479,1424,11101,1089,6924,771,4529,552,2847,487,91348,4817,5776,1058,1228,421,7978,1274,3700,828,1192,380,2783,520,10125,1450,13997,1691,11963,1222,13104,1009,10490,955,5401,556,3611,540,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,16636,2262,2610,1149,1537,894,145,228,0,190,0,190,65,123,0,190,35,68,37,66,368,364,397,478,174,234,316,217,0,190,0,190,1073,499,96,120,0,190,64,58,0,190,0,190,140,198,50,66,113,203,160,130,142,116,249,208,0,190,59,93,14026,2057,6897,1294,546,500,0,190,570,375,353,313,0,190,129,127,387,237,635,377,2108,749,597,329,944,395,433,261,195,165,7129,1388,819,650,97,112,332,229,323,253,287,323,231,207,438,323,849,342,1198,476,1048,542,782,411,564,322,161,173,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,277653,13163,65259,7168,29301,3947,2900,955,582,332,3071,871,1780,709,394,272,505,263,4741,1619,3653,1050,3636,866,3279,1010,3514,1061,912,387,334,209,35958,4276,2444,843,203,190,4014,1390,1605,534,210,220,1554,601,4137,1250,5424,1275,5694,1206,3920,970,4647,1203,1148,494,958,402,212394,10766,107779,6690,5260,1056,1418,668,8210,1315,3637,952,1225,511,3313,920,14107,1751,17272,1861,14055,1916,18031,2586,11734,1535,6978,957,2539,610,104615,5934,6026,1277,1297,532,6430,1248,4971,1182,1104,472,3540,796,11489,1569,15303,2033,15117,2116,13374,1442,14286,1595,6226,1153,5452,1022,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,53448,5555,11454,2926,4674,1395,319,256,385,337,918,502,694,545,139,233,113,184,448,334,731,402,332,242,349,292,140,130,0,192,106,182,6780,1801,98,82,529,402,922,569,596,371,184,230,79,100,605,415,992,490,1026,501,731,536,737,472,281,317,0,192,41994,4668,20676,2916,2356,988,267,242,1543,487,1073,478,353,235,476,239,2026,947,2848,752,2810,1004,3714,833,2119,531,819,419,272,197,21318,2387,976,364,179,162,1652,527,1218,678,34,58,574,364,2753,952,3683,1104,3327,997,2912,740,2878,654,571,303,561,324,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,51444,5080,11969,2845,6385,1860,815,544,190,252,179,147,517,403,3,6,49,66,775,494,750,673,919,528,586,362,657,434,428,319,517,427,5584,1408,298,268,150,156,436,411,154,183,54,90,156,258,225,238,577,352,1166,631,864,499,877,545,287,280,340,230,39475,4668,19945,2465,636,333,273,261,1166,497,1237,794,366,371,145,137,2519,1137,1639,661,3206,1358,3732,1059,2223,727,1998,602,805,355,19530,3095,753,512,312,199,894,488,1377,718,459,298,1103,585,1607,1010,2134,931,1968,643,2759,946,3572,1027,1696,604,896,416,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
