GEO_ID,B24010G_001E,B24010G_001M,B24010G_002E,B24010G_002M,B24010G_003E,B24010G_003M,B24010G_004E,B24010G_004M,B24010G_005E,B24010G_005M,B24010G_006E,B24010G_006M,B24010G_007E,B24010G_007M,B24010G_008E,B24010G_008M,B24010G_009E,B24010G_009M,B24010G_010E,B24010G_010M,B24010G_011E,B24010G_011M,B24010G_012E,B24010G_012M,B24010G_013E,B24010G_013M,B24010G_014E,B24010G_014M,B24010G_015E,B24010G_015M,B24010G_016E,B24010G_016M,B24010G_017E,B24010G_017M,B24010G_018E,B24010G_018M,B24010G_019E,B24010G_019M,B24010G_020E,B24010G_020M,B24010G_021E,B24010G_021M,B24010G_022E,B24010G_022M,B24010G_023E,B24010G_023M,B24010G_024E,B24010G_024M,B24010G_025E,B24010G_025M,B24010G_026E,B24010G_026M,B24010G_027E,B24010G_027M,B24010G_028E,B24010G_028M,B24010G_029E,B24010G_029M,B24010G_030E,B24010G_030M,B24010G_031E,B24010G_031M,B24010G_032E,B24010G_032M,B24010G_033E,B24010G_033M,B24010G_034E,B24010G_034M,B24010G_035E,B24010G_035M,B24010G_036E,B24010G_036M,B24010G_037E,B24010G_037M,B24010G_038E,B24010G_038M,B24010G_039E,B24010G_039M,B24010G_040E,B24010G_040M,B24010G_041E,B24010G_041M,B24010G_042E,B24010G_042M,B24010G_043E,B24010G_043M,B24010G_044E,B24010G_044M,B24010G_045E,B24010G_045M,B24010G_046E,B24010G_046M,B24010G_047E,B24010G_047M,B24010G_048E,B24010G_048M,B24010G_049E,B24010G_049M,B24010G_050E,B24010G_050M,B24010G_051E,B24010G_051M,B24010G_052E,B24010G_052M,B24010G_053E,B24010G_053M,B24010G_054E,B24010G_054M,B24010G_055E,B24010G_055M,B24010G_056E,B24010G_056M,B24010G_057E,B24010G_057M,B24010G_058E,B24010G_058M,B24010G_059E,B24010G_059M,B24010G_060E,B24010G_060M,B24010G_061E,B24010G_061M,B24010G_062E,B24010G_062M,B24010G_063E,B24010G_063M,B24010G_064E,B24010G_064M,B24010G_065E,B24010G_065M,B24010G_066E,B24010G_066M,B24010G_067E,B24010G_067M,B24010G_068E,B24010G_068M,B24010G_069E,B24010G_069M,B24010G_070E,B24010G_070M,B24010G_071E,B24010G_071M,B24010G_072E,B24010G_072M,B24010G_073E,B24010G_073M,NAME,B24010G_001MA,B24010G_001EA,B24010G_002EA,B24010G_002MA,B24010G_003EA,B24010G_003MA,B24010G_004MA,B24010G_004EA,B24010G_005MA,B24010G_005EA,B24010G_006MA,B24010G_006EA,B24010G_007EA,B24010G_007MA,B24010G_008EA,B24010G_008MA,B24010G_009MA,B24010G_009EA,B24010G_010MA,B24010G_010EA,B24010G_011MA,B24010G_011EA,B24010G_012EA,B24010G_012MA,B24010G_013EA,B24010G_013MA,B24010G_014EA,B24010G_014MA,B24010G_015MA,B24010G_015EA,B24010G_016EA,B24010G_016MA,B24010G_017EA,B24010G_017MA,B24010G_018EA,B24010G_018MA,B24010G_019EA,B24010G_019MA,B24010G_020MA,B24010G_020EA,B24010G_021MA,B24010G_021EA,B24010G_022MA,B24010G_022EA,B24010G_023EA,B24010G_023MA,B24010G_024EA,B24010G_024MA,B24010G_025EA,B24010G_025MA,B24010G_026MA,B24010G_026EA,B24010G_027MA,B24010G_027EA,B24010G_028EA,B24010G_028MA,B24010G_029EA,B24010G_029MA,B24010G_030EA,B24010G_030MA,B24010G_031MA,B24010G_031EA,B24010G_032MA,B24010G_032EA,B24010G_033MA,B24010G_033EA,B24010G_034MA,B24010G_034EA,B24010G_035MA,B24010G_035EA,B24010G_036EA,B24010G_036MA,B24010G_037MA,B24010G_037EA,B24010G_038MA,B24010G_038EA,B24010G_039MA,B24010G_039EA,B24010G_040MA,B24010G_040EA,B24010G_041MA,B24010G_041EA,B24010G_042MA,B24010G_042EA,B24010G_043MA,B24010G_043EA,B24010G_044MA,B24010G_044EA,B24010G_045MA,B24010G_045EA,B24010G_046MA,B24010G_046EA,B24010G_047EA,B24010G_047MA,B24010G_048MA,B24010G_048EA,B24010G_049MA,B24010G_049EA,B24010G_050MA,B24010G_050EA,B24010G_051EA,B24010G_051MA,B24010G_052EA,B24010G_052MA,B24010G_053MA,B24010G_053EA,B24010G_054MA,B24010G_054EA,B24010G_055MA,B24010G_055EA,B24010G_056MA,B24010G_056EA,B24010G_057EA,B24010G_057MA,B24010G_058EA,B24010G_058MA,B24010G_059MA,B24010G_059EA,B24010G_060MA,B24010G_060EA,B24010G_061MA,B24010G_061EA,B24010G_062EA,B24010G_062MA,B24010G_063EA,B24010G_063MA,B24010G_064MA,B24010G_064EA,B24010G_065MA,B24010G_065EA,B24010G_066MA,B24010G_066EA,B24010G_067EA,B24010G_067MA,B24010G_068EA,B24010G_068MA,B24010G_069EA,B24010G_069MA,B24010G_070MA,B24010G_070EA,B24010G_071EA,B24010G_071MA,B24010G_072EA,B24010G_072MA,B24010G_073EA,B24010G_073MA,state
0400000US01,22025,2834,10616,1800,3468,1081,1229,606,1114,587,115,132,763,424,261,243,410,290,92,96,1163,619,0,189,129,137,738,542,296,325,313,325,302,327,11,20,1478,666,131,157,166,266,166,266,0,189,449,327,544,451,188,266,1818,728,582,373,1236,621,1539,597,44,85,847,478,648,298,2313,778,759,467,680,352,874,553,11409,1911,4339,1109,1391,536,537,349,854,415,208,189,89,105,21,30,98,164,1487,571,164,127,46,60,1024,513,253,250,1253,728,867,597,386,373,2770,1020,423,474,396,316,80,117,316,306,895,553,295,378,761,549,3652,1032,1601,697,2051,703,315,353,0,189,315,353,0,189,333,198,271,178,44,65,18,36,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21114,2113,10703,1273,2314,728,731,345,460,254,271,251,545,356,27,38,518,350,0,145,773,364,216,130,0,145,216,182,341,282,265,338,0,145,265,338,1814,632,103,150,278,236,258,231,20,38,830,485,406,279,197,178,2424,677,1105,591,1319,494,2185,566,104,102,1365,470,716,341,1966,730,945,503,620,432,401,370,10411,1659,3108,820,927,397,567,352,360,235,146,143,63,114,30,44,53,84,1068,408,209,163,0,145,536,292,323,232,967,468,477,368,490,335,2878,803,529,356,192,184,127,141,65,128,1000,525,179,190,978,517,3852,998,559,327,3293,929,55,64,44,61,11,21,0,145,518,480,276,329,0,145,242,319,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,70555,5738,36686,3673,9998,1606,3993,927,2542,744,1451,592,3256,1001,2123,771,874,546,259,198,1845,586,387,266,164,153,853,455,441,309,904,589,384,272,520,532,6849,1361,118,149,1797,695,829,499,968,416,2780,928,1251,644,903,628,8786,1959,4181,1078,4605,1662,5537,1474,594,422,2454,885,2489,908,5516,1203,2480,704,1517,739,1519,604,33869,3420,11933,1767,4764,1077,2849,859,1915,843,827,410,502,359,110,134,215,178,4399,1114,1023,614,88,97,2760,759,528,350,1943,573,1451,509,492,283,8297,1696,1385,473,497,443,393,436,104,122,2255,819,1100,766,3060,999,11433,1802,3932,945,7501,1430,324,253,171,187,102,122,51,87,1882,791,1173,744,264,194,445,244,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,20616,2732,9351,1716,2406,887,603,365,493,339,110,132,235,246,83,133,115,174,37,72,941,476,135,117,103,139,331,302,372,363,627,381,365,268,262,285,1508,607,117,156,147,166,111,149,36,62,510,396,519,352,215,215,2313,912,1387,563,926,665,924,385,333,236,434,246,157,137,2200,715,968,420,773,518,459,293,11265,1929,3551,920,522,251,161,156,361,244,120,150,61,107,59,97,0,190,1990,721,242,299,396,356,1160,546,192,322,919,466,535,360,384,319,2181,782,399,262,0,190,0,190,0,190,1023,632,161,272,598,341,4708,1266,2052,1008,2656,886,0,190,0,190,0,190,0,190,825,553,680,532,65,114,80,121,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,611750,11791,310040,8059,114591,4693,49242,3668,35181,3190,14061,1756,26353,2592,14110,1615,9949,1640,2294,578,29216,2266,3886,817,3121,900,11568,1494,10641,1703,9780,1578,5842,1372,3938,1014,55811,4098,2380,812,13062,1966,7839,1516,5223,1266,20112,2434,10922,1668,9335,1921,62234,4518,33994,3315,28240,2788,33184,2968,2796,854,15510,1920,14878,1950,44220,3801,17064,2301,14144,1994,13012,1946,301710,8296,122579,4985,45077,3613,26268,2705,18809,2351,10611,1455,4459,993,2125,739,4027,877,45286,2966,7243,1256,3523,735,24952,2255,9568,1678,21605,2666,12987,1832,8618,1638,66923,4890,10762,1701,2870,735,1543,543,1327,509,22641,2954,6707,1409,23943,2738,95578,5016,36142,3224,59436,3625,1852,657,844,436,469,454,539,298,14778,2144,7520,1520,4342,1298,2916,876,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,67590,4489,34792,2842,11181,1383,4583,1044,3190,870,1393,662,3362,844,1906,567,1311,591,145,131,2498,695,476,289,64,81,1235,504,723,415,738,360,580,349,158,158,5377,1162,157,148,1149,544,892,495,257,177,2334,904,1192,612,545,300,7740,1439,3537,1021,4203,1080,5767,1168,132,135,3171,857,2464,842,4727,1259,1601,759,1832,685,1294,574,32798,3214,12880,2066,5464,1106,3331,953,2133,601,1622,735,594,411,367,274,661,527,3169,935,993,573,83,112,1504,598,589,313,2625,1080,1801,1021,824,479,8354,1534,1814,731,518,349,436,319,82,159,3641,1000,923,480,1458,551,9746,1691,3831,1011,5915,1265,254,294,40,67,177,287,37,62,1564,689,772,376,303,246,489,488,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,34429,3516,17782,2370,5439,1119,2458,723,1634,638,824,402,1264,538,762,439,326,250,176,207,1159,495,207,185,74,122,510,342,368,301,558,321,279,182,279,311,4374,1247,134,161,836,394,649,359,187,161,1733,667,1059,589,612,546,3420,1056,1613,702,1807,925,1323,659,0,197,982,521,341,370,3226,1041,1478,761,1201,724,547,351,16647,2093,5853,1274,1773,600,1112,487,661,354,408,281,368,267,0,197,40,79,2410,894,305,229,247,227,1684,732,174,153,1262,512,690,374,572,345,6192,1422,1608,777,363,295,232,165,131,207,2348,991,248,234,1625,731,4157,973,1497,648,2660,739,37,60,0,197,37,60,0,197,408,312,157,144,251,275,0,197,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,155176,8640,76054,5788,24311,2903,10248,1802,7861,1352,2387,750,5968,1421,3614,1095,1302,532,1052,680,5686,1559,511,317,844,756,1853,1042,2478,866,2409,726,1615,605,794,446,15307,2368,895,642,2797,1038,1991,818,806,450,6735,1638,3434,1074,1446,666,14236,2234,8563,1696,5673,1184,10631,1896,284,218,6626,1532,3721,1079,11569,1944,4266,1380,5253,1501,2050,819,79122,5891,26132,3102,9237,1789,5610,1469,3627,981,1948,745,1208,578,344,278,396,314,9047,1753,1052,475,609,445,5535,1374,1851,732,5900,1509,4185,1235,1715,658,22759,3187,3665,988,1755,824,1077,536,678,673,8559,1977,3601,1049,5179,1409,26740,3423,10495,1844,16245,2625,514,295,302,225,54,90,158,167,2977,973,1990,826,577,373,410,319,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,61082,4921,30422,3298,12950,1954,5888,1398,4194,1285,1694,570,3191,904,1977,769,823,549,391,419,2635,1147,348,356,71,82,958,593,1258,662,1236,592,692,399,544,420,4782,1320,0,211,969,583,372,351,597,431,2060,845,1407,666,346,313,4831,1269,1908,643,2923,1105,3132,892,116,163,1563,692,1453,599,4727,1228,1929,895,1207,597,1591,682,30660,3444,11417,1896,4130,1087,2182,915,1948,738,1126,603,395,382,151,203,580,444,3958,974,768,435,78,129,2616,720,496,308,2203,697,1676,668,527,333,5508,1178,1277,694,289,320,289,320,0,211,2140,787,985,596,817,371,12423,2009,5936,1460,6487,1375,111,146,57,107,54,92,0,211,1201,637,715,454,395,397,91,193,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,137676,6245,72921,4061,16176,1721,7420,1094,5710,974,1710,558,2390,719,1227,563,881,313,282,298,4109,927,612,326,231,173,2333,595,933,449,2257,777,1709,671,548,338,18691,2077,273,175,6124,1190,3862,892,2262,755,6108,1230,4842,1111,1344,601,13167,1685,7351,1329,5816,1121,14759,1751,651,317,9117,1665,4991,1063,10128,1569,2226,627,4950,1093,2952,801,64755,3626,22354,2101,7740,1449,4649,1009,3091,975,1160,539,414,271,328,235,418,375,9777,1444,1712,640,487,376,6037,1107,1541,606,3677,974,2299,827,1378,599,13637,1820,1886,624,649,420,603,426,46,78,6359,1205,1899,712,2844,847,25339,2623,9032,1578,16307,2048,793,496,136,164,266,300,391,358,2632,828,910,575,1210,541,512,254,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,86824,4842,40951,3117,12950,1828,5548,1224,3885,1023,1663,590,3368,1028,2091,720,1150,675,127,116,2721,609,228,200,348,279,1734,535,411,279,1313,504,860,387,453,303,9105,1699,232,197,2269,829,947,643,1322,532,3717,1110,1851,691,1036,516,7567,1366,4726,959,2841,818,4090,709,81,93,2440,594,1569,607,7239,1236,2951,799,2635,841,1653,589,45873,3344,16461,1869,5970,1053,3980,875,1990,712,1320,386,422,193,429,246,469,263,5212,1011,624,357,457,237,3686,903,445,286,3959,958,2642,800,1317,502,10892,1972,2189,857,542,389,331,274,211,223,3931,1044,1262,483,2968,774,14877,2114,6896,1519,7981,1370,171,256,0,182,24,46,147,238,3472,872,1637,574,764,495,1071,553,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,41071,3341,21206,2189,3349,720,1109,479,756,367,353,305,692,365,275,207,176,167,241,279,1173,432,117,120,79,124,699,327,278,245,375,283,193,187,182,190,4476,1078,93,113,803,420,544,362,259,267,3089,893,336,176,155,157,4367,1085,1746,663,2621,802,2440,716,121,172,1274,521,1045,446,6574,1236,3538,946,1074,495,1962,803,19865,2142,7272,1340,1820,595,1201,498,619,319,391,269,132,136,259,229,0,187,2777,937,769,595,264,226,1193,518,551,408,2284,724,976,524,1308,520,5031,1032,1345,650,148,135,112,127,36,62,1895,746,388,286,1255,482,5267,1229,2591,809,2676,874,165,192,73,104,92,182,0,187,2130,801,1611,741,310,267,209,184,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
