GEO_ID,B17010B_001E,B17010B_001M,B17010B_002E,B17010B_002M,B17010B_003E,B17010B_003M,B17010B_004E,B17010B_004M,B17010B_005E,B17010B_005M,B17010B_006E,B17010B_006M,B17010B_007E,B17010B_007M,B17010B_008E,B17010B_008M,B17010B_009E,B17010B_009M,B17010B_010E,B17010B_010M,B17010B_011E,B17010B_011M,B17010B_012E,B17010B_012M,B17010B_013E,B17010B_013M,B17010B_014E,B17010B_014M,B17010B_015E,B17010B_015M,B17010B_016E,B17010B_016M,B17010B_017E,B17010B_017M,B17010B_018E,B17010B_018M,B17010B_019E,B17010B_019M,B17010B_020E,B17010B_020M,B17010B_021E,B17010B_021M,B17010B_022E,B17010B_022M,B17010B_023E,B17010B_023M,B17010B_024E,B17010B_024M,B17010B_025E,B17010B_025M,B17010B_026E,B17010B_026M,B17010B_027E,B17010B_027M,B17010B_028E,B17010B_028M,B17010B_029E,B17010B_029M,B17010B_030E,B17010B_030M,B17010B_031E,B17010B_031M,B17010B_032E,B17010B_032M,B17010B_033E,B17010B_033M,B17010B_034E,B17010B_034M,B17010B_035E,B17010B_035M,B17010B_036E,B17010B_036M,B17010B_037E,B17010B_037M,B17010B_038E,B17010B_038M,B17010B_039E,B17010B_039M,B17010B_040E,B17010B_040M,B17010B_041E,B17010B_041M,NAME,B17010B_001EA,B17010B_001MA,B17010B_002EA,B17010B_002MA,B17010B_003EA,B17010B_003MA,B17010B_004MA,B17010B_004EA,B17010B_005MA,B17010B_005EA,B17010B_006MA,B17010B_006EA,B17010B_007EA,B17010B_007MA,B17010B_008EA,B17010B_008MA,B17010B_009EA,B17010B_009MA,B17010B_010MA,B17010B_010EA,B17010B_011MA,B17010B_011EA,B17010B_012EA,B17010B_012MA,B17010B_013EA,B17010B_013MA,B17010B_014EA,B17010B_014MA,B17010B_015MA,B17010B_015EA,B17010B_016MA,B17010B_016EA,B17010B_017MA,B17010B_017EA,B17010B_018MA,B17010B_018EA,B17010B_019EA,B17010B_019MA,B17010B_020EA,B17010B_020MA,B17010B_021MA,B17010B_021EA,B17010B_022MA,B17010B_022EA,B17010B_023MA,B17010B_023EA,B17010B_024EA,B17010B_024MA,B17010B_025EA,B17010B_025MA,B17010B_026MA,B17010B_026EA,B17010B_027MA,B17010B_027EA,B17010B_028MA,B17010B_028EA,B17010B_029MA,B17010B_029EA,B17010B_030EA,B17010B_030MA,B17010B_031EA,B17010B_031MA,B17010B_032MA,B17010B_032EA,B17010B_033MA,B17010B_033EA,B17010B_034MA,B17010B_034EA,B17010B_035EA,B17010B_035MA,B17010B_036EA,B17010B_036MA,B17010B_037MA,B17010B_037EA,B17010B_038MA,B17010B_038EA,B17010B_039EA,B17010B_039MA,B17010B_040EA,B17010B_040MA,B17010B_041EA,B17010B_041MA,state
0400000US01,300995,5633,84322,4112,12942,1610,6733,1269,1363,582,1010,564,4360,1050,6209,1026,71380,4078,5721,1134,3409,986,558,386,833,476,2018,724,2312,736,65659,4067,53994,3406,8385,1631,15237,2158,30372,2928,11665,1469,216673,5975,116584,5000,49772,3806,8013,1468,8771,1684,32988,3161,66812,3835,100089,4570,19770,2075,8897,1622,2495,824,1133,724,5269,1315,10873,1517,80319,4509,44401,3622,8425,1823,4451,1196,31525,2949,35918,2696,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,56848,2839,11433,1487,1669,624,1184,540,150,244,392,296,642,383,485,402,9764,1449,1962,817,1298,641,233,291,368,320,697,482,664,510,7802,1268,7153,1245,365,370,2997,929,3791,1079,649,355,45415,2666,25864,2131,12686,1716,1597,586,3262,947,7827,1495,13178,1618,19551,2170,6467,1458,3944,1227,1175,801,718,551,2051,860,2523,721,13084,1742,8865,1526,1573,610,1116,673,6176,1343,4219,981,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,102804,4587,28389,2829,4838,991,2597,869,240,164,1143,472,1214,693,2241,651,23551,2699,2415,853,1616,738,285,340,94,154,1237,668,799,403,21136,2370,18620,2212,3811,982,5919,1314,8890,1507,2516,737,74415,3950,40205,2854,16188,2125,2784,894,2626,849,10778,1736,24017,1937,34210,3103,6071,1508,3147,1246,913,707,110,150,2124,988,2924,858,28139,2656,17831,2386,3638,1079,2097,922,12096,1887,10308,1405,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,490658,7856,100744,5130,15696,1994,10693,1573,993,451,5002,1284,4698,1134,5003,1130,85048,4836,13796,2225,9584,2065,2737,1257,1372,560,5475,1359,4212,1029,71252,4664,60269,4591,9305,1211,16581,2742,34383,3455,10983,1312,389914,7319,203900,5740,91295,5738,14888,1907,19290,2469,57117,4277,112605,4091,186014,6393,44832,3782,23315,2786,5099,1157,2396,831,15820,2567,21517,2270,141182,5850,78275,4477,13348,2120,9162,1638,55765,4362,62907,3791,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,44121,2337,8651,1752,2436,870,1549,713,132,138,523,347,894,538,887,440,6215,1490,905,523,760,479,48,79,0,192,712,487,145,185,5310,1392,4923,1330,720,579,1023,536,3180,1015,387,313,35470,2271,20079,1937,11415,1512,2402,924,2790,972,6223,1020,8664,1269,15391,2071,4945,1188,2488,781,632,417,271,303,1585,775,2457,886,10446,1820,6288,1489,1498,712,1380,743,3410,1201,4158,1024,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,81584,3097,14309,1927,2220,805,986,541,90,124,450,325,446,378,1234,623,12089,1881,1892,767,1683,718,477,394,306,279,900,535,209,236,10197,1834,8552,1695,767,424,2253,764,5532,1312,1645,675,67275,3137,34887,2791,15467,1855,2222,818,3678,1107,9567,1371,19420,2043,32388,2707,6403,1207,2447,724,422,277,698,429,1327,583,3956,1125,25985,2419,14871,2070,1512,644,2175,678,11184,1898,11114,1679,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46859,2183,6865,1228,945,522,749,533,13,21,161,222,575,492,196,160,5920,1171,1002,570,444,273,176,220,103,126,165,213,558,503,4918,1064,4194,963,581,310,1509,642,2104,727,724,406,39994,1938,22301,1837,8968,1377,1403,614,1703,777,5862,1291,13333,1467,17693,1714,3130,893,1345,587,170,206,409,398,766,447,1785,767,14563,1625,8929,1362,1714,626,1471,631,5744,1240,5634,1029,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,62600,2849,13479,1910,1220,449,589,361,40,69,245,202,304,288,631,280,12259,1793,924,523,633,446,97,96,302,350,234,265,291,288,11335,1644,9010,1588,1427,597,2206,740,5377,1385,2325,596,49121,2390,19088,1713,7347,1355,1625,687,1399,484,4323,1118,11741,1467,30033,2305,4510,889,1353,505,279,240,0,198,1074,428,3157,765,25523,2147,13709,2006,2367,947,2045,671,9297,1531,11814,1581,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,652318,9717,146791,5998,32076,3393,19573,2497,2384,994,6077,1320,11112,1871,12503,1832,114715,5432,15134,2122,10688,1705,1975,876,3346,1035,5367,1221,4446,1179,99581,4910,84059,4654,15889,2272,24775,3287,43395,3464,15522,1876,505527,10110,279709,8194,132479,6204,21622,2792,26767,2842,84090,4675,147230,6086,225818,7459,48549,3743,23579,2832,5363,1246,4308,1348,13908,2112,24970,2407,177269,6354,104186,5492,16579,2272,14242,2042,73365,4889,73083,4271,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
