GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,NAME,B17001B_001EA,B17001B_001MA,B17001B_002EA,B17001B_002MA,B17001B_003MA,B17001B_003EA,B17001B_004EA,B17001B_004MA,B17001B_005MA,B17001B_005EA,B17001B_006EA,B17001B_006MA,B17001B_007EA,B17001B_007MA,B17001B_008MA,B17001B_008EA,B17001B_009MA,B17001B_009EA,B17001B_010MA,B17001B_010EA,B17001B_011MA,B17001B_011EA,B17001B_012MA,B17001B_012EA,B17001B_013MA,B17001B_013EA,B17001B_014EA,B17001B_014MA,B17001B_015EA,B17001B_015MA,B17001B_016MA,B17001B_016EA,B17001B_017EA,B17001B_017MA,B17001B_018MA,B17001B_018EA,B17001B_019EA,B17001B_019MA,B17001B_020MA,B17001B_020EA,B17001B_021MA,B17001B_021EA,B17001B_022MA,B17001B_022EA,B17001B_023MA,B17001B_023EA,B17001B_024MA,B17001B_024EA,B17001B_025MA,B17001B_025EA,B17001B_026EA,B17001B_026MA,B17001B_027MA,B17001B_027EA,B17001B_028EA,B17001B_028MA,B17001B_029MA,B17001B_029EA,B17001B_030MA,B17001B_030EA,B17001B_031MA,B17001B_031EA,B17001B_032MA,B17001B_032EA,B17001B_033MA,B17001B_033EA,B17001B_034MA,B17001B_034EA,B17001B_035MA,B17001B_035EA,B17001B_036MA,B17001B_036EA,B17001B_037EA,B17001B_037MA,B17001B_038MA,B17001B_038EA,B17001B_039EA,B17001B_039MA,B17001B_040MA,B17001B_040EA,B17001B_041MA,B17001B_041EA,B17001B_042MA,B17001B_042EA,B17001B_043MA,B17001B_043EA,B17001B_044MA,B17001B_044EA,B17001B_045MA,B17001B_045EA,B17001B_046EA,B17001B_046MA,B17001B_047MA,B17001B_047EA,B17001B_048EA,B17001B_048MA,B17001B_049MA,B17001B_049EA,B17001B_050EA,B17001B_050MA,B17001B_051EA,B17001B_051MA,B17001B_052MA,B17001B_052EA,B17001B_053MA,B17001B_053EA,B17001B_054MA,B17001B_054EA,B17001B_055EA,B17001B_055MA,B17001B_056EA,B17001B_056MA,B17001B_057EA,B17001B_057MA,B17001B_058MA,B17001B_058EA,B17001B_059EA,B17001B_059MA,state
0400000US01,1245331,7472,387655,13923,165056,7304,22030,2479,3829,1126,26579,2802,11852,1847,3455,942,6731,1247,21600,2829,17705,2642,13420,1665,14065,1976,15007,1796,5128,996,3655,854,222599,8902,21736,2378,4249,1392,23349,2590,13818,2178,3219,866,6360,1556,26197,2881,37147,2762,26082,2605,22133,2401,20086,1560,10528,1499,7695,985,857676,14286,406310,7796,24213,2843,3769,1293,30091,2866,15849,2195,5210,1114,12846,1692,45954,3510,58888,3171,58046,3170,56367,2356,51078,2274,29697,1507,14302,1166,451366,8621,20978,2544,4662,1595,27721,2824,15077,1973,6260,1107,13108,1428,46215,3303,58980,3071,64585,3078,67776,2706,65111,1728,35318,1585,25575,1516,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,265803,6437,67429,6624,32685,3753,3984,1038,963,531,5924,1365,2013,883,555,417,1112,542,4469,1262,4701,1186,2558,784,2505,715,2997,756,715,397,189,160,34744,3905,2958,997,406,311,4298,1109,1630,653,868,365,798,434,4672,1426,6079,1363,4159,914,3791,930,2764,900,1370,541,951,597,198374,8349,102969,4879,7416,1463,1269,592,7991,1714,3259,919,1384,505,2845,813,10645,1649,16853,1683,17103,1402,14370,818,10683,1111,5986,567,3165,662,95405,4722,6643,1231,1063,624,8101,1495,3872,1225,1232,679,2771,703,9721,1599,14611,1553,13859,1262,12182,1296,11060,1114,6086,672,4204,868,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,445186,4859,147642,8133,64586,4870,9426,1736,1905,929,9561,1685,5540,1538,1505,523,2445,774,10903,1791,5091,1351,4124,1191,6425,1351,4646,824,1731,500,1284,470,83056,5207,9647,1354,1375,607,10790,2057,4496,1173,1517,697,2407,657,10275,1631,12230,1746,10950,1735,6986,1155,5644,984,2969,643,3770,879,297544,8867,143395,5662,9381,1517,1899,963,11628,1796,5130,1296,3024,797,5117,1184,13453,2020,21605,2164,20863,1922,18506,1470,18859,1022,9211,829,4719,651,154149,5166,6815,1201,1690,664,10307,1882,8716,1443,1494,646,5555,1176,14642,1711,20517,2195,21694,1924,23010,1907,22397,1173,10398,824,6914,747,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2161095,15484,548505,18855,246853,10401,27310,3518,4645,1266,30879,3454,15396,2081,3553,988,8081,1467,33841,2891,32965,3340,23098,2565,26105,2672,28670,2281,8130,1209,4180,828,301652,12402,27241,3292,4469,1335,32955,3634,14756,2066,4627,1113,8350,1453,38614,3120,46725,3823,33133,3068,35310,2941,30632,2797,13379,1426,11461,1379,1612590,21084,789125,11484,40443,3458,7612,1353,50244,3922,29045,2531,10432,1545,24343,2134,85153,3451,121681,4314,108686,3960,120808,3740,97605,2707,57546,1754,35527,1175,823465,13586,39279,3245,7755,1708,50430,3964,26238,2816,9423,1375,22447,1969,80684,4117,115692,4193,109855,3541,128288,3227,112686,2699,70151,1755,50537,1861,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,204440,4994,44759,5757,23370,3740,2161,819,673,528,3096,1146,1133,573,458,340,1565,782,4526,1364,2165,703,1826,837,2821,808,2100,659,566,363,280,237,21389,3093,1898,940,1124,515,2531,920,894,495,209,240,794,441,2336,735,2834,859,3620,1056,1625,712,2577,860,637,334,310,272,159681,6076,84748,4098,5578,915,1729,802,6708,1325,3291,772,1126,488,1322,429,9159,1319,15528,1416,12630,1123,11720,1114,9245,890,3965,527,2747,517,74933,3867,4983,1119,1666,580,5461,1075,2594,781,1504,591,1454,625,8416,1366,12875,1501,9701,1161,11403,1009,7082,908,4852,535,2942,484,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,354350,7244,73628,6869,32562,3685,4042,1079,614,380,5722,1354,2478,901,1357,607,1455,673,3364,937,3798,1093,3287,1084,3253,918,1609,622,1182,507,401,257,41066,4354,3919,1026,972,646,3680,985,2449,918,783,476,1149,561,4993,1208,5650,1194,4759,1263,5248,1202,3538,948,2261,653,1665,504,280722,8679,133702,4579,7776,1152,2003,1072,10605,1939,5890,1548,1909,628,4719,824,15688,1799,18849,1406,19088,1521,19369,1232,15973,1033,7278,779,4555,623,147020,5160,7571,1382,1901,773,12131,1554,4040,1029,3059,807,3589,824,13558,1224,22263,1768,20904,1620,23936,1478,16812,1163,10319,814,6937,689,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,194442,3538,38717,4407,16947,2326,3177,936,623,336,2657,821,870,470,532,393,364,258,1610,766,1529,620,1349,489,2003,962,1431,638,646,421,156,172,21770,2736,1509,510,427,418,2326,655,768,408,536,380,584,358,3200,989,2914,845,2221,710,2884,932,2199,718,1231,463,971,499,155725,5490,73660,2873,4113,1025,809,396,6858,1228,2784,816,923,399,2521,564,8028,1068,10650,894,10005,596,10903,1069,8353,655,5088,531,2625,326,82065,3418,4945,856,981,560,5304,1183,3676,1073,1031,508,2436,637,6759,1180,11294,1100,11686,846,13200,987,10916,917,6179,489,3658,524,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,307045,3047,79442,6851,33336,3647,3591,1018,475,395,4354,1125,2078,765,606,413,913,469,4824,1251,3462,1353,1763,571,3937,1166,5175,942,1208,412,950,343,46106,4466,4386,1136,337,361,3886,1174,2172,898,323,235,1518,552,5211,1201,7062,1343,4091,1060,5411,1215,5966,1121,2806,584,2937,692,227603,6714,104576,3638,7032,1079,1081,611,6066,1383,3714,897,989,536,2895,708,9540,1441,16706,1542,14195,835,14971,1228,13338,929,8214,533,5835,454,123027,4503,5700,1151,1409,663,6351,1348,3583,1080,1328,477,2344,579,10057,1206,19278,1555,16623,1160,17504,1218,17460,1158,11199,677,10191,803,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3101494,15922,833388,27587,379433,16287,49781,4701,9157,1631,58299,5104,23739,2676,7501,1641,16142,2487,53426,5072,41409,4191,29994,2672,34294,3414,33496,2917,13674,1867,8521,1450,453955,14101,48156,4128,9005,1596,49578,4717,25285,2760,7677,1490,15985,2102,59092,4420,63891,4986,55330,3791,41968,3005,38642,3193,20451,2271,18895,2398,2268106,32135,1079892,17794,64734,4706,12972,2412,85893,6053,51075,4303,17125,2256,35117,3191,122810,5532,163841,5426,153287,4315,151984,4292,116894,3358,66672,2661,37488,2258,1188214,18209,66730,5034,11685,2193,86594,5594,44585,3979,13890,2105,32553,2577,123719,5405,181557,5473,166054,4946,175041,3500,143586,3557,85358,2524,56862,2844,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
