GEO_ID,B21001C_001E,B21001C_001M,B21001C_002E,B21001C_002M,B21001C_003E,B21001C_003M,B21001C_004E,B21001C_004M,B21001C_005E,B21001C_005M,B21001C_006E,B21001C_006M,B21001C_007E,B21001C_007M,B21001C_008E,B21001C_008M,B21001C_009E,B21001C_009M,B21001C_010E,B21001C_010M,B21001C_011E,B21001C_011M,B21001C_012E,B21001C_012M,B21001C_013E,B21001C_013M,B21001C_014E,B21001C_014M,B21001C_015E,B21001C_015M,B21001C_016E,B21001C_016M,B21001C_017E,B21001C_017M,B21001C_018E,B21001C_018M,B21001C_019E,B21001C_019M,B21001C_020E,B21001C_020M,B21001C_021E,B21001C_021M,B21001C_022E,B21001C_022M,B21001C_023E,B21001C_023M,B21001C_024E,B21001C_024M,B21001C_025E,B21001C_025M,B21001C_026E,B21001C_026M,B21001C_027E,B21001C_027M,B21001C_028E,B21001C_028M,B21001C_029E,B21001C_029M,B21001C_030E,B21001C_030M,B21001C_031E,B21001C_031M,B21001C_032E,B21001C_032M,B21001C_033E,B21001C_033M,NAME,B21001C_001EA,B21001C_001MA,B21001C_002EA,B21001C_002MA,B21001C_003MA,B21001C_003EA,B21001C_004MA,B21001C_004EA,B21001C_005EA,B21001C_005MA,B21001C_006EA,B21001C_006MA,B21001C_007EA,B21001C_007MA,B21001C_008EA,B21001C_008MA,B21001C_009MA,B21001C_009EA,B21001C_010MA,B21001C_010EA,B21001C_011EA,B21001C_011MA,B21001C_012EA,B21001C_012MA,B21001C_013EA,B21001C_013MA,B21001C_014MA,B21001C_014EA,B21001C_015MA,B21001C_015EA,B21001C_016EA,B21001C_016MA,B21001C_017EA,B21001C_017MA,B21001C_018EA,B21001C_018MA,B21001C_019MA,B21001C_019EA,B21001C_020MA,B21001C_020EA,B21001C_021MA,B21001C_021EA,B21001C_022EA,B21001C_022MA,B21001C_023MA,B21001C_023EA,B21001C_024MA,B21001C_024EA,B21001C_025MA,B21001C_025EA,B21001C_026MA,B21001C_026EA,B21001C_027EA,B21001C_027MA,B21001C_028EA,B21001C_028MA,B21001C_029EA,B21001C_029MA,B21001C_030EA,B21001C_030MA,B21001C_031MA,B21001C_031EA,B21001C_032MA,B21001C_032EA,B21001C_033EA,B21001C_033MA,state
0400000US01,17281,1894,8383,1208,1106,414,61,78,1045,412,3913,787,864,378,3049,762,1979,691,215,200,1764,663,1062,396,697,348,365,263,323,305,43,94,280,305,8898,1530,2467,852,96,120,2371,834,3336,922,52,89,3284,935,1906,699,0,189,1906,699,692,373,67,121,625,349,497,329,0,189,497,329,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,70230,2156,34413,1175,14094,943,575,253,13519,919,11904,727,717,277,11187,724,4602,550,525,137,4077,532,2303,267,989,252,1314,224,1510,352,678,314,832,237,35817,1647,13609,853,8,14,13601,851,12599,1021,204,217,12395,1018,5019,468,12,19,5007,468,3077,330,58,60,3019,338,1513,159,16,26,1497,159,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,203263,4339,96324,2847,41479,1850,529,392,40950,2003,33771,1648,2466,787,31305,1725,11417,737,1500,438,9917,714,6051,617,1474,404,4577,591,3606,489,1003,353,2603,429,106939,2823,41509,1993,205,197,41304,1977,37086,1524,155,119,36931,1516,15183,897,14,23,15169,899,7652,483,111,105,7541,488,5509,429,85,138,5424,403,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,12787,1824,6818,1259,1493,561,240,191,1253,536,3437,1002,572,390,2865,1032,1260,442,431,278,829,381,433,261,0,190,433,261,195,165,52,65,143,147,5969,1067,1606,518,105,166,1501,508,2548,660,0,190,2548,660,1031,480,0,190,1031,480,564,322,0,190,564,322,220,195,0,190,220,195,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,217578,9820,109507,6233,41487,3022,1426,770,40061,3145,40746,3759,3419,778,37327,3640,16005,1634,2906,755,13099,1611,8205,1045,3025,649,5180,921,3064,699,1745,406,1319,530,108071,5402,36857,2992,624,604,36233,2922,38300,2881,655,488,37645,2868,18933,1879,687,426,18246,1775,7391,1236,48,81,7343,1233,6590,1119,412,302,6178,1020,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,39359,3555,17990,2200,6618,1421,16,32,6602,1416,7909,1300,1234,629,6675,1233,2266,545,517,301,1749,529,819,419,313,201,506,359,378,264,265,261,113,92,21369,2017,8339,1156,18,37,8321,1159,7996,1331,207,231,7789,1288,3615,818,335,413,3280,761,858,449,83,97,775,443,561,324,0,192,561,324,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40887,3955,21676,2374,5904,1539,74,87,5830,1547,9050,1566,1686,603,7364,1467,2929,835,1311,600,1618,577,2471,703,1388,500,1083,439,1322,555,657,373,665,416,19211,2418,4672,1424,0,214,4672,1424,6862,1306,36,61,6826,1300,4449,1126,55,93,4394,1120,1983,680,25,44,1958,677,1245,435,0,214,1245,435,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
