GEO_ID,B10051F_001E,B10051F_001M,B10051F_002E,B10051F_002M,B10051F_003E,B10051F_003M,B10051F_004E,B10051F_004M,B10051F_005E,B10051F_005M,B10051F_006E,B10051F_006M,B10051F_007E,B10051F_007M,NAME,B10051F_001MA,B10051F_001EA,B10051F_002MA,B10051F_002EA,B10051F_003EA,B10051F_003MA,B10051F_004EA,B10051F_004MA,B10051F_005MA,B10051F_005EA,B10051F_006MA,B10051F_006EA,B10051F_007MA,B10051F_007EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,15005,2062,4539,1057,3049,923,1490,621,10466,1912,4812,1218,5654,1399,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2161,1156,897,565,611,421,286,285,1264,1051,916,990,348,305,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,224485,10659,50718,4005,35583,3591,15135,2404,173767,9261,92160,5827,81607,6074,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5660,1708,2513,995,1467,790,1046,603,3147,1221,1595,931,1552,764,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,5332,1546,2746,1225,1906,933,840,733,2586,999,1635,716,951,614,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14339,2620,2800,939,1988,751,812,496,11539,2442,3995,1241,7544,1995,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6392,1750,1473,783,1399,773,74,121,4919,1612,4015,1397,904,558,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,31370,4052,6492,1434,4588,1185,1904,727,24878,3549,14662,2630,10216,1971,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5035,1526,1757,1017,1471,956,286,383,3278,1163,2442,1151,836,446,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1981,873,689,453,582,424,107,143,1292,716,916,659,376,275,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,742,386,310,232,159,151,151,150,432,323,241,209,191,232,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,7938,1934,1889,821,1244,671,645,466,6049,1642,2186,1134,3863,1284,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
