GEO_ID,B21001B_001E,B21001B_001M,B21001B_002E,B21001B_002M,B21001B_003E,B21001B_003M,B21001B_004E,B21001B_004M,B21001B_005E,B21001B_005M,B21001B_006E,B21001B_006M,B21001B_007E,B21001B_007M,B21001B_008E,B21001B_008M,B21001B_009E,B21001B_009M,B21001B_010E,B21001B_010M,B21001B_011E,B21001B_011M,B21001B_012E,B21001B_012M,B21001B_013E,B21001B_013M,B21001B_014E,B21001B_014M,B21001B_015E,B21001B_015M,B21001B_016E,B21001B_016M,B21001B_017E,B21001B_017M,B21001B_018E,B21001B_018M,B21001B_019E,B21001B_019M,B21001B_020E,B21001B_020M,B21001B_021E,B21001B_021M,B21001B_022E,B21001B_022M,B21001B_023E,B21001B_023M,B21001B_024E,B21001B_024M,B21001B_025E,B21001B_025M,B21001B_026E,B21001B_026M,B21001B_027E,B21001B_027M,B21001B_028E,B21001B_028M,B21001B_029E,B21001B_029M,B21001B_030E,B21001B_030M,B21001B_031E,B21001B_031M,B21001B_032E,B21001B_032M,B21001B_033E,B21001B_033M,NAME,B21001B_001MA,B21001B_001EA,B21001B_002MA,B21001B_002EA,B21001B_003MA,B21001B_003EA,B21001B_004MA,B21001B_004EA,B21001B_005EA,B21001B_005MA,B21001B_006EA,B21001B_006MA,B21001B_007MA,B21001B_007EA,B21001B_008MA,B21001B_008EA,B21001B_009MA,B21001B_009EA,B21001B_010MA,B21001B_010EA,B21001B_011EA,B21001B_011MA,B21001B_012EA,B21001B_012MA,B21001B_013EA,B21001B_013MA,B21001B_014EA,B21001B_014MA,B21001B_015MA,B21001B_015EA,B21001B_016MA,B21001B_016EA,B21001B_017EA,B21001B_017MA,B21001B_018EA,B21001B_018MA,B21001B_019EA,B21001B_019MA,B21001B_020MA,B21001B_020EA,B21001B_021MA,B21001B_021EA,B21001B_022EA,B21001B_022MA,B21001B_023EA,B21001B_023MA,B21001B_024EA,B21001B_024MA,B21001B_025EA,B21001B_025MA,B21001B_026MA,B21001B_026EA,B21001B_027EA,B21001B_027MA,B21001B_028EA,B21001B_028MA,B21001B_029EA,B21001B_029MA,B21001B_030EA,B21001B_030MA,B21001B_031MA,B21001B_031EA,B21001B_032MA,B21001B_032EA,B21001B_033EA,B21001B_033MA,state
0400000US01,958140,4616,431213,2907,157914,2858,5300,1326,152614,3054,150627,2202,22835,2260,127792,2948,68313,1429,19619,1705,48694,1944,35499,1262,11737,1257,23762,1562,18860,1200,6813,837,12047,1325,526927,3120,176980,2550,2307,873,174673,2746,181196,2832,5301,1351,175895,3185,85694,1101,2008,614,83686,1320,46268,1200,524,288,45744,1250,36789,1390,0,189,36789,1390,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,17571,1322,10426,1396,4592,1160,808,659,3784,1411,4096,770,924,466,3172,778,1063,533,574,412,489,318,259,268,109,187,150,194,416,466,416,466,0,145,7145,1020,2054,667,102,178,1952,688,2625,571,219,190,2406,562,844,517,371,416,473,357,542,398,198,299,344,280,1080,633,0,145,1080,633,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,205004,3600,107338,2547,42286,2042,1984,875,40302,2062,39937,1388,7208,1299,32729,1650,14582,755,4311,877,10271,1064,6922,463,3674,749,3248,633,3611,680,2356,592,1255,532,97666,2116,36494,1589,763,527,35731,1686,34127,1175,1249,512,32878,1308,14061,677,485,273,13576,729,7456,536,230,233,7226,556,5528,859,93,156,5435,862,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,334625,3028,154982,2389,57706,2451,1513,620,56193,2584,54681,1851,7635,1456,47046,2515,24683,723,5539,933,19144,1065,11552,856,3619,784,7933,801,6360,791,1737,477,4623,802,179643,1815,62480,1976,390,275,62090,1995,63008,1816,2447,1278,60561,2276,28669,876,333,206,28336,914,13671,741,129,209,13542,741,11815,959,0,190,11815,959,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1733520,9405,842474,6843,298282,4987,14564,2788,283718,4833,301810,4199,41576,3271,260234,4559,133160,1773,33722,3066,99438,2832,67824,1480,28269,1869,39555,2081,41398,1111,23972,1387,17426,1443,891046,6017,288297,4657,4600,1530,283697,4505,309284,3294,5990,1492,303294,3630,144334,1597,2674,844,141660,1641,84496,1152,1026,404,83470,1111,64635,1199,821,474,63814,1378,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,158098,3160,85818,2219,35513,1678,1799,775,33714,2022,30511,1455,5691,1033,24820,1240,11633,622,3426,863,8207,1055,4907,516,2207,545,2700,578,3254,555,2746,609,508,255,72280,2353,26728,1820,922,509,25806,1793,26382,1403,771,348,25611,1494,9826,774,505,305,9321,806,5763,419,52,88,5711,422,3581,446,36,61,3545,444,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,275239,4510,128202,3061,48179,1937,953,566,47226,2055,48028,1602,3975,1020,44053,1950,17817,914,3145,951,14672,1213,8941,525,2476,579,6465,604,5237,538,2248,656,2989,452,147037,2873,49353,1992,171,203,49182,1981,54944,1536,1124,465,53820,1580,20610,770,570,353,20040,823,12845,587,0,197,12845,587,9285,381,117,132,9168,392,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,151714,1786,69611,1079,25330,921,485,277,24845,953,25370,442,3368,822,22002,956,10086,144,3570,828,6516,828,5932,222,2306,594,3626,617,2893,222,1468,369,1425,351,82103,1236,26272,1129,137,186,26135,1136,30097,455,770,563,29327,749,13248,319,108,99,13140,329,7542,225,100,135,7442,178,4944,185,0,185,4944,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252261,2120,110686,1176,37981,634,478,318,37503,698,36638,561,2619,829,34019,1000,19184,533,4187,992,14997,1124,9914,226,3524,651,6390,692,6969,196,3481,579,3488,618,141575,1330,46062,1025,170,162,45892,1024,43723,581,475,338,43248,647,23483,318,395,274,23088,387,14265,271,416,247,13849,343,14042,230,146,119,13896,244,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2355161,9788,1102223,6745,419220,5847,11688,2233,407532,5820,394335,4655,50586,3876,343749,5821,156528,2252,31765,2685,124763,3149,83820,2355,21275,2219,62545,2970,48320,1612,12632,1383,35688,1850,1252938,6502,440419,4373,2887,827,437532,4372,441147,3278,11393,2113,429754,3531,183992,2791,3022,797,180970,2869,107617,2016,1024,398,106593,2046,79763,1666,368,238,79395,1682,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
