GEO_ID,B10051G_001E,B10051G_001M,B10051G_002E,B10051G_002M,B10051G_003E,B10051G_003M,B10051G_004E,B10051G_004M,B10051G_005E,B10051G_005M,B10051G_006E,B10051G_006M,B10051G_007E,B10051G_007M,NAME,B10051G_001MA,B10051G_001EA,B10051G_002EA,B10051G_002MA,B10051G_003EA,B10051G_003MA,B10051G_004MA,B10051G_004EA,B10051G_005MA,B10051G_005EA,B10051G_006MA,B10051G_006EA,B10051G_007EA,B10051G_007MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2725,669,1044,428,828,427,216,163,1681,602,1158,549,523,329,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27258,2650,8199,1520,4520,1030,3679,1039,19059,2146,7234,1343,11825,1826,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2508,877,1352,743,921,604,431,368,1156,529,828,502,328,243,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1378,677,185,167,142,146,43,74,1193,631,234,196,959,637,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6761,1473,2846,1026,1615,785,1231,659,3915,1060,1535,748,2380,694,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2559,1176,900,472,555,313,345,346,1659,1076,228,203,1431,1056,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,8583,1444,3141,1003,1515,583,1626,866,5442,1088,2202,668,3240,805,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2975,975,1192,690,413,474,779,490,1783,665,592,378,1191,541,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1383,725,438,217,325,215,113,103,945,714,703,711,242,220,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1549,726,432,230,223,169,209,167,1117,707,473,300,644,597,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1048,472,550,394,467,351,83,129,498,304,254,221,244,219,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,776,305,461,267,121,154,340,214,315,178,196,137,119,116,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3177,1059,924,466,374,290,550,345,2253,948,1255,630,998,577,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
