GEO_ID,B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,NAME,B23002G_001EA,B23002G_001MA,B23002G_002EA,B23002G_002MA,B23002G_003MA,B23002G_003EA,B23002G_004MA,B23002G_004EA,B23002G_005MA,B23002G_005EA,B23002G_006EA,B23002G_006MA,B23002G_007EA,B23002G_007MA,B23002G_008EA,B23002G_008MA,B23002G_009MA,B23002G_009EA,B23002G_010MA,B23002G_010EA,B23002G_011MA,B23002G_011EA,B23002G_012MA,B23002G_012EA,B23002G_013EA,B23002G_013MA,B23002G_014MA,B23002G_014EA,B23002G_015MA,B23002G_015EA,B23002G_016MA,B23002G_016EA,B23002G_017MA,B23002G_017EA,B23002G_018EA,B23002G_018MA,B23002G_019EA,B23002G_019MA,B23002G_020MA,B23002G_020EA,B23002G_021MA,B23002G_021EA,B23002G_022MA,B23002G_022EA,B23002G_023EA,B23002G_023MA,B23002G_024EA,B23002G_024MA,B23002G_025MA,B23002G_025EA,B23002G_026MA,B23002G_026EA,B23002G_027EA,B23002G_027MA,B23002G_028EA,B23002G_028MA,B23002G_029EA,B23002G_029MA,B23002G_030EA,B23002G_030MA,B23002G_031MA,B23002G_031EA,B23002G_032EA,B23002G_032MA,B23002G_033EA,B23002G_033MA,B23002G_034EA,B23002G_034MA,B23002G_035EA,B23002G_035MA,B23002G_036MA,B23002G_036EA,B23002G_037EA,B23002G_037MA,B23002G_038EA,B23002G_038MA,B23002G_039EA,B23002G_039MA,B23002G_040EA,B23002G_040MA,B23002G_041EA,B23002G_041MA,B23002G_042EA,B23002G_042MA,B23002G_043EA,B23002G_043MA,B23002G_044EA,B23002G_044MA,B23002G_045EA,B23002G_045MA,B23002G_046EA,B23002G_046MA,B23002G_047MA,B23002G_047EA,B23002G_048EA,B23002G_048MA,B23002G_049EA,B23002G_049MA,B23002G_050EA,B23002G_050MA,B23002G_051EA,B23002G_051MA,B23002G_052EA,B23002G_052MA,B23002G_053MA,B23002G_053EA,B23002G_054MA,B23002G_054EA,B23002G_055MA,B23002G_055EA,B23002G_056EA,B23002G_056MA,B23002G_057EA,B23002G_057MA,B23002G_058MA,B23002G_058EA,B23002G_059MA,B23002G_059EA,B23002G_060MA,B23002G_060EA,B23002G_061EA,B23002G_061MA,B23002G_062EA,B23002G_062MA,B23002G_063EA,B23002G_063MA,B23002G_064MA,B23002G_064EA,B23002G_065MA,B23002G_065EA,B23002G_066MA,B23002G_066EA,B23002G_067MA,B23002G_067EA,B23002G_068EA,B23002G_068MA,B23002G_069MA,B23002G_069EA,B23002G_070MA,B23002G_070EA,B23002G_071MA,B23002G_071EA,B23002G_072MA,B23002G_072EA,B23002G_073EA,B23002G_073MA,B23002G_074EA,B23002G_074MA,B23002G_075MA,B23002G_075EA,B23002G_076MA,B23002G_076EA,B23002G_077MA,B23002G_077EA,B23002G_078EA,B23002G_078MA,B23002G_079EA,B23002G_079MA,state
0400000US01,45238,4019,21760,2385,3251,1031,978,537,0,189,978,537,694,423,284,300,2273,754,2638,914,2134,886,0,189,2134,886,1503,710,631,539,504,264,9760,1515,7231,1481,220,151,7011,1450,6284,1334,727,464,2529,811,3163,812,1966,652,0,189,1966,652,1779,645,187,228,1197,503,1025,503,139,168,139,168,0,189,886,462,1923,613,217,246,217,246,0,189,1706,589,23478,2704,3154,941,1195,703,0,189,1195,703,750,552,445,469,1959,720,2966,1028,2648,1045,0,189,2648,1045,2141,822,507,451,318,234,11066,1470,7919,1283,51,107,7868,1285,7273,1284,595,373,3147,832,3048,726,1200,516,0,189,1200,516,885,406,315,318,1848,597,1438,524,200,208,200,208,0,189,1238,503,1806,560,204,203,160,186,44,76,1602,515,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34538,2749,17189,1739,2442,714,1228,581,139,166,1089,566,601,395,488,461,1214,413,3828,1088,2891,773,177,156,2714,771,2068,661,646,616,937,579,8253,1168,7159,1074,269,222,6890,1080,6451,1064,439,278,1094,419,1661,486,1110,415,0,145,1110,415,989,374,121,166,551,304,445,282,231,232,231,232,0,145,214,149,560,254,363,275,363,275,0,145,197,127,17349,2073,2793,720,1621,605,95,175,1526,600,1294,521,232,319,1172,450,2210,738,1932,718,44,71,1888,712,1640,710,248,205,278,171,9806,1412,6863,1235,16,35,6847,1231,6351,1170,496,370,2943,816,1826,596,1036,482,0,145,1036,482,999,484,37,62,790,381,385,164,68,72,68,72,0,145,317,154,329,138,59,80,59,80,0,145,270,130,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,125587,8115,62247,4489,9696,1770,2833,1225,0,200,2833,1225,1925,882,908,621,6863,1356,8838,1777,6809,1633,169,153,6640,1619,6125,1596,515,387,2029,709,33063,3208,27949,3005,242,240,27707,2980,24625,2850,3082,1081,5114,1279,5793,1158,3542,861,0,200,3542,861,3383,832,159,182,2251,615,1792,628,491,248,491,248,0,200,1301,556,3065,681,137,132,137,132,0,200,2928,640,63340,4828,10847,1858,4450,1012,162,160,4288,999,2818,801,1470,766,6397,1447,10044,2119,7774,1894,0,200,7774,1894,7047,1863,727,336,2270,796,32115,3065,23483,2560,122,141,23361,2538,21284,2330,2077,997,8632,1521,5050,858,2268,607,0,200,2268,607,2110,569,158,135,2782,660,2226,683,545,379,512,358,33,54,1681,616,3058,611,98,111,98,111,0,200,2960,607,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,40302,3934,18624,2378,3858,1144,1416,720,0,190,1416,720,769,379,647,535,2442,856,2211,997,1591,944,0,190,1591,944,1488,933,103,162,620,462,8050,1458,6274,1396,58,85,6216,1410,5481,1309,735,565,1776,702,2191,602,1362,523,0,190,1362,523,1212,487,150,229,829,417,1280,702,233,208,233,208,0,190,1047,661,1034,464,232,261,168,237,64,107,802,430,21678,2663,4307,1291,2264,1076,0,190,2264,1076,2167,1041,97,176,2043,704,3293,1199,2406,999,0,190,2406,999,1813,838,593,431,887,662,9227,1370,6176,1291,0,190,6176,1291,5684,1169,492,459,3051,822,2330,653,917,496,0,190,917,496,917,496,0,190,1413,506,1134,467,641,419,591,407,50,81,493,274,1387,537,191,228,93,147,98,179,1196,463,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1080131,16973,524102,11093,67221,4185,21160,2568,286,284,20874,2584,12936,1979,7938,1485,46061,3473,79627,4151,57730,3656,1048,507,56682,3683,45504,3575,11178,1629,21897,2551,288222,8424,239589,7404,2450,915,237139,7441,214332,7406,22807,2587,48633,3927,51028,3312,33575,2769,0,200,33575,2769,30723,2556,2852,727,17453,2010,15541,1849,3954,869,3270,798,684,384,11587,1489,22463,1939,3739,774,3275,732,464,260,18724,1892,556029,11141,72561,4030,21651,2250,43,71,21608,2258,15030,1944,6578,1368,50910,3907,80920,4053,58691,3682,445,323,58246,3702,50476,3377,7770,1641,22229,2459,290628,7926,218512,7288,246,189,218266,7296,198432,6817,19834,2501,72116,4142,57935,3502,31496,2556,0,200,31496,2556,28911,2460,2585,767,26439,2396,18243,1789,5819,1121,5538,1071,281,224,12424,1389,35742,2757,3413,788,3323,780,90,95,32329,2809,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,112265,5919,53630,3628,6955,1284,3370,1021,0,192,3370,1021,2435,862,935,519,3585,739,8052,1655,6627,1495,605,483,6022,1364,5352,1271,670,473,1425,626,29970,2853,25775,2657,840,534,24935,2591,23760,2600,1175,555,4195,1027,4781,1009,2805,825,0,192,2805,825,2437,734,368,329,1976,581,1720,710,797,484,601,443,196,257,923,496,2152,676,207,198,207,198,0,192,1945,630,58635,3895,8558,1396,3855,974,20,34,3835,967,3001,847,834,413,4703,1089,8503,1614,6246,1218,59,94,6187,1192,5314,1175,873,464,2257,896,31006,2658,22816,2406,76,125,22740,2385,20977,2345,1763,617,8190,1406,6355,1088,3335,679,0,192,3335,679,3047,697,288,268,3020,892,1111,417,157,99,109,99,48,71,954,401,3102,652,480,326,350,329,130,153,2622,608,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,56585,4316,28535,2850,4556,1083,1867,685,137,226,1730,679,989,476,741,515,2689,968,4517,1124,3887,1055,369,355,3518,934,3194,895,324,247,630,402,14666,2074,12432,2004,128,145,12304,2003,11167,1867,1137,739,2234,772,2589,585,1653,400,0,197,1653,400,1410,392,243,189,936,473,907,633,542,609,542,609,0,197,365,276,1300,557,575,373,480,396,95,153,725,388,28050,2635,4073,1248,2037,847,39,93,1998,840,1706,803,292,225,2036,775,3664,912,3093,828,0,197,3093,828,2393,721,700,593,571,363,15770,1942,12133,1820,0,197,12133,1820,10842,1677,1291,541,3637,722,2629,815,1574,558,0,197,1574,558,1264,471,310,322,1055,472,904,361,174,139,174,139,0,197,730,338,1010,466,320,292,268,278,52,92,690,372,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,274340,12616,133040,7674,18562,2504,5365,1243,233,247,5132,1215,3017,996,2115,828,13197,1972,19844,2858,14024,2393,327,227,13697,2298,11248,1946,2449,1133,5820,1553,69681,5291,58512,4886,988,503,57524,4861,53494,4734,4030,1210,11169,1688,12568,1809,7696,1669,0,214,7696,1669,6641,1516,1055,605,4872,1097,4943,1232,1398,532,1212,506,186,178,3545,964,7442,1214,518,333,442,324,76,90,6924,1162,141300,7532,19119,2588,6904,1525,171,209,6733,1504,4557,1332,2176,681,12215,2076,19361,2966,14526,2617,100,123,14426,2597,12748,2440,1678,695,4835,1439,72668,5454,56692,4962,74,125,56618,4963,51034,4538,5584,1320,15976,2091,16861,2111,9806,1787,0,214,9806,1787,9078,1766,728,353,7055,1233,3622,728,892,396,787,380,105,121,2730,646,9669,1364,918,450,918,450,0,214,8751,1287,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
