GEO_ID,B17010G_001E,B17010G_001M,B17010G_002E,B17010G_002M,B17010G_003E,B17010G_003M,B17010G_004E,B17010G_004M,B17010G_005E,B17010G_005M,B17010G_006E,B17010G_006M,B17010G_007E,B17010G_007M,B17010G_008E,B17010G_008M,B17010G_009E,B17010G_009M,B17010G_010E,B17010G_010M,B17010G_011E,B17010G_011M,B17010G_012E,B17010G_012M,B17010G_013E,B17010G_013M,B17010G_014E,B17010G_014M,B17010G_015E,B17010G_015M,B17010G_016E,B17010G_016M,B17010G_017E,B17010G_017M,B17010G_018E,B17010G_018M,B17010G_019E,B17010G_019M,B17010G_020E,B17010G_020M,B17010G_021E,B17010G_021M,B17010G_022E,B17010G_022M,B17010G_023E,B17010G_023M,B17010G_024E,B17010G_024M,B17010G_025E,B17010G_025M,B17010G_026E,B17010G_026M,B17010G_027E,B17010G_027M,B17010G_028E,B17010G_028M,B17010G_029E,B17010G_029M,B17010G_030E,B17010G_030M,B17010G_031E,B17010G_031M,B17010G_032E,B17010G_032M,B17010G_033E,B17010G_033M,B17010G_034E,B17010G_034M,B17010G_035E,B17010G_035M,B17010G_036E,B17010G_036M,B17010G_037E,B17010G_037M,B17010G_038E,B17010G_038M,B17010G_039E,B17010G_039M,B17010G_040E,B17010G_040M,B17010G_041E,B17010G_041M,NAME,B17010G_001EA,B17010G_001MA,B17010G_002EA,B17010G_002MA,B17010G_003MA,B17010G_003EA,B17010G_004EA,B17010G_004MA,B17010G_005EA,B17010G_005MA,B17010G_006EA,B17010G_006MA,B17010G_007EA,B17010G_007MA,B17010G_008MA,B17010G_008EA,B17010G_009MA,B17010G_009EA,B17010G_010MA,B17010G_010EA,B17010G_011MA,B17010G_011EA,B17010G_012MA,B17010G_012EA,B17010G_013EA,B17010G_013MA,B17010G_014EA,B17010G_014MA,B17010G_015MA,B17010G_015EA,B17010G_016MA,B17010G_016EA,B17010G_017MA,B17010G_017EA,B17010G_018MA,B17010G_018EA,B17010G_019EA,B17010G_019MA,B17010G_020MA,B17010G_020EA,B17010G_021MA,B17010G_021EA,B17010G_022MA,B17010G_022EA,B17010G_023MA,B17010G_023EA,B17010G_024EA,B17010G_024MA,B17010G_025MA,B17010G_025EA,B17010G_026MA,B17010G_026EA,B17010G_027MA,B17010G_027EA,B17010G_028MA,B17010G_028EA,B17010G_029MA,B17010G_029EA,B17010G_030MA,B17010G_030EA,B17010G_031MA,B17010G_031EA,B17010G_032MA,B17010G_032EA,B17010G_033MA,B17010G_033EA,B17010G_034EA,B17010G_034MA,B17010G_035EA,B17010G_035MA,B17010G_036MA,B17010G_036EA,B17010G_037MA,B17010G_037EA,B17010G_038MA,B17010G_038EA,B17010G_039EA,B17010G_039MA,B17010G_040EA,B17010G_040MA,B17010G_041MA,B17010G_041EA,state
0400000US01,13322,1734,2843,874,1119,544,602,459,233,203,326,398,43,70,517,322,1724,728,309,318,64,94,0,189,47,82,17,42,245,311,1415,567,1145,522,210,227,394,334,541,295,270,205,10479,1462,8089,1248,3164,828,478,308,406,392,2280,777,4925,986,2390,674,610,463,252,316,172,287,69,121,11,19,358,322,1780,553,978,350,131,128,28,47,819,365,802,424,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,7812,1123,965,455,160,219,160,219,140,213,0,145,20,41,0,145,805,399,374,275,365,274,163,131,19,19,183,219,9,13,431,282,407,282,124,133,25,30,258,237,24,43,6847,1034,4321,765,2581,680,523,285,914,375,1144,503,1740,586,2526,925,1328,567,1126,561,240,192,42,61,844,520,202,201,1198,655,1018,663,403,378,43,58,572,422,180,134,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,32252,3055,5059,1262,2373,766,1533,682,440,515,186,187,907,422,840,422,2686,865,868,578,732,562,283,320,111,155,338,433,136,155,1818,630,1577,567,657,462,323,238,597,287,241,200,27193,2644,18758,1898,9838,1339,1923,678,2547,693,5368,936,8920,1217,8435,1649,3754,1017,2165,812,477,349,543,398,1145,630,1589,597,4681,1042,3283,876,396,279,554,426,2333,890,1398,517,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,255664,7110,33194,2631,11597,1836,8671,1650,1410,481,2877,1335,4384,966,2926,633,21597,2342,3902,1109,2428,902,294,270,609,327,1525,812,1474,609,17695,2068,14670,1803,2758,916,3807,1188,8105,1520,3025,817,222470,7372,155172,5196,84841,3787,17582,1988,18878,2295,48381,3553,70331,3592,67298,4445,19337,2231,11005,1633,1937,689,1752,764,7316,1284,8332,1449,47961,3531,29069,2803,5977,1346,3463,904,19629,1818,18892,1967,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,28323,2596,3193,834,1113,590,545,400,110,142,176,171,259,324,568,359,2080,637,833,547,673,519,120,178,180,287,373,338,160,177,1247,467,1205,469,166,158,291,212,748,370,42,67,25130,2609,17973,2224,10037,1789,3995,1308,2344,696,3698,876,7936,1441,7157,1500,2680,834,1725,635,478,451,264,245,983,449,955,441,4477,1143,3390,990,691,449,559,401,2140,780,1087,542,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,14888,1648,2274,656,750,303,521,243,0,197,125,107,396,229,229,190,1524,572,68,81,29,50,29,50,0,197,0,197,39,65,1456,562,1425,565,188,210,670,429,567,311,31,50,12614,1522,7329,1183,4803,1106,1417,612,612,416,2774,864,2526,632,5285,1241,1690,938,1157,804,206,277,460,533,491,563,533,449,3595,929,2759,833,269,294,200,197,2290,802,836,305,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,67467,5002,10515,1821,3630,960,2122,753,434,321,553,337,1135,612,1508,560,6885,1387,1012,420,494,312,147,195,88,106,259,218,518,331,5873,1276,5181,1302,1027,632,1301,609,2853,881,692,355,56952,4235,37858,3235,17518,2077,3353,902,3903,1181,10262,1381,20340,2206,19094,2496,4571,1235,2065,872,340,252,74,87,1651,803,2506,823,14523,2195,8889,1710,1403,710,2115,986,5371,1215,5634,1164,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
