GEO_ID,B19037G_001E,B19037G_001M,B19037G_002E,B19037G_002M,B19037G_003E,B19037G_003M,B19037G_004E,B19037G_004M,B19037G_005E,B19037G_005M,B19037G_006E,B19037G_006M,B19037G_007E,B19037G_007M,B19037G_008E,B19037G_008M,B19037G_009E,B19037G_009M,B19037G_010E,B19037G_010M,B19037G_011E,B19037G_011M,B19037G_012E,B19037G_012M,B19037G_013E,B19037G_013M,B19037G_014E,B19037G_014M,B19037G_015E,B19037G_015M,B19037G_016E,B19037G_016M,B19037G_017E,B19037G_017M,B19037G_018E,B19037G_018M,B19037G_019E,B19037G_019M,B19037G_020E,B19037G_020M,B19037G_021E,B19037G_021M,B19037G_022E,B19037G_022M,B19037G_023E,B19037G_023M,B19037G_024E,B19037G_024M,B19037G_025E,B19037G_025M,B19037G_026E,B19037G_026M,B19037G_027E,B19037G_027M,B19037G_028E,B19037G_028M,B19037G_029E,B19037G_029M,B19037G_030E,B19037G_030M,B19037G_031E,B19037G_031M,B19037G_032E,B19037G_032M,B19037G_033E,B19037G_033M,B19037G_034E,B19037G_034M,B19037G_035E,B19037G_035M,B19037G_036E,B19037G_036M,B19037G_037E,B19037G_037M,B19037G_038E,B19037G_038M,B19037G_039E,B19037G_039M,B19037G_040E,B19037G_040M,B19037G_041E,B19037G_041M,B19037G_042E,B19037G_042M,B19037G_043E,B19037G_043M,B19037G_044E,B19037G_044M,B19037G_045E,B19037G_045M,B19037G_046E,B19037G_046M,B19037G_047E,B19037G_047M,B19037G_048E,B19037G_048M,B19037G_049E,B19037G_049M,B19037G_050E,B19037G_050M,B19037G_051E,B19037G_051M,B19037G_052E,B19037G_052M,B19037G_053E,B19037G_053M,B19037G_054E,B19037G_054M,B19037G_055E,B19037G_055M,B19037G_056E,B19037G_056M,B19037G_057E,B19037G_057M,B19037G_058E,B19037G_058M,B19037G_059E,B19037G_059M,B19037G_060E,B19037G_060M,B19037G_061E,B19037G_061M,B19037G_062E,B19037G_062M,B19037G_063E,B19037G_063M,B19037G_064E,B19037G_064M,B19037G_065E,B19037G_065M,B19037G_066E,B19037G_066M,B19037G_067E,B19037G_067M,B19037G_068E,B19037G_068M,B19037G_069E,B19037G_069M,NAME,B19037G_001EA,B19037G_001MA,B19037G_002MA,B19037G_002EA,B19037G_003EA,B19037G_003MA,B19037G_004MA,B19037G_004EA,B19037G_005EA,B19037G_005MA,B19037G_006EA,B19037G_006MA,B19037G_007MA,B19037G_007EA,B19037G_008MA,B19037G_008EA,B19037G_009EA,B19037G_009MA,B19037G_010EA,B19037G_010MA,B19037G_011EA,B19037G_011MA,B19037G_012EA,B19037G_012MA,B19037G_013MA,B19037G_013EA,B19037G_014EA,B19037G_014MA,B19037G_015MA,B19037G_015EA,B19037G_016EA,B19037G_016MA,B19037G_017EA,B19037G_017MA,B19037G_018MA,B19037G_018EA,B19037G_019MA,B19037G_019EA,B19037G_020EA,B19037G_020MA,B19037G_021MA,B19037G_021EA,B19037G_022MA,B19037G_022EA,B19037G_023MA,B19037G_023EA,B19037G_024MA,B19037G_024EA,B19037G_025EA,B19037G_025MA,B19037G_026MA,B19037G_026EA,B19037G_027MA,B19037G_027EA,B19037G_028MA,B19037G_028EA,B19037G_029MA,B19037G_029EA,B19037G_030MA,B19037G_030EA,B19037G_031EA,B19037G_031MA,B19037G_032MA,B19037G_032EA,B19037G_033MA,B19037G_033EA,B19037G_034EA,B19037G_034MA,B19037G_035MA,B19037G_035EA,B19037G_036EA,B19037G_036MA,B19037G_037MA,B19037G_037EA,B19037G_038MA,B19037G_038EA,B19037G_039EA,B19037G_039MA,B19037G_040MA,B19037G_040EA,B19037G_041MA,B19037G_041EA,B19037G_042EA,B19037G_042MA,B19037G_043MA,B19037G_043EA,B19037G_044EA,B19037G_044MA,B19037G_045EA,B19037G_045MA,B19037G_046MA,B19037G_046EA,B19037G_047EA,B19037G_047MA,B19037G_048MA,B19037G_048EA,B19037G_049EA,B19037G_049MA,B19037G_050EA,B19037G_050MA,B19037G_051MA,B19037G_051EA,B19037G_052MA,B19037G_052EA,B19037G_053EA,B19037G_053MA,B19037G_054MA,B19037G_054EA,B19037G_055EA,B19037G_055MA,B19037G_056EA,B19037G_056MA,B19037G_057MA,B19037G_057EA,B19037G_058EA,B19037G_058MA,B19037G_059MA,B19037G_059EA,B19037G_060EA,B19037G_060MA,B19037G_061EA,B19037G_061MA,B19037G_062MA,B19037G_062EA,B19037G_063MA,B19037G_063EA,B19037G_064EA,B19037G_064MA,B19037G_065EA,B19037G_065MA,B19037G_066EA,B19037G_066MA,B19037G_067EA,B19037G_067MA,B19037G_068MA,B19037G_068EA,B19037G_069EA,B19037G_069MA,state
0400000US01,19730,2114,1104,524,291,222,41,62,9,20,150,230,0,189,230,242,304,331,0,189,0,189,0,189,0,189,79,110,0,189,0,189,0,189,0,189,7340,1375,788,414,406,278,637,441,523,416,153,162,363,257,311,332,222,198,557,510,762,401,505,338,1119,655,519,325,161,142,210,315,104,128,7098,1155,1157,464,567,307,362,288,729,433,97,125,334,244,336,323,184,188,629,453,164,169,759,425,673,335,364,288,468,369,145,130,130,129,4188,912,254,203,522,272,247,217,463,282,554,345,197,180,190,171,403,323,381,305,78,91,313,199,187,178,212,265,73,116,85,161,29,52,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,46633,3886,4868,1404,662,319,366,223,712,648,256,318,572,450,178,196,237,286,428,411,413,353,528,423,349,432,73,88,62,99,32,53,0,200,0,200,21774,2585,2161,1040,609,384,552,347,1116,463,1081,491,686,409,1039,556,1424,612,1030,467,2335,755,1555,546,3392,948,2682,954,1041,398,826,416,245,262,13740,1679,926,271,949,428,667,348,619,339,665,418,888,521,723,427,482,275,496,240,992,454,1102,530,2374,752,1142,554,846,338,600,334,269,242,6251,935,658,315,464,256,521,285,606,341,365,250,360,225,479,368,278,290,484,296,596,343,470,252,480,281,281,177,94,93,72,89,43,71,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,392951,7397,23105,2450,4074,1050,2369,791,1520,617,1893,594,1719,623,1452,600,1272,577,1162,505,849,478,1913,588,2175,749,1354,572,650,379,250,213,419,362,34,56,179459,6001,10769,1859,6360,1109,6622,1341,6471,1256,6871,1481,7934,1285,7982,1652,7780,1455,6066,1397,12886,2004,17740,2054,24910,2188,20162,2211,13708,2070,12092,1590,11106,1548,139493,5295,9103,1643,9322,1577,5590,1056,3728,793,6079,1447,5207,1129,5363,1107,4091,954,4275,879,9762,1435,11798,1512,19417,2131,12424,1532,8714,1287,11907,1629,12713,1410,50894,3111,3337,668,6083,1080,5207,1272,4470,890,3096,707,2534,532,2217,818,1444,430,1682,568,3960,837,4560,994,3977,905,2917,610,2074,654,1814,520,1522,527,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,47041,3487,4809,1237,652,334,705,418,221,198,249,179,883,626,232,327,401,407,0,192,409,397,236,244,370,320,414,397,0,192,37,65,0,192,0,192,23263,2540,1193,520,936,450,1198,680,1139,628,1086,476,1496,550,1305,580,1843,690,740,440,1916,737,2184,692,3529,940,1769,618,1319,526,582,322,1028,572,14629,1850,1110,571,858,549,554,392,549,382,670,378,543,407,785,480,363,246,462,288,1145,528,1406,703,2485,801,1059,462,1051,467,1256,475,333,225,4340,924,434,330,389,248,275,201,194,191,580,342,279,237,222,169,309,331,150,142,237,192,289,299,608,399,133,95,120,131,49,88,72,95,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,22639,2169,787,433,88,107,30,52,36,61,139,238,180,243,0,197,49,78,0,197,112,185,3,8,97,117,53,105,0,197,0,197,0,197,0,197,11747,1818,841,451,407,351,504,361,860,412,338,297,956,489,256,262,262,222,1197,767,816,548,1408,729,809,405,859,425,659,404,722,503,853,449,7536,1194,582,411,578,386,204,197,256,231,185,172,174,151,143,165,440,441,461,409,731,458,505,276,912,511,679,363,433,216,533,268,720,330,2569,846,472,286,82,98,163,142,47,79,107,102,352,376,218,196,82,134,61,87,171,214,535,573,193,159,73,142,0,197,0,197,13,24,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,105762,6589,6719,1276,822,379,542,317,429,259,1141,593,345,275,551,374,547,403,594,415,72,82,461,381,506,460,408,307,137,182,164,230,0,214,0,214,48137,5063,2734,965,1556,647,3268,1126,3347,996,2823,1112,3486,1143,2266,777,3850,977,2277,957,3855,1170,5363,1127,6148,1385,3390,1028,1772,686,947,635,1055,508,35288,2826,3220,880,1614,620,2505,673,2400,804,1483,663,2313,871,1847,581,1396,608,1225,529,3375,956,3441,916,3239,800,2494,796,1228,469,2444,943,1064,381,15618,1683,1491,546,1731,589,1138,379,1182,448,1145,538,1426,567,1194,542,1121,585,494,274,677,348,1325,581,1383,440,382,268,387,240,363,264,179,175,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
