GEO_ID,B19101B_001E,B19101B_001M,B19101B_002E,B19101B_002M,B19101B_003E,B19101B_003M,B19101B_004E,B19101B_004M,B19101B_005E,B19101B_005M,B19101B_006E,B19101B_006M,B19101B_007E,B19101B_007M,B19101B_008E,B19101B_008M,B19101B_009E,B19101B_009M,B19101B_010E,B19101B_010M,B19101B_011E,B19101B_011M,B19101B_012E,B19101B_012M,B19101B_013E,B19101B_013M,B19101B_014E,B19101B_014M,B19101B_015E,B19101B_015M,B19101B_016E,B19101B_016M,B19101B_017E,B19101B_017M,NAME,B19101B_001EA,B19101B_001MA,B19101B_002MA,B19101B_002EA,B19101B_003EA,B19101B_003MA,B19101B_004MA,B19101B_004EA,B19101B_005EA,B19101B_005MA,B19101B_006EA,B19101B_006MA,B19101B_007MA,B19101B_007EA,B19101B_008EA,B19101B_008MA,B19101B_009EA,B19101B_009MA,B19101B_010MA,B19101B_010EA,B19101B_011MA,B19101B_011EA,B19101B_012EA,B19101B_012MA,B19101B_013EA,B19101B_013MA,B19101B_014EA,B19101B_014MA,B19101B_015EA,B19101B_015MA,B19101B_016MA,B19101B_016EA,B19101B_017MA,B19101B_017EA,state
0400000US01,300995,5633,39508,3255,24490,2468,23251,2409,23780,2497,23398,2253,18002,2011,15953,2177,17756,2037,12417,1532,22776,2560,22038,1932,26499,2309,14777,2172,7589,1513,5960,1124,2801,792,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,56848,2839,5108,1086,2572,727,3921,932,2584,757,2703,900,3805,1257,2487,939,3296,1075,2312,818,5768,1405,6678,1343,5705,1203,4809,989,1857,627,1974,582,1269,492,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,102804,4587,12885,2058,7423,1424,8755,1539,9462,1693,7402,1467,7628,1370,7175,1588,3858,908,5764,1223,7857,1423,8648,1478,7881,1376,3419,987,2516,790,1236,635,895,543,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,490658,7856,47569,3717,29269,2974,24412,2916,26843,2656,23842,2342,24081,2702,20464,2688,19898,1961,16161,1916,40608,3030,48681,3212,57289,3808,41124,3090,24323,2729,26978,2849,19116,2131,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,44121,2337,4249,1164,1832,841,2035,758,2351,937,2163,720,2680,756,2565,1049,2576,941,1674,632,3973,1063,3472,932,5995,1182,3538,938,2249,726,1914,590,855,455,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,81584,3097,7441,1451,2461,863,3864,1025,3879,952,5751,1358,2934,946,4376,1094,3054,896,3998,1258,7504,1419,8395,1485,11654,1567,5122,1047,3474,907,3661,887,4016,1036,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46859,2183,3182,794,1766,766,2095,910,2015,707,1967,670,2726,908,2561,815,1896,731,3004,1114,3808,807,4649,1131,6293,1358,4512,1137,2872,826,2274,656,1239,570,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,62600,2849,7760,1554,2216,715,3426,977,4920,1155,3351,880,2416,743,1769,502,2845,778,2239,605,4028,965,6036,1019,7493,1397,4537,875,2843,698,3001,828,3720,998,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,652318,9717,64274,4248,38457,3249,42877,4027,45581,3987,45438,3924,43269,3259,41568,3668,34611,3376,32142,3615,59830,4492,66140,3922,60640,4117,36912,3545,18363,2364,14016,2091,8200,1466,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,694107,10082,73838,4870,41923,3124,48902,3952,42713,3322,40505,3267,39096,3346,40293,2990,38707,3831,33131,3299,54392,3614,67428,4557,76012,5304,42332,3371,23287,2910,17809,2387,13739,2231,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,7520,1302,85,90,77,98,289,391,536,751,502,430,141,134,363,344,346,320,132,169,519,376,1314,707,901,530,798,512,608,399,535,241,374,412,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,392618,6145,53572,3400,24291,2552,24587,2389,25046,2686,22378,2453,21130,2205,17062,1693,17740,2186,15884,2150,30582,2697,32321,2815,43554,3371,25834,2351,15114,1773,14393,1859,9130,2014,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,132237,4171,18692,2488,9978,1603,10289,1776,8224,1358,8490,1678,8564,1704,7123,1464,5395,987,5965,1334,11618,1750,12287,1770,11376,1738,6632,1490,3000,997,2486,892,2118,799,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,19577,1460,3717,935,1660,711,834,454,729,485,1854,709,2253,1002,670,338,1695,762,529,392,1424,653,1496,649,1455,736,490,278,380,339,56,69,335,315,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,35626,2232,3489,878,2311,1015,2322,873,2379,804,3122,969,2049,694,2795,958,1570,655,1154,509,3311,842,3868,1001,2462,677,1943,592,971,379,1299,590,581,318,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,76059,3157,9860,1572,5561,1245,6837,1484,4548,1167,5824,1486,3927,1047,4384,868,3772,954,3823,907,6803,1310,6813,1236,7122,1052,2803,803,2237,640,708,328,1037,481,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,326730,5472,39304,2979,29254,2732,28292,2733,26842,2351,23914,3032,19025,2253,17682,2344,16578,2275,13740,2127,24248,2312,25894,2658,28040,2531,15670,2004,8890,1560,6122,1299,3235,896,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,401066,6029,20426,2464,11663,1786,12801,1734,15128,1848,17090,2153,16447,2202,18042,2463,16159,2257,16586,2437,29685,2971,40551,2861,54592,3390,46306,3192,26634,2499,34015,2675,24941,2212,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,103168,3918,8871,1792,5104,1443,5969,1450,7013,1485,4519,1105,6050,1361,4261,1034,5454,1250,2940,820,7401,1376,11048,1952,12208,1784,8269,1384,4689,970,4915,1081,4457,946,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,303239,5369,42662,3170,21480,1932,26277,2424,20294,1959,21003,2217,18287,2340,16748,1738,13430,1580,12549,1696,23828,2301,25241,2689,27660,2341,15470,1639,7864,1335,6354,1127,4092,1003,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,60261,2789,7806,1551,5742,1363,5802,1205,3993,944,3568,964,3741,932,2702,1037,2358,750,2596,805,6129,1342,3579,864,4975,1040,2290,555,1789,741,1282,513,1909,668,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,257355,5208,37374,2617,19796,2294,22530,2100,18462,2015,20265,2200,17219,1967,15045,2103,13306,1601,10459,1918,21153,2433,22522,2751,22417,2679,10172,1644,2425,680,2472,821,1738,826,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,149285,4390,17889,2138,8786,1717,10155,1688,9951,1739,9327,1553,9475,1895,9864,1487,8217,1308,5888,1098,12895,2067,13779,1585,15086,1900,9407,1521,3624,913,2725,912,2217,551,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17249,1485,1617,603,1190,565,1913,725,1369,610,946,442,1398,614,1206,479,381,251,764,438,1149,626,1378,443,1494,578,1464,552,473,284,362,210,145,135,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,49263,2173,5187,883,2703,818,2353,855,2643,761,3875,1131,3267,810,2934,900,3340,965,2611,853,4571,1115,5301,1038,5019,1138,2460,659,1050,498,1078,613,871,479,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,266299,6023,20140,2179,11683,1862,11470,1843,12119,2039,14503,1829,13177,1760,12588,1691,12626,1805,10275,1513,20190,2222,26075,2754,34999,3027,25597,2562,16454,2007,14498,2004,9905,1641,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7612,1072,746,598,315,268,345,295,216,188,490,314,548,340,423,254,210,182,202,214,682,435,488,315,1009,376,603,407,192,210,575,420,568,499,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,677778,8760,68864,4443,34266,3290,32426,2875,37520,3226,30153,2879,37489,3282,35829,2977,32163,2728,24766,2503,51403,3973,66112,4081,82975,5177,53174,3404,30140,2563,39781,3016,20717,2336,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,501136,7645,47601,3652,34218,3523,35303,3188,34229,3542,34353,2987,30552,2139,30111,3123,29078,2754,26093,2502,42940,3340,50868,3885,48349,3428,25176,2261,15012,2200,10533,1840,6720,1336,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,320580,6777,50358,3840,25133,2618,23629,2802,26739,2762,18708,1940,18041,2085,18356,1906,15131,1680,12976,1626,24603,3000,22398,1962,27172,2684,17872,2177,8783,1344,7146,1404,3535,801,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,60732,2097,6618,961,3751,987,5201,1067,4666,1066,4731,1032,2959,721,3405,697,3079,790,2225,542,5503,1042,6126,999,5945,930,3494,600,1397,573,867,363,765,325,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13104,1510,2238,908,373,333,1216,637,760,437,807,520,674,512,884,649,840,539,388,249,875,424,692,385,1497,521,424,293,314,262,487,314,635,530,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,284755,6527,33215,3015,19959,2131,20442,2538,16672,2035,17776,2429,19994,2461,14357,1831,14292,1667,12939,2082,20896,1869,25370,2568,29253,2819,16990,2159,9341,1704,7913,1358,5346,1171,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,15507,1555,1146,580,446,268,827,473,1509,594,1668,693,1327,471,853,574,846,518,1064,567,1432,650,1442,613,1530,625,232,170,578,373,311,245,296,231,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,299170,6296,32601,3342,21845,2940,20715,2343,23701,2505,20861,2197,22456,2517,19864,2491,15742,1964,13531,1804,24486,2495,27981,2886,26056,2509,13633,1946,8493,1824,4468,1175,2737,723,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,249884,6026,28193,2832,19434,2397,18810,2384,21652,2570,16784,2323,16078,2126,17190,2378,10692,1579,9480,1441,19158,2344,20485,2338,23584,2605,13268,1919,5744,1292,6655,1488,2677,1018,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,717609,9522,61659,4541,42376,3355,40889,3592,40751,3466,39046,3564,38419,3421,36187,3975,33628,3676,32219,3370,53519,4414,80725,4722,85166,3774,56047,4359,31070,2999,29199,3245,16709,2661,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,5974,995,335,272,82,99,366,362,133,223,740,478,375,428,75,95,318,230,323,296,620,475,464,369,778,626,900,554,307,312,55,78,103,132,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,373192,6744,30815,2914,17611,1952,16480,2006,21897,2218,20065,1944,19387,2377,17553,2034,16342,2189,16114,1973,30515,2672,36951,3685,45939,2941,31700,2367,19089,2164,18651,1992,14083,1528,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,52530,3323,4768,1232,2279,1060,3293,1196,3041,985,2199,803,2565,1061,2280,875,1864,608,2943,978,4290,997,6364,1459,5623,1231,4221,1031,2955,775,2286,750,1559,709,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,14601,1353,1689,646,1188,571,818,511,1229,604,843,395,1603,632,321,196,1137,548,395,226,1123,619,867,395,998,407,827,427,918,617,624,344,21,37,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,78533,2494,11613,1512,7710,1492,7205,1410,7460,1305,5338,1220,5169,1019,4606,925,3729,977,2851,770,5026,1080,6438,1182,5428,1169,2942,755,1589,541,887,371,542,341,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
