GEO_ID,B19202E_001E,B19202E_001M,NAME,B19202E_001MA,B19202E_001EA,state
0400000US01,-666666666,-222222222,Alabama,**,-,01
0400000US02,35930,18634,Alaska,null,null,02
0400000US04,null,null,Arizona,null,null,04
0400000US05,-666666666,-222222222,Arkansas,**,-,05
0400000US06,48966,7655,California,null,null,06
0400000US08,null,null,Colorado,null,null,08
0400000US09,2499,-333333333,Connecticut,***,"2,500-",09
0400000US10,-666666666,-222222222,Delaware,**,-,10
0400000US11,-666666666,-222222222,District of Columbia,**,-,11
0400000US12,null,null,Florida,null,null,12
0400000US13,-666666666,-222222222,Georgia,**,-,13
0400000US15,33839,9455,Hawaii,null,null,15
0400000US16,26047,7103,Idaho,null,null,16
0400000US17,48244,21539,Illinois,null,null,17
0400000US18,-666666666,-222222222,Indiana,**,-,18
0400000US19,-666666666,-222222222,Iowa,**,-,19
0400000US20,-666666666,-222222222,Kansas,**,-,20
0400000US21,-666666666,-222222222,Kentucky,**,-,21
0400000US22,27103,2276,Louisiana,null,null,22
0400000US23,-666666666,-222222222,Maine,**,-,23
0400000US24,null,null,Maryland,null,null,24
0400000US25,84784,68885,Massachusetts,null,null,25
0400000US26,null,null,Michigan,null,null,26
0400000US27,32222,14759,Minnesota,null,null,27
0400000US28,-666666666,-222222222,Mississippi,**,-,28
0400000US29,null,null,Missouri,null,null,29
0400000US30,-666666666,-222222222,Montana,**,-,30
0400000US31,null,null,Nebraska,null,null,31
0400000US32,19879,7040,Nevada,null,null,32
0400000US33,-666666666,-222222222,New Hampshire,**,-,33
0400000US34,46298,5868,New Jersey,null,null,34
0400000US35,-666666666,-222222222,New Mexico,**,-,35
0400000US36,30890,14651,New York,null,null,36
0400000US37,37798,9855,North Carolina,null,null,37
0400000US38,-666666666,-222222222,North Dakota,**,-,38
0400000US39,null,null,Ohio,null,null,39
0400000US40,22981,14120,Oklahoma,null,null,40
0400000US41,null,null,Oregon,null,null,41
0400000US42,55556,48973,Pennsylvania,null,null,42
0400000US44,-666666666,-222222222,Rhode Island,**,-,44
0400000US45,32902,19024,South Carolina,null,null,45
0400000US46,-666666666,-222222222,South Dakota,**,-,46
0400000US47,null,null,Tennessee,null,null,47
0400000US48,null,null,Texas,null,null,48
0400000US49,50443,44710,Utah,null,null,49
0400000US50,-666666666,-222222222,Vermont,**,-,50
0400000US51,null,null,Virginia,null,null,51
0400000US53,34447,16715,Washington,null,null,53
0400000US54,-666666666,-222222222,West Virginia,**,-,54
0400000US55,-666666666,-222222222,Wisconsin,**,-,55
0400000US56,-666666666,-222222222,Wyoming,**,-,56
0400000US72,-666666666,-222222222,Puerto Rico,**,-,72
