GEO_ID,B19001D_001E,B19001D_001M,B19001D_002E,B19001D_002M,B19001D_003E,B19001D_003M,B19001D_004E,B19001D_004M,B19001D_005E,B19001D_005M,B19001D_006E,B19001D_006M,B19001D_007E,B19001D_007M,B19001D_008E,B19001D_008M,B19001D_009E,B19001D_009M,B19001D_010E,B19001D_010M,B19001D_011E,B19001D_011M,B19001D_012E,B19001D_012M,B19001D_013E,B19001D_013M,B19001D_014E,B19001D_014M,B19001D_015E,B19001D_015M,B19001D_016E,B19001D_016M,B19001D_017E,B19001D_017M,NAME,B19001D_001EA,B19001D_001MA,B19001D_002MA,B19001D_002EA,B19001D_003EA,B19001D_003MA,B19001D_004MA,B19001D_004EA,B19001D_005EA,B19001D_005MA,B19001D_006EA,B19001D_006MA,B19001D_007MA,B19001D_007EA,B19001D_008EA,B19001D_008MA,B19001D_009EA,B19001D_009MA,B19001D_010MA,B19001D_010EA,B19001D_011EA,B19001D_011MA,B19001D_012EA,B19001D_012MA,B19001D_013MA,B19001D_013EA,B19001D_014EA,B19001D_014MA,B19001D_015MA,B19001D_015EA,B19001D_016EA,B19001D_016MA,B19001D_017EA,B19001D_017MA,state
0400000US01,17489,1637,1696,626,427,366,470,345,694,391,637,389,148,158,848,486,1673,870,1174,486,1326,602,2174,1039,2040,762,1520,532,785,432,587,483,1290,545,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,11330,1104,286,267,228,258,279,222,663,446,794,514,552,358,623,370,431,350,455,268,889,414,1053,410,1796,623,1250,496,683,430,846,358,502,346,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,69603,2499,7822,1310,1614,626,2837,764,3266,966,2765,914,3044,880,1725,554,2450,837,2381,845,3986,994,7643,1251,9097,1285,6266,1324,3719,955,4409,1040,6579,1164,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,11991,1265,1027,618,762,499,658,459,645,359,182,207,673,370,411,331,630,461,209,228,268,201,2455,833,938,500,815,486,326,312,870,435,1122,465,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1686190,11837,106929,5177,71925,3339,58976,3504,53040,3791,52138,3272,59423,3376,55115,3343,54992,3247,51735,3364,92204,4872,144787,6590,202603,6978,178068,5939,128501,4841,171334,5782,204420,6201,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,49014,2285,5412,1200,1589,522,1367,550,1672,652,1458,544,2930,868,2266,752,1643,586,2392,876,3778,869,4684,1101,5158,1118,4685,899,3370,829,2989,691,3621,718,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,50110,2145,1720,517,988,526,1177,525,1973,736,1507,629,1535,737,1797,596,958,343,1164,536,2823,814,5357,1177,6793,1219,5747,1022,3423,816,5512,1145,7636,986,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,11805,969,751,419,161,222,375,265,144,185,276,190,375,307,33,66,504,409,370,343,560,414,1734,705,1603,573,1616,623,1464,659,970,422,869,342,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10181,969,1363,621,345,298,197,248,254,334,210,206,154,151,43,72,535,376,301,241,552,237,379,302,1190,480,979,419,569,400,1778,654,1332,469,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,163027,4960,12333,1496,5486,1346,7027,1299,7807,1693,8817,1957,7896,1828,6898,1328,8096,1829,7087,1382,11259,1898,16265,2255,17125,2005,16943,2156,7550,1351,10572,1297,11866,1812,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,111612,2993,6420,1295,2797,679,3801,1240,3956,833,4405,1177,5279,1487,4452,1177,4804,1196,5246,1412,8906,1639,12206,1945,14270,1742,11019,1873,6861,1387,8666,1541,8524,1435,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,174552,3801,9001,1535,5580,1041,5370,1024,5981,983,5214,1171,5857,1265,5762,1205,6291,1304,6731,1196,12498,1746,19327,1779,27434,2440,21486,2102,12822,1465,14060,1553,11138,1296,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7029,1123,639,421,179,208,261,230,425,290,513,403,503,406,56,117,578,459,46,81,1170,639,897,532,671,399,228,191,339,258,80,136,444,389,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,211389,4108,16620,2022,6004,1272,5161,1089,7640,1338,7209,1509,8383,1583,7655,1149,7795,1611,6014,1102,12002,1650,20193,2380,27411,2427,21646,2165,15645,1895,19588,1963,22423,2334,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,40852,2284,5447,1186,1630,651,1890,631,1684,728,1438,596,1300,573,1278,612,2504,943,1341,608,2910,770,3934,962,5651,1385,3150,910,1397,548,2060,835,3238,731,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21653,1763,3296,974,711,454,873,565,469,329,783,539,838,477,666,478,541,331,1043,567,932,479,3304,957,3334,992,1923,623,915,532,843,435,1182,577,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,24807,1621,2748,1021,446,318,752,400,1349,675,1203,555,906,450,989,559,962,465,497,272,1612,562,2077,694,3580,843,2350,678,1883,857,1864,634,1589,580,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,17229,1462,2206,976,574,379,1006,601,900,447,307,333,751,408,819,365,430,349,310,276,1137,531,2093,639,2373,670,1299,477,1014,437,1068,384,942,407,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22492,1776,1687,590,367,281,886,526,1015,513,926,420,1304,546,1068,541,1301,554,595,372,1114,427,2823,711,2491,641,2936,963,671,351,975,490,2333,700,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,114501,2914,6195,1217,3101,805,1632,624,2868,850,2946,717,3126,1036,3403,944,2730,854,4322,1062,5831,1174,8928,1335,15815,1588,13095,1601,9878,1590,14096,1734,16535,1506,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,129604,3499,11650,1805,5362,1247,2625,870,4526,1241,2964,695,3395,848,3425,940,3819,1071,3908,926,6828,1249,10704,1878,16337,1844,15582,1960,10558,1431,11652,1679,16269,1785,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,86208,2472,7007,973,2557,757,2846,724,3773,1046,2497,729,3362,825,2862,720,3434,798,2498,719,5846,1312,7486,1106,11053,1474,8735,1287,6260,993,6272,1096,9720,1041,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,71089,2682,3581,864,2486,959,2726,642,2972,891,2659,727,2670,778,2745,849,2661,789,2826,848,5517,924,9219,1377,8452,1367,7198,1155,4108,1102,5354,1142,5915,1155,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,8589,1500,1366,885,655,416,312,376,234,169,208,214,356,363,522,409,469,375,301,278,315,252,916,727,1015,644,554,389,481,336,424,294,461,334,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,34584,2026,4992,1099,1173,511,1108,442,1048,458,1160,497,855,412,675,343,1742,603,1385,562,2297,720,2919,791,2832,732,3501,757,1487,586,3066,905,4344,871,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11619,1069,1250,554,409,331,305,191,730,357,968,592,369,206,978,496,672,419,518,434,969,488,1294,394,1177,397,605,285,493,307,488,245,394,205,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,70620,2724,4051,792,3113,827,2939,775,2750,580,4049,1014,4033,922,2784,735,3469,964,3317,843,5356,1147,8132,1108,10674,1547,6231,1124,4034,836,3600,880,2088,552,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10430,1241,344,258,86,139,709,531,190,187,633,483,221,174,466,314,251,218,233,194,770,401,930,462,2018,677,1092,548,1258,526,666,357,563,311,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,252544,3489,10054,1579,4958,1091,5035,1074,5919,1236,4519,764,5319,1175,5274,1112,5854,1025,5988,1147,12762,1620,20819,1971,31248,2404,30734,2382,23362,2324,33046,2188,47653,2802,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,11240,1056,1195,601,376,306,446,280,360,247,187,173,534,417,327,289,826,673,825,498,1008,542,1522,550,1417,629,516,333,256,208,652,310,793,321,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,504011,6028,48102,3349,22549,2094,21611,2482,25368,2362,19936,2442,20591,2675,18259,1866,21274,2302,14201,1746,34400,3160,40701,2489,56407,3505,42341,2778,29496,2373,35928,3106,52847,3312,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,76929,2609,3881,1035,2566,896,2325,862,3426,1039,2218,785,2652,761,3061,797,4278,1134,1667,649,6328,1240,8985,1441,9530,1505,7847,1104,4257,1043,7570,1069,6338,1100,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,76576,2619,7883,1361,2480,800,3278,858,2343,757,2260,703,1973,689,2128,722,3348,711,2116,610,5028,1095,8039,1480,9419,1448,6424,1039,4207,938,6687,1240,8963,1544,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22782,1557,1779,613,975,461,1348,698,1344,750,1122,477,1279,396,1754,633,487,282,1400,543,1887,683,1591,466,2685,870,2069,587,1321,583,738,297,1003,432,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,52198,2329,4991,1317,1374,547,1994,677,1984,924,2426,935,2396,758,1574,745,1220,470,1708,666,3583,754,5101,1094,7093,1190,6974,1108,2848,748,3420,724,3512,868,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,122335,2993,11144,1549,4199,998,4017,1012,5914,1451,4953,1162,4370,997,4515,1019,4865,1028,4631,1153,8936,1465,10370,1628,13592,1731,10790,2016,6170,1194,9971,1347,13898,1614,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,10568,1203,1663,758,270,242,62,72,695,611,223,170,56,107,463,330,571,368,66,59,1037,498,1143,534,1513,701,1246,489,357,270,505,317,698,486,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,21751,1755,1202,548,972,449,917,580,1575,798,1601,766,596,323,1901,767,748,423,986,530,1790,699,1741,593,3168,919,2107,606,1162,540,517,327,768,485,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31695,1949,1710,613,1771,840,1712,710,1085,628,1491,771,1570,680,656,428,1783,651,819,500,1357,556,3677,873,4087,1034,2729,901,1802,689,2992,849,2454,747,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,373317,6925,25390,2729,11046,1809,11968,1667,14485,1744,13582,1902,12062,1549,12789,1771,13551,1985,10682,1944,22468,2375,34295,3016,46988,3793,39236,3193,27904,2569,35961,3174,40910,3303,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18902,1376,1369,520,839,489,376,228,718,421,742,365,769,363,418,391,590,322,1221,720,1038,398,2433,685,3356,830,1542,478,995,448,1546,444,950,470,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,151935,3655,6430,1270,2796,788,2433,695,5500,1413,3257,738,4862,987,3720,833,4918,1178,3805,905,10744,1774,13395,1493,20106,2197,19068,2025,11628,1596,18569,1853,20704,1926,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,181459,4609,14338,1822,5712,1316,6422,1519,6852,1550,5578,1026,5645,1246,5520,1181,7125,1273,7153,1446,10758,1623,15571,2167,24169,2164,20791,2161,12652,1658,15085,1871,18088,2347,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4213,816,773,421,161,159,117,162,351,244,286,243,245,257,293,268,21,37,142,167,350,319,551,411,391,260,172,155,130,150,98,161,132,130,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,43367,1776,4052,1077,4058,1148,2006,723,1668,645,2794,730,2061,675,2411,941,1420,577,1110,458,2710,832,3228,682,6117,1088,3363,739,1954,671,1855,443,2560,714,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
