GEO_ID,B17001F_001E,B17001F_001M,B17001F_002E,B17001F_002M,B17001F_003E,B17001F_003M,B17001F_004E,B17001F_004M,B17001F_005E,B17001F_005M,B17001F_006E,B17001F_006M,B17001F_007E,B17001F_007M,B17001F_008E,B17001F_008M,B17001F_009E,B17001F_009M,B17001F_010E,B17001F_010M,B17001F_011E,B17001F_011M,B17001F_012E,B17001F_012M,B17001F_013E,B17001F_013M,B17001F_014E,B17001F_014M,B17001F_015E,B17001F_015M,B17001F_016E,B17001F_016M,B17001F_017E,B17001F_017M,B17001F_018E,B17001F_018M,B17001F_019E,B17001F_019M,B17001F_020E,B17001F_020M,B17001F_021E,B17001F_021M,B17001F_022E,B17001F_022M,B17001F_023E,B17001F_023M,B17001F_024E,B17001F_024M,B17001F_025E,B17001F_025M,B17001F_026E,B17001F_026M,B17001F_027E,B17001F_027M,B17001F_028E,B17001F_028M,B17001F_029E,B17001F_029M,B17001F_030E,B17001F_030M,B17001F_031E,B17001F_031M,B17001F_032E,B17001F_032M,B17001F_033E,B17001F_033M,B17001F_034E,B17001F_034M,B17001F_035E,B17001F_035M,B17001F_036E,B17001F_036M,B17001F_037E,B17001F_037M,B17001F_038E,B17001F_038M,B17001F_039E,B17001F_039M,B17001F_040E,B17001F_040M,B17001F_041E,B17001F_041M,B17001F_042E,B17001F_042M,B17001F_043E,B17001F_043M,B17001F_044E,B17001F_044M,B17001F_045E,B17001F_045M,B17001F_046E,B17001F_046M,B17001F_047E,B17001F_047M,B17001F_048E,B17001F_048M,B17001F_049E,B17001F_049M,B17001F_050E,B17001F_050M,B17001F_051E,B17001F_051M,B17001F_052E,B17001F_052M,B17001F_053E,B17001F_053M,B17001F_054E,B17001F_054M,B17001F_055E,B17001F_055M,B17001F_056E,B17001F_056M,B17001F_057E,B17001F_057M,B17001F_058E,B17001F_058M,B17001F_059E,B17001F_059M,NAME,B17001F_001EA,B17001F_001MA,B17001F_002EA,B17001F_002MA,B17001F_003EA,B17001F_003MA,B17001F_004MA,B17001F_004EA,B17001F_005MA,B17001F_005EA,B17001F_006MA,B17001F_006EA,B17001F_007EA,B17001F_007MA,B17001F_008EA,B17001F_008MA,B17001F_009MA,B17001F_009EA,B17001F_010MA,B17001F_010EA,B17001F_011MA,B17001F_011EA,B17001F_012EA,B17001F_012MA,B17001F_013EA,B17001F_013MA,B17001F_014MA,B17001F_014EA,B17001F_015MA,B17001F_015EA,B17001F_016MA,B17001F_016EA,B17001F_017MA,B17001F_017EA,B17001F_018EA,B17001F_018MA,B17001F_019EA,B17001F_019MA,B17001F_020MA,B17001F_020EA,B17001F_021MA,B17001F_021EA,B17001F_022MA,B17001F_022EA,B17001F_023EA,B17001F_023MA,B17001F_024EA,B17001F_024MA,B17001F_025MA,B17001F_025EA,B17001F_026MA,B17001F_026EA,B17001F_027MA,B17001F_027EA,B17001F_028MA,B17001F_028EA,B17001F_029MA,B17001F_029EA,B17001F_030EA,B17001F_030MA,B17001F_031MA,B17001F_031EA,B17001F_032EA,B17001F_032MA,B17001F_033MA,B17001F_033EA,B17001F_034EA,B17001F_034MA,B17001F_035EA,B17001F_035MA,B17001F_036MA,B17001F_036EA,B17001F_037MA,B17001F_037EA,B17001F_038MA,B17001F_038EA,B17001F_039EA,B17001F_039MA,B17001F_040EA,B17001F_040MA,B17001F_041EA,B17001F_041MA,B17001F_042MA,B17001F_042EA,B17001F_043EA,B17001F_043MA,B17001F_044MA,B17001F_044EA,B17001F_045EA,B17001F_045MA,B17001F_046EA,B17001F_046MA,B17001F_047MA,B17001F_047EA,B17001F_048MA,B17001F_048EA,B17001F_049MA,B17001F_049EA,B17001F_050EA,B17001F_050MA,B17001F_051EA,B17001F_051MA,B17001F_052EA,B17001F_052MA,B17001F_053MA,B17001F_053EA,B17001F_054EA,B17001F_054MA,B17001F_055MA,B17001F_055EA,B17001F_056EA,B17001F_056MA,B17001F_057EA,B17001F_057MA,B17001F_058MA,B17001F_058EA,B17001F_059EA,B17001F_059MA,state
0400000US01,68587,6659,27974,5544,13737,3070,1497,653,756,472,2476,837,1280,661,391,423,608,505,1155,557,2253,867,2259,1048,487,332,406,325,169,275,0,189,14237,2963,1808,579,278,198,3376,1180,1481,817,60,60,291,224,1039,528,2327,882,2591,975,423,349,563,471,0,189,0,189,40613,5188,23698,3156,2260,840,736,537,3950,1225,783,380,536,426,853,477,2650,996,3962,1197,5189,1451,1524,654,816,401,223,225,216,194,16915,3322,2132,1009,656,840,2098,907,572,450,149,163,279,255,1550,890,3428,1029,2716,728,1795,735,957,599,402,299,181,221,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,423627,21246,125150,13201,57956,6974,7371,1491,1969,750,7320,1399,5521,1337,1552,1081,2175,816,7150,1788,8049,1728,7573,1837,4511,1506,2821,972,1231,486,713,362,67194,7564,7932,1910,1594,750,8711,1810,5025,1379,1739,709,1806,626,9503,1795,10830,1769,8684,1643,4736,1129,3573,955,1739,695,1322,740,298477,17548,151042,10196,9777,2189,1533,682,13945,2719,7077,1265,2168,767,4641,1119,20867,3454,33424,3919,22944,2377,18752,2369,9116,1258,5182,1032,1616,524,147435,9053,10262,1839,2099,682,11613,1958,7611,1482,2534,912,4831,1294,18424,2470,26295,3233,21852,2327,20500,2645,12603,1844,6248,1070,2563,693,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,49373,5640,13627,2579,6666,1765,1335,767,189,239,946,570,303,267,0,190,489,559,1181,738,605,369,757,562,433,332,372,466,56,92,0,190,6961,1636,776,720,77,95,868,380,115,137,262,289,349,263,1980,828,960,402,944,427,399,327,33,71,56,92,142,204,35746,5533,20549,3254,1265,583,397,210,2922,1274,1346,576,212,154,778,514,1877,684,4109,1043,3102,1136,2486,696,1569,590,349,267,137,166,15197,2762,1866,726,505,473,2122,660,698,440,108,122,224,199,1753,790,2739,998,2295,751,1749,870,784,408,272,266,82,141,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5016409,53814,1216457,36628,560114,18533,75170,5674,15265,1983,87856,5750,41616,3242,12828,1801,24622,2539,66387,4686,72711,4691,69256,4266,46540,3800,26841,2328,12733,1770,8289,1500,656343,20948,67165,4398,13450,1972,88218,5314,39706,3313,12508,1720,24502,2597,84197,5899,104909,4822,102630,5800,53417,3458,34952,2962,18208,2361,12481,1889,3799952,49754,1978673,30153,129795,6106,27446,2805,171735,6952,85078,5267,28614,2650,60193,3436,260405,8975,370439,9083,314103,8429,280540,8014,156900,6261,63549,3541,29876,2400,1821279,25244,130118,5872,25533,2731,163447,6027,79346,4451,28512,2675,59406,3414,225403,7484,296955,8257,275836,8063,256923,6358,158709,5628,74261,3628,46830,3096,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,213218,14355,49973,8003,22590,4559,2403,1048,400,385,4062,1470,2005,1112,353,259,897,428,2111,878,2887,1054,3659,1074,1767,633,1274,706,552,406,220,152,27383,4221,2555,1251,509,396,4756,1560,1759,716,335,229,1006,449,2910,1016,3997,1305,4322,1121,2087,818,1626,565,1013,455,508,384,163245,12660,89563,7123,5785,1542,668,351,9539,2062,4579,1395,1427,694,2725,716,12424,1748,15421,2312,14409,1975,11456,1760,6578,1220,3322,720,1230,491,73682,6676,4798,1138,644,377,5710,1376,2807,973,1881,680,2708,947,9375,1835,11711,2238,13149,2025,9655,1578,6121,1330,3809,798,1314,488,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,190868,11842,54597,7138,24855,4229,2375,1033,396,333,3023,1107,1936,809,600,478,1060,668,3148,1372,3115,1031,3637,1104,2981,1042,1301,638,817,425,466,431,29742,3868,2014,863,611,441,3246,1141,1366,755,180,209,2302,803,2385,840,5555,1298,4164,1223,3190,961,2312,804,1421,550,996,471,136271,10325,74481,5925,5349,1146,1249,770,6209,1425,3946,1153,766,430,3405,1221,8799,1754,16031,2853,12736,1615,9571,1723,4505,936,1508,520,407,226,61790,5788,4221,1225,855,516,5727,1264,2501,724,975,453,2361,765,7090,1589,10118,1896,11623,2041,9704,1728,4224,1057,1232,513,1159,489,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,481684,24923,122733,11769,58278,6415,6116,1502,1148,725,7777,2122,3647,1251,1862,658,2251,902,8680,2442,7896,1876,11161,2246,2783,912,3272,1052,1004,501,681,361,64455,6903,6154,1503,1271,848,8436,2087,4073,1180,767,547,1789,676,6771,1758,11336,2492,8451,1773,6204,1312,4791,1380,2826,822,1586,891,358951,18539,185573,10658,12523,2534,2577,978,12904,2179,7647,1699,3492,1260,4715,1433,18529,3350,42191,4061,29632,4322,26120,2761,14391,2234,7358,1525,3494,982,173378,10657,10569,2174,2794,944,11489,1756,4373,1182,1713,636,4376,1212,19337,3095,33193,4288,28292,3070,24528,2887,18663,2458,8894,2068,5157,1385,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
