GEO_ID,B19025E_001E,B19025E_001M,NAME,B19025E_001MA,B19025E_001EA,state
0400000US01,null,null,Alabama,null,null,01
0400000US02,136105100,46057664,Alaska,null,null,02
0400000US04,129288700,34816848,Arizona,null,null,04
0400000US05,79766600,36380367,Arkansas,null,null,05
0400000US06,3081739400,339308931,California,null,null,06
0400000US08,140760600,47267758,Colorado,null,null,08
0400000US09,null,null,Connecticut,null,null,09
0400000US10,null,null,Delaware,null,null,10
0400000US11,null,null,District of Columbia,null,null,11
0400000US12,293225500,123816438,Florida,null,null,12
0400000US13,110494000,73214152,Georgia,null,null,13
0400000US15,2643816100,223944215,Hawaii,null,null,15
0400000US16,12027100,10151379,Idaho,null,null,16
0400000US17,232638100,117315571,Illinois,null,null,17
0400000US18,18153100,11179383,Indiana,null,null,18
0400000US19,51948200,35975584,Iowa,null,null,19
0400000US20,9827500,9647651,Kansas,null,null,20
0400000US21,32216800,19996962,Kentucky,null,null,21
0400000US22,34520800,30865139,Louisiana,null,null,22
0400000US23,null,null,Maine,null,null,23
0400000US24,67449100,33745790,Maryland,null,null,24
0400000US25,44783300,36329424,Massachusetts,null,null,25
0400000US26,99973600,82082820,Michigan,null,null,26
0400000US27,44309000,30058501,Minnesota,null,null,27
0400000US28,null,null,Mississippi,null,null,28
0400000US29,108524200,71038566,Missouri,null,null,29
0400000US30,null,null,Montana,null,null,30
0400000US31,38986400,27242131,Nebraska,null,null,31
0400000US32,302425100,67883276,Nevada,null,null,32
0400000US33,null,null,New Hampshire,null,null,33
0400000US34,59375000,38418214,New Jersey,null,null,34
0400000US35,null,null,New Mexico,null,null,35
0400000US36,62046100,27048591,New York,null,null,36
0400000US37,81185800,27513032,North Carolina,null,null,37
0400000US38,null,null,North Dakota,null,null,38
0400000US39,164158300,153262584,Ohio,null,null,39
0400000US40,81126800,40410673,Oklahoma,null,null,40
0400000US41,199969100,62109505,Oregon,null,null,41
0400000US42,74039900,32116542,Pennsylvania,null,null,42
0400000US44,null,null,Rhode Island,null,null,44
0400000US45,26781000,18410634,South Carolina,null,null,45
0400000US46,null,null,South Dakota,null,null,46
0400000US47,97121900,83223994,Tennessee,null,null,47
0400000US48,402457100,131966081,Texas,null,null,48
0400000US49,389987200,69883794,Utah,null,null,49
0400000US50,null,null,Vermont,null,null,50
0400000US51,193881000,113524343,Virginia,null,null,51
0400000US53,768348600,110949830,Washington,null,null,53
0400000US54,null,null,West Virginia,null,null,54
0400000US55,10248900,8603687,Wisconsin,null,null,55
0400000US56,null,null,Wyoming,null,null,56
0400000US72,null,null,Puerto Rico,null,null,72
