GEO_ID,B17001D_001E,B17001D_001M,B17001D_002E,B17001D_002M,B17001D_003E,B17001D_003M,B17001D_004E,B17001D_004M,B17001D_005E,B17001D_005M,B17001D_006E,B17001D_006M,B17001D_007E,B17001D_007M,B17001D_008E,B17001D_008M,B17001D_009E,B17001D_009M,B17001D_010E,B17001D_010M,B17001D_011E,B17001D_011M,B17001D_012E,B17001D_012M,B17001D_013E,B17001D_013M,B17001D_014E,B17001D_014M,B17001D_015E,B17001D_015M,B17001D_016E,B17001D_016M,B17001D_017E,B17001D_017M,B17001D_018E,B17001D_018M,B17001D_019E,B17001D_019M,B17001D_020E,B17001D_020M,B17001D_021E,B17001D_021M,B17001D_022E,B17001D_022M,B17001D_023E,B17001D_023M,B17001D_024E,B17001D_024M,B17001D_025E,B17001D_025M,B17001D_026E,B17001D_026M,B17001D_027E,B17001D_027M,B17001D_028E,B17001D_028M,B17001D_029E,B17001D_029M,B17001D_030E,B17001D_030M,B17001D_031E,B17001D_031M,B17001D_032E,B17001D_032M,B17001D_033E,B17001D_033M,B17001D_034E,B17001D_034M,B17001D_035E,B17001D_035M,B17001D_036E,B17001D_036M,B17001D_037E,B17001D_037M,B17001D_038E,B17001D_038M,B17001D_039E,B17001D_039M,B17001D_040E,B17001D_040M,B17001D_041E,B17001D_041M,B17001D_042E,B17001D_042M,B17001D_043E,B17001D_043M,B17001D_044E,B17001D_044M,B17001D_045E,B17001D_045M,B17001D_046E,B17001D_046M,B17001D_047E,B17001D_047M,B17001D_048E,B17001D_048M,B17001D_049E,B17001D_049M,B17001D_050E,B17001D_050M,B17001D_051E,B17001D_051M,B17001D_052E,B17001D_052M,B17001D_053E,B17001D_053M,B17001D_054E,B17001D_054M,B17001D_055E,B17001D_055M,B17001D_056E,B17001D_056M,B17001D_057E,B17001D_057M,B17001D_058E,B17001D_058M,B17001D_059E,B17001D_059M,NAME,B17001D_001EA,B17001D_001MA,B17001D_002MA,B17001D_002EA,B17001D_003MA,B17001D_003EA,B17001D_004EA,B17001D_004MA,B17001D_005EA,B17001D_005MA,B17001D_006EA,B17001D_006MA,B17001D_007EA,B17001D_007MA,B17001D_008MA,B17001D_008EA,B17001D_009EA,B17001D_009MA,B17001D_010EA,B17001D_010MA,B17001D_011EA,B17001D_011MA,B17001D_012MA,B17001D_012EA,B17001D_013MA,B17001D_013EA,B17001D_014MA,B17001D_014EA,B17001D_015EA,B17001D_015MA,B17001D_016EA,B17001D_016MA,B17001D_017MA,B17001D_017EA,B17001D_018MA,B17001D_018EA,B17001D_019MA,B17001D_019EA,B17001D_020EA,B17001D_020MA,B17001D_021EA,B17001D_021MA,B17001D_022MA,B17001D_022EA,B17001D_023MA,B17001D_023EA,B17001D_024MA,B17001D_024EA,B17001D_025MA,B17001D_025EA,B17001D_026EA,B17001D_026MA,B17001D_027EA,B17001D_027MA,B17001D_028MA,B17001D_028EA,B17001D_029MA,B17001D_029EA,B17001D_030MA,B17001D_030EA,B17001D_031EA,B17001D_031MA,B17001D_032EA,B17001D_032MA,B17001D_033MA,B17001D_033EA,B17001D_034MA,B17001D_034EA,B17001D_035MA,B17001D_035EA,B17001D_036MA,B17001D_036EA,B17001D_037EA,B17001D_037MA,B17001D_038MA,B17001D_038EA,B17001D_039MA,B17001D_039EA,B17001D_040MA,B17001D_040EA,B17001D_041MA,B17001D_041EA,B17001D_042EA,B17001D_042MA,B17001D_043EA,B17001D_043MA,B17001D_044EA,B17001D_044MA,B17001D_045EA,B17001D_045MA,B17001D_046MA,B17001D_046EA,B17001D_047MA,B17001D_047EA,B17001D_048EA,B17001D_048MA,B17001D_049EA,B17001D_049MA,B17001D_050EA,B17001D_050MA,B17001D_051EA,B17001D_051MA,B17001D_052MA,B17001D_052EA,B17001D_053EA,B17001D_053MA,B17001D_054EA,B17001D_054MA,B17001D_055EA,B17001D_055MA,B17001D_056EA,B17001D_056MA,B17001D_057MA,B17001D_057EA,B17001D_058MA,B17001D_058EA,B17001D_059EA,B17001D_059MA,state
0400000US01,56495,3072,6859,1769,2515,822,4,7,0,189,69,117,0,189,39,68,115,138,1313,553,546,333,59,98,304,276,0,189,20,24,46,76,4344,1297,143,236,0,189,68,117,38,68,67,108,133,202,983,522,1067,749,248,242,358,298,539,345,194,252,506,456,49636,2946,23099,2013,1050,566,596,398,2578,720,733,380,391,310,745,431,1722,660,3083,687,5182,1010,3940,838,1551,669,877,522,651,407,26537,1853,1690,428,85,79,1991,688,1029,522,327,210,690,566,1614,629,4484,1021,4863,894,4207,987,2723,707,1437,747,1397,520,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,43401,2166,7381,3092,3661,1578,573,484,318,252,619,355,475,392,225,353,14,22,415,273,142,160,486,373,366,325,28,38,0,145,0,145,3720,1643,425,341,207,285,815,538,63,102,13,22,67,102,183,162,708,507,292,319,421,323,194,202,205,227,127,178,36020,2945,17069,1610,684,381,177,131,1180,470,391,195,223,259,548,391,2766,637,2101,518,2390,623,2188,383,3143,643,948,510,330,329,18951,1741,854,375,0,145,830,461,684,381,169,173,615,460,3131,491,2374,595,3686,478,2588,498,2122,381,997,382,901,392,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,206979,4852,31374,4103,13938,2213,1053,637,253,388,831,551,307,228,0,200,244,205,4027,1004,2087,645,2054,762,902,455,809,372,547,409,824,348,17436,2576,841,440,362,255,1300,574,147,149,105,122,317,203,3691,1088,2754,853,1793,608,2104,803,2226,932,1067,464,729,448,175605,6008,80976,3677,5421,734,826,391,6492,961,4384,878,762,371,2355,593,5370,1232,15610,1156,14582,1257,10924,635,6927,832,4831,597,2492,497,94629,3403,6260,1076,823,385,7137,1003,3844,966,1053,449,1750,535,4907,862,15276,1292,18406,1219,13195,851,10647,938,7379,784,3952,490,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,36131,2272,6120,2048,3424,1191,47,99,0,190,530,471,112,229,46,74,120,109,706,506,686,545,322,302,219,266,636,359,0,190,0,190,2696,1172,48,99,140,181,46,74,136,168,0,190,75,84,233,259,478,366,525,389,160,216,493,421,253,328,109,131,30011,2321,14083,1472,1110,493,75,136,1614,607,820,508,119,150,615,335,695,368,2576,847,2748,766,2128,795,1081,573,199,170,303,210,15928,1420,511,304,63,108,1096,477,444,237,153,127,509,385,704,436,3274,553,3486,876,3346,794,1103,406,791,466,448,314,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5319197,18060,626798,19869,286370,11083,15940,2239,2837,834,16412,1961,10118,1694,4205,945,9519,1669,64726,4481,42721,4151,26701,2590,28433,2084,29717,2567,19172,1799,15869,1773,340428,11818,12541,2071,2219,790,19006,2222,8773,1671,2791,694,8612,1336,62517,4632,42012,3030,38429,2977,39473,3061,42099,3173,28902,2374,33054,2521,4692399,23367,2226278,13748,124256,3544,24963,2213,156251,4712,74795,4033,23648,1759,53486,2474,161221,4829,366148,5306,358243,3920,331152,2553,273024,3314,166985,2260,112106,2113,2466121,13469,117810,4198,23435,2293,149719,4813,74875,3621,21707,2006,49015,2238,156471,4828,398784,4982,412430,4021,382444,3986,329821,3440,201369,2833,148241,2961,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,154838,4122,15821,2770,7252,1447,245,248,0,192,383,291,257,234,319,225,257,200,1549,726,1601,616,754,423,578,356,605,304,469,313,235,219,8569,1712,618,407,0,192,506,279,251,170,227,183,413,285,1277,526,1388,556,728,300,1308,604,894,476,337,260,622,317,139017,4598,62716,2882,4878,828,399,200,4961,1060,2537,906,1369,485,1375,418,4446,885,11072,1178,12164,1115,8932,1064,5641,607,3243,562,1699,470,76301,2835,3786,890,1257,541,6349,1105,2746,851,929,388,1214,509,4991,1001,13849,1284,14726,1109,9807,922,8649,584,4958,617,3040,614,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,146533,3808,9565,1961,4009,1026,100,96,27,45,254,259,152,138,36,61,85,99,1123,498,786,478,292,227,585,338,406,274,163,157,0,197,5556,1328,45,77,0,197,243,193,303,252,169,190,293,225,1535,712,1115,419,816,453,250,224,363,320,207,311,217,189,136968,4070,64572,2506,4380,657,972,470,6025,1087,1588,496,498,327,1760,558,4395,895,12504,955,12429,850,9330,866,6224,527,3034,387,1433,440,72396,2316,4281,682,1443,523,5249,805,2031,629,960,377,1698,546,5178,936,12570,859,15333,1006,10948,824,6878,535,3956,574,1871,474,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,518362,7726,67917,6672,33106,3995,940,590,298,321,2525,1101,1203,650,561,418,1068,691,7525,1841,5896,1267,4139,1366,3119,972,2853,879,2211,659,768,327,34811,3796,1673,757,547,578,1141,477,1306,824,138,219,301,253,6778,1783,5123,984,6201,1654,3736,1188,4084,1078,2176,776,1607,688,450445,9818,204315,5776,9716,1655,1950,745,16005,1592,7324,1584,1453,600,5809,1382,16632,1916,30627,2082,36461,2258,30734,1750,23232,1363,16271,1442,8101,1235,246130,6559,11150,1727,2474,926,14500,1748,8957,1684,3012,868,5098,1144,15596,2008,38775,2471,42565,2521,40160,2423,30824,1409,21768,1555,11251,1239,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
