GEO_ID,B23002C_001E,B23002C_001M,B23002C_002E,B23002C_002M,B23002C_003E,B23002C_003M,B23002C_004E,B23002C_004M,B23002C_005E,B23002C_005M,B23002C_006E,B23002C_006M,B23002C_007E,B23002C_007M,B23002C_008E,B23002C_008M,B23002C_009E,B23002C_009M,B23002C_010E,B23002C_010M,B23002C_011E,B23002C_011M,B23002C_012E,B23002C_012M,B23002C_013E,B23002C_013M,B23002C_014E,B23002C_014M,B23002C_015E,B23002C_015M,B23002C_016E,B23002C_016M,B23002C_017E,B23002C_017M,B23002C_018E,B23002C_018M,B23002C_019E,B23002C_019M,B23002C_020E,B23002C_020M,B23002C_021E,B23002C_021M,B23002C_022E,B23002C_022M,B23002C_023E,B23002C_023M,B23002C_024E,B23002C_024M,B23002C_025E,B23002C_025M,B23002C_026E,B23002C_026M,B23002C_027E,B23002C_027M,B23002C_028E,B23002C_028M,B23002C_029E,B23002C_029M,B23002C_030E,B23002C_030M,B23002C_031E,B23002C_031M,B23002C_032E,B23002C_032M,B23002C_033E,B23002C_033M,B23002C_034E,B23002C_034M,B23002C_035E,B23002C_035M,B23002C_036E,B23002C_036M,B23002C_037E,B23002C_037M,B23002C_038E,B23002C_038M,B23002C_039E,B23002C_039M,B23002C_040E,B23002C_040M,B23002C_041E,B23002C_041M,B23002C_042E,B23002C_042M,B23002C_043E,B23002C_043M,B23002C_044E,B23002C_044M,B23002C_045E,B23002C_045M,B23002C_046E,B23002C_046M,B23002C_047E,B23002C_047M,B23002C_048E,B23002C_048M,B23002C_049E,B23002C_049M,B23002C_050E,B23002C_050M,B23002C_051E,B23002C_051M,B23002C_052E,B23002C_052M,B23002C_053E,B23002C_053M,B23002C_054E,B23002C_054M,B23002C_055E,B23002C_055M,B23002C_056E,B23002C_056M,B23002C_057E,B23002C_057M,B23002C_058E,B23002C_058M,B23002C_059E,B23002C_059M,B23002C_060E,B23002C_060M,B23002C_061E,B23002C_061M,B23002C_062E,B23002C_062M,B23002C_063E,B23002C_063M,B23002C_064E,B23002C_064M,B23002C_065E,B23002C_065M,B23002C_066E,B23002C_066M,B23002C_067E,B23002C_067M,B23002C_068E,B23002C_068M,B23002C_069E,B23002C_069M,B23002C_070E,B23002C_070M,B23002C_071E,B23002C_071M,B23002C_072E,B23002C_072M,B23002C_073E,B23002C_073M,B23002C_074E,B23002C_074M,B23002C_075E,B23002C_075M,B23002C_076E,B23002C_076M,B23002C_077E,B23002C_077M,B23002C_078E,B23002C_078M,B23002C_079E,B23002C_079M,NAME,B23002C_001MA,B23002C_001EA,B23002C_002MA,B23002C_002EA,B23002C_003MA,B23002C_003EA,B23002C_004EA,B23002C_004MA,B23002C_005EA,B23002C_005MA,B23002C_006MA,B23002C_006EA,B23002C_007MA,B23002C_007EA,B23002C_008MA,B23002C_008EA,B23002C_009EA,B23002C_009MA,B23002C_010EA,B23002C_010MA,B23002C_011MA,B23002C_011EA,B23002C_012MA,B23002C_012EA,B23002C_013EA,B23002C_013MA,B23002C_014EA,B23002C_014MA,B23002C_015EA,B23002C_015MA,B23002C_016EA,B23002C_016MA,B23002C_017MA,B23002C_017EA,B23002C_018MA,B23002C_018EA,B23002C_019EA,B23002C_019MA,B23002C_020EA,B23002C_020MA,B23002C_021EA,B23002C_021MA,B23002C_022MA,B23002C_022EA,B23002C_023MA,B23002C_023EA,B23002C_024MA,B23002C_024EA,B23002C_025EA,B23002C_025MA,B23002C_026EA,B23002C_026MA,B23002C_027EA,B23002C_027MA,B23002C_028MA,B23002C_028EA,B23002C_029MA,B23002C_029EA,B23002C_030EA,B23002C_030MA,B23002C_031EA,B23002C_031MA,B23002C_032EA,B23002C_032MA,B23002C_033MA,B23002C_033EA,B23002C_034MA,B23002C_034EA,B23002C_035MA,B23002C_035EA,B23002C_036EA,B23002C_036MA,B23002C_037EA,B23002C_037MA,B23002C_038EA,B23002C_038MA,B23002C_039MA,B23002C_039EA,B23002C_040MA,B23002C_040EA,B23002C_041EA,B23002C_041MA,B23002C_042EA,B23002C_042MA,B23002C_043EA,B23002C_043MA,B23002C_044MA,B23002C_044EA,B23002C_045MA,B23002C_045EA,B23002C_046MA,B23002C_046EA,B23002C_047EA,B23002C_047MA,B23002C_048EA,B23002C_048MA,B23002C_049MA,B23002C_049EA,B23002C_050MA,B23002C_050EA,B23002C_051MA,B23002C_051EA,B23002C_052EA,B23002C_052MA,B23002C_053EA,B23002C_053MA,B23002C_054MA,B23002C_054EA,B23002C_055MA,B23002C_055EA,B23002C_056MA,B23002C_056EA,B23002C_057MA,B23002C_057EA,B23002C_058EA,B23002C_058MA,B23002C_059EA,B23002C_059MA,B23002C_060MA,B23002C_060EA,B23002C_061MA,B23002C_061EA,B23002C_062MA,B23002C_062EA,B23002C_063EA,B23002C_063MA,B23002C_064MA,B23002C_064EA,B23002C_065MA,B23002C_065EA,B23002C_066MA,B23002C_066EA,B23002C_067MA,B23002C_067EA,B23002C_068MA,B23002C_068EA,B23002C_069EA,B23002C_069MA,B23002C_070EA,B23002C_070MA,B23002C_071EA,B23002C_071MA,B23002C_072MA,B23002C_072EA,B23002C_073MA,B23002C_073EA,B23002C_074EA,B23002C_074MA,B23002C_075EA,B23002C_075MA,B23002C_076EA,B23002C_076MA,B23002C_077MA,B23002C_077EA,B23002C_078MA,B23002C_078EA,B23002C_079MA,B23002C_079EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,74189,2369,36542,1331,3869,654,879,306,0,145,879,306,751,312,128,70,2990,640,4345,560,3309,532,0,145,3309,532,2438,529,871,170,1036,255,19913,948,13450,1033,0,145,13450,1033,10346,948,3104,722,6463,977,4602,550,2552,444,0,145,2552,444,2073,395,479,196,2050,411,1191,256,472,202,403,186,69,82,719,146,2622,404,332,162,292,151,40,69,2290,397,37647,1796,3483,587,495,179,0,145,495,179,417,173,78,53,2988,574,4935,576,3580,577,11,20,3569,574,2601,525,968,441,1355,375,19620,1200,13981,1305,0,145,13981,1305,12139,1181,1842,646,5639,769,5019,468,2830,430,0,145,2830,430,2238,390,592,380,2189,382,1900,331,380,178,380,178,0,145,1520,349,2690,301,284,147,284,147,0,145,2406,322,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,214309,5183,102928,3523,11543,2205,2343,712,0,200,2343,712,1373,586,970,416,9200,2030,13745,1088,8568,1048,63,106,8505,1035,6119,1057,2386,538,5177,1071,56566,2304,36799,2401,48,66,36751,2414,29326,2553,7425,1475,19767,1740,11417,737,4998,779,0,200,4998,779,4327,690,671,273,6419,708,3497,639,385,315,324,306,61,75,3112,588,6160,700,434,262,434,262,0,200,5726,703,111381,3006,9651,1251,2082,484,0,200,2082,484,879,330,1203,372,7569,1128,13401,789,9003,923,0,200,9003,923,6869,925,2134,633,4398,721,59985,2207,38321,2456,42,69,38279,2454,33122,2501,5157,956,21664,1872,15183,897,7754,870,0,200,7754,870,7274,842,480,261,7429,804,4661,507,1205,383,1186,380,19,31,3456,435,8500,746,353,281,189,139,164,254,8147,702,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,228575,10448,114693,6558,10300,1685,3649,996,200,273,3449,931,2453,809,996,543,6651,1453,14142,1910,9042,1731,158,173,8884,1700,7368,1429,1516,660,5100,1345,62977,4412,50008,3335,690,568,49318,3354,44049,3398,5269,1284,12969,2270,16005,1634,9746,1425,0,200,9746,1425,8275,1233,1471,581,6259,1064,4967,845,1497,425,1420,408,77,66,3470,717,6302,1067,523,259,440,229,83,123,5779,1035,113882,5791,10626,1621,4129,1166,0,200,4129,1166,2775,885,1354,687,6497,1171,10612,1616,7693,1440,154,185,7539,1452,6638,1355,901,581,2919,778,59730,3661,38702,2953,563,439,38139,2895,34350,2735,3789,845,21028,2519,18933,1879,9474,1286,0,200,9474,1286,8655,1307,819,342,9459,1431,4638,964,1553,717,1547,718,6,14,3085,719,9343,1272,736,277,736,277,0,200,8607,1231,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40925,3666,18716,2223,1536,587,774,389,75,115,699,371,544,399,155,192,762,421,1803,867,1377,802,0,192,1377,802,1250,781,127,131,426,307,11914,1686,8955,1528,0,192,8955,1528,8515,1491,440,341,2959,850,2266,545,1682,407,0,192,1682,407,1682,407,0,192,584,345,413,230,167,131,105,122,62,96,246,175,784,390,53,71,53,71,0,192,731,386,22209,2157,1717,662,882,480,0,192,882,480,423,332,459,397,835,394,2698,819,2058,757,11,25,2047,757,1822,792,225,255,640,443,12760,1849,10159,1636,0,192,10159,1636,8984,1526,1175,623,2601,807,3615,818,2030,735,0,192,2030,735,1480,589,550,470,1585,548,708,429,85,99,85,99,0,192,623,422,711,393,140,124,140,124,0,192,571,347,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,42572,4085,22043,2373,1651,715,543,443,0,214,543,443,543,443,0,214,1108,505,1992,955,1528,745,173,283,1355,723,1132,665,223,247,464,399,11678,1827,8536,1475,0,214,8536,1475,7153,1325,1383,836,3142,1030,2929,835,1171,515,0,214,1171,515,1063,491,108,135,1758,707,1483,505,342,191,287,174,55,69,1141,481,2310,713,370,291,277,248,93,147,1940,679,20529,2577,1944,656,1049,481,59,90,990,486,800,462,190,180,895,571,1335,925,1257,914,0,214,1257,914,1090,845,167,200,78,98,9573,1664,6193,1450,0,214,6193,1450,5245,1314,948,602,3380,999,4449,1126,1667,466,0,214,1667,466,1334,420,333,198,2782,998,923,444,123,160,0,214,123,160,800,364,2305,681,213,192,124,129,89,142,2092,677,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
