GEO_ID,B11002F_001E,B11002F_001M,B11002F_002E,B11002F_002M,B11002F_003E,B11002F_003M,B11002F_004E,B11002F_004M,B11002F_005E,B11002F_005M,B11002F_006E,B11002F_006M,B11002F_007E,B11002F_007M,B11002F_008E,B11002F_008M,B11002F_009E,B11002F_009M,B11002F_010E,B11002F_010M,B11002F_011E,B11002F_011M,B11002F_012E,B11002F_012M,NAME,B11002F_001EA,B11002F_001MA,B11002F_002MA,B11002F_002EA,B11002F_003MA,B11002F_003EA,B11002F_004MA,B11002F_004EA,B11002F_005EA,B11002F_005MA,B11002F_006EA,B11002F_006MA,B11002F_007EA,B11002F_007MA,B11002F_008MA,B11002F_008EA,B11002F_009MA,B11002F_009EA,B11002F_010MA,B11002F_010EA,B11002F_011EA,B11002F_011MA,B11002F_012EA,B11002F_012MA,state
0400000US01,60255,6658,55547,6727,34969,5644,34831,5610,138,186,8141,2879,6917,2445,1224,645,12437,4949,11321,4428,1116,838,4708,1556,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,419025,22536,377814,21676,217946,17188,216495,17126,1451,903,53690,8600,45581,7151,8109,2220,106178,11392,98206,10832,7972,1534,41211,6117,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,47260,6250,43202,6170,23253,4866,22877,4667,376,491,6836,3024,5816,2540,1020,688,13113,4530,11846,4213,1267,927,4058,1487,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5015644,62864,4670698,58264,2896093,55622,2837392,54940,58701,6030,618606,25439,531114,21659,87492,6819,1155999,34681,1055164,31184,100835,6867,344946,17692,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,200146,14945,178560,14909,116722,12670,115550,12626,1172,722,22505,6244,19784,5567,2721,1009,39333,6400,37885,6424,1448,627,21586,2721,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,180272,11634,160195,11316,80236,8655,76661,8169,3575,1606,21629,5275,18449,4524,3180,1371,58330,8158,54856,7540,3474,1322,20077,2901,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,19723,3954,17185,3989,9776,3247,9776,3247,0,185,3561,2020,3013,1723,548,473,3848,2247,3811,2244,37,63,2538,1087,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,26158,4588,22561,4668,11936,4513,11553,4363,383,361,7043,2958,5828,2510,1215,785,3582,1940,3333,1776,249,301,3597,1469,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,463304,25055,401784,25465,247993,19015,242392,18438,5601,2116,52943,8614,46759,7546,6184,1863,100848,12715,94065,12360,6783,1766,61520,8368,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,272431,16955,250212,16928,169789,15793,168237,15651,1552,988,32367,5725,28775,5461,3592,963,48056,8233,44940,7826,3116,1268,22219,3858,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,12653,3255,11359,3184,8449,2629,8063,2533,386,360,1148,1007,899,796,249,216,1762,1242,1378,949,384,376,1294,562,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,34194,4653,32593,4588,25234,5059,25075,5062,159,165,2620,1757,2345,1584,275,209,4739,2263,4383,2058,356,381,1601,800,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,752147,24346,700040,24196,458310,21772,449012,21352,9298,4139,92909,10413,80062,9259,12847,2326,148821,12215,139559,11724,9262,1939,52107,5885,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,134994,11550,120111,11699,77905,10384,77273,10265,632,534,16134,5127,13551,4271,2583,1302,26072,5119,23885,4728,2187,951,14883,3177,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,27516,4186,23657,4075,19995,3582,19592,3558,403,373,1133,561,1056,545,77,79,2529,1495,2368,1417,161,193,3859,1175,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,59775,6018,54622,6254,38938,5230,38712,5181,226,224,6171,2195,5439,1887,732,446,9513,2790,8826,2656,687,451,5153,1352,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31121,5052,26841,4919,15518,4011,15105,3949,413,352,5003,2273,4416,2007,587,399,6320,2690,5911,2559,409,373,4280,1462,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36619,5122,28044,5030,18952,3900,18952,3900,0,201,4866,2127,3808,1657,1058,690,4226,1880,3564,1525,662,505,8575,1743,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
