GEO_ID,B19037B_001E,B19037B_001M,B19037B_002E,B19037B_002M,B19037B_003E,B19037B_003M,B19037B_004E,B19037B_004M,B19037B_005E,B19037B_005M,B19037B_006E,B19037B_006M,B19037B_007E,B19037B_007M,B19037B_008E,B19037B_008M,B19037B_009E,B19037B_009M,B19037B_010E,B19037B_010M,B19037B_011E,B19037B_011M,B19037B_012E,B19037B_012M,B19037B_013E,B19037B_013M,B19037B_014E,B19037B_014M,B19037B_015E,B19037B_015M,B19037B_016E,B19037B_016M,B19037B_017E,B19037B_017M,B19037B_018E,B19037B_018M,B19037B_019E,B19037B_019M,B19037B_020E,B19037B_020M,B19037B_021E,B19037B_021M,B19037B_022E,B19037B_022M,B19037B_023E,B19037B_023M,B19037B_024E,B19037B_024M,B19037B_025E,B19037B_025M,B19037B_026E,B19037B_026M,B19037B_027E,B19037B_027M,B19037B_028E,B19037B_028M,B19037B_029E,B19037B_029M,B19037B_030E,B19037B_030M,B19037B_031E,B19037B_031M,B19037B_032E,B19037B_032M,B19037B_033E,B19037B_033M,B19037B_034E,B19037B_034M,B19037B_035E,B19037B_035M,B19037B_036E,B19037B_036M,B19037B_037E,B19037B_037M,B19037B_038E,B19037B_038M,B19037B_039E,B19037B_039M,B19037B_040E,B19037B_040M,B19037B_041E,B19037B_041M,B19037B_042E,B19037B_042M,B19037B_043E,B19037B_043M,B19037B_044E,B19037B_044M,B19037B_045E,B19037B_045M,B19037B_046E,B19037B_046M,B19037B_047E,B19037B_047M,B19037B_048E,B19037B_048M,B19037B_049E,B19037B_049M,B19037B_050E,B19037B_050M,B19037B_051E,B19037B_051M,B19037B_052E,B19037B_052M,B19037B_053E,B19037B_053M,B19037B_054E,B19037B_054M,B19037B_055E,B19037B_055M,B19037B_056E,B19037B_056M,B19037B_057E,B19037B_057M,B19037B_058E,B19037B_058M,B19037B_059E,B19037B_059M,B19037B_060E,B19037B_060M,B19037B_061E,B19037B_061M,B19037B_062E,B19037B_062M,B19037B_063E,B19037B_063M,B19037B_064E,B19037B_064M,B19037B_065E,B19037B_065M,B19037B_066E,B19037B_066M,B19037B_067E,B19037B_067M,B19037B_068E,B19037B_068M,B19037B_069E,B19037B_069M,NAME,B19037B_001EA,B19037B_001MA,B19037B_002EA,B19037B_002MA,B19037B_003MA,B19037B_003EA,B19037B_004MA,B19037B_004EA,B19037B_005EA,B19037B_005MA,B19037B_006EA,B19037B_006MA,B19037B_007EA,B19037B_007MA,B19037B_008MA,B19037B_008EA,B19037B_009MA,B19037B_009EA,B19037B_010MA,B19037B_010EA,B19037B_011EA,B19037B_011MA,B19037B_012EA,B19037B_012MA,B19037B_013EA,B19037B_013MA,B19037B_014MA,B19037B_014EA,B19037B_015EA,B19037B_015MA,B19037B_016EA,B19037B_016MA,B19037B_017MA,B19037B_017EA,B19037B_018MA,B19037B_018EA,B19037B_019EA,B19037B_019MA,B19037B_020EA,B19037B_020MA,B19037B_021EA,B19037B_021MA,B19037B_022MA,B19037B_022EA,B19037B_023MA,B19037B_023EA,B19037B_024EA,B19037B_024MA,B19037B_025MA,B19037B_025EA,B19037B_026EA,B19037B_026MA,B19037B_027EA,B19037B_027MA,B19037B_028MA,B19037B_028EA,B19037B_029EA,B19037B_029MA,B19037B_030MA,B19037B_030EA,B19037B_031EA,B19037B_031MA,B19037B_032EA,B19037B_032MA,B19037B_033MA,B19037B_033EA,B19037B_034EA,B19037B_034MA,B19037B_035EA,B19037B_035MA,B19037B_036MA,B19037B_036EA,B19037B_037EA,B19037B_037MA,B19037B_038EA,B19037B_038MA,B19037B_039MA,B19037B_039EA,B19037B_040EA,B19037B_040MA,B19037B_041MA,B19037B_041EA,B19037B_042EA,B19037B_042MA,B19037B_043EA,B19037B_043MA,B19037B_044MA,B19037B_044EA,B19037B_045EA,B19037B_045MA,B19037B_046EA,B19037B_046MA,B19037B_047MA,B19037B_047EA,B19037B_048EA,B19037B_048MA,B19037B_049MA,B19037B_049EA,B19037B_050EA,B19037B_050MA,B19037B_051EA,B19037B_051MA,B19037B_052MA,B19037B_052EA,B19037B_053EA,B19037B_053MA,B19037B_054MA,B19037B_054EA,B19037B_055EA,B19037B_055MA,B19037B_056EA,B19037B_056MA,B19037B_057EA,B19037B_057MA,B19037B_058MA,B19037B_058EA,B19037B_059MA,B19037B_059EA,B19037B_060EA,B19037B_060MA,B19037B_061EA,B19037B_061MA,B19037B_062EA,B19037B_062MA,B19037B_063MA,B19037B_063EA,B19037B_064EA,B19037B_064MA,B19037B_065EA,B19037B_065MA,B19037B_066MA,B19037B_066EA,B19037B_067MA,B19037B_067EA,B19037B_068EA,B19037B_068MA,B19037B_069EA,B19037B_069MA,state
0400000US01,477712,6311,23538,2425,6379,1373,3802,1000,1931,808,2305,989,2317,1005,1621,739,1026,546,796,603,582,407,1863,885,569,390,211,256,84,142,52,85,0,189,0,189,171906,5225,30815,2408,13123,1752,15565,2274,15014,2067,13937,2057,11214,2229,9173,1733,8099,1706,7999,1579,12320,2155,11139,1908,13575,2205,4989,1289,2003,809,1803,733,1138,622,190267,3624,30767,2622,16223,1564,15473,1877,14192,1837,12111,1722,11776,1635,9883,1637,9756,1237,7846,1570,13409,1993,12742,1776,15356,1549,9658,1719,5177,1307,4239,1010,1659,526,92001,2215,13847,1652,14467,1696,11114,1292,7129,995,6802,1105,6159,1098,4501,974,4916,1145,2735,763,5309,926,6074,900,4725,1010,1830,593,1487,517,645,333,261,223,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,96705,3626,5371,1199,1292,637,274,240,573,385,721,522,504,391,371,352,128,210,650,462,234,389,422,430,123,152,79,130,0,200,0,200,0,200,0,200,40787,2683,4467,1041,2611,740,3235,1073,2970,986,2186,863,2706,900,2247,766,2411,1028,2021,804,4108,1119,4418,1211,3574,1182,1750,579,907,500,549,313,627,356,36607,2040,4679,1172,2479,774,2303,676,1982,737,1172,601,1820,731,2445,840,1753,716,1606,677,2669,971,2971,908,4170,1055,3294,784,1215,422,1385,492,664,395,13940,1401,1660,660,1624,519,1089,456,827,530,763,313,678,363,454,263,607,387,701,435,1057,469,1811,640,1167,391,586,258,280,221,320,195,316,267,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,174566,4686,12158,1871,3635,1040,2012,847,2014,895,650,337,1290,811,818,575,677,506,277,249,25,42,371,367,283,244,94,147,12,25,0,190,0,190,0,190,66025,3393,10081,1871,6018,1316,5064,1253,5915,1435,3378,1206,6597,1603,5513,1440,3102,1016,3241,1087,5930,1325,4264,1380,3182,923,1366,571,816,479,1011,634,547,514,67050,2663,9766,1270,7150,1554,5191,1045,5419,1095,5674,1229,4775,1220,4065,935,2601,676,2946,823,5149,980,5004,1059,4799,964,1787,531,1661,639,631,353,432,274,29333,1536,5498,1115,5344,1052,2800,675,3195,620,1800,462,1278,424,1337,390,1160,498,1314,529,1498,418,1796,656,1087,440,703,584,234,217,188,185,101,123,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,816165,9891,31039,3041,7103,1447,3967,989,3167,1056,2109,775,3227,1211,2448,970,1837,541,839,517,1680,703,1840,976,1261,825,951,604,385,357,29,47,196,318,0,200,272666,7920,40048,3287,19372,2605,14198,2163,16935,2285,14631,2149,16045,1997,10108,1526,11932,1840,10083,2118,25093,3084,26304,3065,27689,2986,16034,2183,9366,1958,8663,1641,6165,1565,346074,5743,34065,3239,33195,2957,15124,1952,17230,1947,13402,1774,15275,2227,13344,2066,13914,1858,10546,1546,26277,2612,33362,2868,39374,2878,30240,2567,16528,2214,20388,2452,13810,1764,166386,3522,14489,1456,21808,2146,13763,1723,12399,1516,9660,1402,10926,1372,7587,1216,6601,1111,5735,1096,13626,1748,12709,1704,13886,1477,9104,1058,5349,1001,4765,865,3979,899,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,73539,2962,4768,1281,488,416,542,462,0,192,674,634,528,414,558,488,564,453,480,473,55,93,192,212,505,451,182,275,0,192,0,192,0,192,0,192,28998,2150,3568,992,725,554,1851,757,1658,718,2110,1286,1340,640,2334,893,1771,849,1138,606,3630,1077,2706,932,2866,771,1736,770,982,487,369,272,214,213,29337,1519,3400,915,2245,881,1801,715,1760,654,1376,580,1187,566,1455,792,1053,426,1154,551,2257,833,2429,828,3433,839,2044,820,1660,639,1478,533,605,382,10436,1025,1155,524,1074,466,574,230,529,343,594,326,878,386,197,157,496,340,282,198,878,380,953,501,969,392,892,364,181,215,658,392,126,146,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,126954,4024,3765,1063,1112,582,527,489,60,73,223,220,491,517,392,245,75,127,0,197,198,243,81,102,308,233,222,220,0,197,0,197,76,136,0,197,45822,2778,5372,1265,2493,845,2501,868,2899,913,3138,978,2350,839,2694,913,2471,942,1533,599,2850,914,5400,1394,5813,1215,2277,879,1246,603,1532,601,1253,649,55196,2358,6311,1503,2304,749,2952,933,2257,640,3409,1130,1979,769,2782,882,1785,831,3114,937,5261,1191,5825,1126,6145,1116,3651,1043,2554,875,2170,621,2697,782,22171,1425,3380,863,2452,806,1947,624,1381,439,1655,566,900,514,592,281,591,415,1351,556,1266,523,1449,544,2180,581,1208,484,506,381,839,419,474,477,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,72059,2707,2304,830,938,523,299,447,217,271,117,141,0,185,283,360,92,158,57,96,55,94,0,185,246,273,0,185,0,185,0,185,0,185,0,185,25760,1749,2264,724,986,536,1100,684,1393,637,1120,519,1878,813,2087,715,1712,881,1321,612,2390,749,2202,943,1844,712,1754,807,1754,678,1136,603,819,512,30747,1748,2951,883,1967,872,1338,589,1330,565,2310,938,1178,568,1293,505,1355,607,1658,868,2252,688,3058,916,4078,950,2629,810,988,553,1913,784,449,314,13248,984,1752,670,1173,481,806,489,903,441,640,462,490,231,879,440,887,430,775,373,885,419,1036,423,1626,639,728,341,270,215,272,205,126,134,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,127275,3227,3776,923,1150,521,0,198,391,315,180,248,324,312,328,337,0,198,558,374,137,168,39,63,424,373,179,158,30,53,0,198,0,198,36,62,41651,2456,6228,1483,1225,593,2933,978,2849,946,2545,961,1805,744,1607,762,1994,796,1398,594,2188,817,3020,848,4962,1209,2934,798,1707,732,1772,734,2484,902,50837,2105,10655,1969,2600,720,2471,925,3095,1093,2093,748,2354,718,1352,443,2594,811,973,476,3190,762,4650,1055,5133,1061,3815,906,1298,423,2050,731,2514,707,31011,1499,4471,841,3576,832,2220,631,1947,493,1416,526,1652,571,1042,410,1468,482,1561,487,1888,520,2495,630,2858,646,1793,558,913,394,918,420,793,421,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1004001,11996,48675,4540,16360,2355,6209,1457,4865,1544,4583,1354,4547,1321,3350,1404,2611,998,1504,633,1348,718,1597,751,587,390,573,413,133,149,42,70,366,458,0,214,374932,8060,47797,4088,23260,2817,29041,2901,30659,3140,26500,3247,30465,2690,27923,3438,23118,2802,17681,2756,28957,3159,33016,3259,27473,2840,15907,2458,5859,1300,3738,1163,3538,1101,399387,6839,45610,3524,26880,2878,26805,3015,24038,2841,26273,2852,24764,2448,22551,2573,19235,2574,18956,2507,38548,3762,38963,2734,38427,3550,22464,2855,11480,1754,9707,1659,4686,1073,181007,4773,26168,2224,25338,2615,14690,1944,13986,1481,12755,1500,12070,1784,10320,1580,7692,1327,6694,1223,12077,1645,13145,1822,11404,1675,7299,1464,3610,1046,2480,735,1279,486,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
