GEO_ID,C23002D_001E,C23002D_001M,C23002D_002E,C23002D_002M,C23002D_003E,C23002D_003M,C23002D_004E,C23002D_004M,C23002D_005E,C23002D_005M,C23002D_006E,C23002D_006M,C23002D_007E,C23002D_007M,C23002D_008E,C23002D_008M,C23002D_009E,C23002D_009M,C23002D_010E,C23002D_010M,C23002D_011E,C23002D_011M,C23002D_012E,C23002D_012M,C23002D_013E,C23002D_013M,C23002D_014E,C23002D_014M,C23002D_015E,C23002D_015M,C23002D_016E,C23002D_016M,C23002D_017E,C23002D_017M,C23002D_018E,C23002D_018M,C23002D_019E,C23002D_019M,C23002D_020E,C23002D_020M,C23002D_021E,C23002D_021M,C23002D_022E,C23002D_022M,C23002D_023E,C23002D_023M,C23002D_024E,C23002D_024M,C23002D_025E,C23002D_025M,C23002D_026E,C23002D_026M,C23002D_027E,C23002D_027M,NAME,C23002D_001EA,C23002D_001MA,C23002D_002MA,C23002D_002EA,C23002D_003MA,C23002D_003EA,C23002D_004MA,C23002D_004EA,C23002D_005EA,C23002D_005MA,C23002D_006EA,C23002D_006MA,C23002D_007MA,C23002D_007EA,C23002D_008MA,C23002D_008EA,C23002D_009MA,C23002D_009EA,C23002D_010MA,C23002D_010EA,C23002D_011EA,C23002D_011MA,C23002D_012EA,C23002D_012MA,C23002D_013MA,C23002D_013EA,C23002D_014MA,C23002D_014EA,C23002D_015MA,C23002D_015EA,C23002D_016EA,C23002D_016MA,C23002D_017EA,C23002D_017MA,C23002D_018EA,C23002D_018MA,C23002D_019EA,C23002D_019MA,C23002D_020EA,C23002D_020MA,C23002D_021MA,C23002D_021EA,C23002D_022MA,C23002D_022EA,C23002D_023EA,C23002D_023MA,C23002D_024EA,C23002D_024MA,C23002D_025EA,C23002D_025MA,C23002D_026MA,C23002D_026EA,C23002D_027MA,C23002D_027EA,state
0400000US01,47544,2448,21691,1950,20091,1755,15623,1488,435,362,15188,1494,14797,1514,391,442,4468,937,1600,712,715,397,704,397,11,17,885,584,25853,1456,22319,1446,13228,1641,0,189,13228,1641,12196,1594,1032,603,9091,1518,3534,821,412,308,412,308,0,189,3122,753,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34782,1453,16171,1028,14893,1308,12619,1189,645,367,11974,1244,11694,1255,280,275,2274,769,1278,557,511,362,487,360,24,42,767,430,18611,929,16381,1006,12101,1166,46,82,12055,1166,11190,1235,865,618,4280,1003,2230,268,248,203,248,203,0,145,1982,303,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,169564,3457,77049,2416,68355,2409,52206,2600,663,372,51543,2673,48990,2476,2553,770,16149,2217,8694,643,1568,548,1469,541,99,128,7126,724,92515,2071,79376,2260,50984,2724,160,155,50824,2711,47293,2544,3531,1070,28392,2643,13139,761,1933,597,1933,597,0,200,11206,1016,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,29445,1781,13297,996,12795,998,10237,1148,162,199,10075,1186,9193,1128,882,493,2558,780,502,248,195,145,195,145,0,190,307,219,16148,1357,14446,1243,8743,1174,0,190,8743,1174,8257,1183,486,368,5703,1189,1702,622,133,150,133,150,0,190,1569,593,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4503442,11440,2097159,6660,1780091,6539,1381103,10424,6875,1363,1374228,10308,1285541,10017,88687,4386,398988,9046,317068,1379,60960,3456,58226,3325,2734,888,256108,3640,2406283,7151,1989083,6263,1350204,10355,1119,485,1349085,10449,1269387,10692,79698,3442,638879,10482,417200,2443,51822,3343,49197,3332,2625,913,365378,3710,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,125824,2894,56166,1610,50520,1773,40468,2013,627,380,39841,2020,38481,1987,1360,544,10052,1408,5646,521,1502,506,1332,509,170,164,4144,746,69658,2028,60701,2007,39519,2116,337,212,39182,2123,37154,2252,2028,733,21182,2022,8957,431,1368,570,1368,570,0,192,7589,531,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,122577,2665,56867,1649,52138,1702,44597,2038,227,215,44370,2032,41432,2262,2938,1153,7541,1296,4729,438,1570,404,1521,408,49,79,3159,534,65710,2026,59402,1870,38913,2427,130,152,38783,2444,36398,2466,2385,746,20489,2263,6308,562,945,503,945,503,0,197,5363,717,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28620,848,13688,679,12414,719,10350,903,51,89,10299,913,9798,892,501,315,2064,601,1274,170,196,135,196,135,0,185,1078,200,14932,617,12803,606,7633,1097,0,185,7633,1097,7376,1116,257,207,5170,1128,2129,343,287,233,287,233,0,185,1842,366,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,22639,760,9053,566,8502,576,6170,759,0,198,6170,759,5925,749,245,192,2332,685,551,212,283,249,283,249,0,198,268,164,13586,524,12530,528,9879,805,0,198,9879,805,9627,786,252,235,2651,720,1056,56,363,228,363,228,0,198,693,233,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,436577,5188,197740,3167,170389,3115,132360,4074,1064,590,131296,4211,122671,4187,8625,1845,38029,3448,27351,1296,4451,796,4249,766,202,252,22900,1390,238837,4021,201659,3746,130224,5298,226,215,129998,5302,123707,5104,6291,1688,71435,4824,37178,1390,5579,1194,5173,1104,406,308,31599,1783,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
