GEO_ID,B17010F_001E,B17010F_001M,B17010F_002E,B17010F_002M,B17010F_003E,B17010F_003M,B17010F_004E,B17010F_004M,B17010F_005E,B17010F_005M,B17010F_006E,B17010F_006M,B17010F_007E,B17010F_007M,B17010F_008E,B17010F_008M,B17010F_009E,B17010F_009M,B17010F_010E,B17010F_010M,B17010F_011E,B17010F_011M,B17010F_012E,B17010F_012M,B17010F_013E,B17010F_013M,B17010F_014E,B17010F_014M,B17010F_015E,B17010F_015M,B17010F_016E,B17010F_016M,B17010F_017E,B17010F_017M,B17010F_018E,B17010F_018M,B17010F_019E,B17010F_019M,B17010F_020E,B17010F_020M,B17010F_021E,B17010F_021M,B17010F_022E,B17010F_022M,B17010F_023E,B17010F_023M,B17010F_024E,B17010F_024M,B17010F_025E,B17010F_025M,B17010F_026E,B17010F_026M,B17010F_027E,B17010F_027M,B17010F_028E,B17010F_028M,B17010F_029E,B17010F_029M,B17010F_030E,B17010F_030M,B17010F_031E,B17010F_031M,B17010F_032E,B17010F_032M,B17010F_033E,B17010F_033M,B17010F_034E,B17010F_034M,B17010F_035E,B17010F_035M,B17010F_036E,B17010F_036M,B17010F_037E,B17010F_037M,B17010F_038E,B17010F_038M,B17010F_039E,B17010F_039M,B17010F_040E,B17010F_040M,B17010F_041E,B17010F_041M,NAME,B17010F_001MA,B17010F_001EA,B17010F_002MA,B17010F_002EA,B17010F_003MA,B17010F_003EA,B17010F_004MA,B17010F_004EA,B17010F_005EA,B17010F_005MA,B17010F_006MA,B17010F_006EA,B17010F_007MA,B17010F_007EA,B17010F_008MA,B17010F_008EA,B17010F_009MA,B17010F_009EA,B17010F_010EA,B17010F_010MA,B17010F_011MA,B17010F_011EA,B17010F_012MA,B17010F_012EA,B17010F_013MA,B17010F_013EA,B17010F_014MA,B17010F_014EA,B17010F_015MA,B17010F_015EA,B17010F_016MA,B17010F_016EA,B17010F_017MA,B17010F_017EA,B17010F_018MA,B17010F_018EA,B17010F_019MA,B17010F_019EA,B17010F_020EA,B17010F_020MA,B17010F_021EA,B17010F_021MA,B17010F_022MA,B17010F_022EA,B17010F_023MA,B17010F_023EA,B17010F_024MA,B17010F_024EA,B17010F_025EA,B17010F_025MA,B17010F_026EA,B17010F_026MA,B17010F_027MA,B17010F_027EA,B17010F_028MA,B17010F_028EA,B17010F_029MA,B17010F_029EA,B17010F_030MA,B17010F_030EA,B17010F_031EA,B17010F_031MA,B17010F_032EA,B17010F_032MA,B17010F_033MA,B17010F_033EA,B17010F_034MA,B17010F_034EA,B17010F_035MA,B17010F_035EA,B17010F_036EA,B17010F_036MA,B17010F_037EA,B17010F_037MA,B17010F_038MA,B17010F_038EA,B17010F_039MA,B17010F_039EA,B17010F_040EA,B17010F_040MA,B17010F_041EA,B17010F_041MA,state
0400000US01,12654,1660,4979,1247,3226,1029,3147,1014,245,314,880,625,2022,818,79,128,1753,766,541,450,541,450,0,189,224,226,317,396,0,189,1212,624,952,538,42,134,576,440,334,284,260,296,7675,1308,4999,1072,3481,838,371,326,1025,554,2085,686,1518,624,2676,939,1555,734,1077,694,159,154,185,198,733,600,478,438,1121,595,909,541,165,218,478,454,266,260,212,197,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,90737,5073,24411,2901,9876,1978,9016,1893,1330,699,3381,1008,4305,1233,860,422,14535,1975,3454,1141,3105,1137,352,313,976,468,1777,955,349,228,11081,1900,9443,1795,1436,581,2813,883,5194,1258,1638,762,66326,4347,41425,3320,25948,2715,3839,1184,6278,1435,15831,2098,15477,2141,24901,2826,9028,1501,5394,1352,848,488,901,477,3645,1066,3634,904,15873,2231,9590,1700,1954,849,1645,581,5991,1430,6283,1457,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,10499,1625,2791,786,1171,544,1027,516,27,50,166,147,834,520,144,189,1620,631,301,309,301,309,0,190,20,46,281,306,0,190,1319,579,1319,579,656,447,166,201,497,354,0,190,7708,1520,4891,1247,3038,969,340,296,918,582,1780,668,1853,704,2817,829,1307,634,907,490,178,198,92,157,637,417,400,316,1510,712,1420,702,86,140,658,559,676,533,90,129,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1012995,12591,221752,8038,94171,5055,80622,4616,5939,1223,32216,3060,42467,3489,13549,1783,127581,5900,28621,2616,23819,2489,4492,975,8980,1655,10347,1799,4802,1094,98960,4927,89547,4584,11462,1780,29540,2923,48545,3236,9413,1462,791243,11544,519989,11114,336032,9554,45275,3237,83663,4265,207094,7935,183957,6553,271254,7517,112104,4754,63461,4301,12759,1877,14368,1982,36334,3361,48643,3023,159150,6178,100056,5347,13839,1724,18625,2233,67592,5250,59094,3809,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,47881,3832,10607,1873,5307,1445,4152,1388,394,286,1328,773,2430,1061,1155,574,5300,1164,819,550,707,508,106,109,316,345,285,264,112,184,4481,1054,3522,994,332,312,1294,677,1896,673,959,573,37274,3307,25345,2636,15076,2050,2343,924,3316,1064,9417,1676,10269,1468,11929,1988,5162,1413,3587,1224,801,489,539,480,2247,951,1575,680,6767,1445,4924,1305,580,474,752,465,3592,1057,1843,741,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40800,3022,11187,1790,2146,871,1665,784,0,197,620,432,1045,621,481,372,9041,1808,2003,860,1491,768,342,301,664,486,485,431,512,475,7038,1494,6021,1563,817,623,2037,876,3167,979,1017,614,29613,2760,16867,1988,11761,1772,1432,598,3635,1033,6694,1314,5106,1089,12746,1992,4129,1118,2969,1005,415,357,990,677,1564,707,1160,474,8617,1520,5511,1305,661,397,1003,569,3847,1166,3106,1008,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,99329,6346,22090,2724,9878,2105,7821,1833,935,577,2336,915,4550,1369,2057,796,12212,1854,2497,1030,1919,841,265,305,799,611,855,480,578,463,9715,1663,8859,1659,1094,612,2395,886,5370,1237,856,418,77239,5002,52367,3908,28168,3170,5425,1367,3911,1055,18832,2630,24199,2902,24872,3096,9634,1879,5402,1613,1739,834,1353,800,2310,976,4232,1193,15238,2330,8637,1801,1016,520,1822,885,5799,1522,6601,1548,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
