GEO_ID,B05003G_001E,B05003G_001M,B05003G_002E,B05003G_002M,B05003G_003E,B05003G_003M,B05003G_004E,B05003G_004M,B05003G_005E,B05003G_005M,B05003G_006E,B05003G_006M,B05003G_007E,B05003G_007M,B05003G_008E,B05003G_008M,B05003G_009E,B05003G_009M,B05003G_010E,B05003G_010M,B05003G_011E,B05003G_011M,B05003G_012E,B05003G_012M,B05003G_013E,B05003G_013M,B05003G_014E,B05003G_014M,B05003G_015E,B05003G_015M,B05003G_016E,B05003G_016M,B05003G_017E,B05003G_017M,B05003G_018E,B05003G_018M,B05003G_019E,B05003G_019M,B05003G_020E,B05003G_020M,B05003G_021E,B05003G_021M,B05003G_022E,B05003G_022M,B05003G_023E,B05003G_023M,NAME,B05003G_001MA,B05003G_001EA,B05003G_002MA,B05003G_002EA,B05003G_003EA,B05003G_003MA,B05003G_004EA,B05003G_004MA,B05003G_005EA,B05003G_005MA,B05003G_006EA,B05003G_006MA,B05003G_007MA,B05003G_007EA,B05003G_008MA,B05003G_008EA,B05003G_009EA,B05003G_009MA,B05003G_010EA,B05003G_010MA,B05003G_011EA,B05003G_011MA,B05003G_012MA,B05003G_012EA,B05003G_013MA,B05003G_013EA,B05003G_014EA,B05003G_014MA,B05003G_015EA,B05003G_015MA,B05003G_016EA,B05003G_016MA,B05003G_017MA,B05003G_017EA,B05003G_018MA,B05003G_018EA,B05003G_019MA,B05003G_019EA,B05003G_020EA,B05003G_020MA,B05003G_021EA,B05003G_021MA,B05003G_022MA,B05003G_022EA,B05003G_023MA,B05003G_023EA,state
0400000US01,87319,6593,43879,3988,19470,2590,19357,2578,113,149,113,149,0,192,24409,2783,22815,2581,1594,771,881,541,713,404,43440,3938,18648,2724,18601,2723,47,58,0,192,47,58,24792,2252,23369,2191,1423,741,409,314,1014,634,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,63285,4721,32124,2583,14444,1720,14415,1714,29,37,14,26,15,27,17680,1806,17324,1764,356,256,248,209,108,128,31161,2992,14212,2020,14212,2020,0,149,0,149,0,149,16949,1544,15870,1421,1079,562,879,477,200,218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,222446,10813,112833,6870,56219,4380,55746,4464,473,365,123,150,350,334,56614,4284,50539,4092,6075,1240,4394,1094,1681,554,109613,6002,50708,3884,50498,3864,210,189,137,119,73,125,58905,3876,51957,3499,6948,1459,3904,892,3044,1171,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,64220,5652,33744,3188,16873,2555,16533,2473,340,404,174,308,166,253,16871,2267,16189,2217,682,364,172,161,510,332,30476,3496,14443,2203,14318,2217,125,165,46,87,79,134,16033,2301,14487,2251,1546,926,329,330,1217,876,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1753771,30465,869341,17556,380461,8649,373811,8347,6650,1617,2301,895,4349,1287,488880,13119,399046,10468,89834,5203,51183,3731,38651,3643,884430,17801,375034,10844,369601,10609,5433,1438,1179,576,4254,1366,509396,11516,415950,10214,93446,4919,56553,3937,36893,3608,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,193331,9623,99203,6392,45340,3744,44583,3676,757,602,513,510,244,313,53863,4149,48749,3623,5114,1554,1996,765,3118,1247,94128,5542,41844,3474,41325,3466,519,470,158,158,361,445,52284,3347,47773,3374,4511,1208,2757,794,1754,779,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,116604,7769,56999,4493,27910,3119,26819,3052,1091,988,132,164,959,982,29089,3378,23656,2992,5433,1433,2452,831,2981,1294,59605,5084,29132,3040,28468,2968,664,471,432,442,232,189,30473,3424,25256,3076,5217,1420,3434,1304,1783,829,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28441,3973,15431,2464,8634,1915,8554,1905,80,131,0,190,80,131,6797,1450,5356,1139,1441,922,262,188,1179,953,13010,2199,6843,1526,6754,1501,89,148,0,190,89,148,6167,1256,5267,1146,900,450,522,281,378,287,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21377,2579,10284,1762,3767,1055,3682,1052,85,102,31,50,54,89,6517,1446,4974,1078,1543,900,568,350,975,838,11093,1403,2639,703,2577,707,62,74,41,67,21,34,8454,1198,6548,1119,1906,694,1149,445,757,563,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,501856,20371,252951,12693,108170,8087,106176,7998,1994,1044,384,393,1610,942,144781,8073,102866,5764,41915,4809,24103,2971,17812,3668,248905,11345,104578,6094,103090,6143,1488,541,469,300,1019,462,144327,7711,105734,6283,38593,3654,24366,2793,14227,2422,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
