GEO_ID,B23002D_001E,B23002D_001M,B23002D_002E,B23002D_002M,B23002D_003E,B23002D_003M,B23002D_004E,B23002D_004M,B23002D_005E,B23002D_005M,B23002D_006E,B23002D_006M,B23002D_007E,B23002D_007M,B23002D_008E,B23002D_008M,B23002D_009E,B23002D_009M,B23002D_010E,B23002D_010M,B23002D_011E,B23002D_011M,B23002D_012E,B23002D_012M,B23002D_013E,B23002D_013M,B23002D_014E,B23002D_014M,B23002D_015E,B23002D_015M,B23002D_016E,B23002D_016M,B23002D_017E,B23002D_017M,B23002D_018E,B23002D_018M,B23002D_019E,B23002D_019M,B23002D_020E,B23002D_020M,B23002D_021E,B23002D_021M,B23002D_022E,B23002D_022M,B23002D_023E,B23002D_023M,B23002D_024E,B23002D_024M,B23002D_025E,B23002D_025M,B23002D_026E,B23002D_026M,B23002D_027E,B23002D_027M,B23002D_028E,B23002D_028M,B23002D_029E,B23002D_029M,B23002D_030E,B23002D_030M,B23002D_031E,B23002D_031M,B23002D_032E,B23002D_032M,B23002D_033E,B23002D_033M,B23002D_034E,B23002D_034M,B23002D_035E,B23002D_035M,B23002D_036E,B23002D_036M,B23002D_037E,B23002D_037M,B23002D_038E,B23002D_038M,B23002D_039E,B23002D_039M,B23002D_040E,B23002D_040M,B23002D_041E,B23002D_041M,B23002D_042E,B23002D_042M,B23002D_043E,B23002D_043M,B23002D_044E,B23002D_044M,B23002D_045E,B23002D_045M,B23002D_046E,B23002D_046M,B23002D_047E,B23002D_047M,B23002D_048E,B23002D_048M,B23002D_049E,B23002D_049M,B23002D_050E,B23002D_050M,B23002D_051E,B23002D_051M,B23002D_052E,B23002D_052M,B23002D_053E,B23002D_053M,B23002D_054E,B23002D_054M,B23002D_055E,B23002D_055M,B23002D_056E,B23002D_056M,B23002D_057E,B23002D_057M,B23002D_058E,B23002D_058M,B23002D_059E,B23002D_059M,B23002D_060E,B23002D_060M,B23002D_061E,B23002D_061M,B23002D_062E,B23002D_062M,B23002D_063E,B23002D_063M,B23002D_064E,B23002D_064M,B23002D_065E,B23002D_065M,B23002D_066E,B23002D_066M,B23002D_067E,B23002D_067M,B23002D_068E,B23002D_068M,B23002D_069E,B23002D_069M,B23002D_070E,B23002D_070M,B23002D_071E,B23002D_071M,B23002D_072E,B23002D_072M,B23002D_073E,B23002D_073M,B23002D_074E,B23002D_074M,B23002D_075E,B23002D_075M,B23002D_076E,B23002D_076M,B23002D_077E,B23002D_077M,B23002D_078E,B23002D_078M,B23002D_079E,B23002D_079M,NAME,B23002D_001MA,B23002D_001EA,B23002D_002EA,B23002D_002MA,B23002D_003EA,B23002D_003MA,B23002D_004EA,B23002D_004MA,B23002D_005MA,B23002D_005EA,B23002D_006EA,B23002D_006MA,B23002D_007MA,B23002D_007EA,B23002D_008MA,B23002D_008EA,B23002D_009MA,B23002D_009EA,B23002D_010MA,B23002D_010EA,B23002D_011EA,B23002D_011MA,B23002D_012MA,B23002D_012EA,B23002D_013MA,B23002D_013EA,B23002D_014MA,B23002D_014EA,B23002D_015MA,B23002D_015EA,B23002D_016MA,B23002D_016EA,B23002D_017EA,B23002D_017MA,B23002D_018MA,B23002D_018EA,B23002D_019MA,B23002D_019EA,B23002D_020MA,B23002D_020EA,B23002D_021MA,B23002D_021EA,B23002D_022EA,B23002D_022MA,B23002D_023MA,B23002D_023EA,B23002D_024MA,B23002D_024EA,B23002D_025EA,B23002D_025MA,B23002D_026MA,B23002D_026EA,B23002D_027MA,B23002D_027EA,B23002D_028EA,B23002D_028MA,B23002D_029MA,B23002D_029EA,B23002D_030EA,B23002D_030MA,B23002D_031MA,B23002D_031EA,B23002D_032MA,B23002D_032EA,B23002D_033EA,B23002D_033MA,B23002D_034MA,B23002D_034EA,B23002D_035EA,B23002D_035MA,B23002D_036EA,B23002D_036MA,B23002D_037MA,B23002D_037EA,B23002D_038MA,B23002D_038EA,B23002D_039EA,B23002D_039MA,B23002D_040EA,B23002D_040MA,B23002D_041EA,B23002D_041MA,B23002D_042MA,B23002D_042EA,B23002D_043MA,B23002D_043EA,B23002D_044EA,B23002D_044MA,B23002D_045MA,B23002D_045EA,B23002D_046EA,B23002D_046MA,B23002D_047EA,B23002D_047MA,B23002D_048MA,B23002D_048EA,B23002D_049MA,B23002D_049EA,B23002D_050MA,B23002D_050EA,B23002D_051MA,B23002D_051EA,B23002D_052EA,B23002D_052MA,B23002D_053EA,B23002D_053MA,B23002D_054EA,B23002D_054MA,B23002D_055EA,B23002D_055MA,B23002D_056MA,B23002D_056EA,B23002D_057MA,B23002D_057EA,B23002D_058MA,B23002D_058EA,B23002D_059EA,B23002D_059MA,B23002D_060MA,B23002D_060EA,B23002D_061EA,B23002D_061MA,B23002D_062MA,B23002D_062EA,B23002D_063MA,B23002D_063EA,B23002D_064MA,B23002D_064EA,B23002D_065MA,B23002D_065EA,B23002D_066EA,B23002D_066MA,B23002D_067MA,B23002D_067EA,B23002D_068MA,B23002D_068EA,B23002D_069MA,B23002D_069EA,B23002D_070MA,B23002D_070EA,B23002D_071MA,B23002D_071EA,B23002D_072EA,B23002D_072MA,B23002D_073MA,B23002D_073EA,B23002D_074MA,B23002D_074EA,B23002D_075MA,B23002D_075EA,B23002D_076MA,B23002D_076EA,B23002D_077EA,B23002D_077MA,B23002D_078MA,B23002D_078EA,B23002D_079MA,B23002D_079EA,state
0400000US01,46850,1981,21661,1524,1101,621,309,291,0,192,309,291,309,291,0,192,792,576,2237,1036,1118,682,0,192,1118,682,1016,659,102,148,1119,626,13812,880,11414,998,0,192,11414,998,11040,1076,374,362,2398,812,2042,506,1604,521,0,192,1604,521,1604,521,0,192,438,266,911,394,451,302,451,302,0,192,460,281,1558,618,317,181,317,181,0,192,1241,578,25189,1463,1172,449,230,195,0,192,230,195,230,195,0,192,942,428,2274,810,1198,670,0,192,1198,670,1198,670,0,192,1076,505,14588,1381,9640,1256,0,192,9640,1256,9443,1232,197,183,4948,1052,4403,784,1909,476,0,192,1909,476,1909,476,0,192,2494,700,943,376,225,199,225,199,0,192,718,322,1809,520,121,146,121,146,0,192,1688,507,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37295,1583,17170,952,1658,555,733,431,66,107,667,409,667,409,0,149,925,410,1992,493,1829,478,91,140,1738,461,1707,468,31,68,163,160,9370,578,8627,658,384,198,8243,663,7949,773,294,310,743,430,2737,290,2421,265,0,149,2421,265,2083,346,338,315,316,277,634,281,402,247,359,219,43,70,232,206,779,275,124,129,124,129,0,149,655,229,20125,1039,1480,395,604,261,0,149,604,261,489,294,115,121,876,438,1375,482,1232,448,21,38,1211,448,1150,428,61,112,143,180,12000,687,9428,1148,135,180,9293,1157,8859,1298,434,390,2572,968,3248,394,2457,454,0,149,2457,454,2411,465,46,82,791,328,766,338,321,244,321,244,0,149,445,267,1256,308,87,127,87,127,0,149,1169,270,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,178482,3881,82268,2334,4911,895,918,391,0,201,918,391,792,360,126,213,3993,853,8848,896,4363,1077,31,62,4332,1070,3948,1068,384,247,4485,980,50331,1595,44263,1846,895,614,43368,1728,41771,1990,1597,788,6068,1272,9276,688,6507,825,0,201,6507,825,6239,840,268,211,2769,776,2776,665,854,521,854,521,0,201,1922,632,6126,881,1040,453,1040,453,0,201,5086,867,96214,2546,5482,830,1726,388,0,201,1726,388,1558,403,168,154,3756,906,7866,1052,3877,1000,0,201,3877,1000,3719,978,158,181,3989,1162,54897,2092,38494,2406,54,88,38440,2417,36088,2471,2352,757,16403,1585,13624,641,7591,843,0,201,7591,843,7491,845,100,162,6033,963,6693,929,1429,707,1306,717,123,132,5264,903,7652,779,756,417,756,417,0,201,6896,783,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,34653,1844,17472,1162,1476,449,236,225,0,190,236,225,213,217,23,41,1240,445,2977,784,1986,534,185,215,1801,512,1741,510,60,91,991,499,9214,869,8621,854,0,190,8621,854,8493,829,128,109,593,372,1952,696,1529,581,0,190,1529,581,1438,571,91,92,423,307,1160,496,771,428,771,428,0,190,389,265,693,331,220,202,220,202,0,190,473,325,17181,1496,1130,511,83,110,0,190,83,110,64,102,19,39,1047,472,1432,546,1094,504,0,190,1094,504,1027,497,67,116,338,239,10876,1156,7595,1128,0,190,7595,1128,7132,1086,463,286,3281,916,2191,668,1278,539,0,190,1278,539,1199,522,79,95,913,449,639,317,142,136,142,136,0,190,497,321,913,412,91,179,91,179,0,190,822,365,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4644455,14639,2160878,8852,128944,3543,24494,1941,136,158,24358,1943,18016,1931,6342,1181,104450,3232,185512,2796,108159,3652,1593,671,106566,3674,91941,3789,14625,2314,77353,3709,1196028,5527,1068763,7380,2978,832,1065785,7484,1013987,7135,51798,3227,127265,6085,314194,2317,230770,4034,0,201,230770,4034,218336,4257,12434,1892,83424,3776,122963,3598,42637,2239,40257,2228,2380,629,80326,3426,213237,3631,19285,2110,18216,2172,1069,475,193952,3644,2483577,8776,120284,3133,23655,1840,0,201,23655,1840,18518,1766,5137,1125,96629,3461,176483,3003,99892,3760,44,61,99848,3772,90055,3875,9793,1315,76591,3670,1348641,5484,1010003,8592,1165,486,1008838,8527,959618,8848,49220,3586,338638,7797,385876,2432,234711,4758,0,201,234711,4758,223408,4433,11303,1589,151165,4623,154988,3621,40727,2781,39491,2697,1236,528,114261,3691,297305,3624,15897,1801,15256,1744,641,324,281408,3768,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,129870,3327,58440,2002,3663,709,1618,575,72,103,1546,564,1384,518,162,196,2045,557,5885,921,3397,856,191,200,3206,836,2871,804,335,321,2488,943,35980,1617,33205,1704,398,270,32807,1680,31876,1657,931,511,2775,830,6886,733,5183,825,0,193,5183,825,4809,877,374,264,1703,584,2611,687,993,366,902,363,91,148,1618,567,3415,702,358,313,358,313,0,193,3057,683,71430,2303,4631,827,1468,464,0,193,1468,464,1374,428,94,146,3163,781,5878,1296,3971,1140,0,193,3971,1140,3888,1131,83,139,1907,804,42476,1600,29656,2126,238,220,29418,2147,28669,2174,749,380,12820,1491,9732,567,5012,755,0,193,5012,755,4640,735,372,261,4720,804,3502,665,613,326,613,326,0,193,2889,615,5211,770,357,253,357,253,0,193,4854,785,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,126255,2162,60083,1567,3612,869,1105,529,0,198,1105,529,893,453,212,216,2507,786,6139,915,3655,838,0,198,3655,838,3080,767,575,392,2484,651,37703,1087,34774,1311,61,111,34713,1308,33601,1527,1112,767,2929,891,7029,675,6012,820,0,198,6012,820,5572,810,440,310,1017,501,2916,762,1244,488,1200,477,44,74,1672,616,2684,684,348,227,348,227,0,198,2336,648,66172,1671,5470,1014,2074,781,0,198,2074,781,1479,544,595,530,3396,882,4951,850,3203,917,0,198,3203,917,2973,958,230,229,1748,834,41403,1172,29394,1810,0,198,29394,1810,27617,1900,1777,651,12009,1530,7786,467,4916,734,0,198,4916,734,4652,802,264,263,2870,732,2427,678,801,339,665,298,136,170,1626,583,4135,720,489,329,457,323,32,52,3646,712,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,448498,6584,200368,4334,12325,1892,2813,1084,61,87,2752,1084,2026,969,726,395,9512,1709,19069,2167,10332,1725,48,90,10284,1742,9183,1723,1101,780,8737,1897,114170,2943,100834,3112,372,261,100462,3118,96472,3339,3990,1163,13336,2053,27294,1547,18568,1625,0,217,18568,1625,17615,1562,953,519,8726,1714,10298,1477,3504,939,3462,938,42,73,6794,1279,17212,1550,2236,780,1914,765,322,306,14976,1587,248130,4304,13624,1710,2539,808,0,217,2539,808,2211,793,328,270,11085,1713,19461,1904,12056,1925,0,217,12056,1925,11090,1827,966,488,7405,1650,137016,2922,102064,3661,240,251,101824,3671,98065,3616,3759,1106,34952,2793,38423,1904,22239,1996,0,217,22239,1996,20960,2066,1279,664,16184,2099,14001,1629,3685,911,3357,865,328,316,10316,1554,25605,2150,1753,641,1753,641,0,217,23852,2032,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
