GEO_ID,B01001F_001E,B01001F_001M,B01001F_002E,B01001F_002M,B01001F_003E,B01001F_003M,B01001F_004E,B01001F_004M,B01001F_005E,B01001F_005M,B01001F_006E,B01001F_006M,B01001F_007E,B01001F_007M,B01001F_008E,B01001F_008M,B01001F_009E,B01001F_009M,B01001F_010E,B01001F_010M,B01001F_011E,B01001F_011M,B01001F_012E,B01001F_012M,B01001F_013E,B01001F_013M,B01001F_014E,B01001F_014M,B01001F_015E,B01001F_015M,B01001F_016E,B01001F_016M,B01001F_017E,B01001F_017M,B01001F_018E,B01001F_018M,B01001F_019E,B01001F_019M,B01001F_020E,B01001F_020M,B01001F_021E,B01001F_021M,B01001F_022E,B01001F_022M,B01001F_023E,B01001F_023M,B01001F_024E,B01001F_024M,B01001F_025E,B01001F_025M,B01001F_026E,B01001F_026M,B01001F_027E,B01001F_027M,B01001F_028E,B01001F_028M,B01001F_029E,B01001F_029M,B01001F_030E,B01001F_030M,B01001F_031E,B01001F_031M,NAME,B01001F_001EA,B01001F_001MA,B01001F_002EA,B01001F_002MA,B01001F_003MA,B01001F_003EA,B01001F_004MA,B01001F_004EA,B01001F_005EA,B01001F_005MA,B01001F_006EA,B01001F_006MA,B01001F_007EA,B01001F_007MA,B01001F_008MA,B01001F_008EA,B01001F_009MA,B01001F_009EA,B01001F_010MA,B01001F_010EA,B01001F_011EA,B01001F_011MA,B01001F_012EA,B01001F_012MA,B01001F_013MA,B01001F_013EA,B01001F_014MA,B01001F_014EA,B01001F_015MA,B01001F_015EA,B01001F_016EA,B01001F_016MA,B01001F_017EA,B01001F_017MA,B01001F_018EA,B01001F_018MA,B01001F_019MA,B01001F_019EA,B01001F_020MA,B01001F_020EA,B01001F_021MA,B01001F_021EA,B01001F_022EA,B01001F_022MA,B01001F_023EA,B01001F_023MA,B01001F_024EA,B01001F_024MA,B01001F_025EA,B01001F_025MA,B01001F_026EA,B01001F_026MA,B01001F_027MA,B01001F_027EA,B01001F_028EA,B01001F_028MA,B01001F_029EA,B01001F_029MA,B01001F_030EA,B01001F_030MA,B01001F_031EA,B01001F_031MA,state
0400000US01,54105,6092,30525,4065,2905,801,4341,1179,2995,996,1777,815,516,291,1858,676,2363,657,3424,986,5438,1830,2281,778,2165,1611,462,397,0,192,0,192,23580,3330,1889,801,3535,1038,3517,910,1274,495,514,281,1490,918,1987,762,2789,952,3674,888,1515,591,952,610,159,214,202,249,83,103,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,12467,3116,6700,1874,583,403,586,491,366,389,72,115,152,223,1144,501,754,582,1179,720,809,636,631,445,284,236,55,89,85,133,0,149,5767,1721,678,566,592,563,402,492,155,185,0,149,775,383,812,594,971,700,570,355,475,345,117,145,220,233,0,149,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,481631,21623,242085,10465,17728,2120,20153,2349,24053,2766,13913,1801,9308,1939,24098,2564,19228,2388,18646,2386,34039,2508,28949,2699,18965,2287,8243,1444,3331,741,1431,619,239546,12717,19522,2403,18702,2486,23079,2779,13505,1959,6996,1562,24101,2549,17292,2312,17772,2188,34655,2889,30336,2796,19323,2039,10050,1477,2876,766,1337,454,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,65542,6352,33820,3249,2529,1040,4036,1053,3384,1111,2359,774,1226,566,2965,705,3410,866,2752,755,4972,1331,3558,939,1398,486,1084,521,147,184,0,190,31722,3825,4210,1230,3220,1066,4071,1427,1061,411,1471,834,2591,1065,1971,789,1878,605,5176,1290,2968,862,1430,552,1277,690,253,273,145,185,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5300297,63956,2707687,35537,225005,7057,221258,8698,215765,8061,133786,4849,91738,3994,251444,7181,244360,7827,233696,7111,416846,8767,352062,8985,196138,5110,80453,3623,32066,2397,13070,1876,2592610,33246,200255,7083,214260,7629,211838,7787,129599,4932,89566,3590,233761,6395,219098,6165,200413,6235,397475,8380,326946,7616,205677,5838,98394,4531,47738,3236,17590,1991,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,209890,13025,106484,7210,7806,1426,9196,1603,8764,1673,4440,1070,2789,830,9069,1598,9844,1652,8575,1314,19094,2169,12293,1720,9004,1482,3754,942,1422,489,434,268,103406,7143,7346,1245,11727,2158,8798,1609,4478,1005,2670,714,8406,1591,8707,1335,7336,1274,17256,1998,11471,1660,7769,1335,4829,977,1743,663,870,406,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,180107,12856,96773,7162,7304,1458,7850,1595,8952,1766,4542,872,3198,906,10277,1653,9070,2025,9436,1633,16059,1857,10231,1737,5596,952,2983,781,994,439,281,242,83334,6881,6068,1364,6181,1271,6567,1405,3722,1061,2499,666,6656,1413,6049,1351,9822,1558,14620,1965,11307,1712,5578,1064,2906,732,895,496,464,302,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,19157,3844,9276,2086,954,437,316,284,709,620,523,276,270,214,944,564,535,364,1229,622,1827,722,875,449,484,334,416,374,81,96,113,192,9881,2248,614,497,731,465,1033,591,446,317,643,440,980,603,942,541,689,420,1547,601,1386,608,624,397,113,173,112,126,21,35,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34797,4077,19069,2291,1554,657,1281,583,1264,474,1082,448,443,493,1446,631,2103,614,2767,837,2777,817,1680,637,1934,846,724,695,0,200,14,31,15728,2349,1495,604,1647,582,610,440,345,316,274,231,1400,662,1514,572,2398,889,2231,684,2040,657,1273,673,166,184,118,128,217,316,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,528266,22821,266895,13062,19580,3098,15832,2133,17170,2515,12593,2274,6991,1633,26905,3382,24563,3188,29133,3626,47160,5202,30133,3162,21268,2740,10746,1804,3571,826,1250,849,261371,13234,18324,3080,17356,2887,17076,2635,13581,2549,6304,1447,21080,2830,19782,2562,23635,3440,44234,3897,36907,3214,22112,2337,13204,2112,5880,1672,1896,779,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
