GEO_ID,B21001F_001E,B21001F_001M,B21001F_002E,B21001F_002M,B21001F_003E,B21001F_003M,B21001F_004E,B21001F_004M,B21001F_005E,B21001F_005M,B21001F_006E,B21001F_006M,B21001F_007E,B21001F_007M,B21001F_008E,B21001F_008M,B21001F_009E,B21001F_009M,B21001F_010E,B21001F_010M,B21001F_011E,B21001F_011M,B21001F_012E,B21001F_012M,B21001F_013E,B21001F_013M,B21001F_014E,B21001F_014M,B21001F_015E,B21001F_015M,B21001F_016E,B21001F_016M,B21001F_017E,B21001F_017M,B21001F_018E,B21001F_018M,B21001F_019E,B21001F_019M,B21001F_020E,B21001F_020M,B21001F_021E,B21001F_021M,B21001F_022E,B21001F_022M,B21001F_023E,B21001F_023M,B21001F_024E,B21001F_024M,B21001F_025E,B21001F_025M,B21001F_026E,B21001F_026M,B21001F_027E,B21001F_027M,B21001F_028E,B21001F_028M,B21001F_029E,B21001F_029M,B21001F_030E,B21001F_030M,B21001F_031E,B21001F_031M,B21001F_032E,B21001F_032M,B21001F_033E,B21001F_033M,NAME,B21001F_001EA,B21001F_001MA,B21001F_002MA,B21001F_002EA,B21001F_003EA,B21001F_003MA,B21001F_004MA,B21001F_004EA,B21001F_005MA,B21001F_005EA,B21001F_006EA,B21001F_006MA,B21001F_007MA,B21001F_007EA,B21001F_008EA,B21001F_008MA,B21001F_009MA,B21001F_009EA,B21001F_010EA,B21001F_010MA,B21001F_011MA,B21001F_011EA,B21001F_012EA,B21001F_012MA,B21001F_013MA,B21001F_013EA,B21001F_014EA,B21001F_014MA,B21001F_015EA,B21001F_015MA,B21001F_016MA,B21001F_016EA,B21001F_017EA,B21001F_017MA,B21001F_018MA,B21001F_018EA,B21001F_019EA,B21001F_019MA,B21001F_020MA,B21001F_020EA,B21001F_021EA,B21001F_021MA,B21001F_022MA,B21001F_022EA,B21001F_023EA,B21001F_023MA,B21001F_024MA,B21001F_024EA,B21001F_025MA,B21001F_025EA,B21001F_026EA,B21001F_026MA,B21001F_027MA,B21001F_027EA,B21001F_028EA,B21001F_028MA,B21001F_029MA,B21001F_029EA,B21001F_030EA,B21001F_030MA,B21001F_031MA,B21001F_031EA,B21001F_032EA,B21001F_032MA,B21001F_033MA,B21001F_033EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,329765,15338,165027,7981,70412,5349,683,363,69729,5356,62645,3615,3744,942,58901,3469,18965,2287,2137,800,16828,2209,8243,1444,2330,753,5913,1185,4762,937,1088,489,3674,857,164738,8518,66161,5125,33,54,66128,5121,64991,3930,113,136,64878,3914,19323,2039,259,288,19064,2022,10050,1477,0,201,10050,1477,4213,866,0,201,4213,866,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,40586,4090,21426,2340,10353,1664,264,240,10089,1585,8444,1455,409,404,8035,1398,1398,486,0,190,1398,486,1084,521,36,66,1048,507,147,184,33,35,114,181,19160,2420,7911,1657,400,425,7511,1614,8144,1378,0,190,8144,1378,1430,552,77,135,1353,556,1277,690,0,190,1277,690,398,349,0,190,398,349,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3742613,43902,1906642,25884,816672,15528,11620,2153,805052,15291,768243,13558,18557,2337,749686,13637,196138,5110,11272,1682,184866,5252,80453,3623,11932,1479,68521,3429,45136,2898,6371,1000,38765,2845,1835971,21934,742151,11878,2235,794,739916,11796,724421,11986,2206,671,722215,11967,205677,5838,290,218,205387,5848,98394,4531,320,205,98074,4532,65328,3631,155,192,65173,3639,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,146590,8263,75644,5142,29919,3029,1185,630,28734,3028,31111,2778,1867,680,29244,2625,9004,1482,1258,526,7746,1437,3754,942,957,335,2797,907,1856,582,701,335,1155,436,70946,4734,27008,2541,389,330,26619,2486,28727,2479,212,176,28515,2445,7769,1335,223,228,7546,1318,4829,977,117,131,4712,972,2613,706,49,79,2564,715,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,128882,8774,68086,5202,31942,3561,1068,708,30874,3537,26290,2687,1290,801,25000,2667,5596,952,541,348,5055,941,2983,781,119,193,2864,762,1275,530,268,240,1007,521,60796,4715,25026,2886,211,247,24815,2910,25927,2685,304,272,25623,2689,5578,1064,0,198,5578,1064,2906,732,0,198,2906,732,1359,593,0,198,1359,593,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,396255,16843,201232,9768,87104,6965,1798,784,85306,6817,77293,6606,3873,1146,73420,6292,21268,2740,2155,672,19113,2655,10746,1804,1447,632,9299,1693,4821,1116,711,570,4110,1062,195023,9793,70790,5509,728,556,70062,5486,81141,4892,1005,510,80136,4822,22112,2337,387,309,21725,2338,13204,2112,35,58,13169,2110,7776,1865,0,217,7776,1865,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,181095,10810,97805,6335,46005,3676,687,472,45318,3691,42444,4095,1318,709,41126,4035,6275,1501,1075,641,5200,1303,2116,768,693,500,1423,575,965,547,77,129,888,528,83290,6111,35707,3174,259,391,35448,3142,38528,3792,786,482,37742,3779,5585,1242,0,214,5585,1242,2207,858,0,214,2207,858,1263,585,0,214,1263,585,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
