GEO_ID,B14007D_001E,B14007D_001M,B14007D_002E,B14007D_002M,B14007D_003E,B14007D_003M,B14007D_004E,B14007D_004M,B14007D_005E,B14007D_005M,B14007D_006E,B14007D_006M,B14007D_007E,B14007D_007M,B14007D_008E,B14007D_008M,B14007D_009E,B14007D_009M,B14007D_010E,B14007D_010M,B14007D_011E,B14007D_011M,B14007D_012E,B14007D_012M,B14007D_013E,B14007D_013M,B14007D_014E,B14007D_014M,B14007D_015E,B14007D_015M,B14007D_016E,B14007D_016M,B14007D_017E,B14007D_017M,B14007D_018E,B14007D_018M,B14007D_019E,B14007D_019M,NAME,B14007D_001EA,B14007D_001MA,B14007D_002MA,B14007D_002EA,B14007D_003MA,B14007D_003EA,B14007D_004MA,B14007D_004EA,B14007D_005EA,B14007D_005MA,B14007D_006EA,B14007D_006MA,B14007D_007MA,B14007D_007EA,B14007D_008MA,B14007D_008EA,B14007D_009MA,B14007D_009EA,B14007D_010MA,B14007D_010EA,B14007D_011EA,B14007D_011MA,B14007D_012EA,B14007D_012MA,B14007D_013MA,B14007D_013EA,B14007D_014MA,B14007D_014EA,B14007D_015MA,B14007D_015EA,B14007D_016MA,B14007D_016EA,B14007D_017EA,B14007D_017MA,B14007D_018EA,B14007D_018MA,B14007D_019MA,B14007D_019EA,state
0400000US01,57364,2318,17976,1916,774,370,732,469,579,406,1033,463,1391,549,821,409,682,342,882,457,444,401,931,420,662,426,623,415,460,317,527,373,4765,1271,2670,880,39388,1764,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,45974,2392,11040,1705,501,332,242,133,519,233,371,247,539,466,584,305,1012,491,491,324,400,269,533,332,1065,495,880,423,607,322,1073,529,1904,811,319,234,34934,1951,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,210387,5208,63443,3614,3719,788,2637,614,1710,555,3006,871,2235,765,2884,676,3351,811,2731,781,2286,607,1209,398,2928,789,2612,672,2164,555,2563,803,18556,1962,8852,1739,146944,3635,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41398,2420,13597,1671,634,320,378,316,660,381,239,196,525,452,783,515,501,484,826,412,691,398,329,220,432,466,389,294,1078,385,391,261,3796,904,1945,711,27801,1761,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5386993,19259,1406559,13730,74305,4478,58975,3596,53850,3164,55379,3246,56553,3310,54674,3095,59219,3499,60013,3911,57742,2934,57093,3401,57034,3305,58372,3720,57301,3002,64406,3567,453219,9790,128424,4783,3980434,13283,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,156465,5001,47460,3493,2359,633,1853,641,2123,743,2801,1063,1801,655,2093,648,1955,738,1973,729,1835,578,2722,1001,1794,542,2081,613,1613,534,2859,782,11597,1678,6001,1221,109005,3109,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,151375,2800,45203,2595,2674,651,1552,691,1544,496,1307,526,2838,860,1964,645,2187,671,2088,655,1675,532,2100,580,2810,800,1716,473,1763,666,2127,673,10747,1236,6111,1363,106172,2203,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,34456,1582,9716,1188,661,323,324,283,584,324,454,267,488,381,220,199,520,292,817,412,134,152,389,284,477,302,240,161,469,223,488,551,2032,639,1419,737,24740,1003,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,528366,8562,149719,5424,7511,1244,5530,1266,6183,1321,7389,1559,7208,1278,6794,1269,5157,1351,6244,1247,4436,1085,7769,1589,6046,1527,6431,1224,5513,1212,5812,1202,41581,3434,20115,2953,378647,6831,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
