GEO_ID,B20017E_001E,B20017E_001M,B20017E_002E,B20017E_002M,B20017E_003E,B20017E_003M,B20017E_004E,B20017E_004M,B20017E_005E,B20017E_005M,B20017E_006E,B20017E_006M,B20017E_007E,B20017E_007M,NAME,B20017E_001EA,B20017E_001MA,B20017E_002MA,B20017E_002EA,B20017E_003EA,B20017E_003MA,B20017E_004EA,B20017E_004MA,B20017E_005EA,B20017E_005MA,B20017E_006EA,B20017E_006MA,B20017E_007MA,B20017E_007EA,state
0400000US01,31921,17808,50713,16398,50618,17531,-666666666,-222222222,2499,-333333333,33338,1807,2499,-333333333,Alabama,null,null,null,null,null,null,-,**,"2,500-",***,null,null,***,"2,500-",01
0400000US02,27133,12053,27171,23400,38833,33607,21672,8245,27090,17781,35220,11813,6272,1378,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,29655,3575,30634,8499,41584,17232,4953,7562,25410,7756,30287,8693,18984,5998,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22166,1793,24369,3241,24847,3167,4555,7960,20856,2101,21367,1408,-666666666,-222222222,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,**,-,05
0400000US06,30134,2121,31134,1794,40835,1707,12017,2352,27160,3231,40271,3198,11336,1175,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31636,14189,29947,15761,30976,17341,21514,40509,35551,20060,46030,12585,12578,7236,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,23918,4039,26150,14632,41679,18056,10864,5463,21429,4596,27094,9430,5833,6385,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,24076,5882,24289,4831,25564,6026,22937,25721,23388,20769,23289,31210,30082,32037,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,30126,2071,31258,1851,37493,5448,10782,2759,26578,3567,37106,2432,8984,2897,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,22136,24047,35926,33632,46078,34858,20712,6826,15667,12971,60927,75595,6510,6557,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,27340,10114,23062,8130,25771,12318,16194,908,55742,48614,60020,45549,15192,19316,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,17014,9591,18785,17172,18926,18610,-666666666,-222222222,13356,5327,16569,37202,-666666666,-222222222,Iowa,null,null,null,null,null,null,-,**,null,null,null,null,**,-,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,24564,9611,27619,7782,24694,7434,-666666666,-222222222,21533,28650,21722,30843,-666666666,-222222222,Kentucky,null,null,null,null,null,null,-,**,null,null,null,null,**,-,21
0400000US22,25938,20367,31620,60391,30652,19166,-666666666,-222222222,16585,8033,16481,4892,16719,37509,Louisiana,null,null,null,null,null,null,-,**,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,37094,10067,41957,16084,48396,18903,18750,54419,34509,5412,34668,41299,27206,19758,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,17839,6658,60750,104016,70757,6279,-666666666,-222222222,17648,2709,16703,26365,18263,16378,Massachusetts,null,null,null,null,null,null,-,**,null,null,null,null,null,null,25
0400000US26,16625,10044,26508,14841,62742,30793,3125,6565,12902,6341,17178,21235,8150,5378,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,27227,15774,40397,26649,41471,11540,8458,3128,26954,22843,29671,65945,5026,6588,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,22072,4553,23174,9986,30330,14423,2499,-333333333,20707,5100,23417,5197,3866,4760,Missouri,null,null,null,null,null,null,"2,500-",***,null,null,null,null,null,null,29
0400000US30,31227,24183,39613,68326,25700,21109,-666666666,-222222222,19718,11606,-666666666,-222222222,-666666666,-222222222,Montana,null,null,null,null,null,null,-,**,null,null,-,**,**,-,30
0400000US31,24167,20472,22500,9638,24764,39209,15246,19254,36034,16103,36241,11225,-666666666,-222222222,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,**,-,31
0400000US32,23575,7503,28816,3146,44565,10498,11843,4955,20161,4881,31774,3899,12046,3714,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,New Hampshire,-,**,**,-,-,**,-,**,-,**,-,**,**,-,33
0400000US34,27404,18566,17094,43999,54145,41345,15635,11738,30755,17486,44576,81904,25669,16733,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25362,14554,45296,48850,47105,27389,-666666666,-222222222,21095,19108,30096,18125,-666666666,-222222222,New Mexico,null,null,null,null,null,null,-,**,null,null,null,null,**,-,35
0400000US36,27225,8201,25182,14531,51618,22410,5041,3529,28297,6419,30859,2277,13322,4701,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,26504,5897,26734,12717,26698,12131,55174,78139,25876,13814,30581,6173,4199,1979,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,22139,9115,28245,21086,30244,23950,19410,93661,17793,5147,31352,5560,13289,14244,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,28641,7820,17095,11491,17216,10366,12317,56120,33270,4543,34832,6519,22396,23917,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,26702,6880,37683,19408,45003,10043,5466,16496,19088,8915,29109,8785,8458,7402,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20065,9012,17118,9555,41759,46415,4605,23624,20499,16942,25566,5161,8767,2357,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Rhode Island,-,**,**,-,-,**,-,**,-,**,-,**,**,-,44
0400000US45,18429,13117,21360,13828,31415,16263,2832,1558,3691,9808,-666666666,-222222222,2973,1823,South Carolina,null,null,null,null,null,null,null,null,null,null,-,**,null,null,45
0400000US46,27943,4196,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,28121,5338,-666666666,-222222222,-666666666,-222222222,South Dakota,null,null,**,-,-,**,-,**,null,null,-,**,**,-,46
0400000US47,19248,7217,25240,14408,26676,27531,16648,13113,18581,3561,31378,12278,17802,25981,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26176,5827,32473,7246,37036,3594,13517,7895,20723,4841,31856,7824,8508,3333,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26488,1775,30073,7915,36327,10375,6515,1697,24737,2468,30293,3234,7289,6947,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2499,-333333333,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,2499,-333333333,-666666666,-222222222,2499,-333333333,Vermont,"2,500-",***,**,-,-,**,-,**,"2,500-",***,-,**,***,"2,500-",50
0400000US51,41774,18248,50721,29416,55237,19414,6859,42165,37055,19799,45720,20804,9375,14772,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,27130,3267,36994,6328,41333,4395,12656,8644,21544,3030,26695,2843,8184,4336,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,16774,4441,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,16774,4441,17172,9139,-666666666,-222222222,West Virginia,null,null,**,-,-,**,-,**,null,null,null,null,**,-,54
0400000US55,24167,9913,22123,11338,35655,19018,20181,31350,26887,20722,31276,6543,6531,6548,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,35230,66706,36505,24316,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Wyoming,null,null,null,null,-,**,-,**,-,**,-,**,**,-,56
0400000US72,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Puerto Rico,-,**,**,-,-,**,-,**,-,**,-,**,**,-,72
