GEO_ID,B24010F_001E,B24010F_001M,B24010F_002E,B24010F_002M,B24010F_003E,B24010F_003M,B24010F_004E,B24010F_004M,B24010F_005E,B24010F_005M,B24010F_006E,B24010F_006M,B24010F_007E,B24010F_007M,B24010F_008E,B24010F_008M,B24010F_009E,B24010F_009M,B24010F_010E,B24010F_010M,B24010F_011E,B24010F_011M,B24010F_012E,B24010F_012M,B24010F_013E,B24010F_013M,B24010F_014E,B24010F_014M,B24010F_015E,B24010F_015M,B24010F_016E,B24010F_016M,B24010F_017E,B24010F_017M,B24010F_018E,B24010F_018M,B24010F_019E,B24010F_019M,B24010F_020E,B24010F_020M,B24010F_021E,B24010F_021M,B24010F_022E,B24010F_022M,B24010F_023E,B24010F_023M,B24010F_024E,B24010F_024M,B24010F_025E,B24010F_025M,B24010F_026E,B24010F_026M,B24010F_027E,B24010F_027M,B24010F_028E,B24010F_028M,B24010F_029E,B24010F_029M,B24010F_030E,B24010F_030M,B24010F_031E,B24010F_031M,B24010F_032E,B24010F_032M,B24010F_033E,B24010F_033M,B24010F_034E,B24010F_034M,B24010F_035E,B24010F_035M,B24010F_036E,B24010F_036M,B24010F_037E,B24010F_037M,B24010F_038E,B24010F_038M,B24010F_039E,B24010F_039M,B24010F_040E,B24010F_040M,B24010F_041E,B24010F_041M,B24010F_042E,B24010F_042M,B24010F_043E,B24010F_043M,B24010F_044E,B24010F_044M,B24010F_045E,B24010F_045M,B24010F_046E,B24010F_046M,B24010F_047E,B24010F_047M,B24010F_048E,B24010F_048M,B24010F_049E,B24010F_049M,B24010F_050E,B24010F_050M,B24010F_051E,B24010F_051M,B24010F_052E,B24010F_052M,B24010F_053E,B24010F_053M,B24010F_054E,B24010F_054M,B24010F_055E,B24010F_055M,B24010F_056E,B24010F_056M,B24010F_057E,B24010F_057M,B24010F_058E,B24010F_058M,B24010F_059E,B24010F_059M,B24010F_060E,B24010F_060M,B24010F_061E,B24010F_061M,B24010F_062E,B24010F_062M,B24010F_063E,B24010F_063M,B24010F_064E,B24010F_064M,B24010F_065E,B24010F_065M,B24010F_066E,B24010F_066M,B24010F_067E,B24010F_067M,B24010F_068E,B24010F_068M,B24010F_069E,B24010F_069M,B24010F_070E,B24010F_070M,B24010F_071E,B24010F_071M,B24010F_072E,B24010F_072M,B24010F_073E,B24010F_073M,NAME,B24010F_001EA,B24010F_001MA,B24010F_002EA,B24010F_002MA,B24010F_003EA,B24010F_003MA,B24010F_004EA,B24010F_004MA,B24010F_005MA,B24010F_005EA,B24010F_006EA,B24010F_006MA,B24010F_007MA,B24010F_007EA,B24010F_008MA,B24010F_008EA,B24010F_009MA,B24010F_009EA,B24010F_010EA,B24010F_010MA,B24010F_011EA,B24010F_011MA,B24010F_012EA,B24010F_012MA,B24010F_013EA,B24010F_013MA,B24010F_014EA,B24010F_014MA,B24010F_015MA,B24010F_015EA,B24010F_016MA,B24010F_016EA,B24010F_017EA,B24010F_017MA,B24010F_018MA,B24010F_018EA,B24010F_019MA,B24010F_019EA,B24010F_020MA,B24010F_020EA,B24010F_021MA,B24010F_021EA,B24010F_022MA,B24010F_022EA,B24010F_023EA,B24010F_023MA,B24010F_024EA,B24010F_024MA,B24010F_025MA,B24010F_025EA,B24010F_026MA,B24010F_026EA,B24010F_027MA,B24010F_027EA,B24010F_028EA,B24010F_028MA,B24010F_029EA,B24010F_029MA,B24010F_030MA,B24010F_030EA,B24010F_031MA,B24010F_031EA,B24010F_032MA,B24010F_032EA,B24010F_033MA,B24010F_033EA,B24010F_034EA,B24010F_034MA,B24010F_035MA,B24010F_035EA,B24010F_036MA,B24010F_036EA,B24010F_037MA,B24010F_037EA,B24010F_038MA,B24010F_038EA,B24010F_039EA,B24010F_039MA,B24010F_040MA,B24010F_040EA,B24010F_041MA,B24010F_041EA,B24010F_042MA,B24010F_042EA,B24010F_043MA,B24010F_043EA,B24010F_044MA,B24010F_044EA,B24010F_045MA,B24010F_045EA,B24010F_046MA,B24010F_046EA,B24010F_047MA,B24010F_047EA,B24010F_048MA,B24010F_048EA,B24010F_049MA,B24010F_049EA,B24010F_050EA,B24010F_050MA,B24010F_051MA,B24010F_051EA,B24010F_052MA,B24010F_052EA,B24010F_053MA,B24010F_053EA,B24010F_054MA,B24010F_054EA,B24010F_055EA,B24010F_055MA,B24010F_056MA,B24010F_056EA,B24010F_057MA,B24010F_057EA,B24010F_058MA,B24010F_058EA,B24010F_059MA,B24010F_059EA,B24010F_060EA,B24010F_060MA,B24010F_061EA,B24010F_061MA,B24010F_062MA,B24010F_062EA,B24010F_063MA,B24010F_063EA,B24010F_064MA,B24010F_064EA,B24010F_065EA,B24010F_065MA,B24010F_066EA,B24010F_066MA,B24010F_067EA,B24010F_067MA,B24010F_068EA,B24010F_068MA,B24010F_069EA,B24010F_069MA,B24010F_070MA,B24010F_070EA,B24010F_071MA,B24010F_071EA,B24010F_072EA,B24010F_072MA,B24010F_073EA,B24010F_073MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,214082,10668,119248,6252,14720,1763,6554,1464,4709,1172,1845,734,2954,693,1122,437,1743,646,89,105,3649,934,857,487,177,149,1769,718,846,342,1563,588,687,352,876,490,28277,3203,1201,581,3499,1149,2093,972,1406,734,9303,2017,12731,2013,1543,596,17578,2180,10571,1958,7007,1190,29908,3358,2755,1057,19563,2735,7590,1846,28765,3183,12807,2322,8277,1663,7681,1520,94834,5997,21450,2673,7555,1571,5484,1418,2071,695,857,511,543,429,146,144,168,273,8423,1552,1235,547,980,612,5209,1239,999,608,4615,1411,2034,830,2581,1066,32186,3452,3637,977,1047,556,304,212,743,525,12014,2286,10579,1959,4909,1307,31775,3624,11348,2018,20427,2951,1200,704,229,189,339,312,632,579,8223,1813,4939,1237,845,489,2439,980,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2459521,34104,1419653,22491,184445,6457,86601,5068,65648,4391,20953,2539,35869,3134,16055,2296,15670,2313,4144,1111,47807,3770,6925,1404,3013,765,17968,2019,19901,2681,14168,1980,5812,1272,8356,1692,320540,11629,6870,1694,33175,3365,22093,2910,11082,2018,126490,7203,131613,6512,22392,2838,210486,7989,113155,5232,97331,5229,363637,10390,52499,4355,228500,8735,82638,4913,340545,10335,139323,6886,101357,4478,99865,6650,1039868,17375,206745,8024,76155,5170,46622,4084,29533,2813,8948,1335,4166,1102,2222,695,2560,797,87158,5133,19754,2186,5390,1248,52480,3921,9534,1521,34484,3012,16562,2265,17922,2207,349545,11788,49182,4418,7479,1358,3791,924,3688,1108,90700,5034,117679,6347,84505,4708,340570,9621,135986,5552,204584,7536,26114,2949,21113,2405,2909,1213,2092,736,116894,6042,72526,4300,10654,1834,33714,2840,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,97153,6392,58455,4820,8457,1665,3629,1104,3116,1046,513,323,2296,814,1686,786,537,330,73,75,1659,697,535,477,58,100,595,297,471,381,873,424,318,248,555,394,15726,2780,68,133,1304,597,841,470,463,363,9126,2311,4297,1411,931,505,7481,1247,4414,1074,3067,769,17487,2547,522,307,12806,1850,4159,1546,9304,1468,3806,906,2947,967,2551,876,38698,3267,10139,1688,2919,889,2196,835,723,385,610,334,528,322,0,193,82,96,4764,1102,478,358,352,262,3111,887,823,553,1846,777,586,355,1260,681,13417,1985,2135,759,104,165,0,193,104,165,3493,1166,5326,1103,2359,769,12115,1717,4436,1051,7679,1315,62,105,0,193,0,193,62,105,2965,918,1819,708,307,293,839,526,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,81440,6542,45389,4383,5861,1401,2778,1005,1654,714,1124,643,851,358,268,286,474,274,109,126,1658,762,571,457,0,198,360,358,727,522,574,444,87,104,487,433,11966,2511,113,115,877,658,744,549,133,226,3576,1589,6531,1552,869,757,6548,1636,4515,1448,2033,875,11219,2606,151,252,9726,2486,1342,699,9795,1822,4181,865,2203,794,3411,1391,36051,3524,7990,1916,2583,908,1629,760,954,599,706,774,590,751,0,198,116,195,2975,986,1196,641,38,63,1491,709,250,326,1726,724,634,422,1092,554,13785,2212,4252,1277,359,297,243,242,116,180,2591,992,4026,1168,2557,816,7347,1423,2870,957,4477,1179,765,506,223,267,184,263,358,291,6164,1452,3729,1223,1381,575,1054,638,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,275548,13483,154337,8761,29659,4132,17229,2960,13383,2499,3846,1424,4145,1258,2734,888,1278,820,133,159,5370,1395,532,510,422,302,1817,765,2599,1118,2915,1065,1196,638,1719,778,34490,4598,748,453,2165,842,1954,796,211,197,11774,2550,16862,3416,2941,1228,25058,3555,14429,2436,10629,2217,41981,4904,4003,1473,30290,4541,7688,1635,23149,3267,7799,1801,9581,1610,5769,1638,121211,7194,34123,4218,12293,2207,7291,1671,5002,1431,1664,656,1017,462,269,318,378,305,11712,2421,2531,1072,1836,914,5557,1655,1788,793,8454,2110,4177,1388,4277,1604,34306,2834,4401,1235,1027,605,855,576,172,174,9230,1886,12880,2112,6768,1658,42398,4581,16913,2879,25485,3318,2230,894,1568,771,662,479,0,217,8154,1713,4197,1128,1398,607,2559,1145,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
