GEO_ID,B17010G_001E,B17010G_001M,B17010G_002E,B17010G_002M,B17010G_003E,B17010G_003M,B17010G_004E,B17010G_004M,B17010G_005E,B17010G_005M,B17010G_006E,B17010G_006M,B17010G_007E,B17010G_007M,B17010G_008E,B17010G_008M,B17010G_009E,B17010G_009M,B17010G_010E,B17010G_010M,B17010G_011E,B17010G_011M,B17010G_012E,B17010G_012M,B17010G_013E,B17010G_013M,B17010G_014E,B17010G_014M,B17010G_015E,B17010G_015M,B17010G_016E,B17010G_016M,B17010G_017E,B17010G_017M,B17010G_018E,B17010G_018M,B17010G_019E,B17010G_019M,B17010G_020E,B17010G_020M,B17010G_021E,B17010G_021M,B17010G_022E,B17010G_022M,B17010G_023E,B17010G_023M,B17010G_024E,B17010G_024M,B17010G_025E,B17010G_025M,B17010G_026E,B17010G_026M,B17010G_027E,B17010G_027M,B17010G_028E,B17010G_028M,B17010G_029E,B17010G_029M,B17010G_030E,B17010G_030M,B17010G_031E,B17010G_031M,B17010G_032E,B17010G_032M,B17010G_033E,B17010G_033M,B17010G_034E,B17010G_034M,B17010G_035E,B17010G_035M,B17010G_036E,B17010G_036M,B17010G_037E,B17010G_037M,B17010G_038E,B17010G_038M,B17010G_039E,B17010G_039M,B17010G_040E,B17010G_040M,B17010G_041E,B17010G_041M,NAME,B17010G_001EA,B17010G_001MA,B17010G_002EA,B17010G_002MA,B17010G_003EA,B17010G_003MA,B17010G_004MA,B17010G_004EA,B17010G_005MA,B17010G_005EA,B17010G_006EA,B17010G_006MA,B17010G_007EA,B17010G_007MA,B17010G_008EA,B17010G_008MA,B17010G_009MA,B17010G_009EA,B17010G_010MA,B17010G_010EA,B17010G_011MA,B17010G_011EA,B17010G_012EA,B17010G_012MA,B17010G_013EA,B17010G_013MA,B17010G_014EA,B17010G_014MA,B17010G_015MA,B17010G_015EA,B17010G_016MA,B17010G_016EA,B17010G_017EA,B17010G_017MA,B17010G_018EA,B17010G_018MA,B17010G_019EA,B17010G_019MA,B17010G_020MA,B17010G_020EA,B17010G_021MA,B17010G_021EA,B17010G_022MA,B17010G_022EA,B17010G_023MA,B17010G_023EA,B17010G_024MA,B17010G_024EA,B17010G_025EA,B17010G_025MA,B17010G_026MA,B17010G_026EA,B17010G_027EA,B17010G_027MA,B17010G_028EA,B17010G_028MA,B17010G_029MA,B17010G_029EA,B17010G_030EA,B17010G_030MA,B17010G_031MA,B17010G_031EA,B17010G_032EA,B17010G_032MA,B17010G_033EA,B17010G_033MA,B17010G_034MA,B17010G_034EA,B17010G_035EA,B17010G_035MA,B17010G_036EA,B17010G_036MA,B17010G_037MA,B17010G_037EA,B17010G_038EA,B17010G_038MA,B17010G_039EA,B17010G_039MA,B17010G_040EA,B17010G_040MA,B17010G_041EA,B17010G_041MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,7648,1035,661,303,122,113,122,113,55,97,33,34,34,44,0,149,539,271,140,136,140,136,0,149,7,12,133,135,0,149,399,237,399,237,54,70,101,107,244,183,0,149,6987,961,4520,925,2348,622,271,168,488,265,1589,549,2172,587,2467,682,743,435,572,409,405,384,35,32,132,79,171,140,1724,516,1231,480,22,33,461,382,748,463,493,397,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,29752,2725,4502,1164,968,360,602,263,155,156,206,152,241,179,366,252,3534,1081,314,235,158,162,36,62,41,67,81,132,156,172,3220,1026,2652,953,615,395,1021,609,1016,525,568,466,25250,2462,16658,1941,8474,1407,1944,781,2318,719,4212,916,8184,1373,8592,1362,2634,866,1400,615,341,268,269,316,790,489,1234,608,5958,1076,4061,868,533,277,708,357,2820,815,1897,727,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,251396,7336,30277,2968,11233,1780,8455,1619,621,381,3587,1097,4247,992,2778,802,19044,2276,3943,1081,3052,933,378,272,1044,595,1630,599,891,428,15101,1880,12821,1847,1934,646,3184,822,7703,1489,2280,789,221119,6880,157894,6066,84195,4309,17138,1992,18990,1959,48067,3148,73699,4062,63225,3689,18682,2222,10705,1609,2029,779,1535,613,7141,1271,7977,1394,44543,2947,26372,2507,4183,1059,3295,897,18894,2088,18171,1900,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,24846,2572,2289,772,578,315,368,259,62,107,142,165,164,228,210,183,1711,651,479,393,457,387,89,157,68,119,300,357,22,36,1232,492,1038,480,146,171,193,203,699,410,194,151,22557,2455,16974,2249,9436,1481,2786,737,2225,778,4425,1087,7538,1490,5583,1138,1627,658,836,423,271,256,0,193,565,349,791,506,3956,996,2207,715,616,397,174,213,1417,524,1749,630,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,14417,1928,2492,701,274,188,155,154,0,198,109,133,46,75,119,107,2218,699,293,244,293,244,160,191,0,198,133,148,0,198,1925,696,1717,693,287,262,334,325,1096,534,208,230,11925,1912,7756,1454,4019,1059,776,316,1219,697,2024,748,3737,944,4169,1209,1732,806,1071,656,611,493,201,239,259,257,661,570,2437,837,1591,717,363,339,274,274,954,597,846,417,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,78520,5456,10891,1928,3396,869,2252,711,282,326,901,464,1069,454,1144,464,7495,1762,764,353,592,314,92,106,0,217,500,293,172,176,6731,1758,5631,1650,512,360,2133,885,2986,1170,1100,475,67629,5024,46574,3807,21307,2802,4470,1153,4478,1469,12359,2079,25267,2828,21055,2905,7363,1767,4379,1566,1254,769,467,503,2658,1195,2984,1036,13692,2020,7876,1656,1509,738,1124,463,5243,1312,5816,1207,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,34849,3216,4849,1499,1677,726,1246,621,374,319,360,379,512,367,431,352,3172,1192,773,606,566,530,100,190,403,493,63,109,207,233,2399,904,2086,868,259,334,282,231,1545,713,313,342,30000,2976,21075,2374,12007,2076,2199,735,3457,1144,6351,1464,9068,1732,8925,1801,2593,949,958,396,187,188,135,130,636,337,1635,820,6332,1426,4221,1237,146,180,907,558,3168,1046,2111,699,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,53652,2922,4650,944,1252,448,785,338,63,92,467,276,255,150,467,292,3398,880,744,423,577,358,32,50,0,182,545,353,167,222,2654,775,2377,735,265,187,1203,600,909,393,277,233,49002,2734,35523,2409,18944,1745,3045,779,3760,637,12139,1466,16579,1839,13479,1601,4268,922,2468,695,674,510,362,333,1432,435,1800,567,9211,1438,5131,1052,956,466,1096,542,3079,842,4080,951,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,38561,2880,6537,1263,2237,698,2029,703,393,286,631,395,1005,543,208,162,4300,1183,596,415,499,395,164,229,263,286,72,84,97,114,3704,1074,3295,1030,615,376,1030,571,1650,749,409,350,32024,2693,22350,1996,12183,1669,2606,735,2392,748,7185,1290,10167,1435,9674,1732,2179,728,1149,497,563,357,166,165,420,278,1030,549,7495,1428,4287,1093,934,466,343,301,3010,919,3208,743,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
