GEO_ID,B15002B_001E,B15002B_001M,B15002B_002E,B15002B_002M,B15002B_003E,B15002B_003M,B15002B_004E,B15002B_004M,B15002B_005E,B15002B_005M,B15002B_006E,B15002B_006M,B15002B_007E,B15002B_007M,B15002B_008E,B15002B_008M,B15002B_009E,B15002B_009M,B15002B_010E,B15002B_010M,B15002B_011E,B15002B_011M,B15002B_012E,B15002B_012M,B15002B_013E,B15002B_013M,B15002B_014E,B15002B_014M,B15002B_015E,B15002B_015M,B15002B_016E,B15002B_016M,B15002B_017E,B15002B_017M,B15002B_018E,B15002B_018M,B15002B_019E,B15002B_019M,NAME,B15002B_001MA,B15002B_001EA,B15002B_002MA,B15002B_002EA,B15002B_003MA,B15002B_003EA,B15002B_004MA,B15002B_004EA,B15002B_005EA,B15002B_005MA,B15002B_006MA,B15002B_006EA,B15002B_007MA,B15002B_007EA,B15002B_008MA,B15002B_008EA,B15002B_009MA,B15002B_009EA,B15002B_010MA,B15002B_010EA,B15002B_011EA,B15002B_011MA,B15002B_012MA,B15002B_012EA,B15002B_013MA,B15002B_013EA,B15002B_014MA,B15002B_014EA,B15002B_015MA,B15002B_015EA,B15002B_016EA,B15002B_016MA,B15002B_017MA,B15002B_017EA,B15002B_018MA,B15002B_018EA,B15002B_019EA,B15002B_019MA,state
0400000US01,816758,4654,362602,2997,18343,2264,58133,3524,122270,5229,18212,2215,75034,4578,21860,2273,33604,3508,15146,1884,454156,3120,18828,2190,55496,3489,119384,5154,20100,2411,112001,4580,43898,3185,51511,3137,32938,2851,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15302,1037,9134,926,20,44,374,285,1569,520,499,349,4599,1234,918,529,382,309,773,494,6168,557,149,231,174,220,1755,683,220,235,1608,580,402,229,1163,502,697,415,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,182629,3270,94261,1967,2310,803,9228,1709,18624,2134,5261,1039,29903,2411,7768,1673,14190,2104,6977,1511,88368,2088,2346,801,7121,1435,16083,2227,3319,1037,27793,3022,10978,2014,12670,1850,8058,1479,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,282880,3505,128722,2072,6893,1378,19585,2051,45459,3388,7223,1253,31049,2709,5473,1221,10158,1526,2882,746,154158,2656,8459,1461,20287,2331,39385,3434,6239,1311,40539,2938,13626,1915,17103,2246,8520,1610,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1520866,8228,741310,5128,23247,2529,68633,4342,165525,6809,26274,2590,216549,7634,68540,4985,111299,4849,61243,4702,779556,5936,19608,2317,55745,3260,161142,6652,13904,1705,247641,7363,84063,4726,117188,5897,80265,5657,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,141755,3074,76616,2467,1426,765,5570,1334,15510,2053,4978,1277,25342,2364,6593,1434,12087,1728,5110,1038,65139,1704,1986,748,5103,1103,12155,1870,1745,641,18953,1813,7992,1463,11627,1813,5578,1083,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,240257,3834,108202,2614,4419,990,10178,1555,36643,3391,4877,1122,22036,2458,7074,1684,14959,2080,8016,1884,132055,2168,6196,1221,11924,1671,36705,3413,4652,1086,30371,2742,11915,1820,18576,2110,11716,1517,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,128898,1620,57958,914,1247,635,6705,1286,17370,2234,2705,994,14105,1784,3494,1004,8305,1506,4027,1026,70940,1193,2169,739,5931,1210,19184,2052,2357,886,18509,2272,5573,1174,9420,1445,7797,1463,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,214913,2105,94252,1115,4531,971,11621,1731,23645,2244,5759,1150,18970,2207,3446,995,14695,2095,11585,1663,120661,1589,5328,1135,11712,1570,36218,2724,5352,1261,26123,2139,5932,1136,14216,1806,15780,1910,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2036510,8803,940719,6529,59484,4573,128115,5827,288718,8495,44810,3421,196360,7711,80864,5579,97185,6863,45183,3728,1095791,5502,77496,4746,110563,5182,305222,9276,37591,3571,225285,7160,113309,6636,141031,8092,85294,5104,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
