GEO_ID,B19037C_001E,B19037C_001M,B19037C_002E,B19037C_002M,B19037C_003E,B19037C_003M,B19037C_004E,B19037C_004M,B19037C_005E,B19037C_005M,B19037C_006E,B19037C_006M,B19037C_007E,B19037C_007M,B19037C_008E,B19037C_008M,B19037C_009E,B19037C_009M,B19037C_010E,B19037C_010M,B19037C_011E,B19037C_011M,B19037C_012E,B19037C_012M,B19037C_013E,B19037C_013M,B19037C_014E,B19037C_014M,B19037C_015E,B19037C_015M,B19037C_016E,B19037C_016M,B19037C_017E,B19037C_017M,B19037C_018E,B19037C_018M,B19037C_019E,B19037C_019M,B19037C_020E,B19037C_020M,B19037C_021E,B19037C_021M,B19037C_022E,B19037C_022M,B19037C_023E,B19037C_023M,B19037C_024E,B19037C_024M,B19037C_025E,B19037C_025M,B19037C_026E,B19037C_026M,B19037C_027E,B19037C_027M,B19037C_028E,B19037C_028M,B19037C_029E,B19037C_029M,B19037C_030E,B19037C_030M,B19037C_031E,B19037C_031M,B19037C_032E,B19037C_032M,B19037C_033E,B19037C_033M,B19037C_034E,B19037C_034M,B19037C_035E,B19037C_035M,B19037C_036E,B19037C_036M,B19037C_037E,B19037C_037M,B19037C_038E,B19037C_038M,B19037C_039E,B19037C_039M,B19037C_040E,B19037C_040M,B19037C_041E,B19037C_041M,B19037C_042E,B19037C_042M,B19037C_043E,B19037C_043M,B19037C_044E,B19037C_044M,B19037C_045E,B19037C_045M,B19037C_046E,B19037C_046M,B19037C_047E,B19037C_047M,B19037C_048E,B19037C_048M,B19037C_049E,B19037C_049M,B19037C_050E,B19037C_050M,B19037C_051E,B19037C_051M,B19037C_052E,B19037C_052M,B19037C_053E,B19037C_053M,B19037C_054E,B19037C_054M,B19037C_055E,B19037C_055M,B19037C_056E,B19037C_056M,B19037C_057E,B19037C_057M,B19037C_058E,B19037C_058M,B19037C_059E,B19037C_059M,B19037C_060E,B19037C_060M,B19037C_061E,B19037C_061M,B19037C_062E,B19037C_062M,B19037C_063E,B19037C_063M,B19037C_064E,B19037C_064M,B19037C_065E,B19037C_065M,B19037C_066E,B19037C_066M,B19037C_067E,B19037C_067M,B19037C_068E,B19037C_068M,B19037C_069E,B19037C_069M,NAME,B19037C_001MA,B19037C_001EA,B19037C_002EA,B19037C_002MA,B19037C_003EA,B19037C_003MA,B19037C_004EA,B19037C_004MA,B19037C_005MA,B19037C_005EA,B19037C_006MA,B19037C_006EA,B19037C_007MA,B19037C_007EA,B19037C_008EA,B19037C_008MA,B19037C_009EA,B19037C_009MA,B19037C_010MA,B19037C_010EA,B19037C_011MA,B19037C_011EA,B19037C_012EA,B19037C_012MA,B19037C_013EA,B19037C_013MA,B19037C_014EA,B19037C_014MA,B19037C_015EA,B19037C_015MA,B19037C_016MA,B19037C_016EA,B19037C_017MA,B19037C_017EA,B19037C_018EA,B19037C_018MA,B19037C_019EA,B19037C_019MA,B19037C_020EA,B19037C_020MA,B19037C_021MA,B19037C_021EA,B19037C_022MA,B19037C_022EA,B19037C_023EA,B19037C_023MA,B19037C_024EA,B19037C_024MA,B19037C_025EA,B19037C_025MA,B19037C_026MA,B19037C_026EA,B19037C_027MA,B19037C_027EA,B19037C_028MA,B19037C_028EA,B19037C_029EA,B19037C_029MA,B19037C_030EA,B19037C_030MA,B19037C_031MA,B19037C_031EA,B19037C_032MA,B19037C_032EA,B19037C_033MA,B19037C_033EA,B19037C_034EA,B19037C_034MA,B19037C_035EA,B19037C_035MA,B19037C_036EA,B19037C_036MA,B19037C_037MA,B19037C_037EA,B19037C_038MA,B19037C_038EA,B19037C_039MA,B19037C_039EA,B19037C_040EA,B19037C_040MA,B19037C_041EA,B19037C_041MA,B19037C_042MA,B19037C_042EA,B19037C_043MA,B19037C_043EA,B19037C_044MA,B19037C_044EA,B19037C_045EA,B19037C_045MA,B19037C_046EA,B19037C_046MA,B19037C_047EA,B19037C_047MA,B19037C_048MA,B19037C_048EA,B19037C_049MA,B19037C_049EA,B19037C_050MA,B19037C_050EA,B19037C_051EA,B19037C_051MA,B19037C_052EA,B19037C_052MA,B19037C_053MA,B19037C_053EA,B19037C_054MA,B19037C_054EA,B19037C_055MA,B19037C_055EA,B19037C_056MA,B19037C_056EA,B19037C_057EA,B19037C_057MA,B19037C_058EA,B19037C_058MA,B19037C_059MA,B19037C_059EA,B19037C_060MA,B19037C_060EA,B19037C_061MA,B19037C_061EA,B19037C_062EA,B19037C_062MA,B19037C_063EA,B19037C_063MA,B19037C_064EA,B19037C_064MA,B19037C_065EA,B19037C_065MA,B19037C_066MA,B19037C_066EA,B19037C_067EA,B19037C_067MA,B19037C_068EA,B19037C_068MA,B19037C_069EA,B19037C_069MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26253,1497,1124,370,352,241,31,23,112,156,159,170,0,149,69,65,14,16,85,89,15,18,171,199,32,34,33,40,17,29,7,12,27,46,0,149,9092,1128,641,210,577,275,333,122,363,162,435,176,410,242,693,451,586,296,564,421,908,431,747,231,1108,424,471,316,697,460,236,121,323,270,11354,1109,1173,307,494,144,1417,568,705,349,369,127,383,113,574,360,401,129,296,110,1077,343,980,296,1256,436,992,327,541,221,494,251,202,130,4683,481,58,38,268,94,349,114,544,155,533,241,376,169,340,124,267,116,154,62,295,97,444,129,489,249,151,63,132,112,177,148,106,110,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,82371,3204,4128,1102,1011,355,759,460,315,257,363,378,206,179,34,52,62,77,507,451,0,201,418,371,122,108,79,128,252,352,0,201,0,201,0,201,28684,2556,5041,1027,1193,468,2390,708,2421,908,1787,649,1023,371,1162,571,2034,747,1489,734,2060,777,1900,646,3012,918,1809,614,1012,590,262,207,89,105,34501,1667,6989,1110,2253,653,2080,585,1483,436,2208,591,1558,514,2097,678,1752,717,1313,569,2528,538,2772,633,2495,616,1857,570,1299,392,1255,418,562,363,15058,981,2999,497,1675,404,1588,416,1021,263,758,245,815,322,830,298,660,370,634,300,1126,468,536,253,907,355,769,388,510,349,204,171,26,32,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,88771,4983,3179,882,442,314,73,92,383,291,733,557,165,153,89,104,293,335,80,101,0,201,206,217,149,158,153,193,307,354,99,178,7,12,0,201,29005,2617,2075,700,1520,695,1558,551,1831,641,1042,394,1657,594,1855,741,1880,782,1115,509,3109,964,2573,775,3517,805,2039,666,1323,628,1129,558,782,319,39530,3626,3357,958,3534,1017,1829,670,1829,668,1282,493,1673,560,2179,777,924,505,1606,519,3320,825,4064,958,5227,1201,3033,806,2618,767,1691,625,1364,445,17057,1613,1323,464,2044,604,1560,745,1303,495,1117,581,968,419,719,410,545,212,703,440,909,374,1660,488,979,376,1141,355,573,339,1079,538,434,225,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,18942,1641,701,403,26,39,0,193,43,78,227,250,0,193,27,56,179,145,0,193,0,193,0,193,0,193,0,193,199,288,0,193,0,193,0,193,7055,1179,465,351,380,322,699,438,822,588,492,343,391,321,746,601,212,254,388,322,233,224,776,453,801,369,193,227,369,348,88,122,0,193,7706,1092,1181,540,258,239,341,315,290,209,383,398,317,346,426,351,486,283,15,26,688,447,740,398,952,491,661,281,324,242,500,315,144,137,3480,779,657,312,511,445,220,163,518,411,300,256,21,39,214,175,115,125,140,136,35,46,189,167,193,196,75,95,141,113,0,193,151,157,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17696,2230,228,164,19,23,0,217,0,217,0,217,89,106,0,217,0,217,0,217,0,217,0,217,71,113,25,44,24,42,0,217,0,217,0,217,5032,1363,97,76,388,439,0,217,95,119,414,309,350,386,503,367,118,198,154,142,606,352,719,440,1120,680,203,163,99,153,115,99,51,60,8479,1570,699,364,796,468,227,186,358,294,136,140,660,477,777,576,379,264,384,245,793,349,743,427,502,374,518,313,730,396,390,392,387,326,3957,903,805,416,184,240,347,183,291,264,234,175,326,285,370,324,295,216,127,125,381,218,129,113,160,204,181,204,34,62,23,43,70,82,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
