GEO_ID,B17010B_001E,B17010B_001M,B17010B_002E,B17010B_002M,B17010B_003E,B17010B_003M,B17010B_004E,B17010B_004M,B17010B_005E,B17010B_005M,B17010B_006E,B17010B_006M,B17010B_007E,B17010B_007M,B17010B_008E,B17010B_008M,B17010B_009E,B17010B_009M,B17010B_010E,B17010B_010M,B17010B_011E,B17010B_011M,B17010B_012E,B17010B_012M,B17010B_013E,B17010B_013M,B17010B_014E,B17010B_014M,B17010B_015E,B17010B_015M,B17010B_016E,B17010B_016M,B17010B_017E,B17010B_017M,B17010B_018E,B17010B_018M,B17010B_019E,B17010B_019M,B17010B_020E,B17010B_020M,B17010B_021E,B17010B_021M,B17010B_022E,B17010B_022M,B17010B_023E,B17010B_023M,B17010B_024E,B17010B_024M,B17010B_025E,B17010B_025M,B17010B_026E,B17010B_026M,B17010B_027E,B17010B_027M,B17010B_028E,B17010B_028M,B17010B_029E,B17010B_029M,B17010B_030E,B17010B_030M,B17010B_031E,B17010B_031M,B17010B_032E,B17010B_032M,B17010B_033E,B17010B_033M,B17010B_034E,B17010B_034M,B17010B_035E,B17010B_035M,B17010B_036E,B17010B_036M,B17010B_037E,B17010B_037M,B17010B_038E,B17010B_038M,B17010B_039E,B17010B_039M,B17010B_040E,B17010B_040M,B17010B_041E,B17010B_041M,NAME,B17010B_001MA,B17010B_001EA,B17010B_002MA,B17010B_002EA,B17010B_003MA,B17010B_003EA,B17010B_004EA,B17010B_004MA,B17010B_005MA,B17010B_005EA,B17010B_006MA,B17010B_006EA,B17010B_007MA,B17010B_007EA,B17010B_008MA,B17010B_008EA,B17010B_009MA,B17010B_009EA,B17010B_010EA,B17010B_010MA,B17010B_011MA,B17010B_011EA,B17010B_012MA,B17010B_012EA,B17010B_013MA,B17010B_013EA,B17010B_014MA,B17010B_014EA,B17010B_015EA,B17010B_015MA,B17010B_016MA,B17010B_016EA,B17010B_017MA,B17010B_017EA,B17010B_018MA,B17010B_018EA,B17010B_019MA,B17010B_019EA,B17010B_020EA,B17010B_020MA,B17010B_021EA,B17010B_021MA,B17010B_022MA,B17010B_022EA,B17010B_023MA,B17010B_023EA,B17010B_024MA,B17010B_024EA,B17010B_025EA,B17010B_025MA,B17010B_026EA,B17010B_026MA,B17010B_027EA,B17010B_027MA,B17010B_028MA,B17010B_028EA,B17010B_029EA,B17010B_029MA,B17010B_030MA,B17010B_030EA,B17010B_031MA,B17010B_031EA,B17010B_032EA,B17010B_032MA,B17010B_033EA,B17010B_033MA,B17010B_034EA,B17010B_034MA,B17010B_035MA,B17010B_035EA,B17010B_036MA,B17010B_036EA,B17010B_037EA,B17010B_037MA,B17010B_038EA,B17010B_038MA,B17010B_039EA,B17010B_039MA,B17010B_040MA,B17010B_040EA,B17010B_041MA,B17010B_041EA,state
0400000US01,297569,6530,77800,4498,10878,1822,5806,1377,716,489,1262,685,3828,1157,5072,1232,66922,3755,6931,1551,5198,1415,2032,1085,998,550,2168,746,1733,654,59991,3543,51367,3440,8514,1612,15430,2232,27423,2776,8624,1239,219769,6422,120882,3793,48716,3191,7513,1664,7838,1556,33365,3125,72166,3455,98887,5241,18083,2305,8878,1660,2624,920,847,474,5407,1274,9205,1503,80804,4738,47068,4037,7745,1710,4987,1235,34336,3178,33736,2591,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,60538,3433,10698,1485,2548,721,1958,673,464,299,767,391,727,489,590,317,8150,1480,1809,761,1670,736,245,247,321,362,1104,687,139,175,6341,1279,5437,1248,982,613,1775,652,2680,957,904,467,49840,3100,26704,2579,14535,2096,2176,770,3702,957,8657,1571,12169,1513,23136,2400,7601,1661,3772,1309,906,619,366,410,2500,937,3829,1159,15535,1982,10433,1742,1893,762,1842,839,6698,1444,5102,1071,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,104722,3467,29988,2788,5368,1462,3326,1248,835,599,1029,715,1462,710,2042,634,24620,2413,3340,946,2346,868,433,314,508,389,1405,752,994,546,21280,2378,17780,2198,4072,1204,4112,1012,9596,1752,3500,951,74734,3580,37912,2610,15298,2111,1899,1023,1853,697,11546,1926,22614,2047,36822,3270,6993,1493,3405,1156,425,333,1147,627,1833,867,3588,933,29829,2973,18483,2304,3019,1061,2219,713,13245,1884,11346,1512,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,487933,7827,89142,4432,11174,1633,5742,1063,1574,692,2234,778,1934,564,5432,1086,77968,4324,12643,2137,9902,1981,1432,700,1814,822,6656,1516,2741,833,65325,4173,54882,3972,9209,2001,13838,1879,31835,2664,10443,1505,398791,7741,204585,5449,93684,4096,17732,2408,17886,2343,58066,3619,110901,4695,194206,6951,47735,3695,24472,3112,6334,1508,2280,789,15858,2596,23263,2562,146471,6509,77482,4470,12768,1942,12608,1852,52106,3517,68989,4022,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50179,3027,7929,1882,1579,651,1194,624,96,156,606,417,492,448,385,244,6350,1758,658,645,658,645,175,217,399,609,84,144,0,193,5692,1507,5311,1493,1287,682,1609,795,2415,1050,381,268,42250,2719,23760,2308,12129,1576,2364,807,3139,1007,6626,1256,11631,1617,18490,2227,6632,1566,4363,1379,1302,824,211,201,2850,1037,2269,791,11858,1679,7984,1548,678,415,678,471,6628,1341,3874,834,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,83903,3464,13646,1920,1694,776,1393,743,0,198,499,441,894,599,301,220,11952,1837,1100,649,695,493,0,198,248,380,447,321,405,317,10852,1823,9326,1660,977,496,3665,1145,4684,1207,1526,752,70257,3478,34914,2426,16605,1874,2133,781,4259,1056,10213,1673,18309,1923,35343,3119,6812,1618,3613,1289,1111,793,425,455,2077,884,3199,985,28531,2423,17423,2176,2361,783,2824,993,12238,1835,11108,2048,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46233,2206,7092,1550,784,475,625,436,0,190,119,144,506,417,159,200,6308,1495,811,557,710,540,91,108,247,397,372,302,101,101,5497,1405,4836,1378,423,328,1063,576,3350,1239,661,364,39141,2451,23032,2049,10144,1643,1234,508,2677,933,6233,1273,12888,1588,16109,1914,3316,1030,1321,759,114,185,65,77,1142,736,1995,773,12793,1748,7612,1431,740,381,1456,592,5416,1338,5181,1038,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,63979,2808,15338,1998,1938,901,1029,766,41,67,195,243,793,632,909,488,13400,1711,1083,584,466,366,50,81,100,161,316,316,617,369,12317,1656,10316,1549,791,463,3386,882,6139,1388,2001,614,48641,2525,18585,1973,7874,1711,1406,666,2037,678,4431,1274,10711,1337,30056,2535,6329,1446,3331,1112,286,284,186,226,2859,1010,2998,839,23727,2256,13208,1572,2106,768,2318,913,8784,1326,10519,1668,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,674603,11784,142596,6934,29293,2813,18564,2430,2323,865,5600,1229,10641,2003,10729,1883,113303,6705,13713,2103,9994,1799,1520,667,3431,1214,5043,1237,3719,1085,99590,6232,84769,6082,14316,2322,23828,2928,46625,4434,14821,1897,532007,10464,289359,8779,136977,6723,24928,3628,29708,3178,82341,5049,152382,5950,242648,7500,50186,4618,25246,3456,5558,1725,2328,755,17360,2762,24940,2594,192462,6853,111616,5283,15135,1920,17159,2658,79322,4688,80846,4388,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
