GEO_ID,B21001B_001E,B21001B_001M,B21001B_002E,B21001B_002M,B21001B_003E,B21001B_003M,B21001B_004E,B21001B_004M,B21001B_005E,B21001B_005M,B21001B_006E,B21001B_006M,B21001B_007E,B21001B_007M,B21001B_008E,B21001B_008M,B21001B_009E,B21001B_009M,B21001B_010E,B21001B_010M,B21001B_011E,B21001B_011M,B21001B_012E,B21001B_012M,B21001B_013E,B21001B_013M,B21001B_014E,B21001B_014M,B21001B_015E,B21001B_015M,B21001B_016E,B21001B_016M,B21001B_017E,B21001B_017M,B21001B_018E,B21001B_018M,B21001B_019E,B21001B_019M,B21001B_020E,B21001B_020M,B21001B_021E,B21001B_021M,B21001B_022E,B21001B_022M,B21001B_023E,B21001B_023M,B21001B_024E,B21001B_024M,B21001B_025E,B21001B_025M,B21001B_026E,B21001B_026M,B21001B_027E,B21001B_027M,B21001B_028E,B21001B_028M,B21001B_029E,B21001B_029M,B21001B_030E,B21001B_030M,B21001B_031E,B21001B_031M,B21001B_032E,B21001B_032M,B21001B_033E,B21001B_033M,NAME,B21001B_001EA,B21001B_001MA,B21001B_002MA,B21001B_002EA,B21001B_003MA,B21001B_003EA,B21001B_004MA,B21001B_004EA,B21001B_005EA,B21001B_005MA,B21001B_006EA,B21001B_006MA,B21001B_007EA,B21001B_007MA,B21001B_008MA,B21001B_008EA,B21001B_009MA,B21001B_009EA,B21001B_010MA,B21001B_010EA,B21001B_011EA,B21001B_011MA,B21001B_012EA,B21001B_012MA,B21001B_013MA,B21001B_013EA,B21001B_014MA,B21001B_014EA,B21001B_015MA,B21001B_015EA,B21001B_016EA,B21001B_016MA,B21001B_017EA,B21001B_017MA,B21001B_018EA,B21001B_018MA,B21001B_019MA,B21001B_019EA,B21001B_020MA,B21001B_020EA,B21001B_021MA,B21001B_021EA,B21001B_022MA,B21001B_022EA,B21001B_023EA,B21001B_023MA,B21001B_024MA,B21001B_024EA,B21001B_025EA,B21001B_025MA,B21001B_026MA,B21001B_026EA,B21001B_027EA,B21001B_027MA,B21001B_028EA,B21001B_028MA,B21001B_029EA,B21001B_029MA,B21001B_030EA,B21001B_030MA,B21001B_031EA,B21001B_031MA,B21001B_032MA,B21001B_032EA,B21001B_033EA,B21001B_033MA,state
0400000US01,966043,3751,435875,2368,156717,2873,4612,1194,152105,2934,150455,2971,20112,2156,130343,3559,72148,1330,19155,1614,52993,1961,38529,1504,12826,1294,25703,1631,18026,939,6808,888,11218,1010,530168,2581,173264,2586,1707,729,171557,2734,184589,2431,4512,1031,180077,2694,86487,985,3558,1075,82929,1496,49313,1065,917,430,48396,1146,36515,958,222,158,36293,905,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,17936,983,10928,875,4271,556,527,470,3744,740,4667,694,1748,568,2919,705,1489,387,722,434,767,463,501,267,302,244,199,228,0,149,0,149,0,149,7008,566,2360,535,187,198,2173,522,2603,634,235,189,2368,611,1591,454,247,234,1344,462,208,248,0,149,208,248,246,218,0,149,246,218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,218463,4042,113195,2465,47236,1882,3305,1187,43931,2101,40540,1268,5899,1333,34641,1700,14187,729,3541,658,10646,934,7302,439,3728,830,3574,764,3930,378,2354,438,1576,390,105268,2518,40849,1963,752,467,40097,2017,36523,1378,1500,544,35023,1407,14485,676,1198,560,13287,611,8849,776,396,486,8453,587,4562,509,91,115,4471,489,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,338381,3232,156689,2060,58139,2021,2779,1071,55360,2173,54698,1824,5969,1253,48729,2014,25139,1207,7306,1183,17833,1294,13000,924,4562,777,8438,866,5713,711,1831,542,3882,654,181692,2747,63657,2550,1176,640,62481,2561,61680,2103,763,503,60917,1939,29956,997,298,239,29658,1010,15123,786,379,223,14744,800,11276,750,52,66,11224,755,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1766676,9505,866028,6119,310012,4763,12646,2147,297366,4888,303630,3479,37595,3140,266035,4980,136961,1853,33194,2428,103767,2884,71369,1210,30016,2063,41353,2143,44056,956,23547,1660,20509,1593,900648,6820,287863,4708,2467,871,285396,4730,309282,3623,5686,1393,303596,3915,147496,1916,3784,915,143712,2077,89105,2048,1626,547,87479,2075,66902,907,668,309,66234,986,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,163438,3673,87637,2716,33604,2022,2437,1033,31167,2144,32625,2017,7136,1591,25489,1883,12741,956,3756,713,8985,1041,5590,604,2841,633,2749,763,3077,423,2144,519,933,321,75801,2315,27605,1689,969,628,26636,1639,26316,1054,1616,792,24700,1308,11810,798,354,330,11456,801,6275,553,94,119,6181,531,3795,608,125,168,3670,607,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,285141,4516,131659,3094,49567,2024,999,613,48568,2087,48672,1672,2985,923,45687,2030,18520,769,2833,837,15687,1044,9549,408,2506,657,7043,688,5351,553,1575,515,3776,602,153482,2487,51131,1708,369,512,50762,1681,56666,1678,687,348,55979,1760,22178,723,41,69,22137,726,14081,574,157,131,13924,564,9426,433,53,87,9373,435,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,152880,1717,69774,1020,24731,940,545,472,24186,1151,25506,747,2395,613,23111,965,10340,256,2475,689,7865,731,6244,396,3298,764,2946,673,2953,436,1087,413,1866,610,83106,1352,26938,932,0,190,26938,932,29585,942,1216,684,28369,943,13424,211,150,103,13274,256,7925,137,46,81,7879,156,5234,24,0,190,5234,24,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249893,2554,110659,1419,38305,899,240,231,38065,913,36614,867,3705,944,32909,1345,18714,439,3251,786,15463,742,10236,158,2695,615,7541,616,6790,111,3352,613,3438,614,139234,1768,44837,1177,408,371,44429,1223,42476,727,608,370,41868,825,23747,726,780,478,22967,890,14506,185,123,132,14383,212,13668,162,230,162,13438,233,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2402728,9527,1124955,6909,421783,5049,15707,2517,406076,6068,399329,4919,43830,3943,355499,5726,163906,2413,36844,3038,127062,3636,89629,1667,24184,1948,65445,2496,50308,1674,14840,1383,35468,2127,1277773,5972,443748,4953,6059,1862,437689,5613,443188,4154,10787,2034,432401,4670,191004,2593,3875,1212,187129,2776,115791,2087,1050,619,114741,2147,84042,2504,502,274,83540,2514,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2334445,8869,1053366,5801,394409,4182,15243,2278,379166,4732,389263,4356,65739,4729,323524,6315,155445,2714,43829,3029,111616,3985,81514,2262,28862,2302,52652,2669,32735,1810,13411,1529,19324,1750,1281079,5211,434228,3607,5856,1480,428372,3877,476065,3521,16683,2813,459382,4303,194447,2408,6177,1256,188270,2586,109235,2382,1632,698,107603,2488,67104,2013,643,314,66461,2050,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,17327,1635,10513,1314,3972,1086,1679,816,2293,869,4315,826,2351,580,1964,743,1109,334,419,232,690,450,817,338,510,285,307,282,300,350,93,157,207,317,6814,939,3687,694,674,525,3013,792,2178,418,669,435,1509,423,820,413,40,72,780,419,129,189,0,182,129,189,0,182,0,182,0,182,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1373983,6149,626573,4266,230371,3029,3905,1290,226466,3412,217887,2464,21056,2624,196831,3411,96755,1457,18509,2075,78246,2334,51610,1121,17984,1458,33626,1551,29950,915,12174,1248,17776,1351,747410,3549,241735,3245,1164,639,240571,3262,255095,1961,3340,843,251755,2068,121926,1307,1781,602,120145,1457,73419,1053,907,519,72512,1248,55235,854,510,460,54725,1032,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,435121,5397,200928,3412,76584,3176,2532,851,74052,3289,71953,1652,9280,1501,62673,1868,29978,1061,7933,1356,22045,1395,14258,724,6701,925,7557,909,8155,583,3440,635,4715,707,234193,3912,84025,3046,136,166,83889,3047,80278,1963,1494,574,78784,2076,36102,1190,978,529,35124,1306,19243,741,152,127,19091,737,14545,709,40,70,14505,710,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,72112,2192,39366,1944,17330,2047,259,272,17071,2047,15534,1666,1561,718,13973,1929,4020,565,511,259,3509,597,1089,411,340,222,749,343,1393,507,461,268,932,452,32746,1474,15650,1525,0,155,15650,1525,10196,1209,595,337,9601,1262,3873,596,90,151,3783,586,1579,443,0,155,1579,443,1448,416,0,155,1448,416,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
