GEO_ID,B17001F_001E,B17001F_001M,B17001F_002E,B17001F_002M,B17001F_003E,B17001F_003M,B17001F_004E,B17001F_004M,B17001F_005E,B17001F_005M,B17001F_006E,B17001F_006M,B17001F_007E,B17001F_007M,B17001F_008E,B17001F_008M,B17001F_009E,B17001F_009M,B17001F_010E,B17001F_010M,B17001F_011E,B17001F_011M,B17001F_012E,B17001F_012M,B17001F_013E,B17001F_013M,B17001F_014E,B17001F_014M,B17001F_015E,B17001F_015M,B17001F_016E,B17001F_016M,B17001F_017E,B17001F_017M,B17001F_018E,B17001F_018M,B17001F_019E,B17001F_019M,B17001F_020E,B17001F_020M,B17001F_021E,B17001F_021M,B17001F_022E,B17001F_022M,B17001F_023E,B17001F_023M,B17001F_024E,B17001F_024M,B17001F_025E,B17001F_025M,B17001F_026E,B17001F_026M,B17001F_027E,B17001F_027M,B17001F_028E,B17001F_028M,B17001F_029E,B17001F_029M,B17001F_030E,B17001F_030M,B17001F_031E,B17001F_031M,B17001F_032E,B17001F_032M,B17001F_033E,B17001F_033M,B17001F_034E,B17001F_034M,B17001F_035E,B17001F_035M,B17001F_036E,B17001F_036M,B17001F_037E,B17001F_037M,B17001F_038E,B17001F_038M,B17001F_039E,B17001F_039M,B17001F_040E,B17001F_040M,B17001F_041E,B17001F_041M,B17001F_042E,B17001F_042M,B17001F_043E,B17001F_043M,B17001F_044E,B17001F_044M,B17001F_045E,B17001F_045M,B17001F_046E,B17001F_046M,B17001F_047E,B17001F_047M,B17001F_048E,B17001F_048M,B17001F_049E,B17001F_049M,B17001F_050E,B17001F_050M,B17001F_051E,B17001F_051M,B17001F_052E,B17001F_052M,B17001F_053E,B17001F_053M,B17001F_054E,B17001F_054M,B17001F_055E,B17001F_055M,B17001F_056E,B17001F_056M,B17001F_057E,B17001F_057M,B17001F_058E,B17001F_058M,B17001F_059E,B17001F_059M,NAME,B17001F_001MA,B17001F_001EA,B17001F_002EA,B17001F_002MA,B17001F_003EA,B17001F_003MA,B17001F_004EA,B17001F_004MA,B17001F_005MA,B17001F_005EA,B17001F_006MA,B17001F_006EA,B17001F_007MA,B17001F_007EA,B17001F_008EA,B17001F_008MA,B17001F_009EA,B17001F_009MA,B17001F_010MA,B17001F_010EA,B17001F_011MA,B17001F_011EA,B17001F_012MA,B17001F_012EA,B17001F_013EA,B17001F_013MA,B17001F_014EA,B17001F_014MA,B17001F_015MA,B17001F_015EA,B17001F_016MA,B17001F_016EA,B17001F_017MA,B17001F_017EA,B17001F_018MA,B17001F_018EA,B17001F_019EA,B17001F_019MA,B17001F_020EA,B17001F_020MA,B17001F_021MA,B17001F_021EA,B17001F_022MA,B17001F_022EA,B17001F_023MA,B17001F_023EA,B17001F_024EA,B17001F_024MA,B17001F_025EA,B17001F_025MA,B17001F_026MA,B17001F_026EA,B17001F_027MA,B17001F_027EA,B17001F_028MA,B17001F_028EA,B17001F_029MA,B17001F_029EA,B17001F_030EA,B17001F_030MA,B17001F_031EA,B17001F_031MA,B17001F_032MA,B17001F_032EA,B17001F_033MA,B17001F_033EA,B17001F_034MA,B17001F_034EA,B17001F_035EA,B17001F_035MA,B17001F_036EA,B17001F_036MA,B17001F_037MA,B17001F_037EA,B17001F_038EA,B17001F_038MA,B17001F_039MA,B17001F_039EA,B17001F_040MA,B17001F_040EA,B17001F_041EA,B17001F_041MA,B17001F_042EA,B17001F_042MA,B17001F_043EA,B17001F_043MA,B17001F_044EA,B17001F_044MA,B17001F_045MA,B17001F_045EA,B17001F_046EA,B17001F_046MA,B17001F_047EA,B17001F_047MA,B17001F_048EA,B17001F_048MA,B17001F_049EA,B17001F_049MA,B17001F_050MA,B17001F_050EA,B17001F_051MA,B17001F_051EA,B17001F_052EA,B17001F_052MA,B17001F_053EA,B17001F_053MA,B17001F_054EA,B17001F_054MA,B17001F_055MA,B17001F_055EA,B17001F_056MA,B17001F_056EA,B17001F_057EA,B17001F_057MA,B17001F_058EA,B17001F_058MA,B17001F_059EA,B17001F_059MA,state
0400000US01,52951,6034,18747,4310,9913,2412,1731,702,338,441,2379,974,1051,638,82,111,264,317,393,302,1380,660,1772,923,268,296,206,239,49,83,0,192,8834,2395,1077,576,307,328,2482,1053,729,464,156,185,0,192,385,338,2528,904,800,429,197,219,139,195,34,56,0,192,34204,4251,19950,3362,1119,485,227,268,2654,813,687,492,428,474,1003,601,1605,659,4327,1246,3612,1506,1977,773,1944,1591,367,345,0,192,14254,2192,812,524,547,446,1729,668,1258,468,391,345,727,385,1463,738,2199,711,2782,809,1218,518,763,567,125,206,240,260,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,473500,21371,132398,11436,59400,5906,6926,1640,1080,553,10096,1811,4085,1258,1554,709,3810,1064,7879,2003,6848,1618,7352,1425,3681,1014,3658,1134,1248,537,1183,674,72998,6813,8637,1806,1811,780,9531,1911,5537,1270,1005,472,2988,969,8981,2132,10075,1538,11233,1728,6380,1426,4410,1120,1392,581,1018,466,341102,19556,176747,10067,10654,1717,2758,825,15175,1918,10299,1746,2523,738,6026,1245,24353,3022,29021,3204,25348,2308,25055,2514,14991,2034,6995,1420,3549,840,164355,10993,10387,1792,1799,696,14236,2162,8145,1544,3017,832,6495,1348,21361,2742,24908,2594,23422,2455,23956,2609,14913,2080,8592,1470,3124,729,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,64277,6318,21559,4782,10677,2669,1477,818,383,372,2527,1250,898,809,108,95,642,570,1261,720,1063,605,1115,617,785,540,160,151,144,184,114,181,10882,2675,2537,1187,251,184,1030,591,1423,1077,76,87,106,126,1182,828,1764,677,1197,671,766,466,184,181,366,386,0,190,42718,6018,22259,3052,1052,554,34,65,2659,1198,815,432,330,269,1216,475,2712,901,4942,1024,3611,1114,2716,765,1199,457,940,529,33,35,20459,3358,1609,790,524,504,2039,819,1981,887,336,242,431,304,2778,1086,2066,772,3979,1179,2202,754,1246,540,870,491,398,349,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5201011,62866,1143614,36610,529637,18571,70956,5154,14275,1946,83368,6382,32567,2772,10155,1334,22744,2369,67231,5037,65048,4442,68797,4583,47500,3799,27027,2298,12246,2123,7723,1437,613977,21497,66401,5622,13992,2121,78689,5039,35251,2933,12825,1951,23508,2515,75363,5286,92009,5721,95987,5887,52265,3834,35553,3087,16840,2141,15294,2207,4057397,58413,2108624,32102,149870,6719,28821,3114,178843,7408,90109,5699,31677,2544,67635,3917,259308,8356,399365,10946,337934,8160,297676,7884,166080,5198,66217,3175,35089,2729,1948773,31629,130844,6573,26634,3006,173370,7268,90447,5000,30045,3099,62464,3792,237067,7746,326019,9349,300533,7816,273834,7181,169580,5836,80879,4267,47057,3222,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,207825,13021,38762,5591,16998,3093,1402,823,402,324,2164,758,1791,753,586,446,403,340,2459,1006,2446,1034,2164,717,923,508,1615,677,244,202,399,313,21764,3268,2870,936,257,257,4072,1233,889,433,136,146,243,226,1923,721,3883,1041,3287,876,2094,732,1037,525,852,415,221,195,169063,11955,87982,7101,6211,1244,1091,667,8557,1526,3733,974,1525,610,1926,700,9189,1806,15640,2118,16643,2225,11354,1673,7389,1389,3356,938,1368,523,81081,6312,4476,1012,950,593,10050,1975,4051,1116,1408,591,2691,790,8858,1850,12160,1673,13969,1989,9377,1570,6732,1246,3977,945,2382,716,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,173345,12780,49261,7930,24020,4063,2568,875,520,336,3928,1285,1981,849,539,460,1084,612,4278,1623,2432,1168,2931,1083,1532,773,1225,625,882,595,120,191,25241,4593,1905,800,546,329,2869,977,1479,725,362,364,448,295,2697,1052,4869,1234,3507,1177,3836,1206,1354,631,1002,564,367,351,124084,11692,68068,6426,4401,1261,811,567,5907,1348,3041,976,676,404,2118,734,8244,1579,15114,2598,12363,1524,8225,1605,4211,912,1915,633,1042,576,56016,6215,4063,1313,508,368,4596,987,2750,979,1093,520,1819,784,5339,1288,10920,1825,11113,1861,7471,1416,4118,933,1653,654,573,290,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18742,3804,5169,1502,2890,1048,593,395,0,190,214,214,0,190,0,190,0,190,487,405,450,294,754,602,156,171,123,164,0,190,113,192,2279,889,184,186,0,190,185,179,17,30,54,92,26,48,285,286,495,315,321,343,293,246,208,218,113,173,98,122,13573,3437,6216,1824,361,336,20,36,234,219,557,602,57,97,414,247,712,436,1314,665,1015,570,699,413,361,305,402,364,70,91,7357,1981,430,404,140,153,640,436,782,570,203,182,163,185,1093,639,1136,630,1226,563,1093,564,416,284,0,190,35,44,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,523082,22883,113912,11765,52007,6712,6035,1904,1256,656,6203,1944,2273,881,1440,656,1297,626,6523,1537,9470,2664,8165,2187,3072,892,3630,1211,1470,578,1173,483,61905,7953,7222,2030,544,420,5574,1700,2713,1074,1146,666,2735,1262,7245,1910,10167,2076,9335,1808,7019,1669,3459,843,3053,845,1693,732,409170,22154,211239,12131,13332,2851,2494,967,12669,2202,7792,1730,3308,1230,6349,1464,26685,3936,43578,4038,38325,4334,26666,3098,17485,2169,9169,1788,3387,969,197931,11911,10892,2220,1951,820,16123,2766,7140,1799,4950,1506,4739,1232,19692,2999,33196,4030,34776,3479,29863,3077,18653,2131,10084,2154,5872,1570,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
