GEO_ID,B23002B_001E,B23002B_001M,B23002B_002E,B23002B_002M,B23002B_003E,B23002B_003M,B23002B_004E,B23002B_004M,B23002B_005E,B23002B_005M,B23002B_006E,B23002B_006M,B23002B_007E,B23002B_007M,B23002B_008E,B23002B_008M,B23002B_009E,B23002B_009M,B23002B_010E,B23002B_010M,B23002B_011E,B23002B_011M,B23002B_012E,B23002B_012M,B23002B_013E,B23002B_013M,B23002B_014E,B23002B_014M,B23002B_015E,B23002B_015M,B23002B_016E,B23002B_016M,B23002B_017E,B23002B_017M,B23002B_018E,B23002B_018M,B23002B_019E,B23002B_019M,B23002B_020E,B23002B_020M,B23002B_021E,B23002B_021M,B23002B_022E,B23002B_022M,B23002B_023E,B23002B_023M,B23002B_024E,B23002B_024M,B23002B_025E,B23002B_025M,B23002B_026E,B23002B_026M,B23002B_027E,B23002B_027M,B23002B_028E,B23002B_028M,B23002B_029E,B23002B_029M,B23002B_030E,B23002B_030M,B23002B_031E,B23002B_031M,B23002B_032E,B23002B_032M,B23002B_033E,B23002B_033M,B23002B_034E,B23002B_034M,B23002B_035E,B23002B_035M,B23002B_036E,B23002B_036M,B23002B_037E,B23002B_037M,B23002B_038E,B23002B_038M,B23002B_039E,B23002B_039M,B23002B_040E,B23002B_040M,B23002B_041E,B23002B_041M,B23002B_042E,B23002B_042M,B23002B_043E,B23002B_043M,B23002B_044E,B23002B_044M,B23002B_045E,B23002B_045M,B23002B_046E,B23002B_046M,B23002B_047E,B23002B_047M,B23002B_048E,B23002B_048M,B23002B_049E,B23002B_049M,B23002B_050E,B23002B_050M,B23002B_051E,B23002B_051M,B23002B_052E,B23002B_052M,B23002B_053E,B23002B_053M,B23002B_054E,B23002B_054M,B23002B_055E,B23002B_055M,B23002B_056E,B23002B_056M,B23002B_057E,B23002B_057M,B23002B_058E,B23002B_058M,B23002B_059E,B23002B_059M,B23002B_060E,B23002B_060M,B23002B_061E,B23002B_061M,B23002B_062E,B23002B_062M,B23002B_063E,B23002B_063M,B23002B_064E,B23002B_064M,B23002B_065E,B23002B_065M,B23002B_066E,B23002B_066M,B23002B_067E,B23002B_067M,B23002B_068E,B23002B_068M,B23002B_069E,B23002B_069M,B23002B_070E,B23002B_070M,B23002B_071E,B23002B_071M,B23002B_072E,B23002B_072M,B23002B_073E,B23002B_073M,B23002B_074E,B23002B_074M,B23002B_075E,B23002B_075M,B23002B_076E,B23002B_076M,B23002B_077E,B23002B_077M,B23002B_078E,B23002B_078M,B23002B_079E,B23002B_079M,NAME,B23002B_001EA,B23002B_001MA,B23002B_002MA,B23002B_002EA,B23002B_003EA,B23002B_003MA,B23002B_004EA,B23002B_004MA,B23002B_005EA,B23002B_005MA,B23002B_006EA,B23002B_006MA,B23002B_007EA,B23002B_007MA,B23002B_008EA,B23002B_008MA,B23002B_009MA,B23002B_009EA,B23002B_010EA,B23002B_010MA,B23002B_011MA,B23002B_011EA,B23002B_012EA,B23002B_012MA,B23002B_013MA,B23002B_013EA,B23002B_014MA,B23002B_014EA,B23002B_015MA,B23002B_015EA,B23002B_016EA,B23002B_016MA,B23002B_017EA,B23002B_017MA,B23002B_018EA,B23002B_018MA,B23002B_019MA,B23002B_019EA,B23002B_020MA,B23002B_020EA,B23002B_021MA,B23002B_021EA,B23002B_022EA,B23002B_022MA,B23002B_023EA,B23002B_023MA,B23002B_024MA,B23002B_024EA,B23002B_025MA,B23002B_025EA,B23002B_026MA,B23002B_026EA,B23002B_027EA,B23002B_027MA,B23002B_028EA,B23002B_028MA,B23002B_029EA,B23002B_029MA,B23002B_030MA,B23002B_030EA,B23002B_031MA,B23002B_031EA,B23002B_032MA,B23002B_032EA,B23002B_033EA,B23002B_033MA,B23002B_034EA,B23002B_034MA,B23002B_035MA,B23002B_035EA,B23002B_036MA,B23002B_036EA,B23002B_037MA,B23002B_037EA,B23002B_038EA,B23002B_038MA,B23002B_039EA,B23002B_039MA,B23002B_040EA,B23002B_040MA,B23002B_041MA,B23002B_041EA,B23002B_042MA,B23002B_042EA,B23002B_043EA,B23002B_043MA,B23002B_044EA,B23002B_044MA,B23002B_045EA,B23002B_045MA,B23002B_046MA,B23002B_046EA,B23002B_047MA,B23002B_047EA,B23002B_048EA,B23002B_048MA,B23002B_049EA,B23002B_049MA,B23002B_050EA,B23002B_050MA,B23002B_051EA,B23002B_051MA,B23002B_052MA,B23002B_052EA,B23002B_053EA,B23002B_053MA,B23002B_054EA,B23002B_054MA,B23002B_055EA,B23002B_055MA,B23002B_056EA,B23002B_056MA,B23002B_057MA,B23002B_057EA,B23002B_058MA,B23002B_058EA,B23002B_059EA,B23002B_059MA,B23002B_060MA,B23002B_060EA,B23002B_061EA,B23002B_061MA,B23002B_062MA,B23002B_062EA,B23002B_063MA,B23002B_063EA,B23002B_064MA,B23002B_064EA,B23002B_065EA,B23002B_065MA,B23002B_066MA,B23002B_066EA,B23002B_067MA,B23002B_067EA,B23002B_068MA,B23002B_068EA,B23002B_069MA,B23002B_069EA,B23002B_070EA,B23002B_070MA,B23002B_071MA,B23002B_071EA,B23002B_072MA,B23002B_072EA,B23002B_073EA,B23002B_073MA,B23002B_074MA,B23002B_074EA,B23002B_075MA,B23002B_075EA,B23002B_076EA,B23002B_076MA,B23002B_077MA,B23002B_077EA,B23002B_078EA,B23002B_078MA,B23002B_079MA,B23002B_079EA,state
0400000US01,1005967,4518,456243,2997,41010,2471,10522,1578,0,192,10522,1578,6356,1123,4166,1150,30488,2460,52631,2444,33753,2725,498,316,33255,2761,26929,2799,6326,1635,18878,2303,233878,3049,168641,3822,307,254,168334,3826,151780,4263,16554,2362,65237,3654,72169,1330,32380,2071,21,34,32359,2071,30780,2070,1579,691,39789,2142,23430,1816,4396,845,4207,849,189,167,19034,1604,33125,1749,3982,843,3953,839,29,50,29143,1627,549724,2904,41415,2947,14861,2180,0,192,14861,2180,10683,1811,4178,1051,26554,2563,54153,2812,40314,3151,517,302,39797,3151,31900,3227,7897,1464,13839,1990,281841,3031,213177,4829,334,238,212843,4822,190549,4583,22294,2887,68664,4395,86487,985,38583,2417,0,192,38583,2417,37000,2420,1583,485,47904,2393,30364,1638,6954,1113,6351,969,603,378,23410,1524,55464,1777,3667,713,3606,722,61,68,51797,1926,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,230104,4210,119518,2590,10640,1070,3387,847,5,10,3382,846,2558,810,824,467,7253,1037,14617,1092,9817,1480,178,245,9639,1463,8440,1411,1199,609,4800,1306,68842,1677,52462,2128,821,493,51641,2179,47865,2150,3776,1037,16380,1735,14187,729,8124,1080,0,201,8124,1080,7729,1137,395,378,6063,924,4306,746,1406,635,896,476,510,622,2900,788,6926,837,732,353,674,323,58,102,6194,855,110586,2736,10358,1115,4276,999,0,201,4276,999,2943,741,1333,622,6082,1190,11860,1333,9378,1521,0,201,9378,1521,6755,1472,2623,1212,2482,963,60472,1751,47443,2197,405,484,47038,2181,43190,2277,3848,1361,13029,1762,14485,676,6968,1149,0,201,6968,1149,6417,1157,551,312,7517,1151,4842,788,1212,451,1119,468,93,153,3630,723,8569,958,1191,641,1191,641,0,201,7378,916,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,354548,3585,164368,2244,16702,2061,6762,1599,9,23,6753,1596,4541,1372,2212,794,9940,1587,18944,1744,11975,1894,0,190,11975,1894,9085,1827,2890,895,6969,1719,84870,1815,61247,2455,516,610,60731,2521,55047,2742,5684,1295,23623,2152,25139,1207,10638,1474,0,190,10638,1474,10594,1479,44,57,14501,1352,7297,828,2269,641,2144,668,125,146,5028,767,11416,987,1522,646,1443,643,79,108,9894,957,190180,3141,15396,2068,5436,1416,0,190,5436,1416,3459,1081,1977,1023,9960,1687,20626,1926,14714,2180,0,190,14714,2180,12839,2330,1875,748,5912,1547,97803,2604,72428,3568,888,786,71540,3534,65051,3747,6489,1396,25375,3020,29956,997,14968,1491,0,190,14968,1491,14599,1521,369,226,14988,1468,9978,1015,2538,575,2390,577,148,143,7440,863,16421,1074,1449,485,1449,485,0,190,14972,1041,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1841766,10118,910362,6616,67138,2897,16606,2044,893,517,15713,1955,9016,1764,6697,1328,50532,2928,101914,3038,70100,3623,4407,1364,65693,3789,47885,3707,17808,2276,31814,3118,488839,4152,363442,7072,5405,1471,358037,7162,321750,6985,36287,3004,125397,5527,137046,1838,75842,2976,85,140,75757,2976,69886,2913,5871,1379,61204,3055,44320,2023,14490,1538,13510,1536,980,469,29830,2329,71105,2118,8715,1269,8129,1269,586,303,62390,2289,931404,7405,59046,3117,17678,2332,234,249,17444,2290,10400,1837,7044,1507,41368,3092,92802,2954,66563,3328,842,441,65721,3329,52850,3644,12871,2111,26239,2663,476019,5202,357124,6964,1127,575,355997,7008,320932,7278,35065,3191,118895,4602,147530,1914,85599,3517,34,55,85565,3513,80946,3555,4619,1029,61931,2966,53689,2626,13942,1850,12962,1784,980,519,39747,2568,102318,2644,8579,1197,8057,1116,522,316,93739,2536,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,174299,3949,94018,2888,6589,1623,1983,740,149,149,1834,727,1171,595,663,471,4606,1223,10813,1572,8900,1576,536,273,8364,1610,7457,1541,907,927,1913,789,55208,2215,44961,2010,2520,955,42441,2267,38056,2411,4385,1397,10247,1578,12741,956,8303,1027,0,193,8303,1027,7708,1158,595,464,4438,881,3395,657,1265,499,1265,499,0,193,2130,690,5272,867,422,291,422,291,0,193,4850,766,80281,2532,7410,1062,3272,921,0,193,3272,921,2692,864,580,387,4138,1029,7732,1398,5533,1339,277,212,5256,1370,4420,1300,836,511,2199,991,43259,1454,34992,1848,596,412,34396,1840,31595,1941,2801,1023,8267,1656,11810,798,6091,728,0,193,6091,728,5905,757,186,163,5719,887,3792,497,874,371,874,371,0,193,2918,562,6278,849,234,203,234,203,0,193,6044,843,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,298642,4794,138953,3203,13520,1139,4000,927,265,306,3735,935,2270,791,1465,605,9520,1203,17231,1167,11924,1258,77,112,11847,1277,9394,1458,2453,1098,5307,1133,74782,2413,59416,2891,401,224,59015,2924,52398,2653,6617,1493,15366,2019,18520,769,12492,1197,0,198,12492,1197,11691,1139,801,482,6028,1300,6534,569,2195,619,1992,629,203,209,4339,594,8366,833,1369,445,1369,445,0,198,6997,922,159689,2753,11937,1289,5012,1116,19,45,4993,1118,3258,935,1735,537,6925,1366,15697,1116,11475,1350,69,155,11406,1362,9426,1335,1980,831,4222,1333,86370,2137,72345,2850,20,45,72325,2846,64034,2947,8291,1693,14025,2278,22178,723,14834,1233,0,198,14834,1233,13719,1282,1115,490,7344,1224,8255,828,3518,744,3120,711,398,297,4737,842,15252,950,1779,737,1416,638,363,295,13473,967,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,159033,1880,72642,1298,5855,1062,2226,576,0,190,2226,576,1356,489,870,438,3629,1250,8829,1072,6223,1291,0,190,6223,1291,5377,1331,846,476,2606,629,38421,818,30982,1304,123,120,30859,1273,28468,1558,2391,865,7439,1102,10340,256,6919,725,0,190,6919,725,6797,718,122,144,3421,686,3728,705,1542,663,1499,677,43,70,2186,517,5469,699,930,389,930,389,0,190,4539,708,86391,1491,6484,991,2342,806,0,190,2342,806,2090,758,252,297,4142,807,8967,917,6544,816,0,190,6544,816,6209,806,335,353,2423,907,44357,1071,36175,1892,61,100,36114,1907,34324,1882,1790,644,8182,1518,13424,211,7870,985,0,190,7870,985,7445,966,425,263,5554,1005,4355,643,1301,490,1301,490,0,190,3054,628,8804,666,955,465,955,465,0,190,7849,664,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,257351,2726,114586,1526,8095,776,2157,820,0,200,2157,820,1404,603,753,527,5938,1131,12239,390,7963,945,247,226,7716,948,6167,978,1549,584,4276,988,58512,1072,45723,2169,202,241,45521,2129,39347,2202,6174,1301,12789,1919,18714,439,9554,1047,0,200,9554,1047,8998,996,556,385,9160,986,5053,779,1986,693,1581,539,405,438,3067,682,11973,779,1219,426,1219,426,0,200,10754,754,142765,1899,8231,807,2804,773,0,200,2804,773,2216,741,588,312,5427,989,13873,439,8257,845,145,295,8112,905,6831,952,1281,557,5616,908,68740,1202,53970,1944,104,126,53866,1913,46475,2082,7391,1420,14770,1566,23747,726,11804,1169,0,200,11804,1169,10918,1182,886,431,11943,1210,8899,870,2663,597,2526,617,137,135,6236,792,19275,906,1861,624,1861,624,0,200,17414,821,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2510789,11339,1181564,7687,100284,4255,29336,2742,274,224,29062,2760,18347,2266,10715,1687,70948,4060,140561,4125,94734,4369,1407,599,93327,4473,73072,4057,20255,3081,45827,3763,636876,5298,491382,7483,4425,1412,486957,7558,430848,8318,56109,4403,145494,6357,163906,2413,95436,4071,0,217,95436,4071,87785,3864,7651,1595,68470,4056,50937,2866,13960,1870,13137,1909,823,433,36977,2602,89000,3265,10555,1426,9616,1337,939,598,78445,3392,1329225,7163,98907,5001,31505,3210,193,217,31312,3202,22460,2978,8852,1811,67402,4725,134527,2840,97045,4197,754,493,96291,4077,83539,4191,12752,2067,37482,3896,704954,4625,564767,6346,1258,653,563509,6423,512629,7783,50880,4477,140187,6365,191004,2593,108758,3901,0,217,108758,3901,100908,3954,7850,1532,82246,4465,67361,3566,18559,1986,17391,1953,1168,497,48802,3479,132472,4101,8867,1546,7950,1437,917,469,123605,4194,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
