GEO_ID,B24010D_001E,B24010D_001M,B24010D_002E,B24010D_002M,B24010D_003E,B24010D_003M,B24010D_004E,B24010D_004M,B24010D_005E,B24010D_005M,B24010D_006E,B24010D_006M,B24010D_007E,B24010D_007M,B24010D_008E,B24010D_008M,B24010D_009E,B24010D_009M,B24010D_010E,B24010D_010M,B24010D_011E,B24010D_011M,B24010D_012E,B24010D_012M,B24010D_013E,B24010D_013M,B24010D_014E,B24010D_014M,B24010D_015E,B24010D_015M,B24010D_016E,B24010D_016M,B24010D_017E,B24010D_017M,B24010D_018E,B24010D_018M,B24010D_019E,B24010D_019M,B24010D_020E,B24010D_020M,B24010D_021E,B24010D_021M,B24010D_022E,B24010D_022M,B24010D_023E,B24010D_023M,B24010D_024E,B24010D_024M,B24010D_025E,B24010D_025M,B24010D_026E,B24010D_026M,B24010D_027E,B24010D_027M,B24010D_028E,B24010D_028M,B24010D_029E,B24010D_029M,B24010D_030E,B24010D_030M,B24010D_031E,B24010D_031M,B24010D_032E,B24010D_032M,B24010D_033E,B24010D_033M,B24010D_034E,B24010D_034M,B24010D_035E,B24010D_035M,B24010D_036E,B24010D_036M,B24010D_037E,B24010D_037M,B24010D_038E,B24010D_038M,B24010D_039E,B24010D_039M,B24010D_040E,B24010D_040M,B24010D_041E,B24010D_041M,B24010D_042E,B24010D_042M,B24010D_043E,B24010D_043M,B24010D_044E,B24010D_044M,B24010D_045E,B24010D_045M,B24010D_046E,B24010D_046M,B24010D_047E,B24010D_047M,B24010D_048E,B24010D_048M,B24010D_049E,B24010D_049M,B24010D_050E,B24010D_050M,B24010D_051E,B24010D_051M,B24010D_052E,B24010D_052M,B24010D_053E,B24010D_053M,B24010D_054E,B24010D_054M,B24010D_055E,B24010D_055M,B24010D_056E,B24010D_056M,B24010D_057E,B24010D_057M,B24010D_058E,B24010D_058M,B24010D_059E,B24010D_059M,B24010D_060E,B24010D_060M,B24010D_061E,B24010D_061M,B24010D_062E,B24010D_062M,B24010D_063E,B24010D_063M,B24010D_064E,B24010D_064M,B24010D_065E,B24010D_065M,B24010D_066E,B24010D_066M,B24010D_067E,B24010D_067M,B24010D_068E,B24010D_068M,B24010D_069E,B24010D_069M,B24010D_070E,B24010D_070M,B24010D_071E,B24010D_071M,B24010D_072E,B24010D_072M,B24010D_073E,B24010D_073M,NAME,B24010D_001MA,B24010D_001EA,B24010D_002MA,B24010D_002EA,B24010D_003MA,B24010D_003EA,B24010D_004EA,B24010D_004MA,B24010D_005EA,B24010D_005MA,B24010D_006MA,B24010D_006EA,B24010D_007MA,B24010D_007EA,B24010D_008MA,B24010D_008EA,B24010D_009EA,B24010D_009MA,B24010D_010EA,B24010D_010MA,B24010D_011MA,B24010D_011EA,B24010D_012MA,B24010D_012EA,B24010D_013MA,B24010D_013EA,B24010D_014MA,B24010D_014EA,B24010D_015MA,B24010D_015EA,B24010D_016EA,B24010D_016MA,B24010D_017EA,B24010D_017MA,B24010D_018EA,B24010D_018MA,B24010D_019EA,B24010D_019MA,B24010D_020EA,B24010D_020MA,B24010D_021MA,B24010D_021EA,B24010D_022MA,B24010D_022EA,B24010D_023MA,B24010D_023EA,B24010D_024MA,B24010D_024EA,B24010D_025MA,B24010D_025EA,B24010D_026EA,B24010D_026MA,B24010D_027EA,B24010D_027MA,B24010D_028EA,B24010D_028MA,B24010D_029EA,B24010D_029MA,B24010D_030EA,B24010D_030MA,B24010D_031EA,B24010D_031MA,B24010D_032MA,B24010D_032EA,B24010D_033MA,B24010D_033EA,B24010D_034MA,B24010D_034EA,B24010D_035MA,B24010D_035EA,B24010D_036EA,B24010D_036MA,B24010D_037EA,B24010D_037MA,B24010D_038EA,B24010D_038MA,B24010D_039EA,B24010D_039MA,B24010D_040EA,B24010D_040MA,B24010D_041MA,B24010D_041EA,B24010D_042EA,B24010D_042MA,B24010D_043MA,B24010D_043EA,B24010D_044MA,B24010D_044EA,B24010D_045MA,B24010D_045EA,B24010D_046EA,B24010D_046MA,B24010D_047EA,B24010D_047MA,B24010D_048EA,B24010D_048MA,B24010D_049EA,B24010D_049MA,B24010D_050EA,B24010D_050MA,B24010D_051MA,B24010D_051EA,B24010D_052MA,B24010D_052EA,B24010D_053EA,B24010D_053MA,B24010D_054MA,B24010D_054EA,B24010D_055MA,B24010D_055EA,B24010D_056EA,B24010D_056MA,B24010D_057EA,B24010D_057MA,B24010D_058EA,B24010D_058MA,B24010D_059EA,B24010D_059MA,B24010D_060EA,B24010D_060MA,B24010D_061EA,B24010D_061MA,B24010D_062EA,B24010D_062MA,B24010D_063EA,B24010D_063MA,B24010D_064EA,B24010D_064MA,B24010D_065MA,B24010D_065EA,B24010D_066MA,B24010D_066EA,B24010D_067MA,B24010D_067EA,B24010D_068MA,B24010D_068EA,B24010D_069MA,B24010D_069EA,B24010D_070MA,B24010D_070EA,B24010D_071EA,B24010D_071MA,B24010D_072EA,B24010D_072MA,B24010D_073EA,B24010D_073MA,state
0400000US01,27863,1946,14737,1261,8072,1274,3253,880,2527,834,726,370,2360,810,574,488,1318,561,468,264,1411,569,143,186,0,192,1100,485,168,190,1048,496,863,443,185,187,2116,736,0,192,0,192,0,192,0,192,1471,716,73,98,572,299,2808,875,2387,865,421,352,818,577,47,72,452,457,319,274,923,508,637,464,262,231,24,52,13126,1416,5882,1202,1501,625,1102,572,399,273,1171,492,762,405,125,181,284,225,1189,533,40,70,100,206,1017,476,32,53,2021,770,1803,737,218,235,3513,1098,217,183,0,192,0,192,0,192,1203,529,146,180,1947,889,2514,771,895,464,1619,652,108,158,0,192,0,192,108,158,1109,539,901,516,0,192,208,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26206,2127,12889,1026,3253,681,1148,475,835,440,313,301,1043,493,556,375,357,266,130,207,594,372,279,281,0,149,241,211,74,115,468,378,314,346,154,165,3249,664,366,305,27,45,21,44,6,13,1463,482,812,319,581,293,2188,721,694,391,1494,575,729,371,76,82,177,151,476,297,3470,724,1111,449,927,488,1432,576,13317,1548,2734,818,1148,533,826,474,322,255,83,104,0,149,14,25,69,103,864,495,83,113,73,128,453,262,255,364,639,431,287,279,352,302,3802,904,760,431,0,149,0,149,0,149,1408,575,578,383,1056,466,4312,1065,1318,580,2994,892,9,17,9,17,0,149,0,149,2460,842,2335,831,27,30,98,172,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,105562,4215,54644,2445,31688,2599,8686,1430,6298,1232,2388,856,13228,1904,8041,1358,4125,1079,1062,394,3799,961,544,357,51,82,2320,880,884,459,5975,1729,4618,1119,1357,1003,6613,1428,484,314,993,611,396,314,597,524,3553,1072,380,329,1203,671,8841,1459,5092,1189,3749,925,2638,835,0,201,863,584,1775,775,4864,974,2710,694,1387,500,767,385,50918,2912,24471,1988,7886,1317,4348,932,3538,926,3085,784,1604,671,449,259,1032,467,5326,1142,540,488,324,324,3637,924,825,536,8174,1240,6095,1070,2079,834,11774,1481,1660,690,347,334,347,334,0,201,3197,892,292,184,6278,1165,11540,1717,5391,1123,6149,1278,148,180,0,201,54,89,94,155,2985,950,2545,759,127,154,313,366,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2747099,16298,1400753,9698,724359,11689,257451,7461,176117,6035,81334,4213,289615,7735,174100,6705,93702,5045,21813,2145,96006,5122,15243,1975,10775,1779,36632,2945,33356,3187,81287,4732,58282,4042,23005,2240,180563,7360,20905,2511,21073,2245,14361,1926,6712,1243,72790,4640,27343,2719,38452,3413,254026,9359,138705,6465,115321,5127,74968,3844,3317,1007,26220,2367,45431,3148,166837,5892,84881,4109,55456,3700,26500,2817,1346346,11670,683865,10948,261629,6867,137670,5735,123959,5088,111394,5810,63681,4109,24601,2683,23112,2261,139692,4879,19466,2211,15718,2013,75748,3931,28760,2543,171150,6724,128769,5947,42381,3561,259537,8080,49396,3938,3551,1109,2577,941,974,495,64347,5023,19130,2378,123113,4919,325293,8992,125793,5429,199500,6372,4296,854,1616,605,865,385,1815,530,73355,4158,57468,3909,5188,1059,10699,1751,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,81741,3562,42200,2394,20380,1800,5451,1006,3769,843,1682,576,10207,1513,6959,1154,2628,849,620,289,3110,977,634,367,260,282,1996,797,220,163,1612,561,1315,516,297,228,7155,1278,445,327,876,498,475,362,401,385,3394,931,1775,773,665,391,6392,1248,3601,967,2791,766,2050,679,374,366,941,438,735,426,6223,1273,3703,957,1444,662,1076,677,39541,2846,18364,2062,6751,1358,4377,1131,2374,677,3505,922,1746,734,753,380,1006,442,5225,1147,492,310,240,197,4043,972,450,346,2883,852,2072,687,811,421,9631,1785,1476,586,123,156,44,75,79,133,3123,882,1321,519,3588,1215,8451,1359,3466,912,4985,972,29,52,0,193,0,193,29,52,3066,910,1987,560,200,191,879,607,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,82537,2796,44694,1608,28398,2169,9853,1214,6904,1040,2949,861,12758,1930,8778,1847,2678,626,1302,563,3351,811,81,154,260,209,2622,719,388,257,2436,711,2298,690,138,153,4764,1116,163,153,851,508,686,534,165,276,1919,822,803,320,1028,710,7393,1370,5655,1371,1738,632,458,290,0,198,174,153,284,230,3681,1028,2516,771,904,523,261,194,37843,2418,21925,2125,6893,1073,3846,836,3047,818,3965,1157,2317,789,228,171,1420,618,6127,1254,438,274,249,186,4499,1236,941,581,4940,1177,3986,1136,954,424,6317,1376,1000,395,0,198,0,198,0,198,1377,641,1511,733,2429,930,6992,1314,3060,761,3932,1057,252,329,0,198,202,324,50,66,2357,797,2325,809,0,198,32,53,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,268108,6461,130672,4043,64755,3640,21787,2422,14639,1984,7148,1464,20990,2746,12463,1860,6316,1433,2211,743,9111,1657,994,569,1093,526,6071,1404,953,492,12867,1874,10905,1569,1962,913,25851,2871,1227,513,1808,692,1345,588,463,380,13408,1966,2631,922,6777,1776,21977,2555,11845,2084,10132,1823,6048,1530,22,39,2608,1061,3418,1006,12041,2318,6740,1733,2904,1120,2397,1245,137436,4321,61492,3969,18103,2248,10868,1792,7235,1450,8178,1662,4592,1430,1329,699,2257,939,13190,2040,1197,694,1355,782,9277,1712,1361,577,22021,2370,18134,2244,3887,971,33438,2940,3812,1390,897,743,734,699,163,233,12187,1854,2775,1094,13767,2110,34398,3149,16541,2503,17857,2061,595,472,0,217,54,95,541,464,7513,1486,6020,1383,650,467,843,414,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
