GEO_ID,B19001B_001E,B19001B_001M,B19001B_002E,B19001B_002M,B19001B_003E,B19001B_003M,B19001B_004E,B19001B_004M,B19001B_005E,B19001B_005M,B19001B_006E,B19001B_006M,B19001B_007E,B19001B_007M,B19001B_008E,B19001B_008M,B19001B_009E,B19001B_009M,B19001B_010E,B19001B_010M,B19001B_011E,B19001B_011M,B19001B_012E,B19001B_012M,B19001B_013E,B19001B_013M,B19001B_014E,B19001B_014M,B19001B_015E,B19001B_015M,B19001B_016E,B19001B_016M,B19001B_017E,B19001B_017M,NAME,B19001B_001MA,B19001B_001EA,B19001B_002EA,B19001B_002MA,B19001B_003EA,B19001B_003MA,B19001B_004EA,B19001B_004MA,B19001B_005MA,B19001B_005EA,B19001B_006MA,B19001B_006EA,B19001B_007MA,B19001B_007EA,B19001B_008EA,B19001B_008MA,B19001B_009EA,B19001B_009MA,B19001B_010MA,B19001B_010EA,B19001B_011MA,B19001B_011EA,B19001B_012MA,B19001B_012EA,B19001B_013EA,B19001B_013MA,B19001B_014EA,B19001B_014MA,B19001B_015MA,B19001B_015EA,B19001B_016MA,B19001B_016EA,B19001B_017MA,B19001B_017EA,state
0400000US01,481633,6722,81354,4575,50073,3540,42208,3664,36309,2776,31610,2611,30705,2953,23154,2660,23245,2841,16686,2288,33757,2868,33906,3048,36382,3816,20550,2482,9501,1487,7719,1416,4474,1006,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,8422,1060,690,507,412,343,144,124,200,189,381,381,978,584,242,250,587,437,146,178,1026,577,369,336,960,550,1298,510,201,182,569,313,219,218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,105370,4012,13459,2423,7439,1496,7875,1392,6661,1344,6099,1416,5543,1403,5842,1340,5641,1337,4299,1117,8524,1774,10024,1583,10766,1943,5361,1040,2084,646,3125,950,2628,813,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,174070,4186,32890,3158,16371,1989,14378,2280,16407,2217,12925,2290,12786,2090,10253,1675,8999,1833,5365,1136,11998,2002,11296,1682,10057,1640,5123,1253,2579,881,1378,544,1265,516,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,824358,10302,87275,5605,72587,4307,47957,3374,51608,3482,38275,2807,42027,4119,35095,2764,35759,3167,31196,3205,58449,4322,74604,4066,86471,4754,59328,3427,35359,2862,39088,3206,29280,2681,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,82726,3407,8803,1659,4513,1195,3313,905,6613,1432,2944,829,5887,1495,4430,1070,4160,1047,3253,992,7276,1547,8280,1585,10117,1689,5909,1030,3691,1147,1956,724,1581,526,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,131266,3437,15205,1875,8487,1679,8850,1601,7122,1362,6401,1430,7461,1508,6935,1692,5756,1281,5458,1250,9556,1645,12941,1572,14439,1828,9120,1621,5136,1130,4781,1091,3618,987,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,68739,2499,6159,1285,3941,1055,4183,1060,4166,1081,3559,1114,4361,1230,4020,1062,2809,752,2299,842,4638,1380,5719,1044,8742,1319,5543,1277,2872,809,3774,1115,1954,923,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,124266,3156,17750,2143,10106,1545,7224,1250,7204,1280,7994,1666,5659,1226,3943,1022,5622,1115,6101,1463,6855,1078,10142,1463,13110,2025,7571,1331,4229,861,5692,1089,5064,1018,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1027201,11359,129828,6311,74408,4425,81759,5199,75360,4575,71290,4748,67699,4476,58850,3619,54263,3795,48722,3932,87786,5307,90922,5524,91267,4981,45003,4241,19913,2203,19755,2847,10376,1827,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1110445,9367,139820,5726,86533,4554,71387,4777,83021,5006,67062,4967,66293,5527,59921,4284,55581,4328,52322,4157,86127,5347,104176,5850,102111,5512,64852,4306,28288,3400,26631,3018,16320,2243,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,10166,1423,772,493,137,188,453,370,540,435,56,97,343,322,696,470,476,408,373,328,802,378,599,366,2322,868,1037,526,553,397,530,417,477,302,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,664315,7345,110681,6186,52204,3895,51890,3130,46681,3620,38288,3012,37950,3166,32436,2801,31399,2960,22207,2208,43023,3373,52741,3029,61016,3660,36469,3009,19253,2494,17111,2157,10966,1537,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,228116,4646,37219,3279,19682,2012,16888,2057,18499,1877,15137,2063,15347,2337,14984,2151,13893,1898,9056,1478,15883,1927,16101,1977,17022,1985,7891,1314,4301,1004,4195,1105,2018,811,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36742,2359,6993,1485,3889,1589,2908,918,2793,1247,2185,844,1958,698,2237,856,1813,749,918,506,3403,1032,2496,723,2566,808,1229,694,864,520,273,261,217,201,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
